# Fischer - Nordrhein-Westfalen/Rothaargebirge dro03 - PCAB - ITRDB GERM208
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16742
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16742.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ208-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ208-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ208.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ208.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Rothaargebirge dro03 - PCAB - ITRDB GERM208
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Rothaargebirge dro03
#   Location: Germany
#   Northernmost_Latitude: 51.1833
#   Southernmost_Latitude: 51.1833
#   Easternmost_Longitude: 8.4333
#   Westernmost_Longitude: 8.4333
#   Elevation_m: 710
#--------------------
# Data_Collection
#   Collection_Name: GERM208
#   First_Year: 1841
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dro0314z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0314z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0301a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0301a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0302a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0302a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0303z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0303z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0304a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0304a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0305b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0305b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0306b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0306b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0307b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0307b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0308a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0308a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0309a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0309a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0310b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0310b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0311b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0311b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0312b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0312b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0313b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0313b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	dro0314z_raw	dro0301a_raw	dro0302a_raw	dro0303z_raw	dro0304a_raw	dro0305b_raw	dro0306b_raw	dro0307b_raw	dro0308a_raw	dro0309a_raw	dro0310b_raw	dro0311b_raw	dro0312b_raw	dro0313b_raw
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.52	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.07	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.08	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.88	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.97	2.38
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	3.63
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4.66
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02	5.75
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	4.57
1850	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.59	5.55
1851	5.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.12	4.92
1852	4.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.18	4.96
1853	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.96	5.32
1854	4.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.04	5
1855	4.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.62	4.76
1856	5.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.96	4.08
1857	3.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.28	3.84
1858	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.52	3
1859	3.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46	2.44
1860	3.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7	2.56
1861	4.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.75	3.86
1862	4.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	3.34
1863	2.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	3.38
1864	3.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3.06
1865	3.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.72	3.42
1866	2.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	3.83
1867	2.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33	3.56
1868	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	2.8
1869	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	2.15
1870	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	2.3
1871	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	1.89
1872	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	2.55
1873	1.15	NA	NA	NA	4.06	NA	NA	NA	NA	NA	NA	NA	1.11	2.68
1874	1.14	NA	NA	NA	3.55	NA	NA	NA	NA	NA	NA	NA	1.07	2.12
1875	1.43	NA	NA	NA	3.29	NA	NA	NA	NA	NA	NA	NA	1.55	2.48
1876	0.83	NA	NA	NA	3.93	NA	NA	NA	NA	NA	NA	NA	1.18	1.92
1877	1	NA	NA	NA	2.72	NA	NA	NA	NA	NA	NA	NA	0.92	1.66
1878	1.94	NA	NA	NA	3.49	NA	NA	NA	NA	NA	NA	NA	1.33	1.96
1879	1.83	NA	NA	NA	3.62	NA	NA	NA	NA	NA	NA	NA	1.09	2.26
1880	1.61	NA	NA	NA	3.27	3.31	NA	NA	NA	NA	NA	NA	1.03	2.3
1881	1.53	NA	NA	NA	3.38	2.4	NA	NA	NA	NA	NA	NA	1.18	2.2
1882	1.62	NA	NA	NA	3.58	2.64	NA	NA	NA	NA	NA	NA	0.99	2.14
1883	0.93	NA	NA	NA	2.98	2.39	NA	NA	NA	NA	NA	NA	0.88	1.42
1884	1.32	NA	NA	NA	3.84	3.74	NA	NA	NA	NA	NA	NA	1.1	1.79
1885	1.18	NA	NA	NA	3.42	3.65	NA	NA	NA	NA	NA	NA	0.89	1.68
1886	1.32	NA	NA	NA	3.13	3.54	NA	NA	NA	NA	NA	NA	0.88	1.35
1887	1.18	NA	NA	NA	3.05	2.79	NA	NA	NA	NA	NA	NA	0.73	1.34
1888	1.07	NA	NA	NA	3.32	2.99	NA	NA	NA	NA	NA	NA	0.99	1.18
1889	0.9	NA	NA	3.36	3.1	2.86	NA	NA	NA	NA	NA	NA	0.73	1.22
1890	1.01	NA	NA	3.66	3.12	4.01	NA	NA	NA	2.28	NA	NA	0.92	1.22
1891	0.99	2.35	NA	2.54	3.44	4.23	NA	NA	NA	2.67	NA	NA	0.68	1.14
1892	1.14	3.05	NA	3.22	3.92	3.93	NA	NA	2.7	2.91	NA	NA	0.56	0.98
1893	0.93	2.72	NA	2.74	3.2	2.79	NA	NA	2.23	2.83	NA	NA	0.57	0.82
1894	0.72	3.01	NA	2.08	2.99	2.52	NA	NA	1.94	2.54	NA	3.45	0.7	0.97
1895	0.9	4.34	NA	2.3	3.22	2.88	NA	NA	2.75	3.13	NA	4.93	0.79	1.05
1896	0.68	4.1	NA	3.04	3.12	2.51	NA	NA	2.94	3.14	NA	4.14	0.71	1.12
1897	1.01	4.71	NA	2.33	3.32	3.46	NA	NA	2.77	3.05	NA	4.75	0.79	1.06
1898	0.9	4.3	NA	2.73	3.54	4.46	NA	NA	2.87	2.64	NA	4.03	0.75	1.06
1899	0.97	3.83	NA	2.93	3.64	3.63	NA	NA	2.42	2.84	NA	3.64	0.81	1.05
1900	0.98	3.3	NA	2.36	3.75	2.41	NA	NA	2.17	1.9	NA	2.56	0.79	0.77
1901	1.15	2.82	NA	2.24	3.84	2.47	NA	NA	2.13	2.55	NA	3.01	1.35	0.94
1902	0.72	1.86	NA	2.54	2.92	1.87	NA	NA	1.68	2.2	NA	2.76	0.55	0.84
1903	0.92	3.49	NA	1.62	2.84	2.04	NA	NA	1.57	2.03	NA	3.63	0.9	0.92
1904	1.36	3.76	NA	2.06	2.82	2.75	NA	NA	1.57	1.71	NA	3.87	0.89	0.82
1905	1.06	4.25	NA	2.61	3.36	4.12	NA	NA	1.72	1.91	NA	4.2	0.73	0.98
1906	0.9	4.58	3.02	2.28	2.92	3.62	NA	NA	1.94	1.87	NA	3.38	0.42	0.59
1907	0.94	4.06	3	2.49	3.58	3.02	NA	NA	2.18	2.02	NA	4.22	0.38	0.6
1908	1.32	4.66	2.77	2.5	4.24	3.04	NA	8.21	2.82	2.44	NA	3.94	0.4	0.82
1909	1.45	5.64	3.44	2.26	4.27	3.09	NA	12.61	2.88	3.45	4.58	3.86	0.53	0.79
1910	1.66	5.9	2.38	2.43	4.01	4.08	NA	8.4	2.49	3.52	5.24	3.56	0.56	1.01
