# Vitas - Viesvile - QURO - ITRDB LITH011
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5209
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5209.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith011-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith011-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith011.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith011.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2003-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2003-08-25
#--------------------
# Title
#   Study_Name: Vitas - Viesvile - QURO - ITRDB LITH011
#--------------------
# Investigators
#   Investigators: Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Viesvile
#   Location: Taurage
#   Northernmost_Latitude: 55.07
#   Southernmost_Latitude: 55.07
#   Easternmost_Longitude: 22.48
#   Westernmost_Longitude: 22.48
#   Elevation_m: 25
#--------------------
# Data_Collection
#   Collection_Name: LITH011
#   First_Year: 1878
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## viesv-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-28_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-28; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	viesv-1_raw	viesv-2_raw	viesv-3_raw	viesv-4_raw	viesv-5_raw	viesv-6_raw	viesv-16_raw	viesv-17_raw	viesv-18_raw	viesv-19_raw	viesv-20_raw	viesv-21_raw	viesv-22_raw	viesv-23_raw	viesv-24_raw	viesv-25_raw	viesv-26_raw	viesv-27_raw	viesv-28_raw	viesv-29_raw
1878	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	2.87	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	2.72	3.63	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	2.88	4.22	NA	2.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	1.29	2.23	NA	1.45	NA	NA	NA	0.92	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	2.23	3.38	NA	1.51	NA	NA	NA	2.12	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	1.35	2.22	NA	1.34	NA	1.82	NA	1.59	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	3.59	6.27	NA	3.74	NA	3.97	NA	6.14	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	4.63	5.05	NA	3.48	NA	4.07	NA	4.81	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	5.79	4.98	NA	3.41	NA	4.62	NA	4.85	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	5.02	2.91	4.3	2.59	NA	3.86	NA	2.79	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	6.24	3.1	3.88	2.44	NA	3.04	NA	2.57	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	6.23	2.32	2.68	2.13	NA	1.65	NA	2.21	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	5.09	3.07	3	2.45	NA	2.49	NA	4.07	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	4.35	NA	NA	7.92	2.67	3.99	2.84	NA	2.63	NA	5.21	NA	NA	NA	NA	3.04
1898	NA	NA	NA	NA	2.93	NA	NA	7.91	3.56	4.14	3.13	NA	2.2	NA	4.21	NA	NA	NA	NA	2.64
1899	NA	NA	NA	NA	2.05	2.57	NA	3.39	2.77	2.89	2.42	4.06	1.48	NA	2.62	NA	NA	NA	NA	2.49
1900	NA	NA	NA	NA	2.84	2.22	NA	6.87	3.23	3.52	2.35	4.49	2.46	2.74	2.38	NA	NA	NA	NA	2.94
1901	NA	NA	NA	3.2	2.53	2.25	2.89	2.85	3.59	3.08	1.66	3.65	2.84	2.12	2.97	NA	NA	NA	2.99	3.08
1902	NA	NA	NA	2.45	2.83	1.23	3.63	4.95	3.11	3.17	1.73	3.39	2.34	1.73	2.6	NA	NA	NA	2.13	1.89
1903	NA	NA	NA	2.55	1.83	1.69	2.21	4.84	3.42	3.16	1.49	3.57	1.78	1.88	2.4	NA	NA	NA	3.74	1.75
1904	NA	NA	NA	3.13	2.48	1.88	2.36	4.89	3.34	3.98	1.9	3.11	2.44	2.25	1.82	NA	NA	NA	2.73	1.97
1905	NA	NA	NA	2.62	2.11	1.6	2.3	3.19	2.69	3.31	1.4	2.03	2.06	1.6	1.56	NA	3.84	NA	3	2.15
1906	NA	NA	NA	3.07	2.34	1.94	2.8	4.1	3.38	3.92	1.81	1.98	2.89	2.75	2.14	NA	4.07	NA	3.33	2.56
1907	NA	NA	NA	2.04	1.42	0.71	3.01	3.9	3.3	2.97	1.48	1.8	2.24	2.1	2.15	NA	4.35	NA	2.35	1.78
1908	NA	NA	NA	2.26	1.42	1.31	1.88	2.99	3.36	1.52	2.11	2.31	1.71	2.17	1.69	NA	3.55	NA	3.48	2.25
1909	NA	NA	NA	3.62	2.27	1.97	2.87	4.8	3.79	2.56	1.99	2.3	1.96	3.11	1.47	NA	3.38	NA	4.61	2.77
1910	6.59	NA	NA	4.3	2.76	3.51	2.49	4.59	4.94	2.05	1.91	2.26	1.91	3.2	1.81	NA	3.38	NA	4.91	3.15
1911	6.55	NA	NA	4.2	2.05	4.07	1.97	3.64	3.32	1.73	1.53	1.77	1.5	3.04	1.62	NA	2.17	NA	3.93	2.47
1912	6.65	5.23	NA	4.15	2.96	4.6	1.8	3.49	4.15	2.02	1.71	2.36	1.6	3.27	1.92	NA	2.57	NA	4.58	3.71
1913	5.59	5.02	5.98	4.49	3.68	4.92	2.24	3.64	4.21	2.8	2.6	3.06	2.26	2.88	1.67	NA	2.15	NA	5.78	3.89
1914	6.08	5.29	3.92	3.66	3.25	3.59	1.65	2.08	3.13	1.95	2.2	3.49	2.11	2.97	1.66	NA	2.03	5.07	5.36	4.67
1915	5.92	4.88	5.43	4.74	3.43	3.65	1.92	2.47	3.59	2.14	2.54	3.93	2.29	3.03	1.59	NA	2.02	5.23	6.08	5.25
1916	4.07	3.97	4.41	3.99	3.32	3.34	1.83	2.04	3.48	1.84	2	3.03	2.17	1.08	1.46	NA	1.86	4.84	5.2	4.41
1917	5.51	4.13	4.32	4.07	3.55	4.22	1.68	2.65	2.89	1.46	1.96	4	1.72	1.95	1.76	NA	2.54	6.4	5.47	4.01
1918	3.97	3.69	5	3.43	1.78	3.7	2.47	1.99	2.6	2.26	2.29	4.22	3.01	1.58	2.02	NA	2.28	5.6	4.85	3.27
1919	5.36	3.61	4.36	3.45	3.26	3.39	3.24	4.03	3.53	2.25	1.93	4.35	2.72	2.6	2.02	NA	1.93	6.07	4.32	2.87
1920	4.69	3.47	3.93	2.27	2.8	2.76	2.96	2.37	2.7	2.44	2.09	3.87	2.62	1.97	1.64	NA	1.88	5.61	4.14	2.37
1921	4.9	3.64	4.43	3.31	3.08	3.61	2.23	2.37	2.19	2.8	2.35	4.08	2.3	2.23	1.75	NA	1.99	5.57	4.58	2.39
1922	5.7	4.1	4.1	2.83	3.14	3.14	2.03	3.08	2.25	3.18	2.32	4.29	2.33	3.5	1.86	NA	1.85	5.15	4.55	2.84
1923	4.35	3.21	3.42	2.27	2.96	1.89	1.47	2.27	2.05	2.59	1.72	3.22	1.86	2.42	1.68	NA	1.31	5.12	3.63	2.09
1924	4.79	3.71	4.6	2.38	2.62	1.94	2.36	2.53	2.55	3.39	1.67	4.48	1.84	2.82	1.45	NA	1.31	4.89	3.58	2.01
1925	4.65	4.07	5.52	3.04	2.9	2.47	2.59	2.16	2.08	3.46	2.54	3.92	2.35	3	1.61	NA	1.43	5.43	3.03	2.37
