# Touchan - Collado de la Zarca - PINI - ITRDB ESP086
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39270
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39270.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/esp086-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/esp086.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/esp086.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-04-05
#--------------------
# File_Last_Modified_Date
#   Date: 2024-04-05
#--------------------
# Title
#   Study_Name: Touchan - Collado de la Zarca - PINI - ITRDB ESP086
#--------------------
# Investigators
#   Investigators: Touchan, Ramzi
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Touchan, Ramzi; Kevin J Anchukaitis; David M Meko; Dalila Kerchouche; Said Slimani; Rachid Ilmen; Fouad Hasnaoui; Frederic Guibal; Jesus Julio Camarero; Raúl Sánchez-Salguero; Alma Piermattei; Abdessadek Sesbou; Benjamin I Cook; Mohamed Sabir; Hayat Touchane
#   Published_Date_or_Year: 2017
#   Published_Title: Climate controls on tree growth in the Western Mediterranean
#   Journal_Name: The Holocene
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1177/0959683617693901
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Collado de la Zarca
#   Location: Spain
#   Northernmost_Latitude: 37.92
#   Southernmost_Latitude: 37.92
#   Easternmost_Longitude: -2.83
#   Westernmost_Longitude: -2.83
#   Elevation_m: 1671
#--------------------
# Data_Collection
#   Collection_Name: ESP086
#   First_Year: 1670
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CDZ01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ02B1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ02B1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ02B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ02B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CDZ20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CDZ20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CDZ01A_raw	CDZ01B_raw	CDZ02A_raw	CDZ02B1_raw	CDZ02B2_raw	CDZ03A_raw	CDZ03B_raw	CDZ04A_raw	CDZ04B_raw	CDZ05A_raw	CDZ05B_raw	CDZ06A_raw	CDZ06B_raw	CDZ07A_raw	CDZ07B_raw	CDZ08A_raw	CDZ08B_raw	CDZ09A_raw	CDZ09B_raw	CDZ10A_raw	CDZ10B_raw	CDZ11A_raw	CDZ11B_raw	CDZ12A_raw	CDZ12B_raw	CDZ13A_raw	CDZ13B_raw	CDZ14A_raw	CDZ14B_raw	CDZ15A_raw	CDZ15B_raw	CDZ16A_raw	CDZ16B_raw	CDZ17A_raw	CDZ17B_raw	CDZ18B_raw	CDZ19A_raw	CDZ19B_raw	CDZ20A_raw	CDZ20B_raw
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.22	NA	NA	NA	NA
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.11	NA	NA	NA	NA
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.98	NA	NA	NA	NA
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.97	NA	NA	NA	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2	NA	NA	NA	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.38	NA	NA	NA	NA	NA	4.13	NA	NA	NA	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.31	NA	NA	NA	NA	NA	5.6	NA	NA	NA	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.27	NA	NA	NA	NA	NA	10.92	NA	NA	NA	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.52	NA	NA	NA	NA	NA	2.82	NA	NA	NA	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.08	NA	NA	NA	NA	NA	2.13	NA	NA	NA	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.86	NA	NA	NA	NA	NA	5.48	NA	NA	NA	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.36	NA	NA	NA	NA	NA	5.87	NA	NA	NA	NA
1682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.47	NA	NA	NA	NA	NA	5.95	NA	NA	NA	NA
1683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.58	NA	NA	NA	NA	NA	3.88	NA	NA	NA	NA
1684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.76	NA	NA	NA	NA	NA	6.11	NA	NA	NA	NA
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.47	NA	NA	NA	NA	NA	8.65	NA	NA	NA	NA
1686	NA	NA	NA	8.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.03	NA	NA	NA	NA	NA	4.8	NA	NA	NA	NA
1687	NA	NA	NA	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.89	NA	NA	NA	NA	NA	4.26	NA	NA	NA	NA
1688	NA	NA	NA	10.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.22	13.09	NA	NA	NA	NA	3.97	NA	NA	NA	NA
1689	NA	NA	NA	15.23	NA	NA	33.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4	13.92	NA	NA	NA	NA	7.18	NA	NA	NA	NA
1690	NA	NA	NA	10.27	NA	NA	39.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.2	9.1	NA	NA	NA	NA	6.06	NA	NA	NA	NA
1691	NA	NA	NA	13.01	NA	NA	38.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.7	12.57	NA	NA	NA	NA	5.58	NA	NA	NA	NA
1692	NA	NA	NA	11.22	NA	NA	27.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.84	7.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.13	9.11	NA	NA	NA	NA	4.27	NA	NA	NA	NA
1693	NA	NA	NA	12.4	NA	NA	27.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.39	6.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.17	12.19	NA	NA	NA	NA	3.8	NA	NA	NA	NA
1694	NA	NA	NA	17.76	NA	NA	23.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.48	5.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.93	9.39	NA	NA	NA	NA	4.26	NA	NA	NA	NA
1695	NA	NA	NA	16.97	NA	NA	26.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.86	9.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.25	9.8	NA	NA	NA	NA	3.79	NA	NA	NA	NA
1696	NA	NA	NA	24.04	NA	NA	24.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.55	4.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.22	16.33	NA	NA	NA	NA	5.46	NA	NA	NA	NA
1697	NA	NA	NA	21.26	NA	NA	15.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.6	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.07	14.88	NA	NA	NA	NA	2.49	NA	NA	NA	NA
1698	NA	NA	NA	23.37	NA	NA	17.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.26	8.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.77	15.18	NA	NA	NA	NA	2.24	NA	NA	NA	NA
1699	NA	NA	NA	24.81	NA	22.71	14.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.24	6.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.66	16.97	NA	NA	NA	NA	4.07	NA	NA	NA	NA
1700	NA	NA	NA	21.41	NA	20.68	13.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.93	9.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.93	17.2	NA	NA	NA	NA	5.93	NA	NA	NA	NA
1701	NA	NA	NA	23.43	NA	17.43	16.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.79	10.24	NA	26.68	NA	NA	NA	NA	NA	NA	NA	NA	12.82	15.93	NA	NA	NA	NA	5.89	NA	NA	NA	NA
1702	NA	NA	NA	18.82	NA	15.26	12.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.74	7.81	NA	27.82	NA	NA	NA	NA	NA	NA	NA	NA	13.8	12.74	NA	NA	NA	NA	6.04	NA	NA	NA	NA
1703	NA	NA	NA	11.7	NA	11.28	6.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.13	0	NA	22.02	NA	NA	NA	NA	NA	NA	NA	NA	11.04	15.13	NA	NA	NA	NA	2.82	NA	NA	41.43	NA
1704	NA	NA	NA	16.84	NA	11.05	9.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1	11.89	NA	28.46	NA	NA	NA	NA	NA	NA	NA	NA	14.06	17.57	NA	NA	NA	NA	2.25	NA	NA	43.04	NA
1705	NA	NA	NA	5.23	NA	12.15	7.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.99	8.13	NA	19.03	NA	NA	NA	NA	NA	NA	NA	NA	12.58	17.35	NA	NA	NA	NA	2.82	NA	NA	23.83	NA
1706	NA	NA	NA	5.92	NA	6.49	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.48	7.16	NA	13.09	NA	NA	NA	NA	NA	NA	NA	NA	10.31	14.04	NA	NA	NA	NA	3.85	NA	NA	18.9	NA
1707	NA	NA	NA	6.95	NA	5.56	4.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.3	8.75	NA	16.9	9.48	NA	NA	NA	NA	NA	NA	NA	7.42	17.42	NA	NA	NA	NA	4.19	NA	NA	33.69	NA
1708	NA	NA	NA	11.35	NA	7.86	6.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.17	6.99	NA	39.04	14.48	NA	NA	NA	NA	NA	NA	NA	10.34	19.42	NA	NA	NA	NA	5.65	NA	NA	37.33	NA
1709	NA	NA	NA	9.68	NA	5.05	4.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.35	6.56	NA	23.48	12.37	NA	NA	NA	NA	NA	NA	NA	10.61	17.06	NA	NA	NA	NA	2.66	NA	NA	17.96	NA
1710	NA	NA	NA	9.89	NA	4.71	4.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3	5.29	NA	20.69	17.43	NA	NA	NA	NA	NA	NA	NA	8.2	14.05	NA	NA	NA	NA	2.92	NA	NA	21.31	NA
1711	NA	NA	NA	14.25	NA	8.26	3.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.43	3.64	NA	14.07	17.98	NA	NA	NA	NA	NA	NA	NA	8.21	13.75	NA	NA	NA	NA	3.54	NA	NA	26.88	NA
1712	NA	NA	NA	14.66	NA	6.34	4.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.45	8.31	NA	16.81	15.69	NA	NA	NA	14.1	NA	NA	NA	8.54	13.28	NA	NA	NA	NA	2.97	NA	NA	25.09	NA
1713	NA	NA	NA	9.94	NA	3.51	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.83	3.5	NA	10.66	9.69	NA	NA	NA	11.17	NA	NA	NA	6.1	8.2	NA	9.97	NA	NA	1.92	NA	NA	11.8	NA
