# Hartl - Bad Tölz, Seinsberg innen - PCAB - ITRDB DEU421
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37620
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37620.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu421-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu421.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu421.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Bad Tölz, Seinsberg innen - PCAB - ITRDB DEU421
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Dittmar, Christoph; Zang, Christian; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, C; C Zang; C Dittmar; J Esper; A Göttlein; A Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Vulnerability of Norway spruce to climate change in mountain forests of the European Alps
#   Journal_Name: Clim. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3354/cr01226
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: B 69
#--------------------
# Site_Information
#   Site_Name: Bad Tölz, Seinsberg innen
#   Location: Germany
#   Northernmost_Latitude: 47.477
#   Southernmost_Latitude: 47.477
#   Easternmost_Longitude: 11.31
#   Westernmost_Longitude: 11.31
#   Elevation_m: 1240
#--------------------
# Data_Collection
#   Collection_Name: DEU421
#   First_Year: 1946
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TZSZ101C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ101C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ101O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ101O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ102C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ102C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ102O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ102O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ104C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ104C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ104O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ104O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ105C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ105C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ105O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ105O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ110C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ110C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ110O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ110O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ111C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ111C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ111O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ111O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ112C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ112C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ112O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ112O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ113C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ113C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ113O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ113O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ114C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ114C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ114O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ114O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ115C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ115C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TZSZ115O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TZSZ115O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TZSZ101C_raw	TZSZ101O_raw	TZSZ102C_raw	TZSZ102O_raw	TZSZ104C_raw	TZSZ104O_raw	TZSZ105C_raw	TZSZ105O_raw	TZSZ110C_raw	TZSZ110O_raw	TZSZ111C_raw	TZSZ111O_raw	TZSZ112C_raw	TZSZ112O_raw	TZSZ113C_raw	TZSZ113O_raw	TZSZ114C_raw	TZSZ114O_raw	TZSZ115C_raw	TZSZ115O_raw
1946	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1947	NA	NA	NA	NA	NA	NA	NA	NA	3.24	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1948	NA	NA	NA	NA	NA	NA	NA	NA	3.34	3.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1949	NA	NA	NA	NA	NA	NA	NA	NA	4.08	3.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1950	NA	NA	NA	NA	NA	NA	NA	NA	5.79	4.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1951	NA	NA	NA	NA	NA	NA	NA	NA	5.41	4.79	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA
1952	NA	NA	NA	NA	NA	NA	NA	NA	4.61	4.52	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA
1953	NA	NA	NA	NA	NA	NA	NA	NA	4.16	4.12	NA	2.29	NA	NA	NA	1.05	NA	NA	NA	NA
1954	NA	NA	NA	NA	NA	NA	NA	NA	3.45	3.96	2.08	2.18	NA	NA	NA	1.22	NA	NA	NA	NA
1955	NA	NA	NA	NA	NA	NA	NA	NA	3.59	3.83	2.6	2.54	2.29	NA	NA	1.39	NA	NA	NA	NA
1956	NA	NA	NA	NA	NA	NA	NA	NA	3.44	3.66	2.61	2.32	2.43	NA	NA	1.46	NA	NA	NA	NA
1957	NA	NA	NA	NA	NA	NA	NA	NA	3.09	3.16	1.86	1.59	2.04	2.34	NA	1.1	NA	NA	NA	NA
1958	NA	NA	NA	NA	NA	NA	2.53	NA	3.55	4.27	3.07	2.64	3.1	3.17	NA	1.39	NA	NA	NA	NA
1959	NA	NA	NA	NA	NA	NA	2.42	NA	3.76	3.78	1.27	2.22	3.71	2.89	NA	1.11	NA	NA	NA	NA
1960	NA	NA	NA	NA	NA	NA	3.38	3.19	2.68	2.92	2.12	2.6	3.74	3.41	NA	1.27	1.94	NA	NA	NA
1961	NA	6.02	5.44	NA	NA	NA	4.23	3.66	2.68	2.61	2.18	2.33	4.14	4.1	1.52	1.48	2.77	2.12	NA	NA
1962	6.38	5.62	2.61	2.79	2.99	2.81	3.8	3.68	2.57	2.5	3.1	2.78	3.55	3.6	1.67	1.64	3.13	2.26	NA	3.21
1963	7.13	5.55	3.1	3.36	2.02	3.82	4.05	3.54	2.55	2.97	2.23	2.71	4.74	4.74	2	1.9	3.65	2.82	NA	3.86
1964	6.72	6.03	2.99	3.65	4.62	3.38	3.74	4.43	2.74	3.01	3.43	2.74	5.28	4.76	2.77	2.82	4.36	3.91	4.26	3.92
1965	6.58	5.42	3.19	2.7	2.75	2.32	4.15	4.18	2.78	2.69	2.9	2.48	3.77	4.78	2.68	2.36	3.88	3.32	3.68	3.96
1966	6.73	5.34	3.87	3.63	3.14	3.2	3.59	4.45	2.49	2.9	3.22	2.92	5.01	5.42	2.45	2.41	3.87	3.84	3.75	4.5
1967	5.93	5.03	3.27	3.18	3.17	3.15	3.62	4.45	2.13	2.5	3.02	2.63	4.88	5.22	2.36	2.72	3.38	3.12	3.25	3.48
1968	4.63	3.82	3.26	3.06	2.79	2.63	3.36	3.42	1.62	1.47	2.42	2.04	3.51	3.25	2.01	2.24	2.65	2	2.33	2.17
1969	4.44	3.97	3.49	3.31	4.42	3.69	3.22	3.98	2.16	2.07	3.15	2.73	5.88	4.35	2.67	2.93	4.22	3.61	2.27	2.5
1970	3.71	4.46	3.74	3.87	4.06	3.62	3.75	3.83	2.31	1.98	2.87	3.22	5.4	4.92	2.96	3.31	4.26	3.45	2.36	2.31
1971	3.82	4.32	3.49	3.59	3.17	3.26	3.94	3.62	2.69	2.77	3.31	2.72	4.35	3.9	2.57	3.63	4.1	4.18	2.75	2.85
1972	3.22	3.9	3.46	3.67	3.24	3.14	3.29	3.17	2.22	2.06	3.27	2.68	3.52	3.28	2.48	2.78	3.22	3.34	2.86	2.59
1973	2.96	3.76	2.86	3.23	3.12	2.57	3.27	3.73	2.22	2.04	3.34	2.61	4.17	2.65	2.44	2.51	3.41	3.72	2.73	2.78
1974	3.07	3.47	2.47	2.52	2.95	2.33	2.8	2.98	2.49	2.18	2.73	2.18	4.72	3.06	2.62	2.61	3.61	3.47	2.84	2.85
1975	2.68	3.67	2.2	2.24	2.22	2.02	2.74	3.36	2.27	1.71	3.04	2.43	3.71	2.98	2.27	2.36	3.42	3	1.81	2.14
1976	1.91	2.34	1.83	1.91	1.85	1.82	2.16	1.96	1.54	1.35	2.15	1.8	2.88	2.18	1.56	1.79	2.3	2.41	2.14	1.94
1977	3.31	2.85	1.89	1.72	2.16	2.57	2.64	1.94	1.81	1.74	3.4	2.91	4.13	2.85	1.98	2.82	2.85	2.94	3.08	2.82
1978	3.71	3.25	2.37	2.4	1.57	3.02	3.14	2.86	1.88	2.09	3.48	2.95	3.64	2.82	2.58	2.99	2.84	3.8	3.58	3.55
1979	3.14	2.91	1.8	2.3	1.81	2.37	3.4	3.08	1.87	1.89	3.75	3.03	3.43	2.54	2.73	3.21	3.17	3.93	3.28	2.64
1980	2.89	2.52	1.7	2.18	2.61	2.29	3.03	3.14	1.93	1.58	2.82	2.57	3.1	2.23	2.32	2.66	2.69	3.24	3.34	3.12
1981	2.4	2.48	1.8	2.51	3.06	2.78	3.42	3.86	2.04	2.12	3.44	3.11	3.62	3.03	2.46	2.99	3.24	3.76	2.99	2.73
1982	2.46	3.13	1.96	2.61	3.09	2.94	3.2	3.69	2.18	2.18	3.7	3.28	3.73	2.61	3.12	3.07	3.51	3.53	2.89	3.04
1983	2.53	3.16	2.45	2.31	3.18	3.14	3.03	4	2.08	2.08	3.23	3.2	4.31	3.29	3.67	3.11	2.95	3.23	3.43	3.07
1984	2.1	1.87	2.34	2.12	2.38	2.36	3.1	2.69	1.78	1.54	2.64	2.38	3.15	3.02	3.11	2.55	2.18	2.33	2.43	1.56
1985	2.13	1.66	2.53	3.02	2.22	2.86	2.96	3.38	2.05	1.91	2.74	2.17	2.9	2.6	2.5	2.61	2.3	2.56	3.66	2.36
1986	2.38	2.86	2.82	3.62	2.16	2.5	3.17	3.72	2.19	1.81	2.85	1.86	2.26	1.85	1.98	2.27	2.27	2.47	3.3	1.8
1987	2.25	2.78	2.34	3.55	2.78	3.09	3.34	3.41	1.93	1.55	2.73	1.91	2.58	2	1.96	2	2.25	2.33	3.69	2.54
1988	2.42	3.57	2.56	3.66	3.21	3.8	3.19	3.82	2.32	2.09	2.91	2.31	2.78	2.34	2.47	2.35	2.26	3.04	3.62	3.43
1989	3.1	3.85	4.32	3.68	3.17	3.37	3.57	3.86	2.04	2.31	2.55	2.24	3.33	2.4	2.38	2.49	2.24	2.72	3.41	3.38
1990	3.39	2.4	3.8	4.17	3.16	3.01	3.31	3.44	2.09	2.14	2.33	1.79	2.46	2.06	2.45	1.95	1.88	2.4	3.03	2.91
1991	2.67	1.62	3.62	4.08	3.41	3.14	2.46	2.76	2.02	1.96	2.23	1.57	2.54	2.01	2.29	1.44	1.9	2.5	2.72	3.02
1992	1.07	1	1.92	2.02	2.36	3.02	1.85	2.33	1.45	1.41	1.94	1.73	1.42	1.28	1.87	1.55	1.61	2.29	2.81	3.08
1993	1.63	1.24	2.89	2.11	1.97	2.12	2.19	2.48	1.91	1.59	2.02	1.43	1.56	1.34	1.73	1.73	1.94	2.82	3.11	3.16
1994	1.13	0.79	2.14	1.41	2.18	1.2	2.13	2.53	1.9	1.48	2.12	1.39	1.65	1.78	1.41	1.22	2.1	2.23	2.49	2.59
1995	1.11	0.8	3.25	2.11	2.8	1.63	2.34	2.85	1.55	1.55	1.84	1.5	1.7	2.18	1.34	1.33	2.1	2.13	2.83	3.93
1996	1.32	1.04	2.73	2.02	2.51	1.84	2.34	2.96	1.64	1.56	1.54	1.39	1.03	1.99	1.28	1.53	2.19	2.3	3.04	4.22
1997	1.65	1.47	3.41	2.71	2.71	3.09	1.92	3.34	2.6	2.4	1.99	1.48	1.77	2.22	2.46	1.93	2.93	2.97	2.95	3.6
