# Kairaitis - Gelvonai - QURO - ITRDB LITH030
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22292
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22292.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith030-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith030-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith030.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith030.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-02-13
#--------------------
# File_Last_Modified_Date
#   Date: 2017-02-13
#--------------------
# Title
#   Study_Name: Kairaitis - Gelvonai - QURO - ITRDB LITH030
#--------------------
# Investigators
#   Investigators: Kairaitis, J.; Sohar, K.; Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Kristina Sohar, Adomas Vitas, Alar Läänelaid
#   Journal_Name: Dendrochronologia
#   Published_Title: Sapwood estimates of pedunculate oak (Quercus robur L.) in eastern Baltic
#   Published_Date_or_Year: 2012
#   Volume: 30
#   Pages: 49-56
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2011.08.001
#   Full_Citation: None
#   Abstract: Pedunculate oak (Quercus robur L.) is one of the widely used and dendrochronologically investigated species in Europe. Still, it is a problematical dating object if its outermost section is missing partly or totally. Thus, we need sapwood estimation of living trees. As sapwood amount varies geographically, numbers of sapwood rings have been published for different regions in Europe but no such estimation has been done for the Baltic States yet. Therefore, this paper deals with the estimation of pedunculate oak sapwood growing in the eastern Baltic region, i.e. in Finland, Estonia, Latvia, and Lithuania.# # In total, 668 oak core samples of living trees from 43 stands were investigated. Ring widths were measured and the number of sapwood rings was determined according to two criteria: difference of colour and absence of tyloses in earlywood vessels. The samples were divided into two sets, according to the tH-values between site chronologies and the major geobotanical sub-provinces. Thus, the nine Finnish and western Estonian sites were attributed to the western region and the 34 eastern Estonian, Latvian and Lithuanian sites to the eastern region.# # As the result of a statistical analysis, we explain that the number of oak sapwood rings ranges from 4.09 to 20.85 and 6.45 to 18.02 within 95% confidence limits in the western and eastern regions, respectively. For the three Baltic countries and southern Finland in general, we recommend to consider a sapwood estimate of 6.18-18.71 rings. Regarding earlier studies, the general European trend of decreasing sapwood ring number towards the east was confirmed. A geographical pattern of eastward decrease of the median sapwood ring number was noticed in the Baltics as well. The chronology based upon 668 samples of living oak trees from all sites covered the period of 1631-2008.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gelvonai
#   Location: Lithuania
#   Northernmost_Latitude: 55.05
#   Southernmost_Latitude: 55.05
#   Easternmost_Longitude: 24.745
#   Westernmost_Longitude: 24.745
#   Elevation_m: 115
#--------------------
# Data_Collection
#   Collection_Name: LITH030
#   First_Year: 1800
#   Last_Year: 1971
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GELVON02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GELVON22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GELVON22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GELVON02_raw	GELVON03_raw	GELVON05_raw	GELVON07_raw	GELVON09_raw	GELVON10_raw	GELVON11_raw	GELVON12_raw	GELVON14_raw	GELVON16_raw	GELVON17_raw	GELVON18_raw	GELVON19_raw	GELVON21_raw	GELVON22_raw
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.27	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42	2.01
1811	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	2.19	1.46
1812	NA	NA	NA	NA	NA	NA	NA	2.72	NA	NA	NA	NA	NA	1.45	1.61
1813	NA	NA	1.98	NA	NA	NA	NA	2.37	NA	NA	NA	NA	NA	1.52	1.73
1814	NA	NA	1.57	NA	NA	NA	NA	2.9	NA	NA	NA	NA	NA	2.4	1.32
1815	NA	NA	2.15	NA	NA	NA	NA	3.88	NA	NA	NA	NA	NA	2.64	1.71
1816	NA	NA	2.03	NA	NA	NA	NA	2.88	NA	1.54	NA	NA	NA	1.88	1.82
1817	NA	NA	2.34	NA	NA	NA	NA	3.01	NA	1.67	NA	NA	NA	1.88	1.89
1818	NA	NA	1.74	NA	NA	NA	NA	2.43	NA	1.6	NA	NA	NA	1.96	1.98
1819	NA	NA	1.73	NA	NA	NA	NA	2.12	NA	1.45	NA	NA	NA	1.78	1.5
1820	NA	NA	3.09	NA	NA	NA	NA	3.13	NA	1.67	2.52	NA	NA	2.2	2.68
1821	NA	NA	1.74	NA	NA	NA	NA	2.59	NA	1.29	2.86	NA	NA	1.64	2.77
1822	NA	NA	2.01	NA	NA	NA	NA	2.84	NA	1.47	3.25	NA	NA	1.4	3.08
1823	NA	NA	2.27	NA	NA	NA	NA	3	NA	1.17	3.19	NA	NA	2.13	2.76
1824	NA	NA	1.07	NA	NA	NA	NA	2.86	0.97	1.07	2.04	NA	NA	1.64	2.39
1825	NA	NA	1.37	NA	NA	NA	NA	2.48	1.19	1.09	2.31	NA	NA	1.6	2.07
1826	NA	NA	1.97	NA	NA	NA	NA	2.81	1.3	1.08	2.9	NA	NA	2.37	2.65
1827	NA	NA	1.25	NA	NA	NA	NA	2.05	0.88	0.95	1.42	NA	NA	1.65	2.58
1828	NA	NA	1.33	NA	NA	NA	NA	2.29	1.23	1.03	1.44	NA	NA	1.87	2.93
1829	NA	NA	1.05	NA	NA	NA	NA	1.51	0.93	0.83	1.06	NA	NA	1.28	2.12
1830	NA	NA	0.68	NA	2.61	NA	NA	1.44	1	0.97	1.6	NA	NA	1.35	3.02
1831	NA	NA	0.96	NA	2.79	NA	NA	1.86	1.56	0.96	1.93	NA	NA	1.09	2.45
1832	NA	NA	0.57	NA	2.38	NA	NA	2.04	1.61	1.18	2.14	NA	NA	0.99	2.23
1833	1.98	NA	0.9	NA	1.8	NA	NA	1.82	1.26	1.31	2.05	NA	NA	1.12	2
1834	2.27	NA	0.61	NA	1.53	NA	NA	2	1.05	1.55	1.52	NA	NA	0.87	2.38
1835	1.1	NA	0.74	NA	0.96	NA	NA	1.44	0.74	1.12	0.65	NA	NA	0.47	1.57
1836	0.72	NA	0.61	NA	0.69	NA	NA	1.54	0.55	0.64	0.51	NA	NA	0.34	0.88
1837	1.47	NA	0.72	NA	0.64	NA	NA	1.89	1.83	0.94	1.07	NA	NA	0.56	1.14
1838	1.16	NA	0.96	NA	0.48	NA	NA	1.34	1.75	0.8	1.07	NA	NA	0.56	0.82
1839	2.39	NA	1.18	NA	0.69	NA	NA	1.67	1.73	0.98	1.51	NA	NA	0.45	1.89
1840	3.88	NA	1.05	NA	0.9	NA	NA	1.86	1.66	1.21	1.57	NA	NA	0.78	2.81
1841	3.06	0.61	0.9	NA	0.76	NA	NA	1.36	1.51	1.29	1.45	NA	NA	0.68	2.17
1842	3.22	0.75	1.24	NA	0.63	NA	NA	0.99	1.7	1.15	0.72	NA	NA	0.54	2.67
1843	2.31	0.9	1.13	NA	0.64	NA	NA	0.8	1.41	1.2	1.11	NA	NA	0.33	1.78
1844	3.43	1.53	0.69	NA	0.55	NA	NA	0.61	0.85	0.82	0.48	NA	NA	0.54	1.34
1845	3.2	1.63	0.62	NA	0.58	NA	NA	0.43	1.23	0.5	0.62	NA	NA	0.63	1.68
1846	1.9	1.45	1.31	NA	0.42	NA	NA	0.56	1.1	0.53	0.66	NA	NA	0.56	0.94
1847	1.35	1.22	1.07	NA	0.32	NA	NA	0.44	0.62	0.37	0.46	NA	NA	0.34	0.78
1848	2.58	2.55	0.68	NA	0.35	NA	NA	0.58	1.05	0.43	1.03	NA	NA	0.8	0.85
1849	2.96	3.5	0.84	NA	0.42	NA	NA	0.56	1.39	0.46	1.07	NA	NA	0.78	1.46
1850	3.14	3.41	0.86	NA	0.44	NA	NA	0.59	1.48	0.48	1.61	NA	NA	0.95	1.72
1851	2.43	2.9	0.83	NA	0.53	NA	NA	0.96	1.69	0.53	1.58	NA	NA	1.07	1.79
1852	2.67	3.27	0.89	NA	0.68	NA	NA	1.02	1.98	0.84	1.77	NA	NA	1.47	2.26
1853	2.39	3.19	0.78	2.25	0.5	NA	NA	1.04	1.7	0.93	1.94	NA	NA	1.36	2.22
1854	1.66	2.33	0.58	1.82	0.42	NA	NA	0.86	1.2	0.71	1.18	NA	NA	0.94	1.71
1855	1.5	1.73	0.73	1.08	0.37	NA	NA	0.64	1.13	0.49	0.81	NA	NA	0.56	1.14
1856	1.37	2.14	0.56	1.53	0.32	NA	NA	0.81	1.29	0.45	1.05	NA	NA	0.7	1.2
1857	1.86	3.14	0.6	1.89	0.43	NA	NA	1.14	1.58	0.5	1.8	1.6	NA	1.35	1.57
1858	1.86	2.23	0.69	0.94	0.49	NA	NA	0.8	1.5	0.54	1.06	2.44	NA	1.16	1.47
1859	1.65	2.24	0.75	1.98	0.61	NA	NA	0.84	1.56	0.63	0.77	3.15	NA	0.98	1.47
1860	3.51	2.39	0.89	2.07	0.62	NA	NA	1.1	1.62	0.88	1.27	2.54	NA	1.19	1.99
1861	2.73	2.05	0.93	1.58	0.91	NA	NA	1	1.68	1.02	1.41	1.91	NA	1.64	1.75
1862	2.26	1.48	0.63	1.59	0.76	NA	NA	0.99	1.77	0.9	1.42	2.37	NA	1.69	1.69
1863	1.85	1.59	0.83	1.85	0.69	NA	NA	0.75	2.06	0.8	1.54	2.38	NA	1.47	1.79
1864	2.8	1.9	1.19	2.13	1.04	2.56	NA	1.14	2	1.12	2.13	2.34	NA	2.02	2.37
1865	2.68	1.82	0.61	1.86	1.13	2.27	NA	1.23	1.51	0.72	1.59	2.18	NA	1.82	1.65
1866	2.08	2.02	0.94	1.62	1.11	1.89	NA	1.37	1.89	0.93	1.39	2.06	NA	1.65	1.87
1867	2.09	1.81	0.83	1.21	1.34	1.46	1.54	1.29	1.82	0.64	1.07	1.68	3.23	1.08	1.71
