# Bigler - Lucomagno TI Campo Solario - LADE - ITRDB SWIT190
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/8496
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-8496.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit190-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit190-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit190.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit190.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-02-10
#--------------------
# Title
#   Study_Name: Bigler - Lucomagno TI Campo Solario - LADE - ITRDB SWIT190
#--------------------
# Investigators
#   Investigators: Bigler, C.; Pellegrino, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lucomagno TI Campo Solario
#   Location: Switzerland
#   Northernmost_Latitude: 46.55
#   Southernmost_Latitude: 46.55
#   Easternmost_Longitude: 8.82
#   Westernmost_Longitude: 8.82
#   Elevation_m: 1800
#--------------------
# Data_Collection
#   Collection_Name: SWIT190
#   First_Year: 1778
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PL.A01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PL.A20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PL.A20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PL.A01_raw	PL.A02_raw	PL.A03_raw	PL.A04_raw	PL.A06_raw	PL.A07_raw	PL.A08_raw	PL.A10_raw	PL.A12_raw	PL.A13_raw	PL.A14_raw	PL.A15_raw	PL.A16_raw	PL.A17_raw	PL.A18_raw	PL.A19_raw	PL.A20_raw
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	NA
1785	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA
1786	NA	NA	NA	NA	NA	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA
1787	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA
1788	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA
1789	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA
1790	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA
1791	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA
1792	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA
1793	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA
1794	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA
1795	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA
1796	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	1.35	NA
1797	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA
1798	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA
1799	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA
1800	NA	NA	0.19	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA
1801	NA	NA	0.18	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA
1802	NA	NA	0.17	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA
1803	NA	NA	0.11	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA
1804	NA	NA	0.17	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA
1805	NA	NA	0.19	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA
1806	NA	NA	0.23	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA
1807	NA	NA	0.26	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA
1808	NA	NA	0.33	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1.58	4.23
1809	NA	NA	0.44	NA	NA	NA	1.76	NA	NA	NA	NA	NA	NA	NA	NA	0.53	2.13
1810	NA	NA	0.27	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	0.37	1.83
1811	NA	NA	0.33	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	0.8	2.08
1812	NA	NA	0.33	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	0.33	1.41
1813	NA	NA	0.18	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	0.12	0.97
1814	NA	NA	0.07	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	0.53	1.35
1815	NA	NA	0.19	2.23	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	0.45	1.17
1816	NA	NA	0.14	1.79	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	0.39	0.59
1817	NA	NA	0.26	2.35	NA	NA	0.48	0.58	NA	NA	NA	NA	NA	NA	NA	0.34	1.17
1818	NA	NA	0.34	1.05	NA	NA	0.95	0.68	NA	NA	NA	NA	NA	NA	NA	0.49	1.82
1819	NA	NA	0.24	0.77	NA	NA	0.71	0.42	NA	NA	NA	NA	NA	NA	NA	0.31	1.33
1820	NA	NA	0.3	0.97	NA	NA	0.69	0.55	NA	NA	NA	NA	NA	NA	NA	0.45	1.89
1821	NA	NA	0.2	0.52	NA	NA	0.33	0.06	NA	NA	NA	NA	NA	NA	NA	0.15	0.69
1822	NA	NA	0.43	1.15	NA	NA	0.87	1.15	NA	NA	NA	NA	NA	NA	NA	0.78	2.23
1823	NA	NA	0.32	0.66	NA	NA	0.64	1	NA	NA	NA	NA	NA	NA	NA	0.53	2.73
1824	NA	NA	0.32	0.56	NA	NA	0.55	0.8	NA	NA	NA	NA	NA	NA	NA	0.56	1.86
1825	NA	NA	0.39	0.8	NA	NA	0.31	0.79	NA	NA	NA	NA	NA	NA	NA	0.75	1.36
1826	NA	NA	0.49	0.54	NA	NA	0.59	1.12	NA	NA	NA	NA	NA	NA	NA	0.88	1.48
1827	NA	NA	0.58	0.66	NA	NA	0.68	1.25	NA	NA	NA	NA	NA	NA	NA	0.79	1.36
1828	NA	NA	0.7	0.76	NA	NA	0.76	1.29	NA	NA	NA	NA	NA	NA	NA	0.85	1.43
1829	NA	NA	0.63	0.83	NA	NA	0.82	0.74	NA	NA	NA	NA	NA	NA	NA	0.77	1.21
1830	NA	NA	0.31	0.65	NA	NA	0.65	0.42	NA	NA	NA	NA	NA	NA	NA	0.36	0.62
1831	NA	NA	0.48	0.76	NA	NA	0.99	1.1	NA	NA	NA	NA	NA	NA	NA	0.78	1.04
1832	NA	NA	0.52	0.52	NA	NA	0.7	1.07	NA	NA	NA	NA	NA	NA	NA	0.62	0.92
1833	NA	NA	0.63	0.53	NA	NA	0.79	1.39	NA	NA	NA	NA	NA	NA	NA	1.11	1.32
1834	NA	NA	0.73	0.66	NA	NA	1.11	1.9	NA	NA	NA	NA	NA	3.04	NA	1.55	1.51
