# Villalba - Paso del Viento - AUCH - ITRDB ARGE086
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5177
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5177.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, temperature, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge086-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge086.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge086.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Villalba - Paso del Viento - AUCH - ITRDB ARGE086
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Paso del Viento
#   Location: Neuquen
#   Northernmost_Latitude: -40.7
#   Southernmost_Latitude: -40.7
#   Easternmost_Longitude: -71.13
#   Westernmost_Longitude: -71.13
#   Elevation_m: 910
#--------------------
# Data_Collection
#   Collection_Name: ARGE086
#   First_Year: 1679
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri
#   Common_Name: Chilean cedar
#   Tree_Species_Code: AUCH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## VIE01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE06D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE06D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE08C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE08C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE09C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE09C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE10C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE10C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE10X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE10X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VIE13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VIE13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	VIE01B_raw	VIE02A_raw	VIE02B_raw	VIE06C_raw	VIE06D_raw	VIE08B_raw	VIE08C_raw	VIE09A_raw	VIE09B_raw	VIE09C_raw	VIE10A_raw	VIE10B_raw	VIE10C_raw	VIE14A_raw	VIE10X_raw	VIE13B_raw
1679	NA	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1680	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1685	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1686	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1687	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1689	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1690	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	NA	0.65	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA
1695	NA	0.87	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	NA	NA
1696	NA	1.26	NA	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	NA	0.76	NA
1697	NA	1.6	NA	NA	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	0.71	NA
1698	NA	1.05	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA	NA	0.5	NA
1699	NA	0.76	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	0.67	NA
1700	NA	0.54	NA	NA	NA	NA	NA	NA	1.69	NA	NA	NA	NA	NA	1.08	NA
1701	NA	0.44	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	0.87	NA
1702	NA	0.59	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	1.18	NA
1703	NA	0.83	0.98	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	1.76	NA
1704	NA	1.17	1.07	NA	NA	NA	NA	NA	2.21	NA	NA	NA	NA	NA	1.67	NA
1705	NA	0.72	0.73	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	1.35	NA
1706	NA	0.6	0.66	NA	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA	1.42	NA
1707	NA	0.46	0.76	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	NA	1.24	NA
1708	NA	0.49	0.95	NA	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA	1.75	NA
1709	NA	0.61	0.88	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	1.58	NA
1710	NA	0.62	0.75	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	NA	1.88	NA
1711	NA	0.66	0.59	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	2.19	NA
1712	NA	0.67	0.53	NA	NA	NA	NA	NA	1.88	NA	NA	NA	NA	NA	2.13	NA
1713	NA	0.66	0.58	NA	NA	NA	NA	NA	1.75	NA	NA	NA	NA	NA	1.73	NA
1714	NA	0.46	0.33	NA	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA	1.86	NA
1715	NA	0.51	0.3	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	1.8	NA
1716	NA	0.41	0.24	NA	NA	NA	NA	NA	1.97	NA	NA	NA	NA	NA	1.46	NA
1717	NA	0.35	0.27	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1.16	NA
1718	NA	0.33	0.19	NA	NA	NA	NA	NA	1.93	NA	NA	NA	NA	NA	1.48	NA
1719	NA	0.53	0.27	NA	NA	NA	NA	NA	2.05	NA	NA	NA	NA	NA	1.77	NA
1720	NA	0.73	0.57	NA	NA	NA	NA	NA	2.46	NA	NA	NA	NA	NA	2.04	NA
1721	NA	0.64	0.56	NA	NA	NA	NA	NA	2.15	NA	NA	1.77	NA	NA	1.62	NA
1722	NA	0.53	0.46	NA	NA	NA	NA	NA	2.45	NA	NA	1.45	NA	NA	2.31	NA
1723	NA	0.45	0.37	NA	NA	NA	NA	NA	2.85	NA	NA	1.66	NA	NA	2.36	NA
1724	NA	0.48	0.39	NA	NA	NA	NA	NA	3.8	NA	NA	1.97	NA	NA	1.83	NA
1725	NA	0.58	0.32	NA	NA	NA	NA	NA	2.84	NA	NA	1.93	NA	NA	1.67	NA
1726	NA	0.5	0.29	NA	NA	NA	NA	NA	2.47	NA	NA	1.95	NA	NA	1.6	NA
1727	NA	0.6	0.28	NA	NA	NA	NA	NA	2.3	NA	NA	1.84	NA	NA	1.57	NA
1728	NA	0.76	0.45	NA	NA	NA	NA	NA	2.52	NA	NA	1.64	NA	NA	1.92	NA
1729	NA	0.6	0.36	NA	NA	NA	NA	NA	2.15	NA	NA	1.43	NA	NA	1.66	NA
1730	NA	0.63	0.26	NA	NA	NA	NA	NA	1.7	NA	NA	1.69	1.67	NA	1.57	NA
1731	NA	0.73	0.39	NA	NA	NA	NA	NA	2.03	NA	NA	1.83	2.21	NA	1.71	NA
1732	NA	0.7	0.43	NA	NA	NA	NA	NA	2.07	NA	NA	2.01	2.4	NA	1.5	NA
1733	NA	0.83	0.27	NA	NA	NA	NA	NA	1.89	NA	NA	1.95	2.43	NA	1.34	NA
1734	NA	0.61	0.33	NA	NA	NA	NA	NA	1.56	NA	NA	2.06	1.81	NA	1.2	NA
1735	NA	0.65	0.3	NA	NA	NA	NA	NA	2.44	NA	NA	2.08	1.96	NA	1.09	NA
1736	NA	0.37	0.07	NA	NA	NA	NA	NA	1.99	NA	NA	1.54	1.2	NA	0.96	NA
1737	NA	0.52	0.07	NA	NA	NA	NA	NA	0.49	NA	NA	1.16	0.52	NA	0.66	NA
1738	NA	0.46	0.1	NA	NA	NA	NA	NA	0.91	NA	NA	1.44	0.82	NA	0.93	NA
