# Villalba - Castaño Overo 5 - NOPU - ITRDB ARGE105
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5145
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5145.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge105-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge105.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge105.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Villalba - Castaño Overo 5 - NOPU - ITRDB ARGE105
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Castaño Overo 5
#   Location: Rio Negro
#   Northernmost_Latitude: -41.15
#   Southernmost_Latitude: -41.15
#   Easternmost_Longitude: -71.8
#   Westernmost_Longitude: -71.8
#   Elevation_m: 1550
#--------------------
# Data_Collection
#   Collection_Name: ARGE105
#   First_Year: 1820
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ME601A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME601A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME601B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME601B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME601C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME601C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME604A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME604A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME604B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME604B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME609A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME609A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME609B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME609B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME610A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME610A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME610B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME610B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME611A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME611A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME611B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME611B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME612B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME612B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME613A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME613A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME613B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME613B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME614A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME614A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME614B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME614B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME615B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME615B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME616A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME616A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME616B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME616B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME617A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME617A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME617B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME617B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ME601A_raw	ME601B_raw	ME601C_raw	ME604A_raw	ME604B_raw	ME609A_raw	ME609B_raw	ME610A_raw	ME610B_raw	ME611A_raw	ME611B_raw	ME612B_raw	ME613A_raw	ME613B_raw	ME614A_raw	ME614B_raw	ME615B_raw	ME616A_raw	ME616B_raw	ME617A_raw	ME617B_raw
1820	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA
1840	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA
1841	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA
1842	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA
1843	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA
1844	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	0.83	NA	NA	NA
1845	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	0.54	NA	NA	NA
1846	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	0.61	NA	NA	NA
1847	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	0.11	NA	NA	0.18
1848	NA	NA	NA	NA	0.05	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	0.08	NA	NA	0.19
1849	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	0.22	NA	NA	0.3
1850	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	0.49	1.09	NA	NA	NA	NA	0.29	NA	NA	0.32
1851	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	0.34	0.52	NA	NA	NA	NA	0.61	NA	NA	0.73
1852	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	0.23	0.96	NA	NA	NA	NA	0.4	NA	NA	0.59
1853	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	0.4	0.97	NA	NA	NA	NA	0.54	NA	NA	0.45
1854	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	NA	0.26	1.17	NA	NA	NA	NA	0.52	NA	NA	0.3
1855	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	0.18	1.36	NA	NA	NA	NA	0.23	NA	NA	0.35
1856	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	0.27	1.19	NA	NA	NA	NA	0.67	NA	NA	0.24
1857	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	0.22	0.68	NA	NA	NA	NA	0.54	NA	NA	0.15
1858	NA	NA	NA	NA	0.07	NA	NA	NA	NA	NA	NA	0.13	0.84	NA	NA	NA	NA	0.49	NA	NA	0.3
1859	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	0.05	0.8	NA	NA	NA	NA	0.14	NA	NA	0.25
1860	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	0.12	0.68	NA	NA	NA	NA	0.09	NA	NA	0.38
1861	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	0.7	1.62	NA	NA	NA	NA	0.81	NA	NA	0.48
1862	NA	NA	NA	NA	0.08	NA	NA	NA	NA	NA	NA	0.3	0.76	NA	NA	NA	NA	0.62	NA	NA	0.22
1863	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	0.65	1.22	NA	NA	NA	NA	0.51	NA	NA	0.38
1864	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	0.51	2.03	NA	NA	NA	NA	0.48	NA	NA	0.7
1865	NA	NA	NA	0.54	0.12	NA	NA	NA	NA	NA	NA	0.31	1.39	NA	NA	NA	NA	0.51	NA	NA	0.48
1866	NA	NA	NA	0.63	0.11	NA	NA	NA	NA	NA	NA	0.41	1.5	NA	NA	NA	NA	0.67	0.85	NA	0.44
1867	NA	NA	NA	0.61	0.12	NA	NA	NA	NA	NA	NA	0.2	0.76	NA	NA	NA	NA	0.5	0.39	NA	0.25
1868	NA	NA	NA	0.44	0.08	NA	NA	NA	NA	NA	NA	0.42	0.81	NA	NA	NA	NA	0.55	0.51	NA	0.42
1869	NA	NA	NA	0.59	0.13	NA	NA	NA	NA	0.39	NA	0.39	0.73	NA	NA	NA	NA	0.42	0.37	NA	0.35
1870	NA	NA	NA	0.46	0.19	NA	NA	NA	NA	0.49	NA	0.59	1.29	NA	NA	NA	NA	0.46	0.58	NA	0.39
1871	NA	NA	NA	0.39	0.14	NA	NA	NA	NA	0.3	NA	0.3	0.63	NA	NA	NA	NA	0.23	0.2	NA	0.18
