# Holmes - Hueicolla - PLUV - ITRDB CHIL014
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3529
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3529.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/chil014-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/chil014.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chil014.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Holmes - Hueicolla - PLUV - ITRDB CHIL014
#--------------------
# Investigators
#   Investigators: Holmes, R.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hueicolla
#   Location: Los Lagos
#   Northernmost_Latitude: -40.13
#   Southernmost_Latitude: -40.13
#   Easternmost_Longitude: -73.52
#   Westernmost_Longitude: -73.52
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: CHIL014
#   First_Year: 1868
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pilgerodendron uviferum (D. Don) Florin
#   Common_Name: cipres de las Guaytecas
#   Tree_Species_Code: PLUV
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HUB231_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB231; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB233_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB233; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB251_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB251; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB253_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB253; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB261_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB261; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB263_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB263; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB271_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB271; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB273_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB273; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB281_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB281; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB283_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB283; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB232_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB232; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB234_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB234; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB272_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB272; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB274_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB274; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB241_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB241; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB242_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB242; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB243_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB243; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB244_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB244; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB291_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB291; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB293_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB293; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HUB303_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HUB303; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HUB231_raw	HUB233_raw	HUB251_raw	HUB253_raw	HUB261_raw	HUB263_raw	HUB271_raw	HUB273_raw	HUB281_raw	HUB283_raw	HUB232_raw	HUB234_raw	HUB272_raw	HUB274_raw	HUB241_raw	HUB242_raw	HUB243_raw	HUB244_raw	HUB291_raw	HUB293_raw	HUB301_raw	HUB303_raw
1868	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	0.32	0.29	0.28	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	0.32	0.26	0.25	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	0.35	0.27	0.27	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	0.3	0.27	0.26	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	0.33	0.3	0.33	0.24	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	0.23	NA	NA	NA	NA	NA
1889	NA	NA	0.34	0.38	0.38	0.39	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	0.21	NA	NA	NA	NA	NA
1890	NA	NA	0.45	0.51	0.55	0.45	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	0.19	NA	NA	NA	NA	NA
1891	NA	NA	0.44	0.56	0.64	0.46	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	0.38	NA	NA	NA	NA	NA
1892	NA	NA	0.41	0.29	0.64	0.5	NA	NA	0.44	0.73	NA	NA	NA	NA	0.26	NA	0.31	NA	NA	NA	NA	NA
1893	NA	NA	0.36	0.28	0.29	0.34	NA	NA	0.25	0.33	NA	NA	NA	NA	0.27	NA	0.33	NA	NA	NA	NA	NA
1894	NA	NA	0.33	0.38	0.47	0.28	NA	NA	0.43	0.52	NA	NA	NA	NA	0.29	NA	0.32	NA	NA	NA	NA	NA
1895	NA	NA	0.46	0.46	0.58	0.3	NA	NA	0.5	0.74	NA	NA	NA	NA	0.18	NA	0.37	NA	NA	NA	NA	NA
1896	NA	NA	0.33	0.46	0.34	0.36	NA	NA	0.39	0.55	NA	NA	NA	NA	0.22	NA	0.39	NA	NA	NA	NA	NA
1897	NA	NA	0.25	0.27	0.45	0.36	NA	NA	0.34	0.44	NA	NA	NA	NA	0.24	NA	0.39	NA	NA	NA	NA	NA
1898	NA	NA	0.29	0.45	0.43	0.41	NA	NA	0.3	0.34	NA	NA	NA	NA	0.25	NA	0.42	NA	NA	NA	NA	NA
1899	NA	NA	0.27	0.48	0.37	0.43	NA	NA	0.38	0.56	NA	NA	NA	NA	0.27	NA	0.51	NA	NA	NA	NA	NA
1900	NA	NA	0.27	0.48	0.58	0.38	NA	NA	0.41	0.37	NA	NA	NA	NA	0.24	NA	0.47	NA	NA	NA	NA	NA
1901	NA	NA	0.24	0.32	0.43	0.42	NA	NA	0.26	0.33	NA	NA	NA	NA	0.25	NA	0.5	NA	NA	NA	NA	NA
1902	NA	NA	0.25	0.32	0.43	0.43	NA	NA	0.25	0.31	NA	NA	NA	NA	0.24	NA	0.4	NA	NA	NA	NA	NA
1903	NA	NA	0.27	0.4	0.47	0.38	NA	NA	0.48	0.57	NA	NA	NA	NA	0.32	NA	0.6	NA	NA	NA	NA	NA
1904	NA	NA	0.27	0.32	0.37	0.46	0.21	0.27	0.4	0.39	NA	NA	NA	NA	0.31	NA	0.52	NA	NA	NA	NA	NA
1905	0.54	0.55	0.23	0.29	0.48	0.59	0.23	0.24	0.44	0.39	NA	NA	NA	NA	0.41	NA	0.5	NA	NA	NA	NA	NA
1906	0.48	0.66	0.24	0.34	0.62	0.53	0.22	0.24	0.41	0.38	0.55	0.54	NA	NA	0.44	NA	0.48	NA	NA	NA	NA	NA
1907	0.75	0.8	0.28	0.34	1.3	0.47	0.19	0.26	0.55	0.49	0.9	0.89	NA	NA	0.56	NA	0.6	NA	NA	NA	NA	NA
1908	0.74	0.72	0.29	0.34	0.64	0.41	0.24	0.29	0.49	0.43	0.98	0.88	NA	NA	0.49	NA	0.52	NA	NA	NA	NA	NA
1909	0.64	0.56	0.26	0.21	0.39	0.71	0.19	0.16	0.41	0.35	0.62	0.56	NA	NA	0.48	NA	0.5	NA	NA	NA	NA	NA
1910	0.88	0.9	0.34	0.23	0.55	0.36	0.11	0.13	0.29	0.3	0.98	0.79	NA	NA	0.42	NA	0.47	NA	NA	NA	NA	NA
1911	0.79	0.86	0.29	0.14	0.66	0.08	0.23	0.22	0.33	0.39	0.97	0.67	NA	NA	0.76	NA	0.65	NA	NA	NA	NA	NA
1912	0.75	0.74	0.28	0.22	0.37	0.17	0.22	0.17	0.36	0.46	0.93	0.58	NA	NA	0.56	NA	0.61	0.81	NA	NA	NA	NA
1913	0.91	0.71	0.24	0.29	0.31	0.33	0.34	0.21	0.34	0.39	1.04	0.64	NA	NA	0.33	NA	0.4	0.4	NA	NA	NA	NA
1914	0.8	0.69	0.26	0.29	0.26	0.3	0.27	0.23	0.47	0.39	0.72	0.53	NA	NA	0.44	0.61	0.5	0.57	NA	NA	NA	NA
1915	0.92	0.89	0.28	0.39	0.52	0.31	0.23	0.19	0.72	0.62	0.85	0.66	NA	NA	0.84	1.11	0.89	1.06	NA	NA	NA	NA
1916	0.68	0.62	0.23	0.36	0.59	0.18	0.23	0.19	0.57	0.4	0.69	0.49	NA	NA	0.68	0.99	0.73	0.67	NA	NA	NA	NA
