# Villalba - Rio Blanco Jujuy - CEAN - ITRDB ARGE057
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5184
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5184.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge057-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge057.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge057.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Villalba - Rio Blanco Jujuy - CEAN - ITRDB ARGE057
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rio Blanco Jujuy
#   Location: Argentina
#   Northernmost_Latitude: -24.92
#   Southernmost_Latitude: -24.92
#   Easternmost_Longitude: -65.42
#   Westernmost_Longitude: -65.42
#   Elevation_m: 1900
#--------------------
# Data_Collection
#   Collection_Name: ARGE057
#   First_Year: 1850
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Cedrela angustifolia Sesse & Mocino ex DC.= Cedrela balansae C. DC.
#   Common_Name: cedro salteno
#   Tree_Species_Code: CEAN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RB10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB10c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB10c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB13c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB13c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB14c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB14c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB15c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB15c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB2c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB2c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB3a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB3a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB3b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB3b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB4a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB4a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB5a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB5a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB5b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB5b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB7a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB7a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB8a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB8a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB8b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB8b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RB9b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RB9b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RB10a_raw	RB10c_raw	RB12a_raw	RB12b_raw	RB13c_raw	RB14b_raw	RB14c_raw	RB15a_raw	RB15b_raw	RB15c_raw	RB16a_raw	RB2b_raw	RB2c_raw	RB3a_raw	RB3b_raw	RB4a_raw	RB4b_raw	RB5a_raw	RB5b_raw	RB7a_raw	RB8a_raw	RB8b_raw	RB9a_raw	RB9b_raw
1851	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	0.27	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	1.08	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	0.69	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	1.28	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	1.12	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	0.82	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	1.02	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	1.07	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	0.58	0.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	1.32	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	1.8	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	1.9	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	1.03	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	1.19	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	1.4	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	1.3	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	0.32	0.97	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	0.3	0.7	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	0.85	0.61	0.74	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	1.17	1.15	1.09	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	1.09	1.8	0.74	0.72	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	0.92	0.49	0.2	0.18	0.5	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	0.97	0.43	0.47	0.63	0.58	NA	NA	NA	0.96	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	1.3	1.04	0.67	0.65	1.14	NA	NA	NA	0.65	NA	NA	0.87	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	0.97	0.95	0.53	1.1	0.99	NA	NA	NA	0.61	NA	NA	0.61	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	0.91	1.24	0.6	1.5	1.12	NA	NA	NA	1.76	NA	NA	1.62	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	0.95	1.56	1.14	1.72	1.37	NA	NA	NA	0.96	NA	NA	1.76	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	0.71	0.92	1.21	1.05	0.93	NA	NA	NA	0.41	NA	NA	0.58	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	0.5	0.72	0.84	0.72	1	NA	NA	NA	0.12	NA	NA	1.1	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	0.96	0.86	1.45	1.04	1.25	NA	NA	NA	0.34	NA	NA	1.19	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	0.94	0.95	1.6	1.09	0.89	NA	1.2	NA	0.44	NA	NA	0.81	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	0.44	0.72	1.48	1.01	0.36	NA	0.8	NA	0.57	NA	NA	1.61	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	0.69	1.2	1.16	1.11	0.91	NA	0.88	NA	1.21	NA	NA	1.4	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	0.76	1.2	1.08	1.09	0.74	NA	0.93	NA	1.08	NA	NA	1.01	1.09	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA
1888	1.16	1.01	0.96	1.22	1	NA	1.09	1.2	1.03	NA	NA	1.18	1.23	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA
1889	1.31	1.58	0.96	0.81	1.09	NA	1.05	0.72	0.97	NA	NA	1.13	1.04	NA	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA
1890	0.98	1.33	1.02	0.4	0.96	NA	0.68	0.47	0.99	NA	NA	0.76	1.43	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA
1891	1	1.54	1.35	1.19	1.45	NA	1	0.82	1.46	NA	NA	1.15	1.2	NA	NA	NA	NA	1.09	1.15	NA	NA	NA	NA	NA
1892	0.6	1.71	0.88	0.96	1.58	NA	0.68	0.97	1.56	NA	NA	1.15	0.92	NA	NA	NA	NA	0.88	0.89	NA	NA	NA	NA	NA
1893	0.58	0.84	0.88	0.76	1.19	NA	0.42	0.66	1.2	NA	NA	0.65	0.84	NA	NA	NA	NA	0.61	0.56	NA	NA	NA	NA	NA
1894	1.11	1.19	1.82	1.11	1.4	NA	0.85	1.38	1.57	NA	NA	0.97	1.13	NA	NA	NA	NA	1.06	0.89	NA	NA	NA	NA	NA
1895	1.61	1.44	1.67	1.19	1.51	NA	0.85	1.41	1.54	NA	NA	0.51	0.96	NA	NA	NA	NA	1.39	0.99	NA	NA	NA	NA	NA
1896	1.75	1.3	1.19	1.55	1.59	1.58	1.38	1.32	1.55	NA	NA	0.56	1.16	NA	NA	1.24	NA	1.15	1.24	NA	NA	NA	NA	NA
1897	0.96	0.7	0.46	1.58	1.31	1.19	1.4	0.79	0.87	NA	NA	0.38	1.19	NA	NA	0.63	NA	1.05	1.14	NA	NA	NA	NA	NA
1898	1.35	0.95	0.91	2.35	1.37	0.99	1.29	1.11	1.4	NA	NA	0.78	1.36	NA	NA	0.5	NA	1.47	1.4	NA	NA	NA	NA	NA
