# Villalba - Paso de las Nubes 2 - NOPU - ITRDB ARGE098
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5174
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5174.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge098-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge098.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge098.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Villalba - Paso de las Nubes 2 - NOPU - ITRDB ARGE098
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Paso de las Nubes 2
#   Location: Rio Negro
#   Northernmost_Latitude: -41.12
#   Southernmost_Latitude: -41.12
#   Easternmost_Longitude: -71.8
#   Westernmost_Longitude: -71.8
#   Elevation_m: 1390
#--------------------
# Data_Collection
#   Collection_Name: ARGE098
#   First_Year: 1850
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NU209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU209B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU209B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU210B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU210B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU211A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU211A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU211B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU211B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU212A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU212A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU212B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU212B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU214A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU214A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU214B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU214B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU214C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU214C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU216A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU216A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU217A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU217A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU219A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU219A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU219B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU219B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU220A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU220A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU220B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU220B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU220M_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU220M; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU222A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU222A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NU222B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NU222B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NU209A_raw	NU209B_raw	NU210A_raw	NU210B_raw	NU211A_raw	NU211B_raw	NU212A_raw	NU212B_raw	NU214A_raw	NU214B_raw	NU214C_raw	NU216A_raw	NU217A_raw	NU219A_raw	NU219B_raw	NU220A_raw	NU220B_raw	NU220M_raw	NU222A_raw	NU222B_raw
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	0.35	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	0.66	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	0.41	NA	NA	0.94	NA	NA	NA	NA	NA
1876	NA	0.53	NA	NA	NA	0.95	NA	NA	NA	NA	NA	0.72	NA	NA	0.88	NA	NA	NA	NA	NA
1877	NA	0.52	NA	NA	NA	0.42	NA	NA	NA	NA	NA	0.45	NA	NA	0.57	NA	NA	NA	NA	NA
1878	0.56	0.96	NA	NA	NA	0.69	NA	NA	NA	NA	NA	1.16	NA	NA	0.66	NA	NA	NA	NA	NA
1879	0.17	0.26	NA	0.34	NA	0.37	NA	NA	NA	NA	NA	0.41	NA	NA	0.26	NA	NA	NA	NA	NA
1880	0.42	0.7	NA	0.47	NA	0.61	NA	NA	NA	NA	NA	0.84	NA	NA	0.87	NA	NA	NA	0.74	NA
1881	0.21	0.51	NA	0.24	NA	0.33	NA	NA	NA	NA	NA	0.33	NA	NA	0.27	NA	NA	NA	0.51	NA
1882	0.23	0.45	NA	0.29	NA	0.31	NA	NA	NA	NA	NA	0.38	NA	NA	0.32	NA	NA	NA	0.67	NA
1883	0.15	0.28	NA	0.28	NA	0.31	NA	NA	NA	NA	NA	0.31	NA	NA	0.22	NA	NA	NA	0.82	NA
1884	0.19	0.39	NA	0.47	NA	0.38	NA	NA	NA	NA	NA	0.56	NA	NA	0.73	NA	NA	NA	0.82	NA
1885	0.09	0.19	NA	0.11	NA	0.07	NA	NA	NA	NA	NA	0.23	NA	NA	0.04	NA	NA	NA	0.1	NA
1886	0.15	0.26	NA	0.2	NA	0.24	NA	NA	NA	NA	NA	0.54	NA	NA	0.64	NA	NA	NA	0.4	NA
1887	0.19	0.33	0.39	0.27	NA	0.34	NA	NA	NA	1.18	NA	0.53	NA	NA	0.92	NA	NA	NA	0.87	NA
1888	0.29	0.51	0.34	0.27	NA	0.33	NA	NA	NA	0.93	NA	0.49	NA	NA	0.63	NA	NA	NA	0.4	NA
1889	0.25	0.49	0.43	0.35	NA	0.38	NA	NA	NA	0.36	0.56	0.42	NA	NA	0.88	NA	NA	NA	0.26	NA
1890	0.34	0.79	0.7	0.81	NA	0.93	NA	NA	NA	1.53	1.26	1.43	NA	NA	1.23	NA	NA	NA	0.52	NA
1891	0.36	0.46	0.38	0.38	NA	0.69	NA	NA	NA	1.67	0.65	0.73	NA	NA	0.95	NA	NA	NA	0.41	NA
1892	0.22	0.31	0.25	0.23	NA	0.56	NA	NA	NA	2.49	0.75	0.71	NA	NA	0.48	NA	NA	NA	0.29	NA
1893	0.19	0.32	0.43	0.37	NA	1.08	NA	NA	NA	3.21	1.13	1.17	NA	NA	1.03	NA	NA	NA	0.69	NA
1894	0.19	0.27	0.27	0.29	0.52	0.46	NA	NA	NA	2.19	1.05	0.86	NA	NA	0.68	NA	NA	NA	0.58	NA
1895	0.13	0.24	0.18	0.14	0.3	0.34	NA	NA	NA	1.84	0.95	0.64	NA	NA	0.65	NA	NA	NA	0.31	NA
1896	0.16	0.39	0.39	0.31	1.07	0.96	NA	NA	NA	2.14	1.55	0.81	NA	NA	1.11	NA	NA	NA	1.04	NA
1897	0.5	0.69	0.43	0.41	0.77	0.68	NA	NA	NA	1.11	1	0.88	NA	0.64	0.54	NA	NA	NA	1.01	NA
1898	0.35	0.46	0.36	0.3	0.24	0.38	NA	NA	NA	1.18	0.59	0.63	NA	0.68	0.51	NA	NA	NA	0.39	NA
1899	0.28	0.38	0.32	0.19	0.59	0.9	NA	NA	NA	1.36	0.89	1.15	NA	0.57	0.54	NA	NA	NA	0.78	NA
1900	0.5	0.48	0.43	0.26	1.4	1.29	NA	NA	NA	2.13	1.16	1.41	NA	1.02	0.77	NA	NA	NA	1.47	NA
1901	0.48	0.71	0.57	0.35	0.97	0.97	NA	NA	NA	1.9	1.33	1.15	NA	1.04	0.79	NA	NA	NA	1.03	NA
