# Lopez - Palestina - CEMC - ITRDB BOL002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22435
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22435.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol002-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bol002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-07-29
#--------------------
# File_Last_Modified_Date
#   Date: 2017-07-29
#--------------------
# Title
#   Study_Name: Lopez - Palestina - CEMC - ITRDB BOL002
#--------------------
# Investigators
#   Investigators: Lopez, L.; Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: Lidio Lopez, David Stahle, Ricardo Villalba, Max Torbenson, Song Feng, Edward Cook
#   Journal_Name: Geophysical Research Letters
#   Published_Title: Tree ring reconstructed rainfall over the southern Amazon Basin
#   Published_Date_or_Year: 2017
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/2017GL073363
#   Full_Citation: None
#   Abstract: Moisture sensitive tree ring chronologies of Centrolobium microchaete have been developed from seasonally dry forests in the southern Amazon Basin and used to reconstruct wet season rainfall totals from 1799 to 2012, adding over 150 years of rainfall estimates to the short instrumental record for the region. The reconstruction is correlated with the same atmospheric variables that influence the instrumental measurements of wet season rainfall. Anticyclonic circulation over midlatitude South America promotes equatorward surges of cold and relatively dry extratropical air that converge with warm moist air to form deep convection and heavy rainfall over this sector of the southern Amazon Basin. Interesting droughts and pluvials are reconstructed during the preinstrumental nineteenth and early twentieth centuries, but the tree ring reconstruction suggests that the strong multidecadal variability in instrumental and reconstructed wet season rainfall after 1950 may have been unmatched since 1799.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Palestina
#   Location: Bolivia
#   Northernmost_Latitude: -15.63916
#   Southernmost_Latitude: -15.63916
#   Easternmost_Longitude: -62.41079
#   Westernmost_Longitude: -62.41079
#   Elevation_m: 296
#--------------------
# Data_Collection
#   Collection_Name: BOL002
#   First_Year: 1924
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Centrolobium microchaete (Benth.) H.C. Lima
#   Common_Name: Canary wood
#   Tree_Species_Code: CEMC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## pa437a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa437a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa437b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa437b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa1246a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa1246a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa1246b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa1246b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa308b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa308b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa930a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa930a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1211a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1211a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl874b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl874b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl813b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl813b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl783b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl783b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl783a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl783a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p435a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p435a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## p435b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: p435b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1010a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1010a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1010b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1010b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa813a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa813a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl894b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl894b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl198a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl198a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1238a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1238a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl198b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl198b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl880_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl880; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl868a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl868a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1185_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1185; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1185b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1185b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl776a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl776a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1238b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1238b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1183b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1183b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl1183a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl1183a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl874a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl874a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl776b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl776b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa608a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa608a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa901a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa901a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa901b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa901b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa868b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa868b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa308a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa308a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa822a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa822a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa822b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa822b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl813a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl813a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pl894a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pl894a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pla868b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pla868b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	pa437a_raw	pa437b_raw	pa1246a_raw	pa1246b_raw	pa308b_raw	pa930a_raw	pl1211a_raw	pl874b_raw	pl813b_raw	pl783b_raw	pl783a_raw	p435a_raw	p435b_raw	pl1010a_raw	pl1010b_raw	pa813a_raw	pl894b_raw	pl198a_raw	pl1238a_raw	pl198b_raw	pl880_raw	pl868a_raw	pl1185_raw	pl1185b_raw	pl776a_raw	pl1238b_raw	pl1183b_raw	pl1183a_raw	pl874a_raw	pl776b_raw	pa608a_raw	pa901a_raw	pa901b_raw	pa868b_raw	pa308a_raw	pa822a_raw	pa822b_raw	pl813a_raw	pl894a_raw	pla868b_raw
1924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.299	NA	1.775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	3.524	NA	NA	NA	NA	NA	2.357	2.512	NA	NA	NA	NA	1.652	NA	1.324	NA	NA	NA	NA	NA	NA	3.461	4.435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	4.816	NA	NA	NA	NA	NA	1.476	1.006	NA	NA	2.565	NA	1.619	NA	1.798	NA	NA	NA	NA	NA	NA	3.145	2.734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	3.082	NA	NA	4.368	1.615	1.609	3.272	2.964	NA	NA	2.365	NA	2.931	NA	2.175	NA	NA	NA	NA	NA	NA	5.58	4.83	NA	NA	NA	3.781	NA	NA	NA	NA	NA	NA	NA	NA
1928	2.033	NA	NA	NA	NA	3.125	NA	NA	2.747	2.323	2	2.854	2.97	NA	NA	2.875	NA	3.811	NA	3.041	NA	NA	NA	NA	NA	NA	6.631	5.965	NA	NA	NA	2.776	NA	4.639	NA	NA	NA	NA	NA	NA
1929	3.358	NA	NA	NA	NA	3.911	NA	NA	3.302	1.781	2.157	2.848	2.689	NA	NA	4.301	NA	6.652	NA	5.061	NA	NA	NA	NA	NA	NA	6.981	7.304	NA	NA	NA	3.76	NA	4.034	NA	7.584	NA	NA	NA	NA
1930	3.183	4.076	NA	NA	5.943	2.127	NA	NA	3.685	3.198	2.362	2.528	1.853	NA	NA	4.565	9.054	6.336	NA	4.78	NA	NA	NA	NA	NA	NA	7.024	8.968	NA	NA	4.804	4.251	NA	5.177	NA	10.133	5.688	NA	9.755	NA
1931	3.884	3.311	NA	NA	6.489	2.644	5.699	NA	3.302	2.744	2.474	3.799	2.84	NA	NA	5.719	4.135	2.514	NA	2.06	NA	NA	NA	NA	NA	NA	4.04	5.835	NA	NA	7.927	5.531	NA	6.765	5.85	6.427	7.245	NA	6.283	NA
1932	2.79	2.102	NA	NA	6.838	2.967	5.232	6.425	4.145	3.113	2.46	3.868	3.045	NA	NA	6.294	2.76	2.044	NA	3.719	NA	NA	NA	NA	NA	NA	5.515	5.841	12.341	NA	5.724	3.269	NA	5.902	5.526	4.708	3.931	NA	4.27	NA
1933	4.166	3.36	NA	NA	6.696	6.005	5.972	6.138	4.912	4.151	3.494	4.176	4.933	NA	NA	4.287	3.497	5.828	NA	4.48	8.328	4.723	9.417	9.93	NA	1.626	5.324	7.75	5.964	NA	2.563	4.225	NA	2.386	5.051	8.705	6.444	NA	5.184	2.734
1934	2.774	2.484	NA	NA	6.987	4.643	7.684	5.312	5.768	3.363	3.046	3.526	3.9	NA	NA	4.336	5.156	1.796	1.259	2.095	8.953	4.778	11.735	13.735	3.079	0.645	7.762	10.099	7.484	3.081	4.711	2.881	5.777	4.967	4.764	9.188	4.887	35.014	10.325	6.128
1935	4.231	3.075	NA	NA	5.053	5.223	7.117	4.744	5.599	4.879	3.048	4.049	2.592	NA	NA	5.705	5.816	1.525	0.988	2.489	6.864	4.929	7.646	8.119	3.507	0.553	6.537	5.692	4.182	2.748	3.029	1.167	2.086	2.888	5.444	6.376	4.058	4.918	5.898	3.884
1936	2.401	2.721	7.246	6.851	5.093	3.469	5.904	3.946	4.417	4.584	4.273	3.716	3.363	NA	NA	4.378	5.298	4.761	1.105	4.025	7.535	5.831	7.899	10.466	3.54	0.772	6.039	5.67	4.445	2.66	2.543	2.01	1.444	2.873	4.727	8.285	5.729	10.507	4.113	5.468
1937	3.138	2.393	6.384	7.82	4.622	3.33	8.349	5.225	4.979	4.82	4.441	5.157	4.812	NA	NA	6.489	5.115	5.636	1.15	4.461	7.055	6.295	8.743	11.405	5.417	0.933	8.722	10.124	4.331	3.278	3.935	2.561	2.735	4.119	6.725	6.602	5.67	8.739	1.538	3.945
1938	2.464	1.936	5.552	5.227	6.091	2.867	8.059	4.641	4.968	8.549	4.278	4.808	4.543	NA	NA	4.709	4.478	6.496	1.679	6.654	6.173	6.731	7.349	10.061	6.231	1.568	10.892	10.131	3.629	4.291	3.211	3.68	2.978	3.151	3.552	5.174	5.909	8.551	2.534	4.506
1939	2.84	2.602	4.459	4.909	5.287	3.226	8.362	5.45	4.093	6.013	6.374	4.801	4.39	NA	NA	4.746	5.247	6.749	1.139	8.67	4.214	7.194	8.694	10.707	7.57	3.189	12.399	7.644	3.682	5.347	5.397	3.525	7.248	5.96	4.914	8.247	5.381	9.323	2.928	6.979
1940	3.318	2.802	2.819	3.536	4.383	3.135	9.516	3.561	2.718	6.829	7.352	4.826	4.705	NA	NA	4.616	4.473	7.004	1.505	7.465	3.064	8.601	6.433	6.806	7.031	4.512	9.504	8.475	4.919	5.305	3.898	3.176	4.211	4.048	4.864	5.79	5.962	9.99	1.955	5.511
1941	1.766	1.936	2.61	3.291	3.107	3.448	6.854	3.993	3.995	5.564	5.312	3.919	3.586	NA	NA	4.733	4.917	3.624	4.285	5.333	1.489	5.789	4.473	11.146	4.735	3.432	7.384	4.431	2.299	4.702	1.753	2.551	3.928	1.798	3.83	6.329	4.604	6.563	1.954	1.425
1942	2.854	2.52	4.932	5.015	2.966	3.485	9.73	3.16	3.356	5.393	5.395	4.81	4.838	NA	NA	5.632	4.006	5.587	8.64	6.027	4.471	7.24	6.454	12.085	3.948	5.733	9.046	7.437	5.189	4.864	5.01	1.202	6.418	5.278	5.195	4.924	6.822	7.586	3.653	3.286
1943	2.172	2.578	1.789	4.004	2.507	3.762	10.092	4.992	2.195	6.004	4.114	3.881	3.528	NA	NA	3.878	3.907	5.131	6.345	6.788	3.409	6.277	4.287	8.761	3.565	3.632	6.216	6.893	3.792	3.014	2.535	1.505	5.629	2.163	2.967	3.567	6.025	6.211	3.139	2.315
1944	0.885	1.187	0.782	1.204	3.329	2.946	6.265	2.007	3.315	0.806	0.776	2.554	2.243	NA	NA	3.36	1.392	1.481	2.021	2.528	1.893	1.883	3.01	8.335	3.427	1.246	2.563	3.285	2.101	4.265	2.082	2.356	5.262	2.271	3.021	2.507	3.851	4.481	1.253	1.055
1945	4.907	3.872	1.946	4.496	5.334	7.529	13.643	3.252	11.785	3.998	5.556	7.189	6.898	NA	NA	9.101	3.941	6.167	5.271	5.874	5.936	8.221	8.908	15.097	6.241	3.862	7.878	13.32	3.349	7.645	6.237	8.76	13.965	6.652	5.119	5.769	7.063	7.929	3.608	4.429
1946	4.84	3.446	5.752	4.849	4.567	5.606	10.165	4.383	4.043	6.145	2.172	5.732	5.42	NA	NA	6.295	6.206	5.06	4.446	8.198	4.999	7.111	4.94	8.748	5.569	3.498	4.159	6.912	3.393	5.384	6.897	4.964	6.739	7.261	4.504	6.416	5.416	8.204	4.726	5.508
1947	4.541	4.313	3.978	4.538	5.058	7.008	12.103	3.775	5.701	4.171	5.397	6.611	6.866	NA	NA	7.974	6.348	9.306	5.925	5.006	4.595	9.051	6.869	6.879	6.918	5.297	6.809	8.185	4.498	6.909	5.487	7.027	13.114	5.684	7.982	5.751	6.314	7.573	6.564	5.826
1948	4.687	3.77	2.32	3.712	4.288	6.271	10.701	2.948	6.611	5.704	8.416	6.906	5.134	5.625	4.93	6.677	4.79	5.927	3.081	7.393	3.449	6.275	4.492	7.587	4.523	3.519	4.26	8.139	3.29	4.253	4.932	4.121	9.489	4.898	4.496	4.557	6.897	7.187	4.359	6.787
1949	4.991	5.104	2.997	4.273	4.448	4.834	10.192	3.895	4.178	6.696	4.593	6.314	4.998	6.558	6.17	6.578	4.453	5.145	3.664	3.233	4.196	9.605	3.581	6.42	4.656	3.428	4.245	5.629	3.419	4.693	5.5	5.227	6.121	5.813	4.357	4.204	4.537	6.589	3.899	3.493
1950	4.179	3.959	2.833	3.406	4.495	5.89	9.106	2.997	3.842	6.409	3.828	5.355	4.876	6.049	5.89	4.599	2.501	3.397	3.933	2.075	2.823	5.591	2.487	5.306	5.024	2.833	3.317	6.866	2.175	3.309	3.492	5.187	5.676	3.504	4.022	2.458	4.451	5.275	3.373	3.158
1951	4.871	4.201	4.663	5.911	5.103	6.166	10.408	3.327	4.723	5.607	10.571	6.603	4.578	5.05	4.997	7.746	5.607	4.372	5.221	3.117	3.59	5.708	3.129	5.526	5.067	4.672	4.316	6.873	5.259	3.518	7.837	6.259	7.112	8.088	4.898	4.731	5.76	5.479	4.789	3.321
1952	3.646	2.852	3.893	3.275	3.6	4.054	6.956	2.377	2.369	4.871	3.579	4.136	3.407	4.494	5.299	4.903	2.939	2.266	3.749	1.651	3.635	4.249	1.828	3.021	2.97	3.171	3.585	4.325	2.398	2.082	3.398	5.127	5.417	2.863	3.511	2.534	1.825	5.124	1.663	1.852
1953	3.466	3.67	3.876	3.469	6.95	4.656	9.965	3.219	6.327	5.751	3.586	5.114	4.128	5.307	5.475	5.016	3.763	3.044	3.857	2.15	6.267	6.944	2.935	5.235	5.008	2.955	2.158	5.42	2.963	3.7	1.963	5.465	6.034	2.332	6.823	4.648	3.177	5.258	2.983	3.385
1954	3.055	2.141	2.682	2.989	5.883	2.713	7.684	2.309	2.062	3.885	2.75	3.859	2.742	6.009	5.506	5.034	2.183	2.113	3.012	1.773	4.682	4.255	2.067	3.275	3.227	1.941	0.835	3.559	1.844	2.567	1.831	3.717	4.145	1.42	3.698	2.431	2.62	2.793	2.527	2.287
1955	5.481	4.824	3.307	6.35	6.759	5.853	9.103	3.723	4.433	7.729	8.29	5.951	5.221	7.37	6.415	7.608	6.324	2.973	3.994	1.764	4.269	6.428	3.843	6.018	4.12	4.031	2.389	6.138	3.327	3.233	2.852	7.214	7.046	3.235	5.279	4.185	3.626	5.109	5.181	3.432
1956	4.55	3.691	4.507	2.979	6.102	3.566	9.075	5.171	5.546	5.653	2.978	4.02	3.343	5.744	5.352	9.197	5.165	3.144	4.943	2.538	3.935	7.539	3.913	6.458	4.678	3.859	1.271	3.853	4.72	2.01	4.675	2.694	8.792	4.464	7.101	5.551	5.764	4.517	3.635	6.249
1957	5.898	3.574	4.397	2.801	5.459	4.459	4.541	5.743	3.796	6.789	3.376	4.008	4.046	5.266	4.839	8.651	4.772	3.593	4.195	2.019	6.116	7.248	2.975	4.043	5.038	3.091	1.698	4.674	4.601	3.569	2.906	3.624	9.075	3.134	5.467	2.274	6.271	4.904	3.2	4.663
1958	5.581	4.903	4.515	4.464	5.711	4.209	7.783	4.34	5.823	6.68	6.599	4.672	3.658	5.952	6.006	5.096	4.594	2.49	4.795	1.966	2.994	5.724	3.564	5.261	4.426	2.682	3.439	4.126	3.105	3.224	2.609	6.499	7.972	2.556	6.767	2.583	3.907	3.869	2.704	3.44
1959	5.323	5.162	5.98	4.368	8.82	4.47	7.127	3.124	6.058	4.974	5.825	4.536	4.272	5.35	5.969	9.69	5.676	2.73	5.193	2.659	2.271	7.594	4.231	6.18	5.693	3.369	3.685	3.293	2.352	3.283	4.071	5.55	5.735	4.248	8.221	1.269	3.518	4.688	3.56	3.641
1960	5.851	5.367	5.084	3.485	4.889	2.054	4.949	3.516	10.698	9.458	4.185	5.861	4.715	5.208	5.67	8.709	6.452	3.223	4.858	1.133	1.883	7.608	2.251	4.34	3.949	2.82	2.219	2.868	4.829	2.296	3.021	6.212	7.982	2.789	7.507	0.809	4.217	3.775	4.592	4.557
