# Roig - Balmaceda - NOPU - ITRDB ARGE023
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4269
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4269.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge023-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge023.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge023.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Roig - Balmaceda - NOPU - ITRDB ARGE023
#--------------------
# Investigators
#   Investigators: Roig, F.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Balmaceda
#   Location: Argentina
#   Northernmost_Latitude: -45.92
#   Southernmost_Latitude: -45.92
#   Easternmost_Longitude: -71.75
#   Westernmost_Longitude: -71.75
#   Elevation_m: 600
#--------------------
# Data_Collection
#   Collection_Name: ARGE023
#   First_Year: 1755
#   Last_Year: 1988
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BAL01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BAL25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BAL25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BAL01B_raw	BAL03A_raw	BAL03B_raw	BAL06B_raw	BAL06C_raw	BAL07B_raw	BAL09A_raw	BAL09B_raw	BAL13B_raw	BAL14A_raw	BAL14B_raw	BAL15A_raw	BAL16B_raw	BAL17A_raw	BAL18A_raw	BAL19A_raw	BAL24A_raw	BAL25A_raw
1755	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	2.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	0.56	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	0.66	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	0.27	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	0.37	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	0.77	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	1.09	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	0.82	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	0.88	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	0.45	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	0.94	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	0.56	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	0.42	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	0.2	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	0.49	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	1	1.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	0.99	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	0.98	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	0.85	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	1.28	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	1.15	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	0.93	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	0.65	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	0.99	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	1.42	1.28	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	1.26	1.31	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	2.5	1.59	NA	NA	1.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	1.64	1.04	NA	NA	1.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	1.73	0.77	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA
1797	NA	1.59	1.2	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA
1798	NA	1.15	0.92	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA
1799	NA	0.62	0.74	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA
1800	NA	0.73	0.61	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA
1801	NA	0.31	0.5	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA
1802	NA	0.38	0.83	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA
1803	NA	0.63	0.55	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA
1804	NA	0.97	0.59	NA	NA	1.36	NA	NA	NA	0.79	NA	NA	NA	NA	0.85	NA	NA	NA
1805	NA	0.78	0.51	NA	NA	1.33	NA	NA	NA	1.37	NA	NA	NA	NA	0.84	NA	NA	NA
1806	NA	1.13	0.82	NA	NA	1.11	NA	NA	NA	1.19	NA	NA	NA	NA	0.77	NA	NA	NA
1807	NA	0.9	0.77	NA	NA	1.08	NA	NA	NA	1.23	NA	NA	NA	NA	0.88	NA	NA	NA
1808	NA	1.02	0.67	NA	NA	0.87	NA	NA	NA	0.78	NA	NA	NA	NA	0.88	NA	NA	NA
1809	NA	1.01	0.35	NA	NA	1.13	NA	NA	NA	0.71	NA	NA	NA	NA	0.7	NA	NA	NA
1810	NA	1.43	0.48	NA	NA	0.87	NA	NA	NA	0.59	NA	NA	NA	NA	0.72	NA	NA	NA
1811	NA	2.11	0.27	NA	NA	0.56	NA	NA	NA	0.59	NA	NA	NA	NA	0.58	1.12	NA	NA
