# Lara - Los Petronquines - NOPU - ITRDB CHIL023
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16640
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16640.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/chil023-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/chil023.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chil023.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-11-14
#--------------------
# File_Last_Modified_Date
#   Date: 2013-11-14
#--------------------
# Title
#   Study_Name: Lara - Los Petronquines - NOPU - ITRDB CHIL023
#--------------------
# Investigators
#   Investigators: Lara, A.(https://orcid.org/0000-0003-4998-4584); Aravena, J.C.; Villalba, R.(https://orcid.org/0000-0001-8183-0310); Wolodarsky-Franke, A.; Luckman, B.H.(https://orcid.org/0000-0003-0365-6059); Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # Climatology
# # 
# # Cores are stored at:
# # University of Western Ontario NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: Antonio Lara, Juan Carlos Aravena, Ricardo Villalba, Alexia Wolodarsky-Franke, Brian Luckman, Rob Wilson
#   Journal_Name: Canadian Journal of Forest Research
#   Published_Title: Dendroclimatology of high-elevation Nothofagus pumilio forests at their northern distribution limit in the central Andes of Chile
#   Published_Date_or_Year: 2001
#   Volume: 31
#   Pages: 925-936
#   Issue: 6
#   Report_Number: 
#   DOI: 10.1139/x00-208
#   Full_Citation: None
#   Abstract: Nothofagus pumilio (Poepp et Endl.) Krasser, is a deciduous tree species that grows in Chile and adjacent Argentina between 36 and 56°S, often forming the Andean tree line. This paper presents the first eight tree-ring chronologies from N. pumilio at its northern range limit in the central Andes of Chile (36-39°S) and the first precipitation reconstruction for this region. Samples were taken from upper tree-line stands (1500-1700 m elevation) in three study areas: Vilches, Laguna del Laja, and Conguillío. Results indicate that, at the northern sites (Vilches and Laguna del Laja), the tree-ring growth of N. pumilio is positively correlated with late-spring and early summer precipitation and that higher temperatures reduce radial growth, probably because of an increase in evapotranspiration and decrease in water availability. At the southern Conguillío study area, radial growth was negatively correlated with late-spring and early summer precipitation. The presence of volcanic activity in this latter study area, which might have masked the climate signal, did not seem to have a significant influence on radial growth. A reconstruction of November-December (summer) precipitation for the period 1837-1996 from N. pumilio tree-ring chronologies accounted for 37% of instrumentally recorded precipitation variance. This is the first precipitation reconstruction from N. pumilio chronologies. Only temperature and snow cover have previously been reconstructed using this species. The reconstruction indicates that the driest and wettest 25-year periods within the past 160 years are 1890-1914 and 1917-1941, respectively.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Los Petronquines
#   Location: Chile
#   Northernmost_Latitude: -37.4833
#   Southernmost_Latitude: -37.4833
#   Easternmost_Longitude: -71.3167
#   Westernmost_Longitude: -71.3167
#   Elevation_m: 1690
#--------------------
# Data_Collection
#   Collection_Name: CHIL023
#   First_Year: 1770
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ALP17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP34_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP34; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP39_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP39; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP40_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP40; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP35_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP35; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP38_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP38; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP29A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALP29B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALP29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ALP17B_raw	ALP16B_raw	ALP34_raw	ALP32_raw	ALP24A_raw	ALP12A_raw	ALP15A_raw	ALP39_raw	ALP18A_raw	ALP20A_raw	ALP5_raw	ALP40_raw	ALP16A_raw	ALP35_raw	ALP38_raw	ALP13B_raw	ALP33_raw	ALP29A_raw	ALP24B_raw	ALP23B_raw	ALP26A_raw	ALP26B_raw	ALP20B_raw	ALP29B_raw
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.196	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	2.136	NA	NA	NA	NA	NA	NA	0.914	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	2.148	NA	NA	NA	NA	NA	NA	0.888	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	2.148	NA	NA	NA	NA	NA	NA	1.012	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	2.356	NA	NA	NA	NA	NA	NA	1.444	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	2.914	NA	NA	3.576	NA	NA	1.926	1.184	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	1.622	NA	NA	NA	NA	2.896	NA	NA	2.952	NA	NA	1.394	1.662	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	1.514	NA	NA	NA	NA	2.058	NA	NA	3.308	NA	NA	1.46	1.734	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	1.608	NA	NA	NA	NA	1.998	NA	NA	1.524	NA	1.752	1.58	1.046	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	0.614	NA	NA	NA	NA	2.182	NA	NA	1.028	NA	1.276	1.054	0.794	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	1.184	NA	NA	NA	NA	1.218	NA	NA	1.71	NA	1.978	1.42	1.426	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	1.784	NA	NA	NA	NA	1.438	NA	NA	3.062	NA	2.988	1.42	1.312	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	1.382	NA	NA	NA	NA	2.042	NA	NA	3.384	NA	1.764	1.394	1.198	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	1.324	NA	NA	NA	NA	1.85	NA	NA	4.922	NA	1.248	0.326	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	1.278	NA	NA	NA	NA	5.602	NA	NA	5.552	NA	0.588	2.236	0.884	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	1.77	NA	NA	NA	NA	3.666	NA	NA	5.386	NA	0.75	2.378	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	2.25	NA	NA	NA	NA	3.036	NA	NA	4.916	NA	0.71	1.876	0.794	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	1.86	NA	NA	NA	NA	2.354	NA	NA	5.85	NA	0.928	1.096	0.464	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	2.348	NA	NA	NA	NA	2.228	NA	NA	7.028	NA	0.906	0.97	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	2.722	NA	NA	NA	NA	2.602	NA	NA	6.64	NA	1.252	0.94	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	2.628	NA	NA	NA	NA	2.548	NA	NA	4.814	NA	1.672	1.98	1.072	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	2.374	NA	NA	NA	NA	2.11	NA	NA	3.898	NA	1.498	1.266	0.504	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	2.362	NA	NA	NA	NA	2.254	NA	NA	3.908	NA	1.624	1.702	0.496	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	3.03	NA	NA	NA	NA	2.494	NA	NA	2.412	NA	1.054	1.682	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	1.748	NA	NA	NA	NA	2.13	NA	NA	1.686	NA	0.596	1.476	0.644	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	2.42	0.996	NA	NA	NA	3.004	NA	NA	2.32	NA	1.182	1.504	0.456	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	0.86	0.528	NA	NA	NA	1.854	NA	NA	2.286	NA	1.026	0.85	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	2.042	1.278	NA	NA	NA	2.114	NA	NA	2.334	NA	1.156	1.736	0.696	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	1.874	1.152	NA	NA	NA	2.162	NA	NA	3.062	NA	1.096	1.468	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	3.272	1.308	NA	NA	NA	2.696	NA	NA	3.094	NA	1.486	1.876	0.902	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	1.022	0.218	NA	NA	NA	1.172	NA	NA	1.766	NA	0.916	0.268	0.242	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	2.584	0.976	NA	NA	NA	1.04	NA	NA	2.546	NA	1.22	1.026	0.694	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	2.386	1.214	NA	NA	NA	1.186	NA	NA	2.998	NA	1.15	1.43	0.298	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	2.584	1.476	NA	NA	NA	1.594	NA	NA	2.864	NA	1.54	1.426	0.424	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	1.872	1.186	NA	NA	NA	1.13	NA	NA	2.02	NA	1.354	1	0.624	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	2.488	1.924	NA	NA	NA	0.766	NA	NA	1.812	NA	1.09	1.556	0.708	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	2.884	1.976	NA	NA	NA	0.876	NA	NA	1.514	NA	1.482	1.97	0.826	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	2.1	1.678	NA	NA	NA	1.004	NA	NA	1.656	NA	1.174	1.95	0.634	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	1.632	1.718	NA	NA	NA	1.428	NA	NA	1.574	NA	1.01	2.092	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	1.754	1.474	NA	NA	NA	1.24	NA	NA	1.698	NA	1.724	1.824	0.818	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	2.616	1.79	NA	NA	NA	1.474	NA	NA	1.634	NA	2.262	2.312	0.672	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	2.036	1.752	NA	NA	NA	1.064	NA	NA	1.656	NA	2.474	1.8	0.716	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	2.02	1.594	NA	NA	NA	1.242	NA	NA	1.668	NA	2.29	1.706	1.186	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	1.828	1.788	NA	NA	NA	1.068	NA	NA	1.466	NA	1.948	1.902	1.232	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	1.858	1.548	NA	NA	NA	1.318	NA	NA	1.506	NA	2.026	1.586	1.322	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	1.882	1.796	NA	NA	NA	1.078	NA	NA	1.646	0.842	2.546	1.232	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	1.082	1.05	NA	NA	NA	0.522	NA	NA	0.79	0.834	1.856	0.286	0.304	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	1.406	1.55	NA	NA	NA	0.918	NA	NA	2.3	0.984	2.66	0.954	0.844	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	2.074	1.7	NA	NA	NA	0.952	NA	NA	2.186	1.044	3.31	2.262	0.952	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	0.62	0.672	NA	NA	NA	0.488	NA	NA	1.77	0.904	2.72	1.06	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	0.988	0.924	NA	NA	NA	0.568	NA	NA	2.036	0.586	2.326	2.3	0.746	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	1.048	1.554	NA	NA	NA	0.712	NA	NA	1.822	0.494	2.828	2.308	1.634	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	1.114	1.124	NA	NA	NA	0.522	NA	NA	1.648	0.888	2.384	1.764	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	1.424	1.26	NA	NA	NA	0.698	NA	NA	1.33	0.562	2.184	0.82	1.278	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	0.524	0.744	NA	NA	NA	0.328	NA	NA	0.574	0.622	2.89	0.618	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	1.296	1.508	NA	NA	NA	0.366	NA	NA	0.506	0.656	2.71	1.524	0.918	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	1.106	1.682	NA	NA	NA	0.72	NA	NA	1.708	1.058	2.94	1.934	0.876	NA	NA	NA	NA	NA	NA	NA	NA	NA
