# Ortega Rodriguez - Jamari National Forest, Rondonia, Brazil - CEFI - ITRDB BRA015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37447
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37447.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra015d-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra015d.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra015d.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-15
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-15
#--------------------
# Title
#   Study_Name: Ortega Rodriguez - Jamari National Forest, Rondonia, Brazil - CEFI - ITRDB BRA015
#--------------------
# Investigators
#   Investigators: Ortega Rodriguez, Daigard Ricardo
#--------------------
# Description_Notes_and_Keywords
#   Description:
#--------------------
# Publication
#   Authors: Rodriguez, Daigard Ricardo Ortega; Raúl Sánchez-Salguero; Andrea Hevia; Daniela Granato-Souza; Bruno B.L. Cintra; Bruna Hornink; Laia Andreu-Hayles; Gabriel Assis Pereira; Fidel A. Roig; Mario Tomazello-Filho
#   Published_Date_or_Year: 2023
#   Published_Title: Climate variability of the southern Amazon inferred by a multi-proxy tree-ring approach using Cedrela fissilis Vell.
#   Journal_Name: Science of The Total Environment
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.scitotenv.2023.162064
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Jamari National Forest, Rondonia, Brazil
#   Location: Brazil
#   Northernmost_Latitude: -9.25
#   Southernmost_Latitude: -9.25
#   Easternmost_Longitude: -63.25
#   Westernmost_Longitude: -63.25
#   Elevation_m: 115
#--------------------
# Data_Collection
#   Collection_Name: BRA016
#   First_Year: 1832
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Cedrela fissilis Vell.
#   Common_Name: Cedro rosa
#   Tree_Species_Code: CEFI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## C01A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C01A_raw
## C01C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C01C_raw
## C03A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C03A_raw
## C03B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C03B_raw
## C08C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C08C_raw
## C08D_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C08D_raw
## C09A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C09A_raw
## C09B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C09B_raw
## C09C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C09C_raw
## C09D_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C09D_raw
## C10A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C10A_raw
## C10C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C10C_raw
## C10D_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C10D_raw
## C11E_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C11E_raw
## C13A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C13A_raw
## C13B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C13B_raw
## C13H_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C13H_raw
## C15A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C15A_raw
## C15B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C15B_raw
## C15C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C15C_raw
## C16B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C16B_raw
## C17C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C17C_raw
## C21A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C21A_raw
## C21B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C21B_raw
## C21D_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C21D_raw
## C25A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C25A_raw
## C25B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C25B_raw
## C25C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C25C_raw
## C26A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C26A_raw
## C26B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C26B_raw
## C26C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C26C_raw
## C26D_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C26D_raw
## C28A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C28A_raw
## C28B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C28B_raw
## C28C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C28C_raw
## C28D_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C28D_raw
## C29A_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C29A_raw
## C29B_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C29B_raw
## C29C_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C29C_raw
## C29D_raw	total ring density,wood,,gram per cubic centimeter,,tree ring,,,N,Tree ID: C29D_raw
#---------------------
# Data:
# Missing_Values: NA
age_CE	C01A_raw	C01C_raw	C03A_raw	C03B_raw	C08C_raw	C08D_raw	C09A_raw	C09B_raw	C09C_raw	C09D_raw	C10A_raw	C10C_raw	C10D_raw	C11E_raw	C13A_raw	C13B_raw	C13H_raw	C15A_raw	C15B_raw	C15C_raw	C16B_raw	C17C_raw	C21A_raw	C21B_raw	C21D_raw	C25A_raw	C25B_raw	C25C_raw	C26A_raw	C26B_raw	C26C_raw	C26D_raw	C28A_raw	C28B_raw	C28C_raw	C28D_raw	C29A_raw	C29B_raw	C29C_raw	C29D_raw
1835	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	0.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	0.419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	0.369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	0.361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	0.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	0.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	0.423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	0.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	0.426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	0.423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	0.415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	0.389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	0.397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	0.384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	0.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	0.453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	0.448	NA	NA	NA	0.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	0.395	NA	NA	NA	0.354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	0.368	NA	NA	NA	0.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	0.456	NA	NA	NA	0.415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	0.416	NA	NA	NA	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	0.388	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	0.361	NA	NA	NA	0.502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	0.453	NA	NA	NA	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	0.403	NA	NA	NA	0.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	0.471	0.476	NA	NA	0.434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	0.314	0.47	NA	NA	0.411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	0.375	0.468	NA	NA	0.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	0.41	0.491	NA	NA	0.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	0.443	0.496	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
