# Holmes - Alto de las Mesas - AUCH - ITRDB CHIL001
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3504
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3504.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/chil001-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/chil001.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chil001.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Holmes - Alto de las Mesas - AUCH - ITRDB CHIL001
#--------------------
# Investigators
#   Investigators: Holmes, R.L.; Gallinato, J.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Alto de las Mesas
#   Location: Chile
#   Northernmost_Latitude: -34.92
#   Southernmost_Latitude: -34.92
#   Easternmost_Longitude: -70.7
#   Westernmost_Longitude: -70.7
#   Elevation_m: 1020
#--------------------
# Data_Collection
#   Collection_Name: CHIL001
#   First_Year: 1796
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri
#   Common_Name: Chilean cedar
#   Tree_Species_Code: AUCH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MES812_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES812; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES813_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES813; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES814_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES814; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES821_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES821; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES822_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES822; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES823_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES823; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES824_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES824; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES825_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES825; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES826_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES826; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES827_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES827; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES861_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES861; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES871_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES871; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES872_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES872; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES873_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES873; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES874_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES874; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES881_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES881; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES882_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES882; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES883_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES883; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MES884_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MES884; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MES812_raw	MES813_raw	MES814_raw	MES821_raw	MES822_raw	MES823_raw	MES824_raw	MES825_raw	MES826_raw	MES827_raw	MES861_raw	MES871_raw	MES872_raw	MES873_raw	MES874_raw	MES881_raw	MES882_raw	MES883_raw	MES884_raw
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.26	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.38	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.65	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.3	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.75	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.69	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.28	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.33	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.29	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.55	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	2.72	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA	2.23	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	NA	2.26	2.55	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	2.51	2.52	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	3.93	3.75	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	NA	2.9	2.9	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	2.62	3.5	3.25	3.29	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	2.52	3.66	3.4	3.67	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	1.97	2.88	2.7	2.71	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	2.44	3.6	3.59	3.31	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	2.6	3.57	3.19	3.43	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	1.22	NA	NA	1.16	1.26	2.78	3.95	3.92	4.11	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	0.92	NA	NA	1.09	1.26	2.59	3.46	2.85	3.62	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	1.23	NA	NA	1.1	1.07	3.83	4.66	3.99	4.61	NA	NA	NA	NA
1837	NA	NA	NA	NA	NA	NA	1.55	NA	NA	1.46	2.55	3.97	4.7	3.75	3.84	NA	NA	NA	NA
1838	NA	NA	NA	NA	NA	NA	1.5	NA	NA	0.93	3.96	3.08	3.21	2.84	3.95	NA	NA	NA	NA
1839	NA	NA	NA	NA	NA	NA	1.33	NA	NA	0.43	3.28	2.7	2.9	2.5	2.96	NA	NA	NA	NA
1840	NA	NA	NA	NA	0.99	NA	1.23	0.93	NA	0.51	2.91	3.27	3.52	3.08	3.56	NA	NA	NA	NA
1841	NA	NA	NA	NA	0.86	NA	1.2	0.83	NA	0.66	2.86	3.38	3.39	3.5	3.69	NA	NA	NA	NA
1842	NA	NA	NA	NA	0.97	NA	1.49	0.94	NA	1.09	3.53	3.8	4.06	4.36	4.26	NA	NA	NA	NA
1843	NA	NA	NA	NA	1.02	NA	1.82	2	NA	1.31	4.21	4.08	4.65	4.94	5.05	NA	NA	NA	NA
1844	NA	NA	NA	NA	1.01	NA	1.2	1.58	NA	1.07	3.41	3.96	4.31	4.35	4.04	NA	NA	NA	NA
1845	NA	NA	NA	NA	0.71	NA	0.86	1.09	NA	1.04	2.68	4.03	4.27	4.05	3.65	NA	NA	NA	NA
1846	NA	NA	NA	NA	1.2	NA	1.15	1.71	NA	1.72	1.99	4.07	3.92	3.6	3.61	4.5	NA	NA	NA
1847	NA	NA	NA	NA	1.4	NA	1.25	1.54	NA	1.98	2.85	4.09	3.66	3.44	3.4	3.43	NA	NA	NA
1848	NA	NA	NA	NA	2.88	NA	2.16	2.32	NA	3.31	1.71	4.38	4.22	3.8	3.82	4.31	NA	NA	NA
