# Villalba - El Arrasayal - JGAU - ITRDB ARGE067
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5157
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5157.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge067-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge067.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge067.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Villalba - El Arrasayal - JGAU - ITRDB ARGE067
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: El Arrasayal
#   Location: Argentina
#   Northernmost_Latitude: -22.73
#   Southernmost_Latitude: -22.73
#   Easternmost_Longitude: -64.53
#   Westernmost_Longitude: -64.53
#   Elevation_m: 880
#--------------------
# Data_Collection
#   Collection_Name: ARGE067
#   First_Year: 1766
#   Last_Year: 1985
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juglans australis Griseb.
#   Common_Name: Argentine walnut
#   Tree_Species_Code: JGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ARR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR07C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR07C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARR12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YUG01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YUG01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YUG04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YUG04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YUG07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YUG07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YUG13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YUG13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YUG14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YUG14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## YUG25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: YUG25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ARR06A_raw	ARR06B_raw	ARR07A_raw	ARR07B_raw	ARR07C_raw	ARR10A_raw	ARR11A_raw	ARR11B_raw	ARR12B_raw	YUG01B_raw	YUG04A_raw	YUG07A_raw	YUG13A_raw	YUG14A_raw	YUG25A_raw
1765	NA	NA	NA	2.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	2.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	0.36	2.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	0.88	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	2.16	1.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	4.28	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	1.58	2.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	2.91	2.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	1.55	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	1.85	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	1.03	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	3.35	2.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	6.78	7.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	1.25	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	4.69	5.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	5.96	5.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	2.01	3.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	4.27	4.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	6.82	5.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	3.26	6.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	2.31	3.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	4.33	3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	1.16	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	0.79	NA	NA	0.85	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	0.57	NA	NA	3.68	3.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	1.36	NA	NA	4.53	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	1.31	NA	NA	2.01	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	2.46	NA	NA	2.35	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	2.3	NA	NA	1.53	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	1.56	NA	NA	1.46	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	1.97	NA	NA	0.32	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	1.12	NA	NA	0.3	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	2.08	NA	NA	1.16	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	1.34	NA	NA	1.6	2.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	2.58	NA	NA	1.53	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	0.98	NA	NA	1.95	2.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	0.73	NA	NA	0.24	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	1.07	NA	NA	1.89	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	0.67	NA	NA	0.95	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	1.93	NA	NA	0.93	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	2.43	NA	NA	2.19	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	1.05	NA	NA	2.12	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	1.47	NA	NA	2.41	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	2.5	NA	NA	3.79	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	1.47	NA	NA	1.01	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	1.69	NA	NA	0.53	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	2.08	NA	NA	0.93	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	2.98	NA	NA	1.11	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	1.01	NA	NA	0.85	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	1.28	NA	NA	1.61	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	3.38	0.59	NA	2.73	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	0.36	0.42	NA	2.14	0.45	NA	NA	NA	4.15	NA	NA	NA	NA	NA	NA
1819	1.62	2.12	NA	0.15	2.16	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA
1820	1.71	0.89	NA	0.61	1.19	NA	NA	NA	3.7	NA	NA	NA	NA	NA	NA
1821	0.65	0.89	NA	1.4	1.86	NA	NA	NA	2.48	NA	NA	NA	NA	NA	NA
1822	2.51	0.59	NA	0.99	0.88	NA	NA	NA	1.85	NA	NA	NA	NA	NA	NA
1823	2.57	1.73	NA	3.46	1.24	NA	NA	NA	2.42	NA	NA	NA	NA	NA	NA
1824	0.12	0.86	NA	1.22	0.87	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA
1825	2.08	0.77	NA	0.63	1.13	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA
