# Boninsegna - Bahia del Buen Suceso - NOBE - ITRDB ARGE026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2770
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2770.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge026-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Boninsegna - Bahia del Buen Suceso - NOBE - ITRDB ARGE026
#--------------------
# Investigators
#   Investigators: Boninsegna, J.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bahia del Buen Suceso
#   Location: Argentina
#   Northernmost_Latitude: -54.83
#   Southernmost_Latitude: -54.83
#   Easternmost_Longitude: -65.2
#   Westernmost_Longitude: -65.2
#   Elevation_m: 35
#--------------------
# Data_Collection
#   Collection_Name: ARGE026
#   First_Year: 1751
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus betuloides (Mirb.) Blume
#   Common_Name: coihue de Magallanes
#   Tree_Species_Code: NOBE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BSS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BSS19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BSS19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BSS02A_raw	BSS02B_raw	BSS05A_raw	BSS05B_raw	BSS06A_raw	BSS07A_raw	BSS08A_raw	BSS09A_raw	BSS09B_raw	BSS11A_raw	BSS11B_raw	BSS13A_raw	BSS13B_raw	BSS14A_raw	BSS15A_raw	BSS19A_raw	BSS19B_raw
1751	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	0.6	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	0.59	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	0.36	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	0.63	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	0.41	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	0.41	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	0.6	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	0.86	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	0.83	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	0.84	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	1.2	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	1.11	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	1.15	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	1.34	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	0.98	NA	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	1.18	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	1.31	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	1.67	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	1.6	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	1.62	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	1.25	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	1.74	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	1.12	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	1.17	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	1.19	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	1.3	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	1.33	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	1.18	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	1.17	NA	1.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	1.17	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	0.95	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	0.42	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	0.29	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	0.95	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	1.4	NA	0.81	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	1.88	NA	0.53	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	1.56	NA	0.52	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	1.51	NA	0.45	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	1.86	NA	0.43	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	1.86	NA	0.47	0.47	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	1.64	NA	0.48	0.45	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	1.46	NA	0.67	0.91	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	1.35	NA	0.59	1.14	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	0.88	NA	0.57	0.6	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	1.02	NA	0.8	0.54	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	0.84	NA	0.81	0.21	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	0.7	NA	0.95	0.3	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	1.13	NA	2.34	0.62	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	1.03	NA	2.16	0.47	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	1.17	NA	2.3	0.57	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	1.19	NA	3.19	0.57	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	1.19	NA	4.13	0.36	NA	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	1.08	NA	2.7	0.4	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	1.5	NA	3.88	0.83	NA	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	0.8	NA	2.53	0.51	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	1.02	NA	2.36	0.74	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	1.44	NA	2.3	1.01	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
