# Villalba - Rio la Sala Salta - JGAU - ITRDB ARGE044
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5191
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5191.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge044-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge044.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge044.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Villalba - Rio la Sala Salta - JGAU - ITRDB ARGE044
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rio la Sala Salta
#   Location: Argentina
#   Northernmost_Latitude: -24.6
#   Southernmost_Latitude: -24.6
#   Easternmost_Longitude: -64.58
#   Westernmost_Longitude: -64.58
#   Elevation_m: 700
#--------------------
# Data_Collection
#   Collection_Name: ARGE044
#   First_Year: 1849
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juglans australis Griseb.
#   Common_Name: Argentine walnut
#   Tree_Species_Code: JGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS11C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS11C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS15*_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS15*; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS16C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS16C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS3A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS3A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS3B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS3B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS4A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS4A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS6B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS6B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS7A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS7A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS7B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS7B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RS9A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RS9A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RS10A_raw	RS10B_raw	RS11B_raw	RS11C_raw	RS12A_raw	RS12B_raw	RS13A_raw	RS13B_raw	RS14B_raw	RS15*_raw	RS15B_raw	RS16A_raw	RS16C_raw	RS1B_raw	RS2A_raw	RS3A_raw	RS3B_raw	RS4A_raw	RS5A_raw	RS5B_raw	RS6B_raw	RS7A_raw	RS7B_raw	RS9A_raw
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.4
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.9
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.21
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.86
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.63
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.04
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.96
1856	7.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.56
1857	9.02	9.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.09
1858	10.71	9.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.22
1859	6.7	5.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.16
1860	12.61	10.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.54
1861	8.59	6.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.23
1862	8.46	7.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.47
1863	7.09	5.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.32
1864	6.4	4.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.59
1865	6.37	6.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7
1866	6.01	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.48
1867	4.93	5.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.82
1868	2.96	2.43	NA	12.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.04
1869	7.01	4.11	9.35	12.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.33
1870	5.05	4.3	6.27	12.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.53	6.52
1871	5.32	4.28	8.01	9.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.72	6.58
1872	6.16	4.84	9.14	9.63	NA	NA	10.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.02	6.06
1873	3.96	4.24	6.95	8.23	NA	NA	10.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.51	4.46
1874	5.65	5.85	1.41	5.08	1.76	NA	2.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	1.86
1875	2.39	3.26	2.27	5.48	0.46	NA	4.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.46	2.6
1876	3.09	4.29	2.5	6.77	3.71	4.09	10.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.16	4.05
1877	5.99	5.28	3.23	5.49	2.64	7.28	7.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.17	3.51
1878	4.95	4.57	2.4	3.78	2.99	5.38	4.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.13	3.92
1879	3.04	3.51	1.8	2.09	0.94	1.65	5.47	6.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.92	3.08
1880	1.32	3.96	0.83	5.11	3.02	3.95	4.58	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.06	3.72
1881	1.27	2.12	5.65	6.59	1.16	2.33	4.93	5.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.91	5.47
1882	1.81	1.63	7.12	3.71	2.92	2.99	6.28	5.45	NA	NA	NA	NA	NA	NA	NA	NA	5.12	4.64	NA	NA	NA	NA	6.44	4.73
1883	2.4	1.72	3.8	3.62	3.34	5.88	0.54	4.1	NA	3.46	NA	NA	NA	NA	3.65	NA	4.92	5.29	NA	4.52	NA	NA	3.79	3.46
1884	3.22	2.58	1.62	3.84	6.1	9.03	4.36	3.79	NA	3.74	NA	NA	NA	NA	5.26	NA	4.65	4.38	NA	1.46	NA	NA	4.72	3.22
1885	3.54	3.83	4.96	3.12	5.11	4.62	4.25	2.57	NA	5.67	6.37	NA	NA	NA	4.82	NA	4.93	6.58	NA	3.97	NA	NA	4.97	4.07
1886	2.55	2.92	3.92	3.1	4.47	6.24	3.93	4.69	NA	4.19	4.99	NA	NA	8.62	4.64	NA	3.93	7.29	NA	6.97	NA	NA	5.92	4.68
1887	4.22	2.59	3.28	1.96	2.03	1.6	3.15	4.49	9.26	4.34	7.18	NA	NA	6.09	4.84	7.57	3.76	5.76	8.72	7.05	NA	10.52	4.34	5.06
1888	4.39	1.58	6.02	1.15	2.08	1.54	0.62	3.16	13.51	5.04	4.04	NA	8.02	3.93	3.34	5.67	3.47	5.51	7.25	4.82	NA	9.18	4.73	3.97
1889	2.55	1.5	5.28	2.19	3.53	2.49	1.15	3.29	8.87	5.97	5.39	NA	8.3	4.81	4.03	6.45	2.18	8.96	9.91	5.18	NA	9.83	5.68	3.4
1890	3.94	2.74	0.25	2.85	3.99	2.26	2.21	3.28	8.38	2.34	6.54	NA	8.41	6.37	5.23	6.87	2.59	6.71	6.76	6.01	NA	9.12	5.1	4.87
1891	2.76	1.98	1.01	1.8	2.05	1.09	1.18	2.53	5.55	4.53	6.3	NA	7.8	5.48	3.82	2.79	0.6	7.25	7.16	4.15	NA	7.42	3.65	4.45
1892	3.29	3.16	1.46	1.98	2.26	1.73	0.58	1.78	7.02	1.58	1.86	NA	3.86	4.01	1.77	0.55	1.11	5.5	4.23	2.52	NA	5.5	3.79	2.45
1893	3.51	2.66	2.86	4.81	2.2	3.27	6.17	1.83	1.77	0.97	3.94	NA	4.65	4.35	3.61	0.66	3.9	4.8	4.41	4.61	NA	8.44	3.42	3.89
1894	2.07	1.42	5.17	8.36	4.89	6.8	6.75	1.1	2.57	6.08	3.21	NA	6.82	3.49	4.19	3.6	3.21	4.91	4.34	4.84	NA	5.41	4.08	3.86
