# Requena-Rojas - Agua de Nieves - CENE - ITRDB PER001
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36014
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36014.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/per001-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/per001.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/per001.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: Requena-Rojas - Agua de Nieves - CENE - ITRDB PER001
#--------------------
# Investigators
#   Investigators: Requena-Rojas, E.J.; Ferrero, M.E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: None
#   Published_Title: None
#   Published_Date_or_Year: None
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: https://www.sciencedirect.com/science/article/pii/S1125786517301881
#   Abstract: None
#--------------------
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Agua de Nieves
#   Location: Peru
#   Northernmost_Latitude: -11.3
#   Southernmost_Latitude: -11.3
#   Easternmost_Longitude: -75.316667
#   Westernmost_Longitude: -75.316667
#   Elevation_m: 2150
#--------------------
# Data_Collection
#   Collection_Name: PER001
#   First_Year: 1883
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Cedrela nebulosa T.D.Penn & Daza
#   Common_Name: None
#   Tree_Species_Code: CENE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ta05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ta05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ta05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ta05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cm05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cm05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cm05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cm05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cr4a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cr4a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cr4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cr4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cm06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cm06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ta01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ta01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ta01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ta01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ta02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ta02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ta02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ta02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cr01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cr01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cr01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cr01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cr01c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cr01c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cm03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cm03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cr03c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cr03c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cr03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cr03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ce06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ce06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ce06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ce06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cd04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cd04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cdt03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cdt03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## cet03c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: cet03c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ta05b_raw	ta05a_raw	cm05a_raw	cm05b_raw	cr4a_raw	cr4b_raw	cm06a_raw	ta01a_raw	ta01b_raw	ta02b_raw	ta02a_raw	cr01a_raw	cr01b_raw	cr01c_raw	cm03b_raw	cr03c_raw	cr03b_raw	ce06a_raw	ce06b_raw	cd04a_raw	cdt03b_raw	cet03c_raw
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1.08	1.24	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54	2.21	2.59	1.11	1.51	1.44	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	1.43	1.35	1.28	2.15	2.09	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	2.04	2.1	1.01	1.55	1.14	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	2.67	2.73	1.99	0.92	1.41	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	2.15	1.95	1.95	0.95	1.02	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	1.81	1.5	1.14	1.07	1.09	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	1.38	1.57	1.09	1.17	1.17	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	1.2	1.15	1.14	1.82	1.65	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	2.62	2.1	1.22	1.81	1.82	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.74	3.91	3.96	1.42	2.02	2.02	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	3.64	3.6	1.25	1.44	1.6	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.12	4.03	3.71	2.12	1.35	1.44	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.61	5.94	5.93	1.87	1.85	2.03	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.11	3.75	4.24	1.62	0.65	0.56	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.29	4.2	4.08	1.93	0.61	0.67	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.29	2.85	3.2	1.84	1.48	1.56	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	3.75	3.22	0.55	1.56	1.5	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.06	3.63	4	0.89	1.25	1.49	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.38	4.13	3.73	1.59	2.87	2.65	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.45	3.22	3.08	1.67	2.11	1.94	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09	2.88	2.41	1.41	1.83	1.96	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.08	3.08	3.21	2.75	1.93	1.97	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.25	5.75	5.18	1.86	2.18	2.14	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	2.48	2.32	NA	NA	NA	NA	NA	5.47	5.53	5.36	2.13	1.89	1.83	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	1.92	1.88	NA	NA	NA	NA	NA	5.03	5.74	6.12	1.98	1.77	2	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	2.12	2.12	NA	NA	NA	NA	NA	6.61	6.35	6.68	2.28	1.08	1.02	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	1.52	1.6	NA	NA	NA	NA	NA	5.71	5.47	4.25	1.71	0.3	0.38	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	0.85	0.98	NA	NA	NA	NA	NA	4.93	4.51	4.19	1.74	0.2	0.22	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	0.93	0.88	NA	NA	NA	NA	NA	5.21	5.16	5.82	1.15	0.41	0.26	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	0.38	0.43	NA	NA	NA	NA	NA	3.96	4.29	3.92	0.3	1.06	0.34	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	0.36	0.37	NA	NA	NA	NA	NA	3.43	3.24	2.98	0.35	0.44	1.62	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	0.23	0.21	NA	NA	NA	NA	NA	4.2	4.19	4.01	0.26	2.39	2.1	NA	NA	NA	NA	NA
1923	NA	NA	2.35	3.32	0.95	0.97	NA	NA	NA	NA	NA	4.05	4.8	3.88	1	1.25	1.04	2.35	3.32	NA	NA	NA
1924	NA	NA	2.6	2.34	1.11	1	NA	NA	NA	NA	NA	6.67	6.05	6.22	2.43	2.12	2.07	2.6	2.34	NA	NA	NA
1925	NA	NA	1.45	1.21	1.2	1.32	NA	NA	NA	NA	NA	6.02	6.34	5.98	1.3	0.43	0.78	1.45	1.21	NA	NA	NA
1926	NA	NA	0.85	0.5	1.82	1.82	NA	NA	NA	NA	NA	6.6	5.84	5.59	3.01	1.39	1.27	0.85	0.5	NA	NA	NA
1927	NA	NA	1.63	1.13	1.26	1.14	NA	NA	NA	NA	NA	6.99	6.85	6.37	1.98	1.1	0.97	1.63	1.13	NA	NA	NA
1928	5.52	5.53	2.85	2.52	1.72	1.63	NA	NA	NA	NA	NA	7.93	8.76	7.02	3	2.93	2.91	2.85	2.52	NA	NA	NA
1929	4.32	3.93	3.24	3.25	2.51	2.49	NA	NA	NA	NA	NA	6.01	7.06	6.36	2.59	2	2.44	3.24	3.25	NA	NA	NA
1930	2.3	2.57	2.4	2.07	1.92	2.18	NA	NA	NA	NA	NA	7.05	6.77	6.66	3.13	2.84	2.79	2.4	2.07	NA	NA	NA
1931	2.42	2.41	3.54	3.5	3.38	3.31	NA	NA	NA	NA	NA	4.67	4.32	5.06	3.68	3.5	3.39	3.54	3.5	NA	NA	NA
1932	2.99	2.92	2.6	2.46	4.91	5.19	NA	NA	NA	NA	NA	5.18	5.72	6.93	4.51	4.93	4.88	2.6	2.46	NA	NA	NA
1933	3.42	3.82	3.22	3.07	5.08	5.18	NA	NA	NA	NA	NA	6.78	5.88	5.78	3.4	3.13	3.31	3.22	3.07	NA	NA	NA
1934	1.76	1.42	0.68	0.62	3.5	3.22	NA	NA	NA	NA	NA	3.43	3.31	3.43	2.79	3.06	3.27	0.68	0.62	NA	NA	NA
1935	2.82	2.81	3.65	3.94	3.43	4.45	NA	NA	NA	NA	NA	3.84	3.56	3.26	3.78	4.23	3.8	3.65	3.94	NA	NA	NA
1936	2.15	2.15	2.35	1.91	1.97	1.94	NA	NA	NA	NA	NA	1.68	1.37	1.6	3.04	3.36	3.16	2.35	1.91	NA	NA	NA
1937	3.38	3.33	2.44	2.91	3.63	2.45	NA	NA	NA	NA	NA	4.54	4.3	4.53	4.36	4.23	4.67	2.44	2.91	NA	NA	NA
1938	5.7	5.48	5.6	5.44	4.14	4.08	NA	NA	NA	NA	NA	4.78	5.32	5.18	5.1	4.19	4.25	5.6	5.44	NA	NA	NA
1939	4.83	4.92	2.18	1.96	6.65	8.34	NA	NA	NA	NA	NA	2.46	2.61	2.34	3.25	3.28	3.12	2.18	1.96	NA	NA	NA
1940	3.04	3.97	3.81	4.21	4.49	5.47	NA	NA	NA	NA	NA	3.52	3.43	3.2	3.65	3.93	3.65	3.81	4.21	NA	NA	2.78
1941	3	3.39	5.44	4.78	7.9	8.45	NA	NA	NA	NA	NA	5.36	5.08	5.13	6	5.33	5.36	5.44	4.78	NA	NA	1.76
1942	3.27	3.16	4.62	5.19	10.96	11.27	NA	NA	NA	NA	NA	4.73	4.37	4.66	7.98	7.21	7.8	4.62	5.19	3.3	NA	2.5
1943	2.38	2.31	4.97	4.78	9.6	11.23	NA	NA	NA	NA	NA	3.34	3.53	2.9	6.54	6.9	6.25	4.97	4.78	3.34	NA	1.81
1944	1.34	1.35	5.65	5.89	9.69	11.2	NA	NA	NA	NA	NA	5.56	5.1	4.79	1.84	1.13	1.16	5.65	5.89	4.5	NA	2.35
1945	3.93	3.75	8.22	8.05	9.8	10.1	NA	NA	NA	NA	NA	4.93	5.04	4.47	1.32	0.87	1.31	8.22	8.05	1.83	NA	1.5
1946	3.18	3.59	4.47	4.32	8.39	8.89	NA	NA	NA	NA	NA	3.55	3.8	4.21	5.05	4.92	4.51	4.47	4.32	1.34	NA	2.17
1947	2.95	2.83	3.69	3.85	9.63	10	NA	NA	NA	NA	NA	1.57	1.22	1.5	3.31	3.68	3.89	3.69	3.85	1.66	NA	2.03
1948	2.92	2.78	4.84	4.76	10.57	12.95	NA	NA	NA	NA	NA	0.88	0.97	0.91	5.21	4.8	4.09	4.84	4.76	1.12	4.32	1.09
1949	3.26	3.54	7.63	7.63	8.47	9.48	NA	NA	NA	NA	NA	0.65	0.82	0.73	6	5.1	5.35	7.63	7.63	1.38	3.71	2.09
