# Lopez - La chonta - CEMC - ITRDB BOL014
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36010
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36010.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol014-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol014.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bol014.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: Lopez - La chonta - CEMC - ITRDB BOL014
#--------------------
# Investigators
#   Investigators: Lopez, L.; Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: None
#   Published_Title: None
#   Published_Date_or_Year: None
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: https://www.sciencedirect.com/science/article/pii/S0378112712007347
#   Abstract: None
#--------------------
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: La chonta
#   Location: Bolivia
#   Northernmost_Latitude: -15.642689
#   Southernmost_Latitude: -15.642689
#   Easternmost_Longitude: -62.780989
#   Westernmost_Longitude: -62.780989
#   Elevation_m: 250
#--------------------
# Data_Collection
#   Collection_Name: BOL014
#   First_Year: 1900
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Centrolobium microchaete (Benth.) H.C. Lima
#   Common_Name: Canary wood
#   Tree_Species_Code: CEMC
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ch7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch2008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch2008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch9a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch9a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch13c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch13c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch5a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch5a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch5b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch5b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch2375a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch2375a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch8a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch8a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch8b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch8b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch3a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch3a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch13b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch13b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch2375_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch2375; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ch11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ch11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ch7_raw	ch12_raw	ch2a_raw	ch2008_raw	ch9a_raw	ch13c_raw	ch13a_raw	ch15a_raw	ch6_raw	ch5a_raw	ch5b_raw	ch2375a_raw	ch11_raw	ch01_raw	ch8a_raw	ch8b_raw	ch1_raw	ch3a_raw	ch13b_raw	ch4b_raw	ch2375_raw	ch11b_raw
1900	NA	NA	NA	NA	NA	1.124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.124	NA	NA	NA
1901	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA
1902	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA
1903	NA	NA	NA	NA	NA	0.836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.836	NA	NA	NA
1904	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA
1905	NA	NA	NA	NA	NA	1.428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.428	NA	NA	NA
1906	NA	NA	NA	NA	NA	1.222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.222	NA	NA	NA
1907	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA
1908	NA	NA	NA	NA	NA	3.439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.439	NA	NA	NA
1909	NA	NA	NA	NA	NA	3.886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.886	NA	NA	NA
1910	NA	NA	NA	NA	NA	2.693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.693	NA	NA	NA
1911	NA	NA	NA	NA	NA	0.912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912	NA	NA	NA
1912	NA	NA	NA	NA	NA	0.584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.584	NA	NA	NA
1913	NA	NA	NA	NA	NA	0.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.894	NA	NA	NA
1914	NA	NA	NA	NA	NA	0.767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.767	1.863	NA	NA
1915	NA	NA	NA	NA	NA	0.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.396	1.898	NA	NA
1916	NA	NA	NA	NA	NA	0.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.736	3.274	NA	NA
1917	NA	NA	NA	NA	NA	0.543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.543	2.067	NA	NA
1918	NA	NA	NA	NA	NA	1.462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.462	2.188	NA	NA
1919	NA	NA	NA	NA	NA	4.819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.819	3.486	NA	NA
1920	NA	NA	NA	NA	NA	1.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.485	3.668	NA	NA
1921	NA	NA	NA	NA	NA	3.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.235	2.57	NA	NA
1922	NA	NA	NA	NA	NA	5.252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.252	2.596	NA	NA
1923	NA	NA	NA	NA	NA	3.002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.002	1.452	NA	NA
1924	NA	NA	NA	NA	NA	1.882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.882	4.307	NA	NA
1925	NA	NA	NA	NA	NA	1.843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.843	7.17	NA	NA
1926	NA	NA	NA	NA	NA	2.899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.899	3.494	NA	NA
1927	NA	NA	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	3.236	NA	NA
1928	NA	NA	NA	NA	NA	1.028	NA	NA	NA	NA	NA	3.27	NA	NA	NA	NA	NA	NA	1.028	3.603	3.27	NA
1929	NA	NA	NA	NA	NA	1.102	NA	NA	NA	NA	NA	3.898	NA	NA	NA	NA	NA	NA	1.102	2.021	3.898	NA
1930	NA	NA	NA	NA	NA	1.695	NA	NA	NA	NA	NA	5.902	NA	NA	NA	NA	NA	NA	1.695	1.553	5.902	NA
1931	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	1.03	1.787	2.3	NA
1932	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	0.57	0.726	1.53	NA
1933	NA	NA	NA	NA	NA	0.759	NA	NA	NA	NA	NA	1.568	NA	NA	NA	NA	NA	NA	0.759	1.559	1.568	NA
1934	NA	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	1.569	5.276	NA	NA	NA	NA	NA	2.04	1.533	1.569	5.276
1935	NA	NA	NA	NA	NA	0.751	NA	NA	NA	NA	NA	1.207	3.108	NA	NA	NA	NA	NA	0.751	1.172	1.207	3.108
1936	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	1.472	1.263	NA	NA	NA	2.042	NA	0.69	0.762	1.472	1.263
1937	NA	NA	NA	NA	NA	0.704	NA	NA	NA	NA	NA	1.247	1.133	NA	NA	NA	1.581	NA	0.704	1.36	1.247	1.133
1938	NA	NA	NA	NA	NA	1.152	NA	NA	NA	NA	NA	1.825	1.848	NA	NA	NA	1.752	NA	1.152	2.219	1.825	1.848
1939	NA	NA	NA	NA	NA	1.954	NA	NA	NA	NA	NA	1.248	1.188	NA	NA	NA	1.047	NA	1.954	1.461	1.248	1.188
1940	NA	NA	NA	NA	NA	1.348	1.873	NA	NA	NA	NA	1.432	1.265	NA	NA	NA	1.574	NA	1.348	1.391	1.432	1.265
1941	NA	NA	NA	NA	NA	0.97	1.832	NA	NA	NA	NA	2.228	1.17	NA	NA	NA	1.683	NA	0.97	1.012	2.228	1.17
1942	NA	NA	NA	NA	NA	0.356	0.847	NA	NA	NA	NA	1.147	1.414	NA	NA	1.316	0.878	NA	0.356	0.693	1.147	1.414
1943	NA	NA	NA	NA	NA	1.303	1.595	NA	NA	NA	NA	2.902	1.213	NA	NA	1.687	1.384	NA	1.303	1.106	2.902	1.213
1944	NA	NA	NA	NA	NA	1.078	1.024	NA	NA	NA	NA	1.611	1.398	NA	NA	0.804	0.748	NA	1.078	0.665	1.611	1.398
1945	NA	NA	NA	NA	NA	1.321	1.52	NA	NA	NA	NA	2.389	1.448	NA	NA	1.96	1.799	NA	1.321	1.527	2.389	1.448
1946	NA	NA	NA	NA	NA	1.184	0.907	NA	NA	NA	NA	1.722	1.012	NA	NA	0.994	1.683	NA	1.184	0.991	1.722	1.012
1947	NA	NA	NA	NA	NA	2.357	1.816	NA	NA	NA	NA	2.488	2.987	NA	NA	1.844	2.61	NA	2.357	0.939	2.488	2.987
1948	NA	NA	NA	NA	NA	0.864	2.614	4.016	NA	NA	NA	1.908	2.937	NA	NA	0.837	0.678	NA	0.864	0.773	1.908	2.937
1949	NA	NA	NA	NA	NA	0.816	1.162	3.235	NA	NA	NA	0.912	3.078	NA	NA	1.435	1.472	NA	0.816	0.889	0.912	3.078
1950	1.622	NA	NA	NA	NA	0.908	1.278	2.757	NA	NA	NA	1.631	4.635	NA	NA	1.151	0.949	NA	0.908	1.381	1.631	4.635
1951	2.12	NA	NA	NA	NA	1.661	1.158	1.976	NA	NA	NA	2.004	5.393	NA	NA	1.346	0.925	NA	1.661	1.333	2.004	5.393
1952	1.359	NA	NA	NA	12.984	1.071	1.084	3.13	NA	NA	NA	1.975	3.044	5.266	NA	1.522	0.861	NA	1.071	0.416	1.975	3.044
1953	2.874	NA	NA	6.429	11.657	0.594	2.063	2.742	NA	NA	NA	3.3	7.255	9.524	NA	0.878	1.946	NA	0.594	0.593	3.3	7.255
1954	0.982	NA	NA	6.218	11.814	1.04	1.184	2.418	NA	NA	NA	3.049	7.401	8.472	NA	1.367	2.011	NA	1.04	0.825	3.049	7.401
1955	1.017	NA	NA	3.568	8.843	3.422	1.196	2.53	NA	NA	NA	2.722	7.631	7.5	NA	1.279	2.251	NA	3.422	0.72	2.722	7.631
1956	1.005	NA	NA	4.588	6.95	2.785	2.912	2.461	NA	NA	NA	3.575	6.893	8.261	NA	1.893	1.491	NA	2.785	0.953	3.575	6.893
1957	1.042	NA	NA	5.425	7.542	1.21	2.83	1.801	NA	NA	NA	2.192	5.345	5.589	NA	1.259	1.034	NA	1.21	0.648	2.192	2.345
1958	1.579	NA	NA	7.474	8.661	6.869	2.114	2.447	NA	NA	NA	3.939	3.864	10.254	NA	1.987	1.796	NA	6.869	0.611	3.939	3.864
1959	1.055	NA	NA	5.198	8.33	6.222	6.176	1.78	NA	NA	NA	3.848	3.627	10.962	NA	1.156	3.205	NA	6.222	0.991	3.848	3.627
1960	1.331	NA	NA	5.497	8.206	8.754	5.325	2.489	NA	NA	NA	4.048	2.533	6.875	NA	1.17	2.365	NA	8.754	1.058	4.048	2.533
1961	1.525	NA	NA	7.647	7.237	8.296	9.778	1.926	NA	NA	NA	4.144	1.696	12.294	NA	2.932	1.788	NA	8.296	0.979	4.144	1.696
1962	1.193	NA	NA	1.039	3.382	7.75	5.625	2.145	NA	NA	NA	2.293	1.777	9.784	NA	1.119	0.916	NA	7.75	0.786	2.293	1.777
1963	1.239	NA	NA	0.883	4.317	5.11	8.956	2.469	NA	NA	NA	2.615	1.884	8.018	NA	1.369	1.099	NA	5.11	0.575	2.615	1.884
1964	1.655	NA	NA	1.602	4.241	4.636	5.969	4.197	NA	NA	NA	4.032	2.618	8.383	NA	1.198	1.014	NA	4.636	1.509	4.032	2.618
1965	2.158	1.685	NA	1.2	7.236	3.022	4.144	4.723	NA	NA	NA	6.466	3.237	9.255	NA	1.573	1.066	NA	3.022	1.2	6.466	3.237
1966	1.92	2.065	NA	2.677	7.114	7.245	2.947	3.983	NA	NA	NA	5.353	4.37	12.271	NA	1.122	1.976	NA	7.245	2.201	5.353	4.37
1967	1.211	1.803	NA	2.491	3.34	6.071	3.215	2.776	NA	NA	NA	2.469	2.168	7.171	NA	0.5	0.545	1.056	6.071	1.205	2.469	2.168
