# Ortega Rodriguez - Jamari National Forest, Rondonia, Brazil - CEFI - ITRDB BRA015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37447
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37447.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra015-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra015.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra015.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-15
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-15
#--------------------
# Title
#   Study_Name: Ortega Rodriguez - Jamari National Forest, Rondonia, Brazil - CEFI - ITRDB BRA015
#--------------------
# Investigators
#   Investigators: Ortega Rodriguez, Daigard Ricardo
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Rodriguez, Daigard Ricardo Ortega; Raúl Sánchez-Salguero; Andrea Hevia; Daniela Granato-Souza; Bruno B.L. Cintra; Bruna Hornink; Laia Andreu-Hayles; Gabriel Assis Pereira; Fidel A. Roig; Mario Tomazello-Filho
#   Published_Date_or_Year: 2023
#   Published_Title: Climate variability of the southern Amazon inferred by a multi-proxy tree-ring approach using Cedrela fissilis Vell.
#   Journal_Name: Science of The Total Environment
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.scitotenv.2023.162064
#   Full_Citation:
#   Abstract:
#   Authors: Santos, Guaciara M.; Daigard Ricardo Ortega Rodriguez; Nathan de Oliveira Barreto; Gabriel Assis-Pereira; Ana Carolina Barbosa; Fidel A. Roig; Mário Tomazello-Filho
#   Published_Date_or_Year: 2021
#   Published_Title: Growth Assessment of Native Tree Species from the Southwestern Brazilian Amazonia by Post-AD 1950 14C Analysis: Implications for Tropical Dendroclimatology Studies and Atmospheric 14C Reconstructions
#   Journal_Name: Forests
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3390/f12091177
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Jamari National Forest, Rondonia
#   Location: Brazil
#   Northernmost_Latitude: -9.25
#   Southernmost_Latitude: -9.25
#   Easternmost_Longitude: -63.25
#   Westernmost_Longitude: -63.25
#   Elevation_m: 115
#--------------------
# Data_Collection
#   Collection_Name: BRA015
#   First_Year: 1896
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes: latewood width data
#--------------------
# Species
#   Species_Name: Cedrela fissilis Vell.
#   Common_Name: Cedro rosa
#   Tree_Species_Code: CEFI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## C03A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C08A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C09A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C09B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C09C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C09C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C09D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C09D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C11G_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C11G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C13A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C13B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C13C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C13C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C13F_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C13F; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C13G_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C13G; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C13H_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C13H; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C15A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C15B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C15C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C15C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C16A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C16D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C16D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C17A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C17C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C17C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C21D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C21D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C26B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C26C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C26C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C26D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C26D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C28A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C28A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C28B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C28B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C28C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C28C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C28D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C28D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C29A_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C29A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C29B_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C29B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C29C_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C29C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## C29D_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: C29D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	C03A_raw	C08A_raw	C09A_raw	C09B_raw	C09C_raw	C09D_raw	C11G_raw	C13A_raw	C13B_raw	C13C_raw	C13F_raw	C13G_raw	C13H_raw	C15A_raw	C15B_raw	C15C_raw	C16A_raw	C16D_raw	C17A_raw	C17C_raw	C21D_raw	C26B_raw	C26C_raw	C26D_raw	C28A_raw	C28B_raw	C28C_raw	C28D_raw	C29A_raw	C29B_raw	C29C_raw	C29D_raw
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.708	NA	NA	NA	NA	NA	NA	NA	1.934	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.198	NA	NA	NA	NA	NA	NA	NA	0.775	NA	NA	NA	NA	NA	2.263	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.509	NA	NA	NA	NA	NA	NA	NA	0.449	NA	NA	NA	NA	NA	1.949	NA	1.031
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.649	NA	NA	NA	NA	NA	NA	NA	0.957	NA	NA	NA	NA	NA	2.33	NA	1.195
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.827	NA	NA	NA	NA	NA	NA	NA	1.581	NA	NA	NA	NA	NA	1.725	NA	1.585
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.702	NA	NA	NA	NA	NA	NA	NA	1.324	NA	NA	NA	NA	NA	0.948	NA	0.496
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.445	NA	NA	NA	NA	NA	NA	NA	1.248	NA	NA	NA	NA	NA	2.982	NA	0.967
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.512	NA	NA	NA	NA	NA	NA	NA	0.747	NA	NA	NA	NA	NA	0.576	NA	1.177
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.935	NA	NA	NA	NA	NA	NA	NA	1.78	NA	NA	NA	NA	NA	0.454	NA	1.076
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.098	NA	NA	NA	NA	NA	NA	NA	1.287	NA	NA	NA	NA	NA	0.612	NA	1.009
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.259	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	1.29	0.642	NA	0.731
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.449	NA	NA	NA	NA	NA	NA	NA	1.059	NA	NA	NA	NA	0.926	0.804	NA	0.712
1911	NA	NA	NA	NA	NA	NA	3.101	NA	NA	NA	NA	NA	NA	NA	NA	1.495	NA	NA	NA	NA	NA	NA	NA	2.413	NA	NA	NA	NA	1.319	1.029	NA	1.191
1912	NA	NA	NA	NA	NA	NA	2.711	NA	NA	NA	NA	NA	NA	NA	NA	0.837	NA	NA	NA	NA	NA	NA	NA	1.867	NA	NA	NA	NA	2.34	2.189	NA	0.845
1913	NA	NA	NA	NA	NA	NA	2.727	NA	NA	NA	NA	NA	NA	NA	NA	1.698	NA	NA	NA	NA	NA	NA	NA	2.31	NA	NA	NA	NA	0.849	2.607	NA	1.843
1914	NA	NA	NA	NA	NA	2.038	1.283	NA	NA	NA	NA	NA	NA	NA	NA	2.081	NA	NA	NA	NA	NA	NA	NA	1.959	NA	NA	NA	NA	2.108	5.005	NA	2.031
1915	NA	NA	NA	NA	NA	0.37	2.32	NA	NA	NA	NA	NA	NA	NA	NA	1.709	NA	NA	NA	NA	NA	NA	NA	0.978	NA	NA	NA	NA	0.929	1.732	NA	0.609
1916	NA	NA	NA	NA	NA	0.606	2.74	NA	NA	NA	NA	NA	NA	NA	NA	2.251	NA	NA	NA	NA	NA	NA	NA	2.256	NA	NA	NA	NA	1.31	2.298	NA	1.845
1917	NA	NA	NA	NA	NA	1.409	1.375	NA	NA	NA	NA	NA	NA	NA	NA	2.678	NA	NA	NA	NA	NA	NA	NA	0.693	NA	NA	NA	NA	1.691	2.132	NA	1.668
1918	NA	NA	NA	NA	NA	1.338	0.569	NA	NA	NA	NA	NA	NA	NA	NA	2.517	NA	NA	NA	NA	NA	NA	NA	1.548	NA	NA	NA	NA	0.552	1.77	NA	1.143
1919	NA	NA	NA	NA	NA	0.574	0.551	NA	NA	NA	NA	NA	NA	NA	NA	2.047	NA	NA	NA	NA	NA	NA	NA	0.723	NA	NA	NA	NA	1.219	1.354	NA	1.16
1920	NA	NA	0.986	NA	NA	0.722	1.37	NA	NA	NA	NA	NA	NA	1.992	1.345	2.273	NA	NA	0.589	NA	NA	1.495	NA	0.782	0.706	1.244	1.305	0.48	1.198	1.224	NA	1.356
1921	NA	NA	1.082	NA	NA	0.634	2.375	NA	NA	NA	NA	NA	NA	2.064	1.698	1.263	NA	NA	1.999	NA	NA	2.075	NA	1.215	0.551	0.449	0.403	0.505	1.568	1.149	NA	1.47
1922	NA	NA	1.433	NA	NA	1.299	2.031	NA	NA	NA	NA	NA	NA	1.457	2.374	1.245	NA	NA	0.392	NA	NA	1.519	NA	0.466	0.404	0.722	0.731	0.23	0.497	1.715	NA	1.534
1923	NA	NA	1.514	NA	NA	0.548	2.073	NA	NA	NA	NA	NA	NA	2.555	1.811	1.545	NA	NA	0.273	NA	NA	0.6	NA	0.286	0.527	1.859	0.854	0.532	1.41	0.671	NA	0.822
1924	NA	NA	2.089	NA	NA	0.843	3.277	NA	NA	NA	NA	NA	NA	3.249	2.52	1.567	NA	NA	0.591	NA	NA	1.045	NA	0.677	0.252	0.398	0.234	0.544	1.014	0.269	NA	0.936
1925	NA	NA	0.504	0.456	0.331	0.542	2.76	NA	NA	NA	NA	NA	NA	1.165	1.643	1.106	NA	NA	0.693	NA	NA	1.389	0.833	1.135	0.687	0.67	0.911	0.809	0.855	0.842	NA	1.39
1926	NA	NA	0.794	0.896	0.52	1.385	2.92	NA	NA	NA	NA	NA	NA	2.063	0.894	1.211	NA	NA	1.162	NA	NA	0.709	0.093	0.798	0.668	0.945	0.93	0.389	0.762	0.307	NA	1.023
1927	NA	NA	0.787	0.653	1.037	1.782	2.68	NA	NA	NA	NA	NA	NA	2.921	2.613	2.214	NA	NA	0.957	NA	NA	0.446	0.6	0.664	0.484	0.921	1.111	0.651	0.957	0.524	NA	0.987
1928	NA	NA	0.393	0.775	0.341	0.596	2.843	NA	NA	NA	NA	NA	NA	3.013	2.048	3.458	NA	NA	0.466	NA	NA	0.67	0.425	1.323	0.793	0.821	1.361	0.864	1.209	1.043	NA	1.028
1929	NA	NA	0.861	0.153	0.493	0.682	1.044	NA	NA	NA	NA	NA	NA	1.858	1.596	1.321	NA	NA	0.15	NA	NA	1.022	1.433	0.647	0.645	0.65	0.883	0.308	0.74	1.069	NA	1.026
1930	NA	NA	1.582	1.15	0.611	0.684	3.437	NA	NA	NA	NA	NA	NA	2.52	2.564	2.939	NA	NA	0.126	NA	NA	0.525	1.433	0.688	0.975	1.816	1.382	0.747	1.846	1.187	NA	1.412
1931	NA	NA	0.919	0.784	0.769	0.805	2.462	NA	NA	NA	NA	NA	NA	2.535	2.743	1.805	NA	NA	0.811	NA	NA	1.073	0.654	0.884	0.474	0.898	1.514	0.542	1.662	1.066	1.195	0.75
1932	NA	NA	1.128	1.41	0.526	0.995	2.707	NA	NA	NA	NA	NA	NA	2.167	1.698	2.482	NA	NA	0.765	NA	NA	1.417	0.952	1.65	0.654	0.649	0.792	0.491	1.738	2.277	1.618	1.587
1933	NA	NA	1.576	1.282	0.938	0.952	2.3	NA	NA	NA	NA	NA	NA	3.168	3.63	3.189	NA	NA	0.326	NA	NA	1.464	0.959	1.887	1.248	0.399	0.886	0.801	0.989	2.561	1.466	1.815
1934	NA	NA	1.127	0.692	0.973	0.803	2.704	NA	NA	NA	NA	NA	NA	3.449	3.286	1.462	NA	NA	0.102	NA	NA	0.704	1.188	1.911	1.101	1.043	1.858	0.661	1.082	1.794	1.742	1.906
1935	NA	NA	1.254	0.687	1.016	1.133	2.068	NA	NA	NA	NA	NA	NA	1.479	3.02	2.394	NA	NA	0.005	NA	NA	1.095	0.331	1.026	0.352	0.767	0.592	0.156	0.571	0.919	0.471	0.396
1936	NA	NA	1.073	0.721	0.797	0.695	0.275	NA	NA	NA	NA	NA	NA	1.537	0.95	1.596	NA	NA	0.175	NA	NA	0.649	0.557	0.6	0.163	0.349	0.429	0.239	0.273	0.726	0.668	0.721
1937	NA	NA	1.02	1.889	0.747	1.007	2.32	NA	NA	NA	NA	NA	NA	2.452	3.742	4.268	NA	NA	0.251	NA	NA	1.423	1.188	1.638	0.583	0.896	0.911	0.537	0.594	0.882	0.624	0.867
1938	NA	NA	0.836	0.464	0.716	1.118	2.385	NA	NA	NA	NA	NA	NA	1.221	2.541	2.045	NA	NA	0.301	NA	NA	1.301	1.073	0.807	0.654	0.35	0.765	0.518	0.322	0.811	0.422	0.487
1939	NA	NA	1.213	2.343	1.093	1.019	1.588	NA	NA	NA	NA	NA	NA	2.767	3.67	2.697	NA	NA	0.541	NA	NA	0.949	0.574	0.636	0.468	0.324	0.967	0.694	1.066	1.037	0.648	1.076
1940	NA	NA	0.358	0.509	0.634	0.462	0.278	NA	NA	NA	NA	NA	NA	0.332	1.23	1.274	NA	NA	0.125	NA	NA	0.906	0.602	0.33	0.658	0.475	0.654	0.487	0.806	0.343	0.399	0.229
