# Villalba - Castaño Overo 2 - NOPU - ITRDB ARGE102
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5142
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5142.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge102-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge102.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge102.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Villalba - Castaño Overo 2 - NOPU - ITRDB ARGE102
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Castaño Overo 2
#   Location: Rio Negro
#   Northernmost_Latitude: -41.15
#   Southernmost_Latitude: -41.15
#   Easternmost_Longitude: -71.8
#   Westernmost_Longitude: -71.8
#   Elevation_m: 1670
#--------------------
# Data_Collection
#   Collection_Name: ARGE102
#   First_Year: 1890
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ME101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME101A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME101B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME101B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME102B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME102B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME105B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME105B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME106B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME106B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME108D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME108D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME109B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME109B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME111B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME111B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME111C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME111C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME112A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME112B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME112B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME113A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME113A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME113B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME113B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME114B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME114B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME115A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME115A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME115B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME115B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME119A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME119A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ME101A_raw	ME101B_raw	ME102A_raw	ME102B_raw	ME105B_raw	ME106B_raw	ME107A_raw	ME108A_raw	ME108D_raw	ME109B_raw	ME110A_raw	ME111B_raw	ME111C_raw	ME112A_raw	ME112B_raw	ME113A_raw	ME113B_raw	ME114B_raw	ME115A_raw	ME115B_raw	ME119A_raw
1939	0.48	0.62	0.57	NA	NA	1.24	0.81	0.33	0.47	0.38	1.67	0.6	0.79	0.43	0.95	1.57	0.79	0.84	0.77	0.95	0.22
1940	0.2	0.31	0.9	NA	NA	1.25	1.75	0.35	0.58	0.19	0.86	0.54	0.5	0.35	0.59	0.97	0.64	0.37	0.53	0.89	0.16
1941	0.32	0.48	0.88	NA	NA	1.25	0.62	0.3	0.11	0	0.9	0.26	0.33	0.48	0.38	0.87	0.59	0.38	0.52	0.75	0.33
1942	0.83	0.87	0.59	1.1	NA	1.73	0.7	0.55	0.29	0.22	1.2	0.44	0.65	0.38	0.44	1.31	0.48	0.81	0.63	0.72	0.86
1943	1.04	0.99	0.8	1.2	NA	1.55	1.34	0.59	0.77	0.7	1.57	0.43	0.79	0.72	0.64	1.47	0.45	1.34	0.89	0.96	0.56
1944	1.31	1.2	0.73	1.45	NA	2.13	1.74	0.28	0.85	0.73	2.47	0.8	1.16	0.87	0.75	1.61	1.12	1.3	1.08	1.27	0.57
1945	1.06	1.05	0.83	0.86	0.72	1.35	1.53	0.13	0.57	0.4	2.69	0.88	1.14	1.19	1.15	1.69	1.12	1.55	1.09	1.41	0.47
1946	0.85	0.87	0.52	0.72	0.84	1.05	0.82	0.05	0.28	0.15	2.47	0.64	0.67	0.76	1.04	1.43	0.75	1.33	0.89	0.9	0.32
1947	0.46	0.78	0.51	1.06	0.88	0.86	1.19	0.02	0.23	0.25	1.6	0.59	0.72	0.66	0.95	1.46	0.52	0.82	0.84	0.99	0.14
1948	0.37	0.5	0.5	0.57	0.88	0.32	1.21	0.01	0.09	0.23	1.24	0.28	1.02	0.58	1.1	1.71	0.59	0.61	1.14	1.5	0.02
1949	0.6	0.66	0.32	0.85	0.89	0.8	0.97	0.03	0.09	0.26	1.36	0.35	1.05	0.69	0.79	1.37	0.52	0.75	1.05	1.77	0.18
1950	0.53	0.64	0.27	0.42	0.7	0.27	1.12	0.04	0.2	0.24	0.46	0.22	0.86	0.46	0.76	0.88	0.54	0.73	0.91	1.34	0.19
1951	0.52	0.93	0.11	0.25	1.53	0.15	0.22	0.2	0.53	0.13	0.79	0.08	0.88	0.41	0.73	0.93	0.48	1.72	1.6	1.76	0.19
1952	0.54	0.78	0.23	0.26	1.14	0.38	0.12	0.41	0.8	0.13	0.19	0.19	1.73	0.23	0.47	0.69	0.38	1.38	1.54	1.63	0.15
1953	0.96	1	0.04	0.18	0.97	0.37	0.24	0.48	0.97	0.26	0.45	0.13	0.75	0.37	0.7	0.74	0.58	1.25	1.29	1.57	0.25
1954	0.73	0.76	0.15	0.35	1.42	0.43	0.09	0.36	0.38	0.19	0.49	0.2	0.53	0.45	0.44	0.45	0.45	0.56	0.69	0.77	0.12
1955	0.47	0.43	0.37	0.17	1.15	0.28	0.16	0.29	0.31	0.16	0.21	0.27	0.44	0.42	0.42	0.52	0.31	0.19	0.49	0.5	0.07
1956	0.41	0.45	0.23	0.16	1.27	0.22	0.49	0.46	0.3	0.25	0.89	0.44	0.71	0.43	0.51	0.54	0.23	0.24	0.66	0.71	0.14
1957	0.99	0.84	0.24	0.19	1.57	0.28	0.23	0.31	0.31	0.12	1.44	0.43	0.74	0.31	0.29	0.3	0.3	0.23	0.81	0.9	0.26
1958	0.55	0.35	0.13	0.19	1.29	0.19	0.5	0.36	0.27	0.17	0.97	0.84	1.23	0.13	0.29	0.35	0.39	0.57	0.7	0.79	0.26
1959	0.81	0.68	0.31	0.25	1.39	0.23	0.55	0.36	0.72	0.23	0.9	0.38	0.72	0.56	0.46	0.7	0.5	0.41	0.61	0.98	0.31
1960	0.63	0.49	0.4	0.43	1.21	0.17	0.2	0.44	0.47	0.27	1.02	0.56	0.58	0.51	0.37	0.57	0.46	0.8	0.62	0.94	0.56
1961	0.38	0.34	0.19	0.77	0.86	0.29	0.52	0.26	0.34	0.11	0.91	0.64	0.47	0.36	0.58	0.8	0.6	0.31	0.7	1.12	0.86
1962	0.56	0.59	0.39	0.37	0.92	0.47	0.38	0.33	0.42	0.53	0.56	0.99	0.45	0.52	0.96	0.56	0.58	0.66	1.02	1.19	0.98
1963	0.88	0.7	0.38	1.01	1.14	0.43	0.24	0.25	0.57	0.49	0.28	0.93	0.51	0.5	1.25	0.69	0.53	0.93	0.65	1.24	0.91
1964	0.47	0.36	0.28	0.5	1.83	0.69	0.56	0.35	0.48	0.52	0.33	0.55	0.42	0.54	1.42	1.57	0.74	1.03	1.17	1.62	0.41
1965	0.56	0.35	0.22	0.71	1.28	0.39	0.65	0.25	0.51	0.34	0.14	0.39	0.27	0.32	0.94	1.13	0.4	1.43	1.02	1.15	0.27
1966	0.43	0.25	0.4	0.52	1.14	0.49	0.72	0.21	0.34	0.53	0.04	0	0.15	0.36	0.9	0.74	0.29	0.85	0.99	1.19	0.36
1967	1.18	0.49	0.46	0.63	1.39	0.3	0.7	0.3	0.44	0.84	0.07	0.68	1.01	0.32	1.23	0.58	0.29	0.89	0.89	1.06	0.67
1968	0.81	0.38	0.53	0.5	1.33	0.43	1.04	0.49	0.48	0.51	0.43	0.59	0.74	0.34	0.78	0.48	0.33	0.97	0.89	0.78	0.36
1969	1.24	0.88	0.67	0.41	1.24	0.52	1.41	0.38	0.49	0.94	0.15	0.62	1.27	0.75	1.09	0.66	0.45	1.32	0.97	0.98	0.49
1970	0.53	0.23	0.2	0.43	0.95	0.17	0.37	0.17	0.27	0.41	0.13	0.21	0.51	0.43	0.36	0.25	0.15	0.33	0.52	0.31	0.04
1971	0.11	0.06	0.11	0.11	0.78	0.16	1.01	0.14	0.15	0.33	0.18	0.28	0.65	0.56	0.54	0.12	0.14	0.15	0.32	0.28	0
1972	0.21	0.17	0.36	0.28	0.7	0.28	0.22	0.26	0.27	0.33	0.05	0.42	1.04	0.71	0.87	0.35	0.21	0.29	0.31	0.39	0
1973	0.28	0.25	0.3	0.25	0.54	0.8	0.4	0.14	0.1	0.15	0.28	0.22	0.81	0.46	0.28	0.28	0.18	0.35	0.33	0.4	0.04
1974	0.16	0.21	0.4	0.18	0.74	0.68	0.42	0.18	0.22	0.24	0.46	0.43	1.69	1.18	0.91	0.15	0.09	0.28	0.73	0.5	0.16
1975	0.24	0.17	0.21	0.21	0.39	0.37	0.54	0.28	0.29	0.41	0.52	0.4	1.47	1.03	0.38	0.13	0.25	NA	0.51	0.08	0.1
1976	0.11	0.11	0.32	0.34	0.51	0.47	0.69	0.28	0.17	0.77	0.31	0.36	1.63	1.14	0.41	0.54	0.04	NA	0.6	0.28	0.36
1977	0.43	0.27	0.74	0.65	0.31	0.5	0.98	0.4	0.43	0.46	0.34	0.36	2.04	1.15	0.53	0.46	0.54	NA	0.72	0.31	0.34
1978	0.76	0.43	0.99	0.78	0.71	0.44	2.01	0.5	0.46	0.73	0.8	0.6	1.89	1.61	1.07	0.56	0.6	NA	0.71	0.61	0.32
1979	0.83	0.56	0.64	0.64	0.66	0.47	2.35	0.46	0.7	1.38	1.08	0.69	2.18	2.02	1.02	0.4	0.68	NA	0.5	0.5	0.49
1980	0.41	0.32	0.09	0.42	0.48	0.4	1.53	0.14	0.53	1.58	0.6	0.38	1.25	0.99	0.52	0.22	0.52	NA	0.44	0.39	0.77
1981	0.22	0.23	0.26	0.36	0.75	0.96	0.82	0.25	0.65	1.54	0.31	0.54	1.16	1.4	0.64	0.35	0.45	NA	0.72	0.49	0.78
1982	0.42	0.39	0.29	0.5	0.99	0.93	0.96	0.31	0.86	1.69	0.49	0.77	1.69	1.38	1.01	0.55	0.52	NA	0.41	0.37	0.67
1983	0.51	0.48	0.59	0.58	0.95	0.94	1.37	0.44	1.17	1.39	0.41	0.81	1.77	1.28	1.2	0.83	0.83	NA	0.4	0.28	0.62
1984	0.35	0.19	0.69	0.79	0.59	0.49	1.92	0.26	0.79	0.71	0.52	0.56	1.71	0.86	0.6	0.94	1.22	NA	0.26	0.27	1.16
1985	0.29	0.28	0.53	0.58	0.63	0.66	1.75	0.23	1.02	0.54	0.29	0.4	1.19	0.73	0.8	0.88	1.33	NA	0.24	0.54	1.03
1986	0.15	0.19	0.33	0.48	0.39	0.44	1.3	0.05	0.89	0.4	0.65	0.34	0.93	0.72	0.31	0.6	0.91	NA	0.18	0.46	0.62
1987	0.16	0.2	0.36	0.79	0.65	0.44	1.08	0.14	0.85	0.37	0.53	NA	1.18	0.42	0.18	0.76	0.92	NA	0.19	0.64	0.71
1988	0.35	0.6	0.96	1.06	0.62	0.61	0.97	0.39	1.04	0.25	0.3	NA	1	0.45	0.35	0.96	1.05	NA	0.35	0.43	0.18
1989	0.38	0.62	1.16	1.07	0.39	0.79	1.13	0.51	1.08	0.31	0.16	NA	1.24	0.7	0.32	0.95	1.31	NA	0.4	1.08	0.64
1990	0.4	0.66	0.84	0.65	0.38	0.65	0.66	0.25	1.05	0.23	0.13	NA	0.89	0.46	0.56	0.66	1.11	NA	0.36	0.6	0.82
1991	0.16	0.23	0.48	0.34	0.17	0.13	0.53	0.05	0.33	0.1	0.09	NA	0.56	0.27	0.32	NA	0.87	NA	0.18	0.62	0.43
