# Villalba - Castaño Overo 2 - NOPU - ITRDB ARGE102
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5142
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5142.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge102-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge102.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge102.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Villalba - Castaño Overo 2 - NOPU - ITRDB ARGE102
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Castaño Overo 2
#   Location: Rio Negro
#   Northernmost_Latitude: -41.15
#   Southernmost_Latitude: -41.15
#   Easternmost_Longitude: -71.8
#   Westernmost_Longitude: -71.8
#   Elevation_m: 1670
#--------------------
# Data_Collection
#   Collection_Name: ARGE102
#   First_Year: 1890
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ME101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME101A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME101B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME101B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME102B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME102B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME105B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME105B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME106B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME106B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME108D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME108D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME109B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME109B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME111B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME111B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME111C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME111C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME112A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME112B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME112B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME113A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME113A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME113B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME113B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME114B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME114B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME115A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME115A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME115B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME115B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME119A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME119A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ME101A_raw	ME101B_raw	ME102A_raw	ME102B_raw	ME105B_raw	ME106B_raw	ME107A_raw	ME108A_raw	ME108D_raw	ME109B_raw	ME110A_raw	ME111B_raw	ME111C_raw	ME112A_raw	ME112B_raw	ME113A_raw	ME113B_raw	ME114B_raw	ME115A_raw	ME115B_raw	ME119A_raw
1890	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA
1903	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA
1904	0.15	NA	NA	NA	NA	NA	NA	NA	NA	0.79	0.34	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA
1905	0.44	NA	NA	NA	NA	NA	NA	NA	NA	0.73	0.66	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA
1906	0.27	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.21	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA
1907	0.19	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.36	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA
1908	0.18	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.52	NA	NA	NA	NA	NA	NA	0.5	NA	NA	0.1
1909	0.31	NA	NA	NA	NA	NA	NA	0.34	NA	0.85	0.47	NA	NA	NA	NA	NA	NA	0.74	NA	NA	0.11
1910	0.33	NA	NA	NA	NA	NA	NA	0.3	NA	0.51	0.64	NA	NA	NA	NA	NA	NA	0.22	NA	NA	0.07
1911	0.27	NA	NA	NA	NA	NA	NA	0.49	NA	0.88	0.72	NA	NA	NA	NA	NA	NA	0.33	NA	NA	0.08
1912	0.18	NA	NA	NA	NA	NA	NA	0.39	NA	0.63	0.64	NA	NA	NA	NA	NA	NA	0.32	NA	NA	0.11
1913	0.19	NA	NA	NA	NA	NA	NA	0.41	NA	0.36	0.34	NA	NA	NA	NA	NA	NA	0.22	NA	NA	0.06
1914	0.2	NA	NA	NA	NA	NA	NA	0.19	NA	0.41	0.35	NA	NA	NA	NA	NA	NA	0.34	NA	0.43	0.06
1915	0.26	NA	NA	NA	NA	NA	NA	0.17	NA	0.79	0.26	NA	NA	NA	NA	NA	NA	0.5	NA	0.24	0.12
1916	0.07	NA	NA	NA	NA	NA	NA	0.1	NA	0.28	0.29	NA	NA	NA	NA	NA	NA	0.25	NA	0.35	0.16
1917	0.28	NA	NA	NA	NA	NA	NA	0.41	NA	0.12	0.96	NA	NA	NA	NA	1.12	1.32	0.19	0.24	0.2	0.14
1918	0.35	NA	NA	NA	NA	NA	NA	0.71	NA	0.18	0.91	NA	NA	NA	NA	1.62	1.56	0.26	0.26	0.38	0.15
1919	0.27	NA	NA	NA	NA	NA	NA	0.44	NA	0.41	0.6	NA	NA	NA	NA	1.66	0.98	0.21	0.25	0.29	0.18
1920	0.39	NA	NA	NA	NA	NA	NA	0.49	0.31	0.45	0.65	NA	NA	NA	NA	1.83	0.68	0.18	0.47	0.37	0.14
1921	0.19	NA	NA	NA	NA	NA	NA	0.68	0.05	0.5	0.24	NA	NA	NA	NA	1.41	0.4	0.03	0.37	0.36	0.07
1922	0.15	NA	NA	NA	NA	NA	NA	0.56	0.02	0.18	0.48	0.24	0.28	NA	NA	1.79	0.74	0.14	0.32	0.41	0.15
1923	0.22	NA	NA	NA	NA	NA	NA	0.21	0.05	0.36	0.26	0.13	0.11	NA	NA	0.98	0.48	0.09	0.4	0.21	0.09
1924	0.29	NA	NA	NA	NA	NA	NA	0.3	0.05	0.24	0.64	0.27	0.28	NA	NA	1.3	0.73	0.19	0.46	0.26	0.2
1925	0.29	0.51	NA	NA	NA	NA	NA	0.29	0.09	0.4	0.96	0.28	0.27	NA	NA	1.43	0.77	0.16	0.7	0.52	0.14
1926	0.32	0.61	NA	NA	NA	NA	NA	0.66	0.18	0.24	0.55	0.23	0.2	0.53	0.54	1.08	0.43	0.14	0.47	0.37	0.26
1927	0.39	0.84	NA	NA	NA	NA	NA	0.67	0.33	0.25	0.87	0.51	0.5	0.69	0.68	0.98	0.34	0.14	0.47	0.44	0.31
1928	0.18	0.35	NA	NA	NA	NA	NA	0.32	0.09	0.29	0.71	0.46	0.47	0.57	0.54	0.79	0.34	0.18	0.37	0.4	0.07
1929	0.3	0.7	NA	NA	NA	NA	0.47	0.39	0.27	0.55	1.02	0.64	0.67	0.85	0.88	1.62	0.38	0.36	0.45	0.4	0.33
1930	0.26	0.83	NA	NA	NA	NA	0.33	0.26	0.09	1.28	1.79	0.17	0.14	0.59	0.59	1.53	0.35	0.43	0.38	0.57	0.51
1931	0.36	0.82	0.45	NA	NA	NA	0.86	0.43	0.11	1.07	1.5	0.26	0.34	0.52	0.51	2	0.43	0.6	0.64	0.8	0.38
1932	1.07	0.94	0.55	NA	NA	0.73	0.79	0.63	0.25	0.83	1.69	0.91	1.01	0.86	0.55	2.76	0.92	0.91	0.76	0.9	0.19
1933	0.54	0.69	0.65	NA	NA	0.78	0.6	0.33	0.07	0.56	1.21	0.57	0.56	0.79	0.55	1.88	0.67	0.61	0.54	0.64	0.16
1934	0.83	1.16	0.64	NA	NA	1	0.65	0.48	0.09	0.45	2.13	1.05	1.14	1.38	0.89	1.97	1.06	1.29	0.69	0.97	0.17
1935	0.47	0.73	0.46	NA	NA	0.58	0.36	0.23	0.08	0.27	0.67	0.39	0.56	0.38	0.54	1.27	0.71	0.83	0.3	0.49	0.07
1936	0.88	0.82	1.23	NA	NA	1.02	1.14	0.16	0.13	0.27	1.49	0.3	0.42	0.47	0.95	1.35	0.72	0.65	0.38	0.97	0.09
1937	0.59	0.84	0.5	NA	NA	0.54	0.85	0.15	0.1	0.3	1.07	0.21	0.26	0.31	0.74	1.33	0.48	0.39	0.56	0.68	0.14
1938	0.29	0.34	0.53	NA	NA	0.46	1.26	0.17	0.07	0.24	0.99	0.58	0.55	0.18	0.72	1.1	0.5	0.38	0.49	0.81	0.09
