# Roig - Bonilla - ADUS - ITRDB ARGE025
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4270
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4270.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge025-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge025.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge025.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1996-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 1996-05-08
#--------------------
# Title
#   Study_Name: Roig - Bonilla - ADUS - ITRDB ARGE025
#--------------------
# Investigators
#   Investigators: Roig, F.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bonilla
#   Location: Argentina
#   Northernmost_Latitude: -32.68
#   Southernmost_Latitude: -32.68
#   Easternmost_Longitude: -69.12
#   Westernmost_Longitude: -69.12
#   Elevation_m: 2800
#--------------------
# Data_Collection
#   Collection_Name: ARGE025
#   First_Year: 1831
#   Last_Year: 1985
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Adesmia uspallatensis Gill.
#   Common_Name: None
#   Tree_Species_Code: ADUS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ABAD01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ABAD33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ABAD33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ABAD01_raw	ABAD02_raw	ABAD09_raw	ABAD11_raw	ABAD15_raw	ABAD16_raw	ABAD20_raw	ABAD21_raw	ABAD24_raw	ABAD26_raw	ABAD27_raw	ABAD31_raw	ABAD33_raw
1831	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA
1836	1.44	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA
1837	1.73	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA
1838	1.39	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA
1839	0.97	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA
1840	0.84	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA
1841	0.71	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA
1842	1.09	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA
1843	1.07	NA	NA	NA	0.52	0.1	NA	NA	NA	NA	NA	NA	NA
1844	1.28	NA	NA	NA	0.67	0.27	NA	NA	NA	NA	NA	NA	NA
1845	1.01	NA	NA	NA	0.63	0.36	NA	NA	NA	NA	NA	NA	NA
1846	0.75	NA	NA	NA	0.79	0.31	NA	NA	NA	NA	NA	NA	NA
1847	0.77	NA	NA	NA	0.53	0.16	NA	NA	NA	NA	NA	NA	NA
1848	0.97	NA	NA	NA	0.72	0.32	NA	NA	NA	NA	NA	NA	NA
1849	1.07	NA	NA	NA	0.65	0.2	NA	NA	NA	NA	NA	NA	NA
1850	0.89	NA	NA	NA	0.69	0.37	NA	NA	NA	NA	NA	NA	NA
1851	0.85	NA	NA	NA	0.7	0.36	NA	NA	NA	NA	NA	NA	NA
1852	0.84	NA	NA	NA	0.3	0.15	NA	NA	NA	NA	NA	NA	NA
1853	0.71	NA	NA	NA	0.24	0.09	NA	NA	NA	NA	NA	NA	NA
1854	0.74	NA	NA	NA	0.33	0.15	NA	NA	NA	NA	NA	NA	NA
1855	0.62	NA	NA	NA	0.26	0.13	NA	NA	NA	NA	NA	NA	NA
1856	0.91	NA	NA	NA	0.38	0.14	NA	NA	NA	NA	NA	NA	NA
1857	0.9	NA	NA	NA	0.25	0.11	NA	NA	NA	NA	NA	NA	NA
1858	0.92	NA	NA	NA	0.32	0.13	NA	NA	NA	NA	NA	NA	NA
1859	0.82	NA	NA	NA	0.21	0.11	NA	NA	NA	NA	NA	NA	NA
1860	0.88	NA	NA	NA	0.41	0.23	NA	NA	NA	NA	NA	NA	NA
1861	0.89	NA	NA	NA	0.54	0.32	NA	NA	NA	NA	NA	NA	NA
1862	0.75	NA	NA	NA	0.37	0.24	NA	NA	NA	NA	NA	NA	NA
1863	0.3	NA	NA	NA	0.21	0.12	NA	NA	NA	NA	NA	NA	NA
1864	0.79	NA	NA	NA	0.61	0.29	NA	NA	NA	NA	NA	NA	NA
1865	0.79	NA	NA	NA	0.8	0.34	NA	NA	NA	NA	NA	NA	NA
1866	0.59	NA	NA	NA	0.39	0.28	NA	NA	NA	NA	NA	NA	NA
1867	0.75	NA	NA	NA	0.26	0.15	NA	NA	NA	NA	NA	NA	NA
1868	0.78	NA	NA	NA	0.4	0.19	NA	NA	NA	NA	NA	NA	NA
1869	0.75	NA	NA	NA	0.32	0.21	NA	NA	NA	NA	NA	NA	NA
1870	0.56	NA	NA	NA	0.26	0.18	NA	NA	NA	NA	NA	NA	NA
1871	0.49	NA	NA	NA	0.4	0.27	NA	NA	NA	NA	NA	NA	NA
1872	0.44	NA	NA	NA	0.28	0.16	NA	NA	NA	NA	NA	NA	NA
1873	0.41	NA	NA	NA	0.21	0.22	NA	NA	NA	NA	NA	NA	NA
1874	0.51	NA	NA	NA	0.23	0.33	NA	NA	NA	NA	NA	NA	NA
1875	0.81	NA	NA	NA	0.41	0.43	NA	NA	NA	NA	NA	NA	NA
1876	0.75	NA	NA	NA	0.31	0.43	NA	NA	NA	NA	NA	NA	NA
1877	0.84	NA	NA	NA	0.5	0.53	NA	NA	NA	NA	NA	NA	NA
1878	1.17	NA	NA	NA	0.81	0.72	NA	NA	NA	NA	NA	NA	NA
1879	1.34	NA	NA	NA	0.37	0.6	NA	NA	NA	NA	NA	NA	NA
1880	1.79	NA	NA	NA	0.56	0.93	NA	NA	NA	NA	NA	NA	NA
1881	1.4	0.43	NA	NA	0.27	0.94	NA	NA	NA	NA	NA	NA	0.53
1882	1.38	0.79	NA	NA	0.3	0.93	NA	NA	NA	NA	NA	NA	0.39
1883	0.61	1.18	NA	NA	0.28	0.81	NA	NA	NA	NA	NA	NA	0.82
1884	0.61	0.84	NA	NA	0.18	0.74	NA	NA	NA	NA	NA	NA	0.71
1885	0.95	0.76	NA	NA	0.29	0.94	NA	NA	NA	NA	NA	NA	1.13
1886	1.51	0.92	NA	NA	0.29	0.9	NA	NA	NA	NA	NA	NA	0.83
1887	1.12	0.56	NA	NA	0.2	0.89	NA	NA	NA	NA	NA	NA	0.81
1888	1.14	0.72	NA	NA	0.23	0.77	NA	NA	NA	NA	NA	NA	1.01
1889	1.01	0.92	NA	NA	0.12	0.79	NA	NA	NA	NA	NA	NA	1.1
1890	1.18	0.72	NA	NA	0.13	0.71	NA	NA	NA	NA	NA	NA	0.73
1891	1.23	0.88	NA	NA	0.13	0.77	NA	NA	NA	NA	NA	NA	0.91
1892	0.84	0.57	NA	NA	0.17	0.41	NA	NA	NA	NA	NA	NA	0.99
1893	0.73	0.56	NA	NA	0.25	0.56	NA	NA	NA	NA	NA	NA	0.51
1894	1.32	0.54	NA	NA	0.2	0.5	NA	NA	NA	NA	NA	NA	0.73
