# Villalba - Castaño Overo 1 - NOPU - ITRDB ARGE101
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5141
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5141.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge101-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge101.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge101.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Villalba - Castaño Overo 1 - NOPU - ITRDB ARGE101
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Castaño Overo 1
#   Location: Rio Negro
#   Northernmost_Latitude: -41.15
#   Southernmost_Latitude: -41.15
#   Easternmost_Longitude: -71.8
#   Westernmost_Longitude: -71.8
#   Elevation_m: 1740
#--------------------
# Data_Collection
#   Collection_Name: ARGE101
#   First_Year: 1861
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ME201A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME201A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME201B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME201B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME202A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME202A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME206A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME206A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME206B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME206B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME206C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME206C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME208B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME208B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME210B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME210B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME215A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME215A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME215B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME215B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME216A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME216A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME216B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME216B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME216C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME216C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME216Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME216Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME217A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME217A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME217C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME217C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME222A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME222A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ME201A_raw	ME201B_raw	ME202A_raw	ME205A_raw	ME206A_raw	ME206B_raw	ME206C_raw	ME208B_raw	ME210A_raw	ME210B_raw	ME215A_raw	ME215B_raw	ME216A_raw	ME216B_raw	ME216C_raw	ME216Z_raw	ME217A_raw	ME217C_raw	ME222A_raw
1861	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	0.24	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	0.2	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	0.23	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA
1880	0.11	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA
1881	0.23	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA
1882	0.17	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA
1883	0.09	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA
1884	0.06	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA
1885	0.11	0.09	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA
1886	0.14	0.08	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	NA
1887	0.15	0.14	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA
1888	0.14	0.13	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA
1889	0.17	0.16	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA
1890	0.09	0.13	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA
1891	0.52	0.53	0.22	NA	NA	NA	NA	0.32	NA	0.77	NA	NA	NA	NA	NA	0.61	NA	0.16	NA
1892	0.36	0.32	0.72	NA	NA	NA	NA	0.26	NA	0.59	NA	NA	0.59	NA	NA	0.22	0.43	0.19	NA
1893	0.09	0.08	0.27	NA	NA	NA	NA	0.13	NA	0.38	NA	NA	0.21	NA	NA	0.04	0.29	0.14	NA
1894	0.06	0.08	0.05	NA	NA	NA	NA	0.33	NA	0.29	NA	NA	0.06	NA	NA	0.06	0.2	0.05	NA
1895	0.13	0.11	0.03	NA	NA	NA	NA	0.17	NA	0.27	NA	NA	0.06	NA	NA	0.11	0.26	0.06	NA
1896	0.05	0.04	0.03	NA	NA	NA	NA	0.39	NA	0.09	NA	NA	0.11	NA	NA	0.08	0.25	0.09	NA
1897	0.1	0.03	0.05	NA	NA	NA	NA	0.4	NA	0.11	NA	NA	0.07	NA	NA	0.26	0.12	0.2	NA
1898	0.27	0.12	0.38	NA	NA	NA	NA	0.44	NA	0.29	NA	NA	0.25	NA	NA	0.34	0.12	0.17	NA
1899	0.16	0.24	0.44	NA	NA	NA	NA	0.39	NA	0.35	NA	NA	0.31	NA	NA	0.39	0.1	0.14	NA
1900	0.15	0.21	0.17	NA	NA	NA	NA	0.33	NA	0.26	NA	NA	0.37	NA	NA	0.37	0.3	0.16	NA
1901	0.12	0.17	0.29	NA	NA	NA	NA	0.34	NA	0.64	NA	NA	0.4	NA	NA	0.55	0.56	0.21	NA
1902	0.17	0.13	0.57	NA	NA	NA	NA	0.35	NA	0.63	NA	NA	0.45	NA	NA	1.46	0.44	0.51	NA
1903	0.19	0.12	0.5	NA	NA	NA	0.16	0.14	NA	0.5	NA	NA	1.3	NA	NA	0.78	0.49	0.42	NA
1904	0.15	0.08	0.13	NA	NA	NA	0.05	0.22	NA	0.61	NA	NA	0.79	NA	NA	1.59	0.39	0.34	NA
1905	0.19	0.13	0.35	NA	NA	NA	0.02	0.25	NA	0.68	NA	NA	1.26	NA	NA	0.88	0.25	0.59	NA
1906	0.32	0.12	0.16	NA	0.23	NA	0.08	0.16	NA	0.42	NA	NA	1.06	NA	NA	0.29	0.11	0.27	NA
1907	0.43	0.17	0.39	NA	0.25	NA	0.06	0.15	NA	0.57	NA	NA	1.47	NA	NA	0.32	0.17	0.25	NA
1908	0.51	0.15	0.62	NA	0.21	NA	0.16	0.21	NA	0.71	NA	NA	0.42	NA	NA	0.62	0.49	0.58	NA
1909	0.61	0.3	0.27	NA	0.1	NA	0.1	0.17	NA	0.35	NA	NA	0.6	NA	NA	0.5	0.13	0.16	NA
1910	0.23	0.33	0.63	NA	0.1	NA	0.1	0.17	NA	0.68	NA	NA	1.01	NA	NA	0.85	0.34	0.17	NA
1911	0.39	0.14	0.55	NA	0.14	NA	0.05	0.21	NA	0.66	NA	NA	0.31	NA	NA	0.62	0.46	0.22	0.22
1912	0.19	0.49	0.51	NA	0.21	NA	0.08	0.14	NA	0.62	NA	NA	0.15	NA	NA	1.12	0.51	0.22	0.16
1913	0.06	0.21	0.63	NA	0.11	NA	0.07	0.28	1.76	0.7	NA	NA	0.14	NA	NA	1.3	0.71	0.35	0.31
