# Chaparro - INPA Parket ltda. Concession - ASTO - ITRDB BOL008
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35993
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35993.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol008-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bol008.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bol008.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: Chaparro - INPA Parket ltda. Concession - ASTO - ITRDB BOL008
#--------------------
# Investigators
#   Investigators: Chaparro, H.A.; Camarero, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: None
#   Published_Title: None
#   Published_Date_or_Year: None
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0073855#pone-0073855-t001
#   Abstract: None
#--------------------
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: INPA Parket ltda. Concession
#   Location: Bolivia
#   Northernmost_Latitude: -16.12
#   Southernmost_Latitude: -16.12
#   Easternmost_Longitude: -61.72
#   Westernmost_Longitude: -61.72
#   Elevation_m: 380
#--------------------
# Data_Collection
#   Collection_Name: BOL008
#   First_Year: 1913
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Aspidosperma tomentosum Mart.
#   Common_Name: Jichituriqui amarillo
#   Tree_Species_Code: ASTO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## INAT018A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT018A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT018B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT018B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT018C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT018C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT020A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT020A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT020B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT020B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT020C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT020C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT030A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT030A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT030B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT030B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT030C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT030C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT031A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT031A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT031B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT031B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT031C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT031C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT042A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT042A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT042B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT042B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT042C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT042C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT045A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT045A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT045B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT045B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT045C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT045C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT909A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT909A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT909B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT909B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## INAT912A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: INAT912A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	INAT018A_raw	INAT018B_raw	INAT018C_raw	INAT020A_raw	INAT020B_raw	INAT020C_raw	INAT030A_raw	INAT030B_raw	INAT030C_raw	INAT031A_raw	INAT031B_raw	INAT031C_raw	INAT042A_raw	INAT042B_raw	INAT042C_raw	INAT045A_raw	INAT045B_raw	INAT045C_raw	INAT909A_raw	INAT909B_raw	INAT912A_raw
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16	2.85	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	0.54	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	1.58	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	1.36	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	1.24	1.92	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	2.24	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	2.77	1.12	NA	NA	NA	2.06	2.26	1.8	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	2.1	1.16	NA	NA	NA	0.87	0.97	1.18	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.12	0.33	NA	NA	NA	1.04	1.51	1.36	NA	NA	NA
1922	1.37	1.29	1.19	NA	NA	NA	NA	NA	NA	0.48	0.34	0.26	NA	NA	NA	1.15	0.86	0.98	NA	NA	NA
1923	0.91	1.09	1.09	NA	NA	NA	NA	NA	NA	0.38	0.93	0.37	NA	NA	NA	1.01	0.67	0.67	NA	NA	NA
1924	3.75	2.85	2.46	NA	NA	NA	NA	NA	NA	1.32	1.3	1.81	NA	NA	NA	0.92	1.04	0.96	NA	NA	NA
1925	1.02	0.72	0.64	NA	NA	NA	NA	NA	NA	1.23	1.8	2.14	NA	NA	NA	0.49	0.47	0.61	0.73	1.53	NA
1926	2.49	1.9	1.81	NA	NA	NA	NA	NA	NA	2.36	2.5	2.53	NA	NA	NA	1.26	1.28	1.43	1	1.27	NA
1927	2.37	1.61	1.82	NA	NA	NA	NA	NA	NA	1.32	1.01	1	NA	NA	NA	1.05	1	1.18	1.27	0.9	NA
1928	1.85	1.82	2.07	NA	NA	NA	1.54	1.47	1.54	1.86	1.55	2.13	NA	NA	NA	1.05	0.58	0.85	0.94	0.93	NA
1929	1.57	1.64	1.7	NA	NA	NA	2.13	3.35	2.54	0.93	1.07	1.3	NA	NA	NA	2.18	1.78	1.69	1.08	0.78	NA
1930	1.99	2.22	1.65	NA	NA	NA	1.52	2.31	2.43	1.62	1.71	2.15	NA	NA	NA	1.96	1.58	1.75	0.77	1.09	NA
1931	1.29	1.89	1.55	NA	NA	NA	1.65	2.03	1.9	1.06	1.64	1.39	NA	NA	NA	1.31	1.45	1.48	0.63	0.42	NA
1932	1.97	2.19	1.65	NA	NA	NA	1.07	1.58	2.06	1.21	1.64	1.99	NA	NA	NA	2.13	2.21	1.97	1.11	0.45	1.24
1933	1.21	1.38	1.31	NA	NA	NA	1.21	1.81	2.18	1.08	1.55	1.76	NA	NA	NA	0.88	1.22	1.07	0.96	0.44	0.45
1934	1.66	1.89	1.75	NA	NA	NA	1.82	2.21	2.37	1.75	1.77	1.79	NA	NA	NA	1.11	1.29	1.09	0.97	0.31	0.48
1935	1.42	1.32	1.31	NA	NA	NA	1.4	1.3	1.62	2.09	1.89	1.9	NA	NA	NA	0.88	1	0.63	0.49	0.47	0.66
1936	0.54	0.38	0.46	NA	NA	NA	3.08	3.14	3.59	0.81	0.98	0.75	NA	NA	NA	0.92	1.16	0.98	0.66	0.62	0.74
1937	1.87	1.86	1.6	NA	NA	NA	2.01	1.92	2.17	1.9	1.67	2.04	NA	NA	NA	1.57	1.68	1.22	0.83	0.99	1.38
1938	1.38	1.65	1.58	NA	NA	NA	1.32	1.08	1.22	1.62	1.69	1.58	NA	NA	NA	0.54	0.72	0.41	0.26	0.26	0.39
1939	1.07	1.4	1.2	NA	NA	NA	3.39	2.68	2.49	1.39	1.18	1.05	NA	NA	NA	0.91	1.09	1.13	0.9	0.52	0.43
1940	2	2.69	2.13	NA	NA	NA	3.06	2.04	1.81	3.14	2.73	2.71	NA	NA	NA	1.89	1.81	1.96	0.61	0.42	0.38
1941	1.37	2.23	1.54	NA	NA	NA	3.28	2.25	2.68	1.89	1.83	1.81	NA	NA	NA	1.01	1.1	1.24	0.91	0.49	0.43
1942	0.94	1.51	1.03	NA	NA	NA	4.26	2.12	3.62	2.49	2.07	1.62	NA	NA	NA	0.77	0.7	0.97	0.81	0.3	0.37
1943	1.58	2.66	1.8	NA	NA	NA	2.77	2.43	3.14	3.57	3.22	2.6	NA	NA	NA	2.14	1.72	1.12	0.74	0.01	1.76
1944	1.45	1.97	1.55	NA	NA	NA	1.27	1.99	1.84	2.3	2.07	2.02	NA	NA	NA	1.72	1.39	1.74	0.3	0.01	0.83
1945	0.88	1.17	1.02	NA	NA	NA	2.1	3.58	3.21	1	0.98	1.16	NA	NA	NA	1.04	1.06	1.13	0.7	0.89	0.66
1946	1.04	1.63	1.36	1.31	1.34	1.13	1.09	1.78	1.76	1.73	1.86	1.94	NA	NA	NA	2.01	1.84	1.98	0.58	1.27	0.69
1947	1.01	1.52	1.32	1.31	0.7	0.88	1.22	1.93	2.22	1.16	1.24	1.31	NA	NA	NA	1.4	1.44	1.1	0.8	0.95	0.6
1948	0.52	1.15	0.93	0.84	1.31	1.03	1.42	2.31	2.7	1.27	1.44	1.53	NA	NA	NA	1.65	1.63	1.54	1.07	0.95	0.3
1949	0.39	1.41	0.99	1.43	2.15	1.1	1.54	2.29	2.4	2.06	2.25	2.45	NA	NA	NA	1.38	1.21	1.41	1.64	1.34	0.23
1950	0.5	1.4	1.06	1.15	1.36	1.86	1.77	3.01	2.56	1.29	1.42	1.48	NA	NA	NA	1	0.86	0.94	1.52	1.04	0.56
1951	0.68	1.71	1.3	1.9	1.55	1.54	1.94	3.36	3.48	1.26	1.27	1.59	NA	NA	NA	1.31	1.25	1.41	0.14	0.2	0.68
1952	0.01	1.65	1.1	0.63	0.92	0.89	0.94	1.64	1.47	1.91	1.75	2.76	NA	NA	NA	1.57	1.72	1.52	0.29	0.26	0.65
1953	0.01	0.81	0.59	0.41	0.42	0.66	0.01	0.01	0.01	0.44	0.36	0.58	1.22	0.89	1.17	1.02	1.29	0.93	0.28	0.23	0.16
1954	0.66	1.4	1.03	0.42	0.41	0.48	1.57	2.62	2.63	1.19	0.85	1.67	1.71	1.63	1.49	1.16	1.16	0.88	0.55	0.39	1.17
1955	0.51	1.02	0.84	0.57	0.63	0.75	1.04	1.51	2.06	0.78	0.49	0.96	1.6	1.5	1.66	1.26	1.6	1.08	0.24	0.24	0.94
1956	0.67	1.44	0.96	0.43	0.46	0.24	1.66	2.1	3.44	1.42	1.32	1.29	1.35	1.13	0.93	1.22	1.71	1.08	0.4	0.2	1.03
1957	1.09	1.79	1.2	0.6	0.67	0.49	1.6	2.31	4.55	2.06	1.49	2.79	1.65	1.36	1.15	1.55	2.19	1.43	0.3	0.37	0.85
1958	0.83	2.08	1.48	0.56	0.55	0.49	1.49	2.35	4.01	2.72	2.35	3.78	2.38	1.81	1.21	1.52	1.85	1.41	0.18	0.43	0.87
1959	0.82	1.73	1.47	0.79	0.68	0.8	1.44	1.7	3.72	2.64	2.98	3.72	0.92	1.31	1.44	0.74	0.9	0.84	0.4	0.86	0.48
1960	0.84	1.4	1.33	0.89	0.83	0.73	1.53	2.13	4	1.95	2.27	2.17	1.11	1.27	1.42	0.66	0.77	1.2	0.32	0.41	0.38
1961	0.01	0.38	0.01	0.68	0.64	0.81	1.36	2	3.68	2.02	2.38	1.85	0.79	0.99	0.85	1.03	1.05	0.97	0.48	1.37	0.58
1962	0.62	0.69	0.66	0.53	0.38	0.48	0.8	1.09	1.86	1.72	2.52	2.37	0.54	0.75	0.58	0.21	1.5	0.75	0.18	0.01	0.42
1963	0.82	0.78	0.95	0.36	0.39	0.43	1.09	1.6	2.56	1.18	1.88	1.68	1.12	1.49	1.56	0.45	1.02	1.13	1.06	1.3	0.98
1964	0.69	0.91	1.11	0.57	0.34	0.01	1.03	1.29	2.09	1.33	1.68	2.11	1.09	1.3	1.48	0.79	1.37	0.49	1.15	0.87	1.99
1965	0.41	0.94	0.86	0.16	0.26	0.01	1.37	1.85	3.02	0.95	1.13	1.28	0.44	0.51	0.59	0.33	0.54	0.96	0.55	1	1.39
1966	0.61	1.08	1.14	0.67	0.83	0.87	1.08	1.62	2.23	1.67	1.74	2.06	1.18	1.44	1.95	1.14	1.2	1.15	0.64	1.75	1.03
1967	0.83	0.95	1.3	0.31	0.61	0.86	1.19	2.14	2.62	1.59	1.34	2	0.53	1.29	2	1.04	1.37	1.66	1.46	0.68	1.13
1968	0.54	0.65	1.11	0.22	0.37	0.01	0.98	1.8	2.18	1.55	1.33	1.87	0.43	0.55	0.64	1.64	1.87	0.69	0.64	0.2	0.99
1969	0.54	0.29	0.92	0.75	0.97	0.67	1.29	1.95	2.31	1.56	1.39	1.81	1.43	1.05	0.36	1.41	1.41	0.68	0.89	0.77	0.61
1970	0.01	0.01	0.7	0.33	0.46	0.01	0.27	0.73	0.26	3.06	1.97	2.66	1.54	1.17	1.47	1.14	1.26	1.38	0.2	0.3	1.17
1971	0.81	0.85	1	0.59	0.45	0.01	0.72	1.16	1.06	1.15	0.73	0.84	0.75	0.6	0.79	0.86	0.92	0.99	0.01	0.01	1.02
1972	0.54	0.77	0.89	0.76	0.57	0.64	0.87	1.28	1.45	2.37	1.23	1.37	0.98	0.83	1.2	1.18	0.95	0.97	0.91	1.09	0.95
1973	0.61	0.93	1.13	0.76	1.17	0.25	1.53	2.3	2.39	3.11	1.84	1.82	1.37	1.17	1.4	1.61	1.89	1.57	0.98	1.04	0.63
1974	0.71	1.03	1	0.64	0.75	0.89	1.34	2.09	2.66	2.88	2.42	2.24	0.68	0.56	0.79	1.6	1.59	1.6	0.88	0.64	0.76
1975	0.64	1.47	1.05	0.61	0.93	0.01	0.62	1.1	1.8	1.41	1.69	1.03	0.93	0.71	0.86	2.04	2.07	2.35	0.67	0.95	0.7
1976	0.99	1.08	0.74	0.57	0.49	0.17	1.29	1.77	2.4	1.79	1.89	1.22	0.77	0.89	1.02	1.34	1.19	1.69	0.87	0.81	0.74
