# Villalba - Finca Las Pinchanas Salta - JGAU - ITRDB ARGE053
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5163
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5163.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge053-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge053.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge053.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1996-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 1996-05-08
#--------------------
# Title
#   Study_Name: Villalba - Finca Las Pinchanas Salta - JGAU - ITRDB ARGE053
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Finca Las Pinchanas Salta
#   Location: Argentina
#   Northernmost_Latitude: -26.08
#   Southernmost_Latitude: -26.08
#   Easternmost_Longitude: -65.38
#   Westernmost_Longitude: -65.38
#   Elevation_m: 1070
#--------------------
# Data_Collection
#   Collection_Name: ARGE053
#   First_Year: 1858
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juglans australis Griseb.
#   Common_Name: Argentine walnut
#   Tree_Species_Code: JGAU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## API01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API08X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API08X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## API11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: API11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QNO18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QNO18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	API01A_raw	API01B_raw	API02A_raw	API04A_raw	API04B_raw	API05B_raw	API08A_raw	API08X_raw	API09B_raw	API11B_raw	QNO05A_raw	QNO05B_raw	QNO06A_raw	QNO06B_raw	QNO08A_raw	QNO08B_raw	QNO09A_raw	QNO10B_raw	QNO11A_raw	QNO12A_raw	QNO13B_raw	QNO14A_raw	QNO14B_raw	QNO16B_raw	QNO17B_raw	QNO18A_raw
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.31	6.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.03	8.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.41	5.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.62	4.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64	4.25	NA	2.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.55	3.81	NA	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	3.27	NA	2.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	2.85	NA	4.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	4.25	NA	4.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	3.02	NA	NA	NA	NA	NA	NA	NA	1.37	4.3	NA	5.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	3.73	NA	NA	NA	NA	NA	NA	NA	2.14	5.01	NA	6.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	4.4	NA	NA	NA	NA	NA	NA	NA	2.11	4.07	NA	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	3.67	NA	NA	NA	NA	NA	NA	NA	2.46	4.68	NA	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	3.05	NA	NA	NA	NA	NA	NA	NA	2	4.89	NA	4.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	3.77	7.56	NA	NA	NA	NA	NA	NA	2.22	4.75	NA	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	4.85	9.23	3.24	NA	NA	NA	NA	NA	2.02	3.91	NA	6.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	3.53	5.76	5.33	NA	NA	NA	NA	NA	1.82	3.25	NA	8.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	2.02	7.58	5.28	NA	NA	NA	NA	NA	2.16	3.88	6.89	8.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	2.03	6.9	5.27	NA	NA	NA	NA	NA	1.9	3.01	7	6.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	2.41	9.75	5.1	NA	NA	NA	NA	NA	2.19	2.04	5.16	4.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	0.86	11.37	3.47	NA	NA	NA	NA	NA	2.44	1.82	5.51	2.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	1.55	7.57	3.3	NA	NA	NA	NA	NA	2.35	2.47	6.71	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	2.68	6	7.04	NA	NA	NA	NA	NA	2.43	2.19	4.88	4.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	2.17	6.34	9.73	NA	NA	NA	NA	NA	1.94	1.8	4.23	4.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	1.9	4.58	6.77	NA	NA	NA	NA	NA	1.28	0.89	2.16	2.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	3.98	5.8	6.67	NA	NA	NA	NA	NA	1.81	1.55	2.93	4.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	1.87	6.02	6.51	NA	NA	NA	NA	NA	1.38	1.42	3.36	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	3.6	4.29	5.4	6.51	NA	NA	NA	NA	1.43	1.49	2.45	2.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	3.18	3.54	4.65	6.28	NA	NA	NA	NA	1.74	1.73	1.39	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	1.71	3.12	2.94	5.43	NA	NA	NA	NA	1.62	1.66	1.32	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	1.55	3.27	3.66	5.15	NA	NA	NA	NA	1.43	0.9	1.43	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	2.5	4.18	4.55	10.24	NA	NA	NA	5.11	1.68	0.99	2.03	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	1.39	2.49	4.41	4.55	NA	NA	NA	9.07	2.04	1.29	2.01	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	1.97	3.37	4.28	6.2	NA	NA	NA	9.41	1.93	1	2.07	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	1.47	3.54	3.53	3.4	NA	NA	NA	8.12	1.61	1.46	2.71	3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	1.48	4.07	1.88	3.96	NA	NA	NA	5.61	1.11	0.82	2.21	3.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	1.25	2.75	1.98	4.89	NA	NA	NA	5.25	1.12	0.74	2.3	4.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	2.28	5.5	4.14	11.28	NA	NA	NA	7.84	1.83	1.39	3.43	5.22	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	5.35	1.55	2.23	3.45	6.47	NA	NA	5.67	8.82	1.96	1.01	3.04	5.01	4.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	7.09	1.18	1.79	2.96	5.98	NA	NA	7.71	6.59	2.82	0.8	3.81	2.95	3.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	9.51	1.4	3.81	2.43	4.29	NA	NA	8.47	7.99	2.16	1.12	3.22	2.78	3.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	4.23	0.9	2.58	3.2	3.52	NA	NA	9.05	5.68	1.71	1.78	2.32	2.09	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	7.02	0.93	3.44	7.48	7.44	NA	NA	10.98	7.41	1.95	2.36	3	2.63	4.13	NA	NA	NA	NA	NA	NA	10.21	NA	NA	NA	NA
1903	NA	4.58	0.67	0.99	5.66	3	NA	NA	8.47	4.76	1.35	0.85	1.59	1.39	4.39	NA	NA	NA	NA	NA	NA	4.68	NA	NA	NA	NA
1904	NA	5.61	0.8	1.89	4.01	4.24	NA	NA	8.14	7.88	1.4	1.57	2.16	2.33	4.15	NA	NA	NA	NA	NA	NA	4	6.77	4.79	NA	NA
