# Villalba - Cerro Diego de León Krummholz - NOPU - ITRDB ARGE095
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5151
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5151.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge095-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge095.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge095.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-10
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-10
#--------------------
# Title
#   Study_Name: Villalba - Cerro Diego de León Krummholz - NOPU - ITRDB ARGE095
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cerro Diego de León Krummholz
#   Location: Rio Negro
#   Northernmost_Latitude: -41.27
#   Southernmost_Latitude: -41.27
#   Easternmost_Longitude: -71.63
#   Westernmost_Longitude: -71.63
#   Elevation_m: 1690
#--------------------
# Data_Collection
#   Collection_Name: ARGE095
#   First_Year: 1878
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DIE01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE15L_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE15L; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE18C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE18C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIE24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIE24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DIE01A_raw	DIE01B_raw	DIE02A_raw	DIE02B_raw	DIE06A_raw	DIE06B_raw	DIE09A_raw	DIE09B_raw	DIE10A_raw	DIE11A_raw	DIE11B_raw	DIE12A_raw	DIE13A_raw	DIE13B_raw	DIE14B_raw	DIE15A_raw	DIE15B_raw	DIE15L_raw	DIE16A_raw	DIE16B_raw	DIE17A_raw	DIE17B_raw	DIE18C_raw	DIE19A_raw	DIE19B_raw	DIE20B_raw	DIE21A_raw	DIE21B_raw	DIE24A_raw	DIE24B_raw
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	0.34	NA	NA	NA	NA	0.16	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	0.38	NA	NA	NA	NA	0.18	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	0.79	NA	0.8	0.65	NA	0.38	NA	NA	NA	NA	0.25	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	0.79	NA	0.89	0.86	NA	0.72	NA	NA	NA	NA	0.48	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	0.72	0.96	0.79	0.88	NA	0.5	NA	NA	NA	NA	0.29	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	0.72	1.28	0.68	0.8	NA	0.46	NA	0.58	NA	0.41	0.14	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	0.8	1.37	0.77	0.98	NA	0.57	NA	0.88	NA	0.63	0.18	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	0.6	0.81	0.48	0.37	NA	0.27	NA	0.58	NA	0.53	0.24	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	0.45	0.73	0.58	0.64	NA	0.5	NA	0.65	NA	0.56	0.21	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.82	0.99	0.82	0.83	NA	0.31	NA	1.01	NA	0.49	0.22	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA	0.93	0.95	0.76	0.77	NA	0.43	NA	0.88	NA	0.53	0.25	NA	NA	NA	NA
1906	NA	NA	NA	1.12	0.26	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	0.79	1.12	0.71	0.85	NA	0.51	NA	1.06	NA	0.41	0.24	NA	NA	NA	NA
1907	NA	NA	NA	0.91	0.71	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA	0.71	1.16	0.74	0.61	NA	0.68	NA	0.94	NA	0.47	0.2	NA	NA	NA	NA
1908	NA	NA	NA	1.25	0.65	NA	NA	NA	NA	NA	NA	1.54	NA	NA	NA	0.75	0.58	0.55	0.66	NA	0.36	NA	0.84	NA	0.63	0.22	NA	NA	NA	NA
1909	NA	NA	NA	0.43	0.04	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	0.6	0.45	0.5	0.24	NA	0.25	NA	0.71	NA	0.37	0.22	NA	NA	NA	NA
1910	NA	NA	NA	0.75	0.2	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	0.91	1.2	0.85	0.52	NA	0.61	NA	0.94	NA	0.53	0.51	NA	NA	NA	NA
1911	NA	NA	NA	0.64	0.35	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	1.03	1.26	0.87	0.89	NA	0.8	NA	0.31	NA	0.57	0.5	NA	NA	NA	NA
1912	NA	NA	NA	0.26	0.23	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	0.77	0.96	0.57	0.51	NA	0.54	0.28	0.6	NA	0.17	0.24	0.52	NA	NA	NA
1913	NA	NA	NA	0.51	0.38	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	1.51	1.01	1.01	0.97	0.67	0.6	0.41	0.8	NA	0.28	0.57	1.11	NA	NA	NA
1914	NA	NA	NA	0.39	0.65	NA	NA	NA	NA	NA	NA	0.69	0.71	NA	NA	0.56	0.76	0.36	0.51	0.36	0.68	0.41	0.52	NA	0.38	0.42	0.46	NA	NA	NA
1915	NA	NA	NA	0.41	0.24	NA	NA	NA	NA	NA	NA	0.82	0.57	NA	NA	0.38	0.71	0.49	0.27	0.29	0.57	0.46	0.54	NA	0.5	0.27	0.62	NA	NA	NA
1916	NA	NA	NA	0.57	0.3	NA	NA	NA	NA	NA	NA	0.87	0.85	NA	NA	0.43	0.41	0.42	0.56	0.58	0.36	0.49	0.57	NA	0.81	0.27	0.99	NA	NA	NA
1917	NA	NA	NA	0.89	0.65	NA	NA	NA	NA	NA	NA	1.16	1.02	NA	NA	1	0.79	0.78	0.98	0.8	0.54	0.65	0.78	NA	1	0.43	1.2	NA	NA	0.49
1918	NA	NA	NA	0.98	0.46	NA	NA	NA	NA	NA	NA	2.08	0.58	NA	NA	0.98	1.05	1.03	0.89	1.05	0.45	0.58	0.66	NA	0.8	0.34	1.32	NA	NA	0.38
1919	NA	NA	NA	0.87	0.34	NA	NA	NA	NA	NA	NA	1.51	0.74	NA	NA	0.85	1.15	0.88	0.89	1.31	0.71	0.75	0.78	NA	1.08	0.43	1.99	NA	NA	0.28
1920	NA	NA	NA	0.91	0.23	NA	NA	NA	NA	NA	NA	0.76	0.56	NA	NA	0.83	0.65	0.62	0.65	0.49	0.73	0.59	0.48	NA	0.59	0.5	1.12	NA	NA	0.21
1921	NA	NA	NA	0.33	0.14	NA	NA	NA	NA	NA	NA	0.5	0.42	NA	NA	0.77	0.34	0.25	0.16	0.15	0.59	0.3	0.48	NA	0.19	0.29	0.75	NA	NA	0.31
1922	NA	NA	NA	0.57	0.07	NA	NA	NA	NA	NA	NA	0.61	0.52	NA	NA	0.8	0.58	0.45	0.47	0.51	0.63	0.54	0.76	NA	0.47	0.4	0.96	NA	NA	0.42
