# Lucas - Sierras La Blanqueada - SCBU - ITRDB URY002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37387
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37387.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/ury002-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/ury002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ury002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-02-03
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-03
#--------------------
# Title
#   Study_Name: Lucas - Sierras La Blanqueada - SCBU - ITRDB URY002
#--------------------
# Investigators
#   Investigators: Lucas, C.; Puchi, P.; Profumo, L.; Ferreira, A.; Muñoz, A.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Lucas, Christine; Paulina Puchi; Ludmila Profumo; Alex Ferreira; Ariel Muñoz
#   Journal_Name: Dendrochronologia
#   Published_Title: Effect of climate on tree growth in the Pampa biome of Southeastern South America: First tree-ring chronologies from Uruguay
#   Published_Date_or_Year: 2018
#   Volume: 52
#   Pages: 113-122
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2018.10.004
#   Full_Citation: None
#   Abstract: Tree-ring research in the highland tropics and subtropics represents a major frontier for understanding climate-growth relationships. Nonetheless, there are many lowland regions – including the South American Pampa biome – with scarce tree ring data. We present the first two tree-ring chronologies for Scutia buxifolia in subtropical Southeastern South America (SESA), using 54 series from 29 trees in two sites in northern and southern Uruguay. We cross-dated annual rings and compared tree growth from 1950 to 2012 with regional climate variability, including rainfall, temperature and the Palmer Drought Severity Index – PDSI, the El Niño Southern Oscillation (ENSO) and the Southern Annular Mode (SAM). Overall, ring width variability was highly responsive to climate signals linked to water availability. For example, tree growth was positively correlated with accumulated rainfall in the summer-fall prior to ring formation for both chronologies. Summer climate conditions were key for tree growth, as shown by a negative effect of hot summer temperatures and a positive correlation with PDSI in late austral summer. The El Niño phase in late spring/early summer favored an increase in rainfall and annual tree growth, while the La Niña phase was associated with less rainfall and reduced tree growth. Extratropical climate factors such as SAM had an equally relevant effect on tree growth, whereby the positive phase of SAM had a negative effect over radial growth. These findings demonstrate the potential for dendroclimatic research and climate reconstruction in a region with scarce tree-ring data. They also improve the understanding of how climate variability may affect woody growth in native forests – an extremely limited ecosystem in the Pampa biome.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sierras La Blanqueada
#   Location: Uruguay
#   Northernmost_Latitude: -33.9973
#   Southernmost_Latitude: -33.9973
#   Easternmost_Longitude: -53.8819
#   Westernmost_Longitude: -53.8819
#   Elevation_m: 115
#--------------------
# Data_Collection
#   Collection_Name: URY002
#   First_Year: 1900
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Scutia buxifolia Reissek
#   Common_Name: None
#   Tree_Species_Code: SCBU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SLB01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB01D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB01D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCJ03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCJ03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB04C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB04C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB06D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB06D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB05D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB05D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB07C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB07C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB09C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB09C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB10C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB10C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB10D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB10D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB11D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB11D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJC12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJC12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SJC12D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SJC12D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB13C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB13C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB14C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB14C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLB15C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLB15C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SLB01B_raw	SLB01D_raw	SLB02A_raw	SCJ03A_raw	SLB04B_raw	SLB04C_raw	SLB06C_raw	SLB06D_raw	SLB05B_raw	SLB05D_raw	SLB07C_raw	SLB07B_raw	SLB08B_raw	SLB09B_raw	SLB09C_raw	SLB10C_raw	SLB10D_raw	SLB11A_raw	SLB11D_raw	SJC12A_raw	SJC12D_raw	SLB13B_raw	SLB13C_raw	SLB14C_raw	SLB15C_raw
1900	NA	NA	NA	NA	0.79	0.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	2.143	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	3.332	2.928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	2.496	1.898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	1.349	2.181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	1.093	1.051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	2.118	2.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	1.405	1.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	1.062	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	0.74	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	1.421	1.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	1.919	2.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	2.455	2.959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	1.986	1.793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	1.372	2.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	1.311	1.956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	1.975	2.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	1.168	2.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	3.191	3.251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	2.943	4.535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	4.748	3.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	3.826	3.445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	2.177	4.038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	1.422	1.697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	1.786	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	1.936	1.979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	2.564	NA	2.21	4.469	NA	NA	NA	NA	NA	NA	NA	1.793	1.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	0.933	NA	1.146	1.999	NA	NA	NA	NA	NA	NA	NA	0.724	0.905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	1.482	NA	1.944	1.514	NA	NA	NA	NA	NA	NA	NA	0.701	0.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	1.187	NA	2.388	1.79	NA	NA	NA	NA	1.774	2.022	NA	0.573	0.495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	2	NA	1.561	2.074	NA	NA	NA	NA	1.469	1.359	NA	0.498	0.657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	NA	NA	2.231	NA	2.11	2.534	NA	NA	NA	NA	3.293	2.373	NA	1.493	1.736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	2.174	NA	3.295	1.167	NA	NA	NA	NA	2.017	1.689	NA	1.13	1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	2.173	NA	1.576	2.073	NA	NA	NA	NA	1.982	1.483	NA	1.131	1.269	0.89	0.875	NA	NA	NA	NA	NA	NA	NA	NA
1934	NA	NA	3.173	NA	0.394	0.891	NA	NA	NA	NA	0.929	0.522	NA	0.978	0.671	1.237	1.104	NA	NA	NA	NA	NA	NA	NA	NA
1935	NA	NA	0.63	NA	0.479	0.997	NA	NA	NA	NA	1.268	0.882	NA	0.97	1.051	0.729	0.898	NA	NA	NA	NA	NA	NA	NA	NA
1936	NA	NA	0.831	NA	0.6	1.05	NA	NA	NA	NA	0.766	0.661	NA	0.607	1.286	0.634	0.552	NA	NA	NA	NA	NA	NA	NA	NA
1937	NA	NA	1.925	NA	1.51	1.674	NA	NA	NA	NA	1.117	1.412	NA	1.907	1.486	1.285	1.246	NA	NA	NA	NA	NA	NA	NA	NA
1938	NA	NA	0.62	NA	1.251	0.943	NA	NA	1.864	1.282	1.825	1.377	NA	1.083	1.262	0.861	0.713	NA	NA	NA	NA	NA	NA	NA	NA
1939	NA	NA	0.777	NA	1.577	2.005	NA	NA	1.959	1.314	1.172	0.694	NA	0.598	0.738	0.48	0.439	NA	NA	NA	NA	NA	NA	NA	NA
1940	1.006	1.376	0.706	0.622	0.893	0.59	NA	NA	1.577	1.216	1.985	1.59	1.477	0.456	0.737	0.489	0.692	NA	NA	NA	NA	NA	NA	NA	0.755
1941	1.116	1.127	2.193	0.914	1.824	1.08	NA	NA	1.97	0.879	2.107	2.276	0.874	0.804	1.123	1.401	1.126	NA	NA	NA	NA	NA	NA	NA	0.887
1942	1.094	1.085	1.547	1.749	1.064	2.986	NA	NA	2.015	1.15	1.224	1.364	1.014	1.444	1.577	0.491	0.493	NA	NA	NA	NA	NA	NA	NA	0.79
1943	1.443	1.408	1.186	0.713	0.478	1.679	NA	NA	2.303	0.575	0.942	1.2	0.856	1.773	0.893	0.823	0.55	NA	NA	NA	NA	NA	NA	NA	0.781
1944	0.723	0.524	1.227	0.926	0.477	1.895	NA	NA	1.713	0.631	1.777	1.169	0.835	0.725	0.97	1.111	0.771	NA	NA	NA	NA	NA	NA	NA	1.629
1945	0.552	1.15	0.96	1.108	0.51	1.166	NA	NA	1.01	0.782	1.169	1.325	0.7	0.967	1.097	0.96	0.641	NA	NA	NA	NA	NA	NA	NA	1.037
1946	0.459	1.187	1.36	0.858	1.352	2.129	NA	NA	0.961	1.018	0.986	0.781	1.013	0.842	0.607	0.417	0.388	NA	NA	NA	NA	NA	NA	NA	1.125
1947	0.891	0.865	2.587	1.076	2.039	1.629	NA	NA	0.943	1.289	0.899	0.635	0.661	0.651	1.036	0.431	0.382	NA	NA	NA	NA	NA	NA	NA	0.654
1948	0.723	0.518	3.123	1.722	1.528	1.211	NA	NA	1.156	0.841	1.02	0.874	1.097	2.218	1.286	1.334	1.081	NA	NA	NA	NA	NA	NA	NA	0.709
1949	0.538	0.651	0.735	1.201	1.748	0.778	NA	NA	0.787	0.639	1.106	1.741	0.937	1.5	1.637	0.386	0.318	NA	NA	NA	NA	NA	NA	NA	0.775
1950	1.112	0.998	0.645	1.096	2.967	0.72	NA	NA	1.507	1.111	0.579	0.625	1.117	1.77	1.379	0.372	0.382	NA	NA	NA	NA	NA	NA	NA	1.226
1951	1.058	0.925	1.863	0.931	2.247	0.768	NA	NA	1.626	2.758	1.4	1.952	0.976	1.197	1.874	0.674	0.705	1.15	2.074	NA	NA	NA	NA	NA	2.316
1952	0.594	0.436	0.865	0.989	0.885	0.721	NA	NA	0.833	0.879	0.642	0.756	1.715	1.123	1.903	0.826	0.767	0.95	0.875	NA	NA	NA	NA	NA	2.085
1953	1.179	1.112	1.116	0.692	1.24	2.111	NA	NA	2.327	1.464	0.836	1.029	2.334	1.957	1.609	0.789	0.808	1.118	1.322	NA	NA	NA	NA	NA	1.135
1954	0.541	0.537	2.745	0.987	0.696	1.08	NA	NA	1.571	1.036	0.718	0.628	1.221	1.314	1.242	0.691	1.085	0.711	1.176	NA	NA	NA	NA	NA	1.081
