# Roig - Rio Foyel - PLUV - ITRDB ARGE056
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4275
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4275.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge056-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge056.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge056.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Roig - Rio Foyel - PLUV - ITRDB ARGE056
#--------------------
# Investigators
#   Investigators: Roig, F.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rio Foyel
#   Location: Argentina
#   Northernmost_Latitude: -41.67
#   Southernmost_Latitude: -41.67
#   Easternmost_Longitude: -71.42
#   Westernmost_Longitude: -71.42
#   Elevation_m: 1200
#--------------------
# Data_Collection
#   Collection_Name: ARGE056
#   First_Year: 1765
#   Last_Year: 1982
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pilgerodendron uviferum (D. Don) Florin
#   Common_Name: cipres de las Guaytecas
#   Tree_Species_Code: PLUV
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FOY80A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY80A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY80B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY80B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY81A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY81A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY82B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY82B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY83A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY83A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY83B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY83B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY84A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY84A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY84B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY84B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY85A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY85A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY86A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY86A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY86B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY86B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY87A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY87A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY87B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY87B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY88A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY88A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY88B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY88B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY90A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY90A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY91A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY91A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY93A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY93A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY94A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY94A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY94B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY94B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY95A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY95A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FOY96A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FOY96A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FOY80A_raw	FOY80B_raw	FOY81A_raw	FOY82B_raw	FOY83A_raw	FOY83B_raw	FOY84A_raw	FOY84B_raw	FOY85A_raw	FOY86A_raw	FOY86B_raw	FOY87A_raw	FOY87B_raw	FOY88A_raw	FOY88B_raw	FOY90A_raw	FOY91A_raw	FOY93A_raw	FOY94A_raw	FOY94B_raw	FOY95A_raw	FOY96A_raw
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	0.36	0.32	NA	NA	NA	0.34	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	0.33	0.24	NA	NA	NA	0.27	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	0.36	0.27	NA	NA	NA	0.39	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	0.36	0.3	NA	NA	NA	0.27	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	0.32	0.27	NA	NA	NA	0.34	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	0.88	NA	NA	NA	NA	0.34	0.27	NA	NA	NA	0.31	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	0.9	NA	NA	NA	NA	0.69	0.33	NA	NA	NA	0.29	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	0.71	NA	NA	NA	NA	0.55	0.2	NA	NA	NA	0.18	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	0.51	NA	NA	NA	NA	0.6	0.24	NA	NA	NA	0.12	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	0.43	NA	NA	NA	NA	0.42	0.19	NA	NA	NA	0.12	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	0.36	NA	NA	NA	NA	0.36	0.17	NA	NA	NA	0.13	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	0.34	NA	NA	NA	NA	0.41	0.2	NA	NA	NA	0.25	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	0.43	0.4	NA	NA	NA	NA	0.38	0.22	NA	NA	NA	0.22	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	0.41	0.44	NA	NA	NA	NA	0.46	0.27	NA	NA	NA	0.2	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	0.47	0.57	NA	NA	NA	NA	0.47	0.23	NA	NA	NA	0.21	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	0.42	0.33	NA	NA	NA	NA	0.36	0.23	NA	NA	NA	0.35	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	0.27	0.3	NA	NA	NA	NA	0.35	0.17	NA	NA	NA	0.25	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	0.32	0.28	NA	NA	NA	NA	0.32	0.17	NA	NA	NA	0.26	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	0.4	0.37	NA	NA	NA	NA	0.4	0.23	NA	NA	NA	0.19	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA
