# Villalba - Castaño Overo 4 - NOPU - ITRDB ARGE104
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5144
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5144.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES LOTRED SA2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge104-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge104.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge104.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Villalba - Castaño Overo 4 - NOPU - ITRDB ARGE104
#--------------------
# Investigators
#   Investigators: Villalba, R.(https://orcid.org/0000-0001-8183-0310)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-13. NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Castaño Overo 4
#   Location: Rio Negro
#   Northernmost_Latitude: -41.15
#   Southernmost_Latitude: -41.15
#   Easternmost_Longitude: -71.8
#   Westernmost_Longitude: -71.8
#   Elevation_m: 1565
#--------------------
# Data_Collection
#   Collection_Name: ARGE104
#   First_Year: 1820
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ME401A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME401A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME401B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME401B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME402A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME402A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME402B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME402B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME403A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME403A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME404A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME404A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME404B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME404B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME404C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME404C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME405A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME405A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME405B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME405B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME405C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME405C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME407D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME407D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME409A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME409A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME409B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME409B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME409C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME409C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME411B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME411B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME412A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME412A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME412B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME412B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME416A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME416A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME416B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME416B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME417A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME417A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME419A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME419A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME419B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME419B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME420A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME420A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ME420B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ME420B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ME401A_raw	ME401B_raw	ME402A_raw	ME402B_raw	ME403A_raw	ME404A_raw	ME404B_raw	ME404C_raw	ME405A_raw	ME405B_raw	ME405C_raw	ME407D_raw	ME409A_raw	ME409B_raw	ME409C_raw	ME411B_raw	ME412A_raw	ME412B_raw	ME416A_raw	ME416B_raw	ME417A_raw	ME419A_raw	ME419B_raw	ME420A_raw	ME420B_raw
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	0.71	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	0.52	NA	0.85	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	0.38	NA	1.36	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24	NA	NA	NA	NA	0.87	NA	1.19	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	NA	NA	0.53	NA	0.44	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	0.61	NA	0.88	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	1.08	NA	NA	NA	0.51	NA	1.58	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	1.52	1.02	NA	NA	NA	0.55	NA	1.32	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA	0.29	NA	0.75	0.83	0.6	NA	NA	NA	0.58	NA	0.81	NA	NA	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	0.17	NA	0.6	0.71	0.64	NA	NA	NA	0.57	NA	0.89	NA	NA	NA	NA
1838	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	0.14	NA	0.51	0.68	0.97	NA	NA	NA	0.39	NA	1.12	NA	NA	NA	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	0.05	NA	0.67	0.76	1.27	NA	NA	NA	0.06	NA	1.07	NA	NA	NA	NA
1840	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	0.32	NA	0.83	0.9	1.17	NA	NA	NA	0.1	NA	0.49	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	0.16	NA	0.49	0.84	1.29	NA	NA	NA	0.1	NA	0.14	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	0.23	NA	0.19	NA	0.42	0.43	0.59	NA	NA	NA	0.09	NA	0.42	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	0.16	NA	0.37	0.34	0.61	NA	NA	NA	0.13	NA	0.43	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	0.05	NA	0.63	0.49	0.77	NA	NA	NA	0.26	NA	1.06	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	0.19	NA	0.19	0.05	0.29	NA	NA	NA	0.34	NA	0.62	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	0.14	NA	0.44	0.4	0.51	NA	NA	NA	0.23	NA	0.47	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	0.19	NA	0.17	0.2	0.17	NA	NA	NA	0.22	NA	0.65	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	0.02	NA	0.11	0.16	0.15	NA	NA	NA	0.14	NA	0.15	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	NA	0.03	NA	0.02	NA	0.35	0.37	0.12	NA	NA	NA	0.12	NA	0.17	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	0.15	NA	0.77	0.73	0.65	NA	NA	NA	0.34	NA	0.07	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	0.23	NA	0.48	0.49	0.49	NA	NA	NA	0.34	NA	0.05	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	0.19	NA	0.59	0.55	0.73	NA	NA	NA	0.35	NA	0.68	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	0.04	NA	0.05	NA	0.3	0.3	0.39	NA	NA	NA	0.35	0.63	0.31	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	0.1	NA	0.36	0.32	0.38	NA	NA	NA	0.18	0.55	0.04	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	0.07	NA	0.1	NA	0.31	0.26	0.28	NA	NA	NA	0.18	0.36	0.29	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	0.2	NA	0.35	0.26	0.3	NA	NA	NA	0.21	0.36	0.27	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	0.05	NA	0.08	NA	0.24	0.18	0.14	NA	NA	NA	0.13	0.25	0.35	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	0.11	NA	0.48	0.37	0.29	NA	NA	NA	0.17	0.26	0.51	NA	NA	NA	NA
1859	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	0.13	NA	0.43	0.4	0.32	NA	NA	NA	0.21	0.41	0.31	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	0.12	NA	0.31	0.28	0.3	NA	NA	NA	0.11	0.2	0.18	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	0.36	NA	0.71	0.61	0.58	NA	NA	NA	0.35	0.68	0.47	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	0.13	NA	0.5	0.37	0.34	NA	NA	0.19	0.13	0.26	0.15	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	0.15	NA	0.49	0.3	0.18	NA	NA	0.22	0.19	0.3	0.15	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	0.37	NA	0.49	0.42	0.36	NA	NA	0.26	0.14	0.2	0.28	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	0.33	NA	0.48	0.42	0.31	NA	NA	0.3	0.25	0.3	0.18	NA	NA	NA	NA
1866	NA	NA	NA	NA	1.46	NA	NA	NA	0.22	NA	0.18	NA	0.67	0.54	0.3	NA	NA	0.33	0.35	0.6	0.23	NA	NA	NA	NA
1867	NA	NA	NA	NA	0.35	NA	NA	NA	0.09	NA	0.08	NA	0.48	0.41	0.19	NA	NA	0.21	0.29	0.65	0.05	NA	NA	NA	NA
1868	NA	NA	NA	NA	0.25	NA	NA	NA	0.22	NA	0.16	NA	0.48	0.42	0.24	NA	NA	0.32	0.23	0.35	0.21	NA	NA	NA	NA
1869	NA	NA	NA	NA	0.34	NA	NA	NA	0.25	NA	0.18	NA	0.49	0.35	0.11	NA	NA	0.55	0.09	0.16	0.25	NA	NA	NA	NA
1870	NA	NA	NA	NA	0.4	NA	NA	NA	0.37	NA	0.27	NA	0.47	0.38	0.27	NA	NA	0.31	0.13	0.16	0.25	NA	NA	NA	NA
1871	NA	NA	NA	NA	0.3	NA	NA	NA	0.02	NA	0.05	NA	0.22	0.11	0.11	NA	NA	0.13	0.18	0.14	0.03	NA	NA	NA	NA
1872	NA	NA	NA	NA	0.14	NA	NA	NA	0.06	NA	0.01	NA	0.22	0.14	0.1	NA	NA	0.13	0.07	0.08	0.12	NA	NA	NA	NA
1873	NA	0.33	NA	NA	0.25	NA	NA	NA	0.08	NA	0.12	NA	0.51	0.45	0.08	NA	NA	0.15	0.15	0.18	0.2	NA	NA	NA	NA
1874	NA	0.31	NA	NA	0.19	NA	NA	NA	0.27	NA	0.39	NA	0.35	0.24	0.22	NA	NA	0.24	0.18	0.32	0.35	NA	NA	NA	NA
1875	NA	0.38	NA	NA	0.42	NA	NA	NA	0.36	NA	0.44	NA	0.64	0.56	0.23	NA	NA	0.31	0.28	0.33	0.52	NA	NA	NA	NA
1876	NA	0.44	NA	NA	0.83	NA	NA	NA	0.34	NA	0.44	NA	0.69	0.57	0.36	NA	NA	0.24	0.32	0.44	0.38	NA	NA	NA	NA
1877	NA	0.28	NA	NA	0.5	NA	NA	NA	0.27	NA	0.62	NA	0.5	0.33	0.16	NA	NA	0.35	0.23	0.37	0.13	NA	NA	NA	NA
1878	NA	0.42	NA	NA	0.55	NA	NA	NA	0.33	NA	0.8	NA	0.52	0.4	0.15	NA	NA	0.57	0.24	0.6	0.2	NA	NA	NA	NA
1879	NA	0.25	NA	NA	0.2	NA	NA	NA	0.04	NA	0	NA	0.18	0.14	0.07	NA	NA	0.19	0.15	0.23	0.11	NA	NA	NA	NA
1880	NA	0.16	NA	NA	0.26	NA	NA	NA	0.08	NA	0.18	NA	0.49	0.35	0.24	NA	NA	0.4	0.27	0.41	0.07	NA	NA	NA	NA
1881	NA	0.2	NA	NA	0.21	NA	NA	NA	0.3	NA	0.37	NA	0.48	0.3	0.25	NA	NA	0.32	0.34	0.33	0.01	NA	NA	NA	NA
1882	NA	0.56	NA	NA	0.3	NA	NA	NA	0.53	NA	0.35	NA	0.68	0.63	0.43	NA	0.64	0.55	0.45	0.38	0.36	NA	NA	NA	NA
1883	NA	0.27	NA	NA	0.19	NA	NA	NA	0.32	NA	0.61	NA	0.93	0.59	0.29	NA	0.42	0.33	0.26	0.29	0.04	NA	NA	NA	NA
1884	NA	0.33	NA	NA	0.22	NA	NA	NA	0.3	NA	0.43	NA	0.94	0.65	0.31	NA	0.35	0.56	0.32	0.25	0	NA	NA	NA	NA
1885	NA	0.15	NA	NA	0.13	NA	NA	NA	0.04	NA	0.33	NA	0.33	0.23	0.17	NA	0.13	0.33	0.2	0.14	0.03	NA	NA	NA	NA
1886	NA	0.22	NA	NA	0.18	NA	NA	NA	0.37	NA	0.4	0.39	0.46	0.41	0.4	NA	0.31	0.7	0.3	0.25	0.18	NA	NA	NA	1.09
1887	NA	0.35	NA	NA	0.21	NA	NA	NA	0.65	NA	0.75	0.56	0.36	0.32	0.42	NA	0.39	0.7	0.27	0.35	0.09	NA	NA	NA	0.93
1888	NA	0.34	NA	NA	0.18	NA	NA	NA	0.48	NA	0.65	0.55	0.91	1.13	0.43	NA	0.24	0.49	0.28	0.35	0.06	0.67	NA	NA	0.59
1889	NA	0.33	NA	NA	0.11	NA	NA	NA	0.23	NA	0.48	0.54	0.66	0.66	0.48	NA	0.38	0.51	0.11	0.24	0.3	0.74	NA	NA	0.4
1890	NA	0.45	NA	NA	0.2	NA	NA	NA	0.95	1.16	1.14	1.27	0.83	0.97	0.71	NA	0.65	0.64	0.27	0.26	0.24	1.13	NA	NA	0.92
1891	NA	0.53	NA	NA	0.13	NA	NA	NA	0.37	0.58	0.58	0.51	0.45	0.52	0.48	NA	0.42	0.4	0.29	0.36	0.94	1.13	NA	NA	0.84
