# Paritsis - Rio Rico - NOPU - ITRDB ARGE136
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16954
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16954.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge136-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/arge136.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/arge136.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-06-24
#--------------------
# File_Last_Modified_Date
#   Date: 2014-06-24
#--------------------
# Title
#   Study_Name: Paritsis - Rio Rico - NOPU - ITRDB ARGE136
#--------------------
# Investigators
#   Investigators: Paritsis, J.; Veblen, T.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # Ecology - insect outbreaks
# # 
# # Cores are stored at:
# # Biogeography Lab, Geography Department, University of Colorado at Boulder
# # 
# # Notes:
# # Most tree ring samples were collected during the growing season, so the most recent ring 
# # is not a complete ring. The most recent ring was therefore not used in the analysis by 
# # Paritsis and Veblen (2011). Two cores were collected per tree (desiginated with A & B sample codes). 
# # Site names designated 1 and 2 are two stands located near each other, with one typically older 
# # than the other.  These nearby site pairs were merged for the analysis by Paritsis and Veblen (2011). NOAA Template Raw Measurements file added 2019-04-29.
#--------------------
# Publication
#   Authors: Juan Paritsis and Thomas T. Veblen
#   Journal_Name: Global Change Biology
#   Published_Title: Dendroecological analysis of defoliator outbreaks on Nothofagus pumilio and their relation to climate variability in the Patagonian Andes
#   Published_Date_or_Year: 2011
#   Volume: 17
#   Pages: 239-253
#   Issue: 18
#   Report_Number: 
#   DOI: 10.1111/j.1365-2486.2010.02255.x
#   Full_Citation: None
#   Abstract: In the temperate forests of the southern Andes, Nothofagus pumilio, the dominant species of the most extensive forest type, experiences severe defoliation caused by caterpillars of the Ormiscodes genus (Lepidoptera: Saturniidae). This study uses tree rings to reconstruct the history of Ormiscodes outbreaks for the 1850-2005 period and examines relationships between outbreaks and climate variability. We used local climate records to compare outbreak-climate relationships in the northern Patagonian Andes (c. 41°S) and the cooler southern Patagonian Andes (c. 49°S). We also examined relationships between outbreak events and regional climate variability driven by variability in the Southern Annular Mode (SAM) and the El Niño-Southern Oscillation. Although relationships between Ormiscodes outbreaks and climate proved to be complex, in northern Patagonia defoliation events are associated with drier and warmer than average growing seasons. Warming and drying trends in Patagonia during the latter part of the 20th century have been linked to a positive trend in SAM. During the post-1976 period of accelerated warming in Patagonia, widespread defoliation outbreaks have occurred in both northern and southern Patagonia but the increase in frequency of events has been greater in the south. In southern Patagonia the increases in frequency of outbreaks in the late 20th century appear to be unprecedented over the c. 150 year tree-ring record of reconstructed outbreaks. These results are consistent with the greater magnitude of recent warming in southern Patagonia, and suggest that under predicted warmer and drier climates in the 21st century, defoliator outbreaks may continue to increase in frequency. This study is the first systematic reconstruction of past insect outbreaks in South America and provides a preliminary understanding of how climate variability affects defoliator outbreaks in Patagonian Nothofagus forests.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rio Rico
#   Location: Argentina
#   Northernmost_Latitude: -50.5333
#   Southernmost_Latitude: -50.5333
#   Easternmost_Longitude: -72.7167
#   Westernmost_Longitude: -72.7167
#   Elevation_m: 780
#--------------------
# Data_Collection
#   Collection_Name: ARGE136
#   First_Year: 1748
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Nothofagus pumilio (Poepp. & Endl.) Reiche
#   Common_Name: lenga
#   Tree_Species_Code: NOPU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 04_01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 04_15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 04_15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	04_01A_raw	04_01B_raw	04_02A_raw	04_02B_raw	04_03A_raw	04_03B_raw	04_04A_raw	04_04B_raw	04_05A_raw	04_06A_raw	04_06B_raw	04_07A_raw	04_07B_raw	04_08A_raw	04_08B_raw	04_09A_raw	04_09B_raw	04_10A_raw	04_10B_raw	04_11A_raw	04_11B_raw	04_12A_raw	04_12B_raw	04_13A_raw	04_13B_raw	04_14A_raw	04_14B_raw	04_15A_raw	04_15B_raw
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019
1749	NA	NA	NA	NA	NA	NA	NA	NA	0.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023
1750	NA	NA	NA	NA	NA	NA	NA	NA	0.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02
1751	NA	NA	NA	NA	NA	NA	NA	NA	0.064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024
1752	NA	NA	NA	NA	NA	NA	NA	NA	0.013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017
1753	NA	NA	NA	NA	NA	NA	NA	NA	0.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012
1754	NA	NA	NA	NA	NA	NA	NA	NA	0.033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.025
1755	NA	NA	NA	NA	NA	NA	NA	NA	0.067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049
1756	NA	NA	NA	NA	NA	NA	NA	NA	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033
1757	NA	NA	NA	NA	NA	NA	NA	NA	0.038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039
1758	NA	NA	NA	NA	NA	NA	NA	NA	0.061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026
1759	NA	NA	NA	NA	NA	NA	NA	NA	0.073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06
1760	NA	NA	NA	NA	NA	NA	NA	NA	0.064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.071
1761	NA	NA	NA	NA	NA	NA	NA	NA	0.047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.075
1762	NA	NA	NA	NA	NA	NA	NA	NA	0.085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.063
1763	NA	NA	NA	NA	NA	NA	NA	NA	0.07	NA	NA	0.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.078
1764	NA	NA	NA	NA	NA	NA	NA	NA	0.064	NA	NA	0.157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.085
1765	NA	NA	NA	NA	NA	NA	NA	NA	0.068	NA	NA	0.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.087
1766	NA	NA	NA	NA	NA	NA	NA	NA	0.057	NA	NA	0.126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.056
1767	NA	NA	NA	NA	NA	NA	NA	NA	0.078	NA	NA	0.121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066
1768	NA	NA	NA	0.018	NA	NA	NA	NA	0.1	NA	NA	0.097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1
1769	NA	NA	NA	0.032	NA	NA	NA	NA	0.108	NA	NA	0.094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09
1770	NA	NA	NA	0.041	NA	NA	NA	NA	0.043	NA	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.057
1771	NA	NA	NA	0.064	NA	NA	NA	NA	0.033	NA	NA	0.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.014
1772	NA	NA	NA	0.038	NA	NA	NA	NA	0.029	NA	NA	0.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032
1773	NA	NA	NA	0.096	NA	NA	NA	NA	0.061	NA	NA	0.058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066
1774	NA	NA	NA	0.094	NA	NA	NA	NA	0.062	NA	NA	0.037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.069
1775	NA	NA	NA	0.09	NA	NA	NA	NA	0.035	NA	NA	0.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03
1776	NA	NA	NA	0.094	NA	NA	NA	NA	0.037	NA	NA	0.022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039
1777	NA	NA	NA	0.085	NA	NA	NA	NA	0.065	NA	NA	0.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.016
1778	NA	NA	NA	0.073	NA	NA	NA	NA	0.064	NA	NA	0.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.051
1779	NA	NA	NA	0.068	NA	NA	NA	NA	0.042	NA	NA	0.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.089
1780	NA	NA	NA	0.065	NA	NA	NA	NA	0.057	NA	NA	0.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032
1781	NA	NA	NA	0.068	NA	NA	NA	NA	0.066	NA	NA	0.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052
1782	NA	NA	NA	0.051	NA	NA	NA	NA	0.09	NA	NA	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.031
1783	NA	NA	NA	0.046	NA	NA	NA	NA	0.072	NA	NA	0.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033
1784	NA	NA	NA	0.029	NA	NA	NA	NA	0.05	NA	NA	0.013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.034
1785	NA	NA	NA	0.03	NA	NA	NA	NA	0.018	NA	NA	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019
1786	NA	NA	NA	0.046	NA	NA	NA	NA	0.086	NA	NA	0.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039
1787	NA	NA	NA	0.031	NA	NA	NA	NA	0.05	NA	NA	0.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019
1788	NA	0.019	NA	0.035	NA	NA	NA	NA	0.024	NA	NA	0.02	NA	NA	NA	NA	NA	NA	0.046	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015
1789	NA	0.028	NA	0.041	NA	NA	NA	NA	0.052	NA	NA	0.04	NA	NA	NA	NA	NA	NA	0.069	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027
1790	NA	0.03	NA	0.029	0.096	NA	NA	NA	0.031	0.032	NA	0.019	NA	NA	NA	NA	NA	NA	0.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.024
1791	NA	0.032	NA	0.029	0.1	NA	0.092	NA	0.055	0.021	NA	0.021	NA	NA	NA	NA	NA	NA	0.082	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035
1792	NA	0.05	NA	0.056	0.103	NA	0.126	NA	0.079	0.035	NA	0.035	NA	NA	NA	NA	NA	NA	0.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.062
1793	NA	0.026	NA	0.028	0.118	NA	0.11	NA	0.07	0.036	NA	0.037	NA	NA	NA	NA	NA	NA	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04
1794	NA	0.022	NA	0.025	0.116	NA	0.11	NA	0.091	0.038	NA	0.018	NA	NA	NA	NA	NA	NA	0.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.051
1795	NA	0.027	NA	0.042	0.148	NA	0.097	NA	0.13	0.044	NA	0.026	NA	NA	NA	NA	NA	NA	0.061	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052
1796	NA	0.041	NA	0.033	0.091	0.052	0.078	NA	0.083	0.035	NA	0.008	0.039	NA	NA	NA	NA	NA	0.068	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.034
1797	NA	0.078	NA	0.043	0.094	0.073	0.095	NA	0.101	0.041	NA	0.018	0.041	NA	NA	NA	NA	NA	0.071	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.061
1798	NA	0.067	NA	0.048	0.073	0.078	0.094	NA	0.111	0.043	NA	0.026	0.039	NA	NA	NA	NA	NA	0.063	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.077
1799	NA	0.051	NA	0.018	0.057	0.067	0.06	NA	0.051	0.033	NA	0.017	0.025	NA	NA	NA	NA	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.059
1800	NA	0.137	NA	0.048	0.093	0.065	0.11	NA	0.09	0.072	NA	0.024	0.031	0.018	0.022	NA	NA	NA	0.073	NA	NA	NA	NA	NA	NA	NA	NA	0.018	0.064
1801	0.066	0.106	NA	0.045	0.077	0.089	0.082	NA	0.105	0.048	NA	0.032	0.037	0.041	0.034	NA	NA	NA	0.049	NA	NA	NA	NA	NA	NA	NA	NA	0.019	0.035
1802	0.096	0.144	NA	0.042	0.085	0.089	0.08	NA	0.087	0.051	NA	0.018	0.032	0.034	0.091	NA	NA	0.068	0.039	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.036
1803	0.086	0.132	NA	0.049	0.103	0.092	0.059	NA	0.072	0.047	NA	0.019	0.036	0.048	0.078	NA	NA	0.081	0.047	NA	NA	NA	NA	NA	NA	NA	NA	0.01	0.026
