# Ortega Rodriguez - Jamari National Forest, Rondonia, Brazil - CEFI - ITRDB BRA015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37447
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37447.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra015-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/southamerica/bra015.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bra015.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-15
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-15
#--------------------
# Title
#   Study_Name: Ortega Rodriguez - Jamari National Forest, Rondonia, Brazil - CEFI - ITRDB BRA015
#--------------------
# Investigators
#   Investigators: Ortega Rodriguez, Daigard Ricardo
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Rodriguez, Daigard Ricardo Ortega; Raúl Sánchez-Salguero; Andrea Hevia; Daniela Granato-Souza; Bruno B.L. Cintra; Bruna Hornink; Laia Andreu-Hayles; Gabriel Assis Pereira; Fidel A. Roig; Mario Tomazello-Filho
#   Published_Date_or_Year: 2023
#   Published_Title: Climate variability of the southern Amazon inferred by a multi-proxy tree-ring approach using Cedrela fissilis Vell.
#   Journal_Name: Science of The Total Environment
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.scitotenv.2023.162064
#   Full_Citation:
#   Abstract:
#   Authors: Santos, Guaciara M.; Daigard Ricardo Ortega Rodriguez; Nathan de Oliveira Barreto; Gabriel Assis-Pereira; Ana Carolina Barbosa; Fidel A. Roig; Mário Tomazello-Filho
#   Published_Date_or_Year: 2021
#   Published_Title: Growth Assessment of Native Tree Species from the Southwestern Brazilian Amazonia by Post-AD 1950 14C Analysis: Implications for Tropical Dendroclimatology Studies and Atmospheric 14C Reconstructions
#   Journal_Name: Forests
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3390/f12091177
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Jamari National Forest, Rondonia
#   Location: Brazil
#   Northernmost_Latitude: -9.25
#   Southernmost_Latitude: -9.25
#   Easternmost_Longitude: -63.25
#   Westernmost_Longitude: -63.25
#   Elevation_m: 115
#--------------------
# Data_Collection
#   Collection_Name: BRA015
#   First_Year: 1842
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes: latewood density data
#--------------------
# Species
#   Species_Name: Cedrela fissilis Vell.
#   Common_Name: Cedro rosa
#   Tree_Species_Code: CEFI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## C08A_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C08A
## C08D_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C08D
## C09A_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C09A
## C09B_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C09B
## C09C_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C09C
## C09D_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C09D
## C10A_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C10A
## C10B_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C10B
## C10C_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C10C
## C10D_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C10D
## C15A_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C15A
## C15B_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C15B
## C15C_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C15C
## C17B_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C17B
## C21A_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C21A
## C21B_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C21B
## C21C_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C21C
## C21D_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C21D
## C26B_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C26B
## C26C_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C26C
## C26D_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C26D
## C28B_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C28B
## C28C_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C28C
## C29A_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C29A
## C29B_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C29B
## C29C_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C29C
## C29D_raw	latewood density,,,gram per decimeter,,tree ring,,,N,Tree ID: C29D
#---------------------
# Data:
# Missing_Values: NA
age_CE	C08A_raw	C08D_raw	C09A_raw	C09B_raw	C09C_raw	C09D_raw	C10A_raw	C10B_raw	C10C_raw	C10D_raw	C15A_raw	C15B_raw	C15C_raw	C17B_raw	C21A_raw	C21B_raw	C21C_raw	C21D_raw	C26B_raw	C26C_raw	C26D_raw	C28B_raw	C28C_raw	C29A_raw	C29B_raw	C29C_raw	C29D_raw
1858	0.374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	0.447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	0.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	0.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	0.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	0.535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	0.432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	0.526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	0.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	0.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	0.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	0.552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	0.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	0.564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	0.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	0.628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	0.578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	0.406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	0.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	0.463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	0.504	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	0.547	0.472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.399	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	0.545	0.479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379	NA	NA	0.421	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	0.622	0.586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.433	NA	NA	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	0.598	0.527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.501	0.486	NA	0.489	NA	0.605	NA	NA	NA	NA	NA	NA	NA
1885	0.612	0.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.555	0.527	NA	0.618	NA	0.641	NA	NA	NA	NA	NA	NA	NA
1886	0.581	0.569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.518	0.546	NA	0.53	NA	0.687	NA	NA	NA	NA	NA	NA	NA
1887	0.662	0.568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.532	0.527	NA	0.551	NA	0.58	NA	NA	NA	NA	NA	NA	NA
1888	0.562	0.533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.481	0.442	NA	0.521	NA	0.513	NA	NA	NA	NA	NA	NA	NA
1889	0.563	0.624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.512	0.496	NA	0.543	NA	0.5	NA	NA	NA	NA	NA	NA	NA
1890	0.567	0.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.481	0.454	NA	0.514	NA	0.516	NA	NA	0.521	NA	0.75	NA	NA
1891	0.527	0.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.488	0.447	NA	0.452	NA	0.517	NA	NA	0.711	NA	0.58	NA	NA
1892	0.526	0.569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.443	0.48	NA	0.455	NA	0.646	NA	NA	0.746	NA	0.717	NA	NA
1893	0.561	0.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.516	0.526	NA	0.445	NA	0.549	NA	NA	0.597	NA	0.685	NA	NA
1894	0.593	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.561	NA	0.528	NA	0.588	NA	NA	0.609	NA	0.605	NA	NA
1895	0.539	0.535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.532	0.552	NA	0.612	NA	0.537	NA	NA	0.71	NA	0.665	NA	NA
1896	0.549	0.541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.516	0.632	NA	0.601	NA	0.603	NA	NA	0.585	NA	0.595	NA	NA
1897	0.553	0.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.564	0.607	NA	0.623	NA	0.588	NA	NA	0.641	NA	0.555	NA	NA
