# Pumijumnong - Nam Kong - TEGR - ITRDB THA015
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36070
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36070.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha015-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tha015-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/tha015.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tha015.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: Pumijumnong - Nam Kong - TEGR - ITRDB THA015
#--------------------
# Investigators
#   Investigators: Pumijumnong, N.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nam Kong
#   Location: Thailand
#   Northernmost_Latitude: 19.440156
#   Southernmost_Latitude: 19.440156
#   Easternmost_Longitude: 98.127093
#   Westernmost_Longitude: 98.127093
#   Elevation_m: 430
#--------------------
# Data_Collection
#   Collection_Name: THA015
#   First_Year: 1870
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TKNK211A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK211A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK211B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK211B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TNNK203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TNNK203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK203B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK203B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK213A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK213A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK213B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK213B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK216A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK216A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK216B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK216B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK215A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK215A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK215B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK215B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK206B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK206B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK206A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK206A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK208A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK208A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK208B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK208B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK218B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK218B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK218A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK218A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK114A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK114A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK214B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK214B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK204C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK204C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK204B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK204B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK202B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK202B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK205B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK205B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK209B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK209B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK209A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK209A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK210B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK210B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK210A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK210A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK207A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK207A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK207B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK207B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK201B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK201B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK201A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK201A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK220A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK220A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK219C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK219C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TKNK219D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TKNK219D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TKNK211A_raw	TKNK211B_raw	TNNK203A_raw	TKNK203B_raw	TKNK213A_raw	TKNK213B_raw	TKNK216A_raw	TKNK216B_raw	TKNK215A_raw	TKNK215B_raw	TKNK206B_raw	TKNK206A_raw	TKNK208A_raw	TKNK208B_raw	TKNK218B_raw	TKNK218A_raw	TKNK114A_raw	TKNK214B_raw	TKNK204C_raw	TKNK204B_raw	TKNK202B_raw	TKNK205A_raw	TKNK205B_raw	TKNK209B_raw	TKNK209A_raw	TKNK210B_raw	TKNK210A_raw	TKNK207A_raw	TKNK207B_raw	TKNK201B_raw	TKNK201A_raw	TKNK220A_raw	TKNK219C_raw	TKNK219D_raw
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.03	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.39	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.36	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.18	NA	NA	7.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.84	NA	NA	6.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.46	NA	NA	3.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.49	NA	NA	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.18	NA	NA	7.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	NA	NA	6.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	NA	NA	6.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.07	NA	NA	5.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA	6.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.02	NA	NA	4.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2	NA	NA	4.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.83	NA	NA	2.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.52	NA	NA	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.55	NA	NA	3.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.91	0.91	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84	NA	NA	3.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.56	0.77	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36	NA	NA	2.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.65	1.41	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	2.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.46	1.32	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	NA	NA	2.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.13	1.56	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.57	NA	NA	3.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.58	3.26	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.62	NA	NA	3.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.27	2.96	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.59	3.21	NA	5.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.82	1.99	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.72	0.65	NA	7.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.04	2.93	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.28	6.01	NA	7.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.86	2.81	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	5.62	NA	8.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.73	6.46	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.51	4.05	NA	4.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35	2.4	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.39	3.66	NA	4.51	NA	NA	NA	NA	NA	NA	NA	NA	5.15	3.52	5.25	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	4.53	NA	6.73	NA	NA	NA	NA	NA	NA	NA	NA	4.31	2.45	4.58	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	4.46	NA	3.39	NA	NA	NA	NA	NA	NA	NA	NA	6.16	2.01	2.78	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.42	1.68	NA	5.84	NA	NA	NA	NA	NA	NA	NA	NA	2.9	3.65	2.57	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15	3.53	NA	6.02	NA	NA	NA	NA	NA	NA	NA	NA	2.08	1.82	3.63	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.57	NA	NA	NA	NA	NA	NA	2.78	4.06	NA	5.64	NA	NA	NA	NA	NA	NA	NA	NA	2.6	2.14	3.06	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09	NA	NA	NA	NA	NA	NA	2.42	2.91	NA	4.22	NA	NA	NA	3.93	NA	NA	NA	NA	2	1.98	3.36	NA	NA
1907	NA	NA	NA	NA	NA	2.13	NA	NA	NA	NA	2.56	NA	NA	NA	NA	NA	NA	3.22	4.15	NA	8.63	NA	NA	NA	5.08	NA	NA	NA	NA	4.29	4.79	3.44	NA	NA
1908	NA	NA	NA	NA	NA	2.54	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA	NA	0.97	1.8	NA	5.2	NA	NA	NA	3.5	NA	NA	NA	NA	2.36	4.21	3.5	NA	NA
1909	NA	NA	NA	NA	NA	3.58	NA	NA	NA	NA	2.75	NA	NA	NA	NA	NA	NA	1.96	2.64	3.73	4.3	NA	NA	NA	3.73	NA	NA	NA	NA	3.04	6.45	2.65	NA	NA
1910	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	2.24	NA	NA	NA	NA	NA	NA	2.57	2.41	2.91	2.94	NA	NA	NA	5.23	NA	NA	NA	NA	1.71	2.69	2.83	NA	NA
1911	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	2.94	NA	NA	NA	NA	NA	NA	2.35	3.1	2.46	2.87	NA	NA	NA	3.6	NA	NA	NA	NA	2.62	3.52	1.5	NA	NA
1912	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	3.65	NA	NA	NA	NA	NA	NA	2.53	3.59	4.02	3.96	NA	NA	NA	3.92	NA	NA	NA	NA	2.61	2.85	2.68	NA	NA
1913	NA	1.82	NA	NA	NA	2.33	NA	NA	NA	NA	2.92	4.9	NA	NA	NA	NA	NA	1.56	3.28	2.21	3.17	NA	NA	NA	5.29	NA	NA	NA	NA	2.01	2.74	3.21	NA	NA
1914	NA	1.36	NA	NA	NA	1.63	NA	NA	NA	NA	2.59	4	NA	NA	NA	NA	NA	1.95	2.65	3.19	3.6	NA	NA	NA	3.95	NA	NA	NA	NA	1.93	2.35	1.99	NA	NA
1915	NA	2.88	NA	NA	NA	1.9	NA	NA	NA	NA	2.53	4.11	NA	NA	NA	NA	NA	1.6	1.89	1.53	3.03	1.31	NA	NA	7.28	NA	NA	NA	NA	3.34	3.63	3.42	NA	NA
1916	NA	3.04	NA	NA	NA	1.63	NA	NA	NA	NA	1.98	4.75	NA	NA	NA	NA	NA	1.71	3.41	3.84	3.76	3.85	NA	NA	8.04	NA	NA	NA	NA	2.35	4.58	3.48	NA	NA
1917	NA	0.84	NA	NA	NA	0.65	NA	NA	NA	NA	1.83	3	NA	NA	NA	NA	NA	1.19	2.52	2.48	2.54	2.09	NA	NA	4.77	NA	NA	NA	NA	2.56	3.55	3.75	NA	NA
1918	NA	0.88	NA	NA	NA	0.92	NA	NA	NA	NA	2.62	3.07	NA	NA	NA	2.08	NA	0.9	1.16	3.23	3.85	2.44	NA	NA	2.9	NA	NA	NA	NA	3.72	4.35	1.66	NA	NA
1919	NA	1.38	NA	NA	NA	1.26	NA	NA	NA	NA	3.36	3.83	NA	NA	NA	2.95	NA	1.46	1.92	2.05	2.73	2.86	NA	NA	3.56	NA	NA	NA	NA	4.01	5.46	2.57	NA	NA
1920	NA	1.14	NA	2.2	NA	0.74	NA	NA	5.3	NA	1.58	2.33	NA	NA	NA	4.1	NA	1.27	5.87	2.78	2.14	1.48	NA	NA	8.4	NA	NA	NA	NA	2.66	4.59	2.62	NA	NA
1921	NA	1.94	NA	2.18	NA	0.97	NA	NA	3.47	NA	1.61	2.19	NA	NA	NA	1.12	NA	1.24	3.91	1.77	2.08	2.48	NA	NA	5.13	NA	NA	NA	NA	2.82	2.57	1.83	NA	NA
1922	1.52	2.68	NA	2.31	NA	0.57	NA	NA	2.75	NA	1.93	2.97	NA	NA	NA	4.19	NA	1.63	2.6	1.28	2.23	3.38	NA	NA	6.89	NA	NA	NA	NA	1.64	2.93	1.69	NA	NA
1923	0.73	2.39	NA	1.74	NA	0.62	NA	NA	6.75	NA	0.79	1.83	NA	NA	NA	4.57	NA	1.16	3.19	1.95	1.74	3.14	NA	NA	6	3.81	NA	NA	NA	1.32	2.47	2.98	NA	NA
1924	0.74	2.02	NA	1.24	NA	1.31	NA	NA	4.18	NA	0.85	1.6	NA	NA	NA	3.59	NA	0.57	2.45	1.15	1.42	2.88	NA	NA	5.77	4.52	NA	NA	NA	0.77	2.05	1.79	NA	NA
1925	0.82	1.85	NA	1.17	0.79	0.45	NA	NA	3.5	NA	0.97	1.99	NA	NA	NA	2.21	NA	1.36	3.2	1.44	1.31	2.38	NA	NA	3.59	3.83	NA	NA	NA	0.27	2.38	1.17	NA	NA
