# Yasue - Senjo - TSDI - ITRDB JAPA016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15211
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15211.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES Asia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/japa016x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; japa016x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/japa016x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/japa016x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-05-30
#--------------------
# File_Last_Modified_Date
#   Date: 2013-05-30
#--------------------
# Title
#   Study_Name: Yasue - Senjo - TSDI - ITRDB JAPA016
#--------------------
# Investigators
#   Investigators: Yasue, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # # Climatology - temperature analyses NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: PAGES 2k Consortium
#   Journal_Name: Nature Geoscience
#   Published_Title: Continental-scale temperature variability during the past two millennia
#   Published_Date_or_Year: 2013
#   Volume: 6
#   Pages: 339-346
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/NGEO1797
#   Full_Citation: None
#   Abstract: Past global climate changes had strong regional expression. To elucidate their spatio-temporal pattern, we reconstructed past temperatures for seven continental-scale regions during the past one to two millennia. The most coherent feature in nearly all of the regional temperature reconstructions is a long-term cooling trend, which ended late in the nineteenth century. At multi-decadal to centennial scales, temperature variability shows distinctly different regional patterns, with more similarity within each hemisphere than between them. There were no globally synchronous multi-decadal warm or cold intervals that define a worldwide Medieval Warm Period or Little Ice Age, but all reconstructions show generally cold conditions between ad 1580 and 1880, punctuated in some regions by warm decades during the eighteenth century. The transition to these colder conditions occurred earlier in the Arctic, Europe and Asia than in North America or the Southern Hemisphere regions. Recent warming reversed the long-term cooling; during the period ad 1971-2000, the area-weighted average reconstructed temperature was higher than any other time in nearly 1,400 years.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Senjo
#   Location: Japan
#   Northernmost_Latitude: 35.7333
#   Southernmost_Latitude: 35.7333
#   Easternmost_Longitude: 138.2167
#   Westernmost_Longitude: 138.2167
#   Elevation_m: 2200
#--------------------
# Data_Collection
#   Collection_Name: JAPA016
#   First_Year: 1540
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: 
#--------------------
# Species
#   Species_Name: Tsuga diversifolia (Maxim.) Mast.
#   Common_Name: Japanese hemlock
#   Tree_Species_Code: TSDI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Smx11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx13b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx13b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx18b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx18b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx20b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx20b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx21b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx21b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx24b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx24b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx25b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx25b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx26b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx26b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx27a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx27a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx27b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx27b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx28b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx28b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx29a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx29a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx29b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx29b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx30_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx30; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx31a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx31a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx31b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx31b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx010a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx010a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx013a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx013a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx013b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx013b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx014a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx014a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx014b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx014b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx015a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx015a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Smx15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Smx15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Smx11_raw	Smx13b_raw	Smx14_raw	Smx15_raw	Smx17a_raw	Smx18a_raw	Smx18b_raw	Smx20a_raw	Smx20b_raw	Smx21b_raw	Smx23b_raw	Smx24b_raw	Smx25b_raw	Smx26b_raw	Smx27a_raw	Smx27b_raw	Smx28b_raw	Smx29a_raw	Smx29b_raw	Smx30_raw	Smx31a_raw	Smx31b_raw	Smx01a_raw	Smx01b_raw	Smx02a_raw	Smx04a_raw	Smx04b_raw	Smx010a_raw	Smx012_raw	Smx013a_raw	Smx013b_raw	Smx014a_raw	Smx014b_raw	Smx015a_raw	Smx15b_raw
1614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA
1615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA
1616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA
1617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA
1618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	0.95	NA	NA	NA	NA	NA
1619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	0.96	NA	NA	NA	NA	NA
1620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	0.95	NA	NA	NA	NA	NA
1621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	0.86	NA	NA	NA	NA	NA
1622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	0.92	NA	NA	NA	NA	NA
1623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	0.86	NA	NA	NA	NA	NA
1624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	0.98	NA	NA	NA	NA	NA
1625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	1.04	NA	NA	NA	NA	NA
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	0.99	NA	NA	NA	NA	NA
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	1.04	NA	NA	NA	NA	NA
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	1.01	NA	NA	NA	NA	NA
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA
1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	1.06	NA	NA	NA	NA	NA
1631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	1.03	NA	NA	NA	NA	NA
1632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	1.06	NA	NA	NA	NA	NA
1633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1.03	NA	NA	NA	NA	NA
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	1.01	NA	NA	NA	NA	NA
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	1.02	NA	NA	NA	NA	NA
1636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	1	NA	NA	NA	NA	NA
1637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	0.98	NA	NA	NA	NA	0.98
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA	0.98	NA	NA	NA	NA	1.09
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	1	NA	NA	NA	1.06	1.12
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	1	NA	NA	NA	0.94	1.04
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	0.95	NA	NA	NA	1	1.07
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA	0.91	NA	NA	NA	0.98	0.98
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.97	NA	NA	NA	1.03	1.02
1644	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.94	NA	NA	NA	0.95	1.01
1645	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1.01	NA	NA	NA	1.07	1.07
1646	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	0.95	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.93	NA	NA	NA	0.99	1.04
1647	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.97	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.91	NA	NA	NA	1.03	1.09
1648	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	0.96	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	1.01	1.07
1649	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	0.98	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.95	NA	NA	NA	1.04	1.09
1650	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	0.98	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.76	NA	NA	NA	0.96	1.02
1651	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	1.05	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1.05	NA	NA	NA	1.07	1.09
1652	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	1.01	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.99	NA	NA	NA	1.04	1.09
1653	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	0.99	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.84	NA	NA	NA	0.9	0.97
1654	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	0.99	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.89	NA	NA	NA	0.97	1.07
1655	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1.03	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.95	NA	NA	NA	0.97	1.05
1656	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	0.97	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.91	NA	NA	NA	0.91	1
1657	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	1.08	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.97	NA	NA	NA	0.99	1.06
1658	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	0.92	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.91	NA	NA	NA	0.89	0.94
1659	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	0.86	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.93	NA	NA	NA	0.72	1.08
1660	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	0.9	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	0.83	NA	NA	NA	0	0.91
1661	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA	0.97	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	0.89	NA	NA	NA	0	0.87
