# Khasanov - Dyakovskiy Forest - DL - QURO - ITRDB RUS328
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36326
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36326.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus328-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; rus328-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus328.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus328.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-04-20
#--------------------
# File_Last_Modified_Date
#   Date: 2022-04-20
#--------------------
# Title
#   Study_Name: Khasanov - Dyakovskiy Forest - DL - QURO - ITRDB RUS328
#--------------------
# Investigators
#   Investigators: Khasanov, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: Site information: near town Krasny Kut, patches of decidous broadleaf oak forests amongst steppe NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Solomina, Olga, Vladimir Matskovsky, Ekaterina Dolgova, Veronika Kuznetsova, Nadezhda Semenyak, Tatiana Bebchuk, Vladimir Mikhalenko, Alexey Karpukhin and Bulat Khasanov
#   Journal_Name: Scientific Data
#   Published_Title: Tree-ring data set for dendroclimatic reconstructions and dendrochronological dating in European Russia
#   Published_Date_or_Year: 2022
#   Volume: 9
#   Pages: 
#   Issue: 
#   Report_Number: 367
#   DOI: 10.1038/s41597-022-01456-6
#   Full_Citation: None
#   Abstract: The data set presented represents 15 years of collection. It contains tree-ring width measurements from 64 sites of living trees and ten historical chronologies based on archaeological and construction wood up to year 572 CE, altogether 2909 tree-ring series and more than 450000 measured and cross-dated tree rings. It covers the vast territory of European Russia, including its forested northern and central parts, and the Northern Caucasus mountains. The potential use of these data include climatic reconstructions of regional and hemispheric scale, dendrochronological dating of historical and cultural wood, ecological and remote sensing studies.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Russian Science Foundation
#   Grant: 14-17-00645
#--------------------
# Site_Information
#   Site_Name: Dyakovskiy Forest - DL
#   Location: Russia
#   Northernmost_Latitude: 50.7299
#   Southernmost_Latitude: 50.7299
#   Easternmost_Longitude: 46.6695
#   Westernmost_Longitude: 46.6695
#   Elevation_m: 60
#--------------------
# Data_Collection
#   Collection_Name: RUS328
#   First_Year: 1908
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DL00109a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00109a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00109b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00109b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00209a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00209a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00209b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00209b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00309a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00309a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00309b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00309b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00409a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00409a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00409b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00409b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00509a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00509a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00509b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00509b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00609a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00609a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00609b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00609b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00709a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00709a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00709b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00709b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00809a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00809a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00809b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00809b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00909a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00909a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL00909b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL00909b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01009a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01009a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01009b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01009b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01109a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01109a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01109b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01109b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01209a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01209a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01209b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01209b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01309_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01309; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01409_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01409; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01909a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01909a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL01909b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL01909b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DL02009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DL02009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DL00109a_raw	DL00109b_raw	DL00209a_raw	DL00209b_raw	DL00309a_raw	DL00309b_raw	DL00409a_raw	DL00409b_raw	DL00509a_raw	DL00509b_raw	DL00609a_raw	DL00609b_raw	DL00709a_raw	DL00709b_raw	DL00809a_raw	DL00809b_raw	DL00909a_raw	DL00909b_raw	DL01009a_raw	DL01009b_raw	DL01109a_raw	DL01109b_raw	DL01209a_raw	DL01209b_raw	DL01309_raw	DL01409_raw	DL01909a_raw	DL01909b_raw	DL02009_raw
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.184	2.19	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.934	2.623	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.716	2.259	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.825	3.112	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	2.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.161	3.162	NA	NA	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	2.417	2.626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.651	4.56	NA	NA	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	2.389	1.546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.47	4.12	NA	NA	NA
1915	0.411	NA	NA	NA	NA	NA	NA	NA	2.533	3.279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.34	4.376	0.943	NA	NA
1916	0.275	NA	NA	NA	NA	NA	NA	NA	1.904	2.285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.245	3.421	0.726	NA	NA
1917	0.37	NA	NA	NA	NA	NA	NA	NA	0.694	1.364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.479	2.695	0.672	NA	NA
1918	0.307	NA	NA	NA	NA	NA	1.196	NA	0.43	0.861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.825	2.197	1.055	NA	NA
1919	0.573	NA	NA	NA	NA	NA	1.693	NA	0.172	0.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.544	2.156	1.395	NA	NA
1920	0.569	NA	NA	NA	NA	NA	1.481	NA	1.434	2.958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.365	2.367	2.047	2.443	NA
1921	1.263	NA	NA	NA	NA	NA	0.998	NA	1.893	3.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.568	2.149	0.677	0.781	NA
1922	3.017	NA	NA	NA	NA	NA	1.819	NA	3.943	6.426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.333	3.568	1.434	1.958	NA
1923	4.046	NA	NA	NA	NA	NA	2.512	NA	5.307	6.316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.334	3.085	2.07	2.158	NA
1924	3.614	NA	NA	NA	NA	NA	4.102	NA	6.594	4.875	NA	5.383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.17	2.692	2.588	2.241	NA
1925	4.827	NA	NA	NA	NA	NA	4.562	NA	7.514	7.222	NA	4.679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.076	NA	3.499	1.892	3.681	3.849	NA
1926	4.552	NA	NA	NA	NA	NA	5.684	NA	9.107	7.144	NA	7.261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.038	NA	4.305	2.404	5.694	5.281	NA
1927	4.274	NA	4.075	7.274	NA	NA	4.279	NA	8.02	7.615	5.435	4.421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.758	NA	2.972	2.279	4.195	4.607	NA
1928	3.003	NA	4.236	6.172	NA	NA	4.102	NA	7.8	7.76	5.708	3.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.19	NA	4.011	2.453	3.686	4.129	NA
1929	0.714	NA	4.789	5.077	NA	NA	2.445	3.165	5.526	5.899	4.219	2.198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.898	NA	2.415	1.591	3.202	3.769	NA
1930	1.494	NA	3.049	3.229	NA	NA	2.064	2.404	3.525	3.889	3.786	2.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.364	NA	1.516	1.685	2.471	3.103	NA
1931	2.68	NA	2.871	3.16	NA	NA	2.892	3.522	3.88	4.912	6.49	2.705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.956	NA	1.505	1.365	2.996	2.915	NA
1932	4.367	NA	3.191	3.252	NA	NA	3.707	3.596	5.116	5.768	6.988	3.945	NA	NA	NA	5.514	NA	NA	NA	NA	NA	NA	5.907	7.925	1.771	1.348	3.444	3.838	NA
1933	2.738	3.137	3.388	2.757	NA	NA	2.795	4.198	4.088	4.447	5.499	3.004	NA	NA	NA	3.806	NA	NA	NA	NA	NA	NA	6.799	8.777	1.629	1.293	3.502	3.38	NA
1934	2.15	2.698	3.142	2.626	NA	NA	3.24	4.645	4.78	4.249	5.131	3.019	NA	NA	NA	3.59	NA	NA	NA	NA	NA	NA	7.567	9.113	1.452	1.084	3.171	3.133	NA
1935	1.352	2.306	2.518	2.705	NA	NA	3.948	5.57	3.952	3.859	4.277	2.26	NA	NA	NA	4.91	NA	NA	NA	NA	NA	NA	5.813	8.911	1.921	0.944	2.925	3.045	NA
1936	1.724	1.593	1.992	2.381	NA	0.344	3.075	5.041	3.482	3.627	3.747	2.136	NA	NA	NA	3.521	NA	NA	NA	NA	NA	NA	6.122	7.926	1.346	0.912	3.02	2.751	NA
1937	2.171	2.473	2.693	2.994	NA	1.078	4.518	6.243	4.199	5.301	5.588	3.668	NA	NA	NA	4.318	NA	NA	NA	NA	NA	NA	7.781	9.23	1.835	0.982	3.217	3.032	NA
1938	1.765	1.998	2.135	2.34	NA	0.63	3.289	4.459	3.158	3.409	3.744	2.515	NA	NA	3.797	3.468	NA	NA	NA	NA	NA	NA	6.696	7.38	1.538	1.05	2.8	2.376	NA
1939	1.405	1.783	1.72	1.835	NA	0.594	2.496	3.354	2.739	3.27	2.865	2.121	NA	NA	3.291	3.494	NA	NA	NA	NA	NA	NA	6.034	5.806	1.05	0.807	1.566	1.268	NA
1940	3.447	4.389	4.607	4.32	NA	1.332	3.041	5.001	4.358	5.411	4.708	3.198	NA	NA	4.409	5.295	NA	NA	NA	NA	NA	NA	8.024	7.36	1.703	1.072	3.047	2.568	NA
1941	4.398	5.267	4.304	4.442	NA	1.49	4.442	6.605	3.002	4.615	5.147	3.026	NA	NA	6.213	4.804	NA	NA	NA	NA	NA	NA	8.878	7.673	1.693	0.969	2.934	2.401	NA
1942	5.642	6.942	5.198	6.933	NA	2.78	7.195	8.24	3.432	6.361	6.777	4.51	NA	NA	9.126	7.636	NA	NA	NA	NA	NA	NA	8.208	6.881	3.305	0.979	5.092	4.465	11.245
1943	5.642	5.418	3.784	5.517	NA	3.249	6.303	5.784	2.96	3.286	4.798	3.263	NA	NA	7.446	6.522	NA	NA	NA	NA	NA	NA	7.344	6.014	1.769	0.865	4.029	3.99	8.974
1944	7.829	6.873	3.886	4.735	NA	1.964	4.711	6.241	3.245	3.523	5.663	4.472	NA	NA	8.636	8.361	NA	NA	NA	NA	NA	NA	7.623	5.698	3.309	1.093	3.408	3.776	7.729
1945	7.123	5.894	3.897	4.037	NA	1.563	3.503	4.711	3.803	3.304	4.21	3.526	NA	NA	5.984	6.812	0.431	NA	NA	NA	NA	NA	7.402	6.477	2.79	1.49	2.756	3.261	7.925
1946	8.878	7.331	4.799	5.763	NA	2.489	3.13	4.412	4.412	4.213	4.544	3.433	NA	5.176	7.416	9.392	0.708	NA	NA	NA	NA	NA	7.224	8.029	2.9	1.201	3.943	3.904	8.966
1947	5.815	2.439	3.361	4.841	1.848	1.996	2.845	4.086	2.798	3.818	3.169	2.485	NA	4.233	5.408	6.212	0.284	NA	NA	NA	NA	NA	8.564	6.764	2.043	0.775	2.767	2.37	7.403
1948	7.255	5.621	3.982	6.105	2.592	2.824	3.038	4.574	4.058	5.212	4.077	3.783	NA	3.801	7.478	6.66	0.401	NA	NA	NA	2.173	NA	7.213	7.328	1.589	1.279	3.306	3.813	7.935
1949	5.852	6.524	4.207	6.603	1.488	1.485	3.483	4.546	5.066	5.797	4.833	4.239	NA	5.588	7.493	7.193	0.412	NA	NA	NA	1.744	NA	8.979	4.614	2.044	1.756	3.245	3.71	8.393
1950	5.878	5.245	3.416	4.813	0.671	0.57	2.318	3.661	2.772	4.629	4.311	3.061	2.774	3.346	7.421	6.065	0.162	NA	NA	NA	1.052	NA	8.426	7.661	1.9	1.251	2.018	2.109	6.89
1951	5.276	4.274	3.341	3.672	1.169	0.848	1.719	2.682	2.773	3.685	3.198	2.418	2.777	3.145	5.045	4.776	0.146	NA	NA	NA	1.262	NA	8.623	6.742	1.922	1.231	2.024	1.68	5.869
1952	4.895	3.838	3.143	3.369	2.264	1.841	2.471	3.068	2.102	3.139	4.021	3.358	0.887	2.027	6.358	5.323	0.191	NA	NA	NA	1.924	NA	5.469	5.433	1.388	1.418	1.973	2.148	6.979
1953	3.833	4.061	2.149	2.682	0.97	0.61	1.095	1.472	1.76	2.017	3.261	2.772	2.051	3.758	5.865	4.829	0.348	NA	NA	NA	1.658	NA	4.435	5.25	1.729	0.737	1.99	1.494	7.24
