# D'Arrigo - Maman - TEGR - ITRDB IND026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36068
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36068.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/ind026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ind026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/ind026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ind026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: D'Arrigo - Maman - TEGR - ITRDB IND026
#--------------------
# Investigators
#   Investigators: D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Maman
#   Location: India
#   Northernmost_Latitude: -7.162435
#   Southernmost_Latitude: -7.162435
#   Easternmost_Longitude: 111.568351
#   Westernmost_Longitude: 111.568351
#   Elevation_m: 0
#--------------------
# Data_Collection
#   Collection_Name: IND026
#   First_Year: 1870
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## mam02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam13b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam13b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam15c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam15c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam15d_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam15d; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam18b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam18b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mam20b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mam20b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	mam02a_raw	mam02b_raw	mam04a_raw	mam10a_raw	mam13b_raw	mam15a_raw	mam15b_raw	mam15c_raw	mam15d_raw	mam18a_raw	mam18b_raw	mam20a_raw	mam20b_raw
1870	NA	NA	NA	NA	NA	NA	NA	2.624	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	4.989	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	4.031	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	3.077	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	4.845	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	4.302	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	4.432	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	3.395	NA	NA	NA	NA	NA
1878	NA	3.772	NA	NA	NA	NA	NA	2.364	NA	NA	NA	NA	NA
1879	NA	2.781	NA	NA	NA	NA	NA	5.382	NA	NA	NA	NA	NA
1880	NA	3.317	NA	NA	NA	NA	NA	4.518	NA	NA	NA	3.812	NA
1881	NA	3.538	3.015	NA	NA	NA	NA	4.046	5.64	NA	NA	5.272	NA
1882	NA	3.564	2.94	NA	NA	NA	NA	2.597	3.94	NA	NA	3.075	NA
1883	NA	2.19	3.257	NA	2.466	NA	NA	2.6	3.605	NA	NA	4.707	NA
1884	NA	2.666	2.979	NA	3.204	NA	NA	2.915	3.965	NA	NA	4.333	NA
1885	NA	2.873	1.401	NA	2.447	3.361	NA	3.066	3.052	NA	NA	4.307	NA
1886	NA	3.405	4.711	NA	3.347	3.765	NA	4.112	3.343	NA	NA	4.306	4.719
1887	3.434	3.289	1.357	NA	3.789	4.605	NA	2.284	4.965	NA	NA	3.791	5.328
1888	3.071	2.479	1.531	NA	2.234	3.798	NA	3.686	3.456	NA	NA	3.708	5.644
1889	3.694	5.145	2.357	NA	1.614	5.458	NA	6.072	5.216	NA	NA	4.017	6.327
1890	2.906	3.223	2.407	NA	2.656	6.632	NA	5.893	5.496	NA	NA	4.077	5.791
1891	3.119	1.831	1.545	NA	1.627	5.364	NA	6.379	4.326	NA	NA	4.015	5.12
1892	4.423	3.826	1.842	NA	2.251	5.412	NA	5.264	4.248	NA	NA	3.027	6.021
1893	2.781	1.725	0.878	NA	1.216	4.685	NA	2.889	3.241	NA	NA	2.385	6.065
1894	2.205	0.934	0.63	NA	2.247	4.559	NA	2.532	4.001	NA	NA	3.876	5.052
1895	2.941	1.327	1.827	NA	3.264	4.869	NA	2.651	4.312	NA	NA	4.528	6.262
1896	2.575	1.224	1.194	NA	2.438	3.622	NA	2.238	3.445	3.237	NA	3.819	4.149
1897	2.715	2.325	1.164	NA	1.516	4.957	NA	1.524	4.572	3.065	NA	4.855	4.006
1898	2.092	1.992	1.464	NA	2.142	4.041	NA	1.727	3.969	2.02	NA	3.35	5.398
1899	2.451	3.18	1.883	NA	2.833	4.193	NA	1.592	4.231	4.751	NA	3.535	4.08
1900	1.571	1.863	2.431	NA	2.528	4.524	NA	1.964	5.06	6.395	NA	2.914	4.467
1901	1.314	1.277	1.129	NA	3.953	4.356	NA	1.79	4.444	5.74	NA	2.34	5.189
1902	0.727	0.716	1.029	NA	3.149	3.661	NA	1.365	4.067	4.493	NA	1.973	4.198
1903	1.194	1.876	1.672	NA	2.448	3.961	NA	1.671	4.39	4.553	NA	2.115	4.674
1904	3.005	4.021	2.799	NA	3.714	7.513	NA	3.419	7.238	8.552	NA	4.811	6.619
1905	2.124	3.458	0.938	NA	3.881	5.946	NA	2.334	6.149	5.041	NA	3.132	5.284
1906	3.816	5.766	1.188	NA	4.349	2.9	NA	2.141	3.045	4.685	NA	4.182	5.58
1907	3.828	3.286	1.554	NA	2.993	5.373	NA	1.996	5.472	3.187	NA	2.904	5.831
1908	5.366	4.579	2.51	NA	2.935	5.871	NA	1.998	6.016	3.578	NA	3.987	3.766
1909	1.409	2.71	2.014	NA	2.605	5.459	NA	2.315	6.314	3.584	NA	3.171	6.39
1910	0.875	2.814	2.341	NA	4.012	6.063	NA	2.526	6.902	3.754	NA	4.529	4.969
1911	2.327	5.715	4.076	NA	4.763	6.411	NA	3.469	7.386	9.507	NA	5.115	6.895
1912	4.407	6.308	5.505	NA	3.669	5.777	NA	3.546	6.111	11.036	NA	1.686	3.923
1913	4.625	6.614	8.082	NA	2.611	4.608	NA	2.97	4.335	7.23	NA	2.531	2.499
1914	4.833	5.837	3.853	NA	2.331	2.425	NA	2.664	2.736	6.275	NA	3.749	2.604
1915	5.736	5.646	2.67	4.592	2.169	2.639	NA	2.871	2.591	5.792	NA	3.62	2.553
1916	6.817	7.364	3.942	11.669	2.664	4.505	NA	2.701	3.587	9.274	NA	5.626	3.238
1917	11.22	7.094	3.23	2.821	3.155	4.78	NA	1.99	4.359	7.341	NA	4.356	3.327
1918	7.765	4.256	1.95	6.66	3.008	5.828	NA	1.317	5.192	4.988	NA	3.041	2.214
1919	10.26	6.163	2.311	10.93	3.885	4.188	NA	3.822	4.519	6.494	NA	3.822	3.216
1920	9.879	5.944	2.799	5.301	4.267	3.585	NA	3.507	4.113	8.27	NA	3.376	5.261
1921	7.038	5.348	4.205	5.796	4.643	3.291	NA	2.611	3.039	8.673	NA	6.395	4.729
1922	6.176	5.904	3.23	3.511	5.019	3.281	NA	2.03	3.11	7.897	NA	4.119	4.524
1923	3.15	4.305	3.511	2.53	4.586	3.875	NA	2.042	3.597	8.66	NA	3.453	3.115
1924	4.597	5.375	4.362	1.654	6.292	4.701	NA	1.621	4.613	7.197	NA	5.205	2.498
1925	7.608	3.641	3.287	1.382	3.107	3.453	NA	1.253	3.169	4.026	NA	2.891	1.77
1926	7.425	5.962	3.245	1.744	4.488	3.272	NA	1.448	3.517	5.099	NA	4.364	5.058
1927	4.241	4.561	3.887	2.643	3.716	3.928	NA	1.131	4.296	5.876	NA	4.16	3.815
1928	5.781	6.919	5.024	3.607	4.371	4.588	NA	1.436	4.733	6.141	5.657	3.958	3.824
1929	2.889	3.024	2.137	3.953	1.673	1.972	NA	0.378	2.273	4.483	3.707	2.787	2.01
1930	2.237	3.121	2.246	5.89	1.531	3.481	NA	0.704	3.088	3.981	5.068	2.988	2.264
1931	2.094	4.089	1.636	4.421	1.955	3.695	NA	1.521	3.335	5.361	8.842	3.718	2.748
1932	2.569	5.052	1.136	4.562	2.531	4.779	NA	2.175	4.442	5.93	8.68	3.914	4.955
1933	1.395	3.144	1.611	5.116	2.238	4.102	NA	2.481	4.151	4.208	6.386	3.449	3.623
1934	2.205	3.63	1.376	4.558	1.607	4.514	NA	3.014	3.949	4.152	10.116	3.066	3.617
1935	2.132	3.587	1.309	4.297	1.203	3.934	NA	1.94	3.233	2.444	7.768	2.994	2.136
1936	4.05	3.397	2.457	3.791	1.874	3.656	NA	1.612	2.382	2.942	8.731	3.529	3.351
1937	2.065	2.718	1.825	2.859	2.224	4.541	NA	0.93	2.525	2.764	5.751	4.74	3.341
1938	0.692	2.455	2.316	3.121	2.128	3.207	NA	1.001	2.074	1.492	2.982	2.225	2.522
1939	1.828	3.339	3.167	4.674	1.884	3.225	NA	1.386	2.389	3.365	6.027	3.373	3.671
1940	2.416	3.608	4.112	4.348	2.041	2.293	NA	1.322	2.711	3.105	7.442	3.891	3.618
1941	2.266	4.522	2.742	2.514	2.119	1.472	NA	0.705	2.048	2.736	5.044	3.486	3.481
1942	3.289	3.666	3.583	3.349	3.255	1.628	NA	1.001	2.632	4.371	5.715	4.425	3.259
1943	2.785	1.989	2.175	2.022	3.272	2.47	NA	1.041	3.42	3.005	3.568	3.016	1.369
1944	2.355	1.326	1.548	2.175	3.85	4.512	NA	1.285	5.333	1.243	4.699	4.048	2.386
1945	3.013	2.258	3.32	2.306	2.852	5.727	NA	0.746	5.457	2.725	7.201	5.013	3.345
1946	1.783	1.068	2.514	2.603	2.348	4.821	NA	0.423	4.106	1.751	6.438	2.734	2.244
1947	1.799	1.085	1.625	1.431	2.086	4.715	NA	0.663	4.524	1.373	6.416	2.117	2.91
1948	0.777	1.117	1.914	1.1	2.375	3.409	NA	0.927	3.438	1.484	8.266	3.356	1.568
1949	1.709	2.946	3.464	1.889	2.206	3.89	NA	1.8	4.183	3.411	6.817	2.378	2.289
1950	1.783	2.645	3.522	2.649	2.853	4.437	NA	0.882	4.408	2.838	6.331	2.013	2.037
1951	2.236	2.32	3.033	1.845	2.089	3.606	NA	1.444	4.208	3.434	6.276	2.145	1.88
1952	1.166	1.678	1.391	0.996	0.996	1.828	NA	0.824	1.618	3.075	3.795	1.485	1.51
