# Deck - North Road - BEER - ITRDB RUSS261
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22662
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22662.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ261-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ261-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ261.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ261.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-09-08
#--------------------
# File_Last_Modified_Date
#   Date: 2017-09-08
#--------------------
# Title
#   Study_Name: Deck - North Road - BEER - ITRDB RUSS261
#--------------------
# Investigators
#   Investigators: Deck, C.; Wiles, G.(https://orcid.org/0000-0001-7977-5383); Frederick, S.E.; Matsovsky, V.; Kuderina, T.; D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796); Solomina, O.; Wiesenberg, N.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Clara Deck, Gregory Wiles, Sarah Frederick, Vladimir Matsovsky, Tatiana Kuderina, Rosanna D’Arrigo, Olga Solomina, Nicholas Wiesenberg
#   Journal_Name: Forests
#   Published_Title: Climate Response of Larch and Birch Forests across an Elevational Transect and Hemisphere-Wide Comparisons, Kamchatka Peninsula, Russian Far East
#   Published_Date_or_Year: 2017
#   Volume: 8
#   Pages: 
#   Issue: 9
#   Report_Number: 
#   DOI: 10.3390/f8090315
#   Full_Citation: None
#   Abstract: Kamchatka's forests span across the peninsula's diverse topography and provide a wide range of physiographic and elevational settings that can be used to investigate how forests are responding to climate change and to anticipate future response. Birch (Betula ermanii Cham.) and larch (Larix gmelinii (Rupr.) Kuzen) were sampled at eight new sites and together with previous collections were compared with monthly temperature and precipitation records to identify their climate response. Comparisons show that tree-ring widths in both species are primarily influenced by May through August temperatures of the current growth year, and that there is a general increase in temperature sensitivity with altitude. The ring-width data for each species were also combined into regional chronologies. The resulting composite larch chronology shows a strong resemblance to a Northern Hemisphere (NH) tree-ring based temperature reconstruction with the larch series tracking NH temperatures closely through the past 300 years. The composite birch ring-width series more closely reflects the Pacific regional coastal late summer temperatures. These new data improve our understanding of the response of forests to climate and show the low frequency warming noted in other, more continental records from high latitudes of the Northern Hemisphere. Also evident in the ring-width record is that the larch and birch forests continue to track the strong warming of interior Kamchatka.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: North Road
#   Location: Russia
#   Northernmost_Latitude: 56.70416
#   Southernmost_Latitude: 56.70416
#   Easternmost_Longitude: 160.95035
#   Westernmost_Longitude: 160.95035
#   Elevation_m: 120
#--------------------
# Data_Collection
#   Collection_Name: RUSS261
#   First_Year: 1823
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Betula ermanii Cham.
#   Common_Name: None
#   Tree_Species_Code: BEER
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NRBO7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRBO7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRB12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRB12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRBO5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRBO5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRBO5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRBO5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRBO4B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRBO4B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRD16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRD16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRD16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRD16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRD01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRD01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRD05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRD05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRDO5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRDO5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRD14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRD14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRD10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRD10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRAO9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRAO9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRD11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRD11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRC06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRC06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRC06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRC06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRC09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRC09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRC09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRC09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRC17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRC17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRC10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRC10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NRD12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NRD12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NRBO7_raw	NRB12_raw	NRBO5B_raw	NRBO5_raw	NRBO4B_raw	NRD16A_raw	NRD16B_raw	NRD01_raw	NRD05A_raw	NRDO5B_raw	NRD14_raw	NRD10_raw	NRAO9_raw	NRD11_raw	NRC06A_raw	NRC06B_raw	NRC09A_raw	NRC09B_raw	NRC17_raw	NRC10A_raw	NRD12A_raw
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.705	NA	NA	2.134	0.363	0.332	1.078	1.553	0.306	0.503	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.236	1.536	NA	NA	2.259	0.312	0.452	1.629	1.973	0.345	0.685	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.858	1.966	NA	NA	2.978	0.742	1.093	1.538	1.322	0.855	1.084	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.511	0.974	NA	NA	1.453	0.424	1.04	0.972	0.956	0.159	0.711	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.039	1.547	NA	NA	1.978	0.723	0.933	0.964	0.967	0.621	0.559	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	1.716	NA	NA	2.389	0.436	0.668	1.151	1.124	0.913	0.858	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.986	1.997	0.839	NA	2.734	0.54	0.704	1.153	1.126	0.903	0.778	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.629	1.84	1.048	NA	0.985	0.954	0.418	1.201	0.809	0.766	0.652	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.728	2.198	2.367	NA	2.208	0.73	0.677	1.256	0.162	1.04	0.819	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	1.773	1.024	NA	1.954	0.281	0.293	1.018	0.738	0.719	0.784	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.361	1.214	1.276	NA	2.045	0.283	0.351	0.971	0.543	0.706	0.592	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.809	1.058	1.014	NA	1.805	0.579	0.416	0.781	0.371	0.626	0.423	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.683	1.688	0.731	NA	1.721	0.65	0.619	0.975	0.717	0.784	0.788	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.644	1.893	0.885	NA	1.699	0.446	0.464	0.831	0.517	0.663	0.534	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.585	1.323	0.672	NA	1.864	0.335	0.643	0.549	0.772	0.381	0.435	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.334	0.776	0.645	NA	1.281	0.272	0.651	0.206	0.233	0.243	0.255	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	1.118	0.531	NA	1.519	0.401	0.82	0.274	0.479	0.315	0.372	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	1.127	1.318	0.783	0.703	NA	1.463	0.228	1.058	0.374	0.467	0.396	0.3	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	1.231	1.264	1.214	1.007	NA	1.373	0.274	0.904	0.488	0.801	0.466	0.485	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	1.31	1.495	1.187	1.126	NA	1.506	0.27	0.722	0.695	0.778	0.663	0.36	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	1.213	1.283	1.384	0.967	NA	1.546	0.417	0.617	1.057	0.821	0.613	0.479	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	1.755	1.963	1.64	1.047	NA	2.783	0.377	0.522	1.284	0.919	0.959	0.848	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	1.076	1.67	0.958	0.525	NA	1.565	0.553	0.574	0.719	0.446	0.344	0.446	0.852
1907	NA	NA	NA	NA	NA	NA	NA	NA	2.228	2.324	1.483	1.348	NA	2.314	0.78	0.793	1.198	0.604	0.405	0.974	1.879
1908	NA	NA	NA	NA	NA	NA	NA	NA	1.604	2.017	1.332	0.598	NA	1.621	0.317	0.357	0.853	0.321	0.532	0.807	0.808
1909	NA	NA	NA	NA	NA	NA	NA	NA	1.51	2.002	1.786	1.476	NA	1.906	0.332	0.356	1.106	0.469	0.735	0.62	1.3
1910	NA	NA	NA	NA	NA	NA	NA	NA	1.105	1.674	1.573	0.843	NA	1.677	0.255	0.298	0.812	0.31	0.529	0.764	1.013
1911	NA	NA	2.779	NA	NA	NA	NA	NA	0.715	1.422	1.553	0.665	NA	1.087	0.319	0.352	0.926	0.391	0.277	0.822	0.78
1912	NA	NA	1.93	NA	NA	NA	NA	NA	0.667	0.824	1.722	0.732	NA	1.201	0.2	0.215	1.123	0.556	0.435	0.675	1.069
1913	NA	NA	1.827	0.782	NA	NA	NA	1.566	0.882	1.567	2.202	0.879	NA	1.612	0.345	0.462	1.348	0.738	0.321	0.914	1.633
1914	NA	NA	1.983	0.945	NA	NA	NA	1.82	1.212	1.566	2.308	0.555	NA	1.777	0.339	0.369	1.198	0.785	0.4	0.989	0.778
1915	NA	4.339	1.923	0.661	1.038	NA	NA	1.377	0.875	1.298	1.66	0.237	NA	1.119	0.188	0.322	0.508	0.214	0.251	0.399	0.288
1916	NA	2.458	3.495	2.094	1.968	NA	NA	2.795	0.709	1.233	2.167	0.807	NA	2.251	0.422	0.471	1.093	0.263	0.134	0.519	1.293
1917	NA	0.463	2.872	0.794	1.517	NA	NA	1.956	0.957	1.275	1.797	0.912	NA	1.589	0.273	0.471	1.443	0.254	0.396	0.612	0.844
1918	NA	1.916	2.239	1.073	1.985	NA	NA	1.842	0.524	0.802	1.667	0.618	NA	1.331	0.091	0.321	0.914	0.18	0.132	0.448	0.748
1919	3.693	2.76	2.975	1.416	2.386	NA	NA	2.137	0.875	1.351	1.571	0.923	NA	1.401	0.278	0.499	0.976	0.761	0.536	0.672	1.25
1920	4.478	6.885	3.886	2.12	3.109	NA	NA	2.398	0.832	1.851	2.022	1.104	NA	1.539	0.509	0.892	1.511	1.281	0.756	0.785	1.901
1921	4.754	5.454	4.147	2.317	3.532	NA	NA	2.387	1.196	2.428	2.365	0.842	NA	2.168	0.581	0.795	1.658	1.665	0.998	0.952	1.462
1922	5.826	6.726	3.354	2.11	2.318	NA	NA	2.586	2.023	2.638	2.328	1.123	NA	2.446	0.63	0.683	1.658	1.367	1.164	0.849	1.514
1923	3.852	3.941	1.96	1.161	1.785	NA	NA	2.015	1.201	1.969	1.261	0.61	NA	1.498	0.266	0.39	1.268	0.655	0.677	0.603	1.067
1924	4.33	5.243	2.724	1.554	2.312	NA	NA	2.057	2.067	2.455	1.689	0.787	NA	1.41	0.287	0.316	1.268	0.663	0.981	0.691	1.034
1925	5.203	7.26	3.637	1.56	3.739	NA	NA	1.96	1.394	1.97	1.779	0.821	NA	1.495	0.266	0.299	1.242	0.929	0.759	0.812	1.092
1926	3.585	3.269	2.33	0.6	2.125	NA	NA	1.462	0.736	1.267	0.972	0.88	NA	1.275	0.202	0.317	0.896	0.923	0.602	0.506	1.078
1927	6.526	6.36	3.047	0.277	2.084	NA	NA	1.107	1.365	0.877	0.736	0.425	NA	1.713	0.2	0.307	0.643	0.708	0.473	0.48	0.944
1928	6.604	5.533	2.472	0.719	2.474	NA	NA	1.693	0.977	0.9	0.867	0.297	NA	2.171	0.145	0.334	0.216	0.212	0.337	0.425	1.374
1929	4.548	3.755	2.989	1.129	2.904	NA	NA	2.432	1.147	1.386	1.615	0.789	NA	1.957	0.331	0.639	1.001	0.79	0.686	0.764	1.966
1930	4.817	4.082	3.481	2.096	2.974	NA	NA	2.365	1.56	1.658	1.371	0.97	NA	2.641	0.522	0.641	1.409	0.803	1.038	0.934	1.444
1931	4.956	4.464	3.048	2.65	2.514	NA	NA	2.226	0.781	1.327	1.178	1.311	NA	1.637	0.772	0.789	1.266	0.88	0.858	0.851	1.138
1932	4.002	4.253	2.497	1.524	1.739	NA	NA	1.671	0.829	1.163	1.001	1.166	NA	1.286	0.512	0.499	1.339	0.713	0.692	0.609	0.865
1933	3.705	3.517	3.293	1.635	1.794	NA	NA	2.109	1.219	1.392	1.382	1.293	NA	1.675	0.562	0.747	1.882	1.012	0.888	1.034	1.516
1934	2.239	2.502	1.308	2.861	1.898	NA	NA	1.869	0.718	1.232	0.958	1.409	NA	0.597	0.585	0.695	1.74	1.158	0.747	1.317	1.923
1935	1.73	1.618	0.949	2.177	1.798	NA	NA	1.925	1.391	1.607	0.905	0.865	NA	1.323	0.147	0.334	1.676	1.166	0.527	0.853	1.744
1936	4.399	4.038	2.064	3.414	2.494	NA	NA	2.364	2.403	1.753	1.598	0.922	NA	1.933	0.213	0.761	1.658	1.161	0.449	0.636	1.714
1937	4.744	3.601	2.72	2.641	2.049	NA	NA	1.773	1.281	1.503	1.171	1.129	NA	2.002	0.386	0.919	1.58	1.113	0.559	0.849	1.669
1938	4.731	3.083	2.894	2.167	2.432	NA	NA	1.861	1.131	1.676	1.052	0.796	NA	1.169	0.612	0.601	1.199	0.525	0.685	0.669	0.846
1939	3.865	2.091	2.246	2.646	2.394	NA	NA	1.966	0.574	1.452	0.698	1.181	NA	1.447	1.389	1.105	1.492	0.848	0.777	0.844	1.039
1940	2.574	1.565	2.261	1.737	2.796	NA	NA	1.713	0.538	1.289	0.427	0.96	4.758	1.091	0.916	0.682	1.27	1.042	0.284	1.005	1.925
1941	2.797	2.405	2.848	1.458	2.694	NA	NA	1.971	1.393	1.927	1.03	1.22	7.154	1.777	0.671	0.533	1.357	1.097	0.763	1.587	1.407
1942	3.385	2.778	2.429	2.493	2.208	NA	NA	0.595	0.899	1.183	0.8	0.45	6.122	0.857	0.383	0.408	0.81	0.705	0.562	0.844	0.405
1943	3.936	5.256	2.726	1.81	2.409	NA	NA	0.841	0.569	1.028	0.271	0.992	5.47	0.91	0.289	0.48	0.828	0.498	0.168	0.681	0.58
1944	5.188	5.421	3.122	3.102	3.067	1.461	1.218	1.187	1.102	1.189	0.85	1.727	5.01	1.301	0.648	0.965	1.175	0.853	0.732	0.95	1.57
1945	5.251	5.411	3.039	2.73	3.306	1.507	2.025	1.892	1.446	0.373	0.688	1.508	5.891	0.893	0.892	0.469	0.961	0.711	0.709	0.722	1.151
1946	7.162	5.922	1.215	1.808	3.217	1.142	1.147	1.411	1.119	0.897	0.51	1.084	3.829	1.027	0.607	0.447	1.289	0.841	0.567	0.921	0.989
1947	2.858	3.43	0.477	0.713	1.508	0.906	0.816	0.158	0.587	0.324	0.196	0.663	3.105	0.246	0.153	0.193	0.387	0.086	0.875	0.419	1.077
1948	6.03	6.864	1.553	2.461	2.467	1.449	1.769	0.909	1.451	0.976	1.238	1.601	4.435	1.393	0.964	1.004	1.512	0.987	0.033	1.057	1.768
1949	5.718	6.639	1.843	1.968	1.886	2.107	1.602	1.013	0.648	0.548	0.878	1.208	3.851	0.894	1.008	1.09	1.053	0.762	0.926	1.253	1.066
1950	5.783	6.222	1.381	1.91	1.727	1.395	1.413	1.319	1.465	0.475	1.017	1.223	4.101	1.522	0.806	1.103	0.489	0.49	1.307	1.321	1.292
1951	5.356	6.4	1.954	2.425	1.688	1.617	1.961	1.733	0.986	0.491	0.815	1.585	4.256	1.72	1.179	1.491	0.913	0.64	1.454	1.338	1.466
1952	4.671	4.084	1.492	1.381	1.063	0.728	1.403	1.201	0.616	0.584	0.66	1.1	2.746	1.061	0.594	0.69	0.443	0.197	0.769	0.936	0.612
1953	3.355	2.832	1.372	1.259	1.005	0.818	1.194	0.464	0.463	0.486	0.456	0.889	1.761	0.592	0.4	0.562	0.265	0.118	0.225	0.752	0.429
1954	3.916	3.715	0.935	1.935	1.35	1.086	1.969	0.303	0.23	0.455	0.717	1.249	1.741	0.308	0.218	0.493	0.598	0.379	0.068	0.498	0.863
1955	4.842	4.334	1.158	1.555	1.023	1.129	1.441	0.063	0.837	0.679	0.355	1.506	1.658	0.479	0.301	0.537	0.758	0.935	0.284	0.669	1.158
1956	3.622	3.118	1.738	1.595	1.691	1.445	2.398	0.332	1.631	1.393	0.956	1.602	1.787	1.354	0.354	0.578	0.715	0.613	0.51	0.963	1.062
1957	3.931	3.208	1.68	1.187	1.199	1.17	1.902	0.642	0.991	0.941	0.749	1.621	2.222	1.209	0.434	0.916	0.343	0.514	0.433	1.187	0.944
1958	4.005	4.168	1.161	1.938	2.251	1.232	2.166	1.547	0.837	1.954	1.013	1.504	2.737	1.356	0.733	1.379	0.677	0.941	0.64	1.134	1.41
1959	4.307	4.636	1.906	2.222	1.52	1.219	2.268	1.586	1.153	2.064	0.807	2.158	2.815	1.599	1.178	1.757	0.547	0.718	0.957	1.558	1.278
1960	3.942	3.208	1.798	2.32	1.438	1.541	1.739	1.094	0.983	1.422	0.854	1.619	2.199	0.879	1.046	1.695	0.915	0.5	0.976	1.294	1.342
1961	4.024	3.853	1.908	3.409	2.051	2.512	2.458	1.447	1.368	3.19	1.595	1.892	2.308	1.305	1.374	1.722	1.457	0.586	0.784	1.283	1.314
1962	4.788	4.065	2.238	3.206	2.535	3.079	3.159	2.33	1.421	3.034	1.264	2.78	2.837	1.234	1.628	1.945	1.693	0.473	1.351	1.558	1.735
1963	3.628	2.874	1.081	3.181	2.41	2.588	3.107	1.441	1.316	2.125	1.114	2.188	2.646	1.785	1.323	1.698	1.108	0.724	0.64	1.246	1.426
1964	4.438	4.501	1.692	3.44	1.624	2.222	2.175	1.506	0.788	0.922	0.753	2.304	2.842	0.847	0.974	1.022	0.962	0.731	0.617	0.936	1.386
1965	3.629	3.164	1.757	2.601	1.445	1.068	1.397	0.887	0.441	0.723	0.638	1.619	2.553	0.49	0.93	0.723	0.647	0.326	0.115	0.822	0.94
1966	3.708	3.421	2.335	3.06	2.35	2.33	2.755	1.594	1.679	1.114	1.32	2.674	2.709	1.581	1.292	1.472	0.823	0.606	0.618	1.274	1.628
1967	4.588	3.334	2.113	3.184	1.614	1.632	2.448	1.705	1.308	1.12	0.81	2.391	2.663	0.76	1.288	1.346	0.608	0.482	0.548	1.075	1.065
1968	3.706	2.641	1.272	2.173	1.64	1.492	1.926	0.65	0.892	0.763	0.245	1.89	2.042	0.647	0.804	0.904	0.156	0.097	0.2	0.481	0.589
1969	3.02	3.094	1.506	2.193	2.822	2.191	2.265	1.433	1.143	1.263	0.843	2.47	2.56	1.428	1.414	0.9	0.871	0.708	0.538	0.813	1.355
1970	3.138	2.989	2.098	1.984	2.231	1.481	2.122	1.647	0.898	0.815	1.017	2.696	2.387	1.02	1.127	0.768	0.826	0.624	0.486	0.673	1.176
1971	2.514	1.936	1.032	1.264	1.936	0.937	1.944	0.723	0.364	0.367	0.994	1.973	1.718	0.471	0.714	0.896	0.505	0.445	0.176	0.469	1.347
1972	2.995	2.331	2.387	1.514	2.264	1.151	2.336	0.437	0.882	1.093	0.656	1.9	2.252	0.763	1.011	1.052	0.988	0.861	0.347	0.333	1.132
1973	2.437	2.539	1.382	1.084	1.183	0.795	2.01	0.381	0.781	0.55	0.618	1.77	2.051	0.6	0.694	0.612	0.225	0.208	0.329	0.297	0.773
1974	3.16	2.914	2.099	1.671	2.209	1.46	3.166	0.562	0.914	0.874	1.036	2.39	2.568	1.241	1.381	1.38	1.404	0.756	0.599	0.606	0.895
1975	2.922	2.718	1.576	1.806	1.529	1.724	3.785	1.146	0.87	1.057	0.974	2.62	2.893	1.068	1.432	1.34	1.168	0.463	0.77	0.717	1.173
1976	2.812	1.947	1.11	1.174	2.494	1.919	3.288	1.685	0.974	1.513	0.947	2.269	2.354	0.847	1.294	1.475	1.364	0.666	0.933	0.634	NA
1977	3	2.001	0.94	1.211	1.895	1.561	2.754	0.927	0.812	1.335	1.597	1.823	3.201	1.151	1.237	1.568	1.383	0.715	0.847	0.48	NA
1978	2.711	1.801	0.674	1.071	1.451	1.154	2.403	0.971	1.078	1.415	1.475	1.498	2.871	0.985	1.124	1.598	1.222	0.819	1.165	0.618	NA
1979	3.628	2.349	0.483	1.586	0.7	1.443	2.792	0.653	1.185	1.062	1.261	1.846	2.432	1.291	0.949	1.277	1.017	0.796	0.989	0.625	NA
1980	2.923	2.843	0.938	1.412	1.207	0.932	2.213	1.103	1.068	1.583	1.074	1.671	2.485	0.874	0.786	1.258	1.354	0.998	1.261	0.657	NA
1981	2.355	2.275	1.671	1.91	1.605	1.408	2.219	1.429	1.146	1.604	1.574	1.943	2.416	0.998	1.105	1.505	1.426	1.133	0.986	0.441	NA
1982	1.626	1.712	1.364	1.154	1.255	1.249	1.963	0.997	0.987	1.38	1.529	2.296	1.83	0.966	1.676	1.581	2.279	1.264	1.607	0.488	NA
1983	2.024	2.146	0.993	1.772	1.239	1.648	2.093	2.166	0.929	2.644	1.629	2.754	2.792	1.514	1.743	2.408	3.322	1.271	1.812	0.964	NA
1984	2.232	2.877	1.757	2.129	0.823	1.603	2.213	1.753	0.318	2.044	1.247	2.577	2.805	0.632	1.469	2.004	1.905	1.052	1.248	1.032	NA
1985	2.065	1.997	1.623	1.525	1.508	1.331	2.094	1.052	0.556	1.535	1.085	2.199	2.068	1.331	1.217	1.669	2.12	1.638	1.253	1.441	NA
1986	2.26	1.451	1.234	NA	1.543	1.12	2.001	0.383	0.709	0.933	0.863	1.773	1.958	1.247	1.074	1.179	1.725	0.954	1.208	1.134	NA
1987	1.82	1.519	0.922	NA	0.511	0.976	1.519	0.253	0.319	0.813	0.445	1.374	1.075	0.556	0.698	0.951	0.775	0.289	0.457	0.474	NA
1988	2.216	1.331	1.572	NA	1.11	1.171	2.291	0.175	0.472	1.157	1.082	2.166	1.415	0.953	1.112	1.486	1.632	0.671	0.591	0.384	NA
1989	2.549	1.832	1.4	NA	1.374	1.507	3.344	0.441	0.671	1.346	0.897	2.616	2.483	1.016	1.574	1.464	1.544	0.896	0.737	0.6	NA
1990	2.244	1.237	0.094	NA	0.325	0.641	1.971	0.476	0.085	0.24	0.409	1.444	1.64	0.248	0.36	0.29	0.232	0.111	0.086	0.252	NA
1991	2.2	1.525	0.268	NA	0.14	1.245	2.139	0.633	0.184	0.104	0.518	2.217	1.563	0.446	0.141	1.303	0.548	0.726	0.437	0.567	NA
1992	1.716	1.393	1.055	NA	1.135	1.426	2.666	0.68	0.961	1.087	1.458	3.156	1.827	0.569	1.025	1.625	1.143	0.7	0.832	0.814	NA
1993	1.394	1.552	0.631	NA	1.431	1.525	2.039	0.968	1.081	1.556	1.683	2.868	2.218	0.451	1.019	1.674	1.214	0.334	0.449	0.567	NA
1994	1.313	1.542	0.742	NA	1.069	1.186	1.239	1.798	0.656	0.638	1.265	2.355	1.558	1.194	0.836	1.585	0.641	0.248	0.459	0.66	NA
1995	1.67	1.748	0.901	NA	1.373	1.296	1.196	3.027	0.708	0.469	1.709	2.462	1.973	1.478	1.039	1.461	0.442	0.159	0.9	0.938	NA
1996	1.715	1.772	0.428	NA	1.71	1.569	1.284	1.803	0.894	0.89	1.355	2.463	2.534	1.33	0.823	1.917	0.298	0.178	1.014	1.223	NA
1997	1.28	1.183	0.956	NA	1.849	1.875	1.772	0.877	1.369	1.753	1.496	3.125	2.7	1.155	1.159	0.873	0.651	0.096	0.852	0.818	NA
1998	1.616	1.642	0.282	NA	1.629	1.108	1.404	0.535	0.953	1.697	1.402	2.427	2.449	0.758	0.975	0.434	0.552	0.107	0.32	0.673	NA
1999	1.574	1.214	0.037	NA	0.846	0.886	1.085	1.326	0.452	0.326	0.95	1.461	1.085	0.627	0.453	0.543	0.059	0.125	0.636	0.642	NA
