# Solomina - Shalgo-Bodunovskoye Forestry - SHBO - PISY - ITRDB RUS354
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36352
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36352.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus354-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; rus354-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus354.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus354.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-04-20
#--------------------
# File_Last_Modified_Date
#   Date: 2022-04-20
#--------------------
# Title
#   Study_Name: Solomina - Shalgo-Bodunovskoye Forestry - SHBO - PISY - ITRDB RUS354
#--------------------
# Investigators
#   Investigators: Solomina, O.; Matskovsky, V.V.
#--------------------
# Description_Notes_and_Keywords
#   Description: trees with scars from resin collection. Site Description: pine forest, trees with scars from resin collection NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Solomina, Olga, Vladimir Matskovsky, Ekaterina Dolgova, Veronika Kuznetsova, Nadezhda Semenyak, Tatiana Bebchuk, Vladimir Mikhalenko, Alexey Karpukhin and Bulat Khasanov
#   Journal_Name: Scientific Data
#   Published_Title: Tree-ring data set for dendroclimatic reconstructions and dendrochronological dating in European Russia
#   Published_Date_or_Year: 2022
#   Volume: 9
#   Pages: 
#   Issue: 
#   Report_Number: 367
#   DOI: 10.1038/s41597-022-01456-6
#   Full_Citation: None
#   Abstract: The data set presented represents 15 years of collection. It contains tree-ring width measurements from 64 sites of living trees and ten historical chronologies based on archaeological and construction wood up to year 572 CE, altogether 2909 tree-ring series and more than 450000 measured and cross-dated tree rings. It covers the vast territory of European Russia, including its forested northern and central parts, and the Northern Caucasus mountains. The potential use of these data include climatic reconstructions of regional and hemispheric scale, dendrochronological dating of historical and cultural wood, ecological and remote sensing studies.
#--------------------
#   Authors: 
#   Journal_Name: None
#   Published_Title: None
#   Published_Date_or_Year: None
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Solomina, O. N. et al. 2017. Droughts of the East European plain according to hydrometeorological and tree-ring data. Nestor-Isrotriya
#   Abstract: None
#--------------------
#   Authors: Cook, Edward R., Olga Solomina, Vladimir Matskovsky, Benjamin I. Cook, Leonid Agafonov, Alina Berdnikova, Ekaterina Dolgova, Aleksey Karpukhin, Marina Kulakova, Veronika Kuznetsova, Tomáš Kyncl, Josef Kyncl, Olga Maximova, Irina Panyuskina, Andrea Seim, Denis Tishin, Tomasz Ważny, Maxim Yermokhin
#   Journal_Name: Climate Dynamics
#   Published_Title: The European Russia Drought Atlas (1400-2016 CE)
#   Published_Date_or_Year: 2020
#   Volume: 54
#   Pages: 2317-2335
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s00382-019-05115-2
#   Full_Citation: None
#   Abstract: We present a new drought atlas for the East European or Russian Plain extending from eastern Europe to the Ural Mountains:  the European Russia Drought Atlas or ERDA. Like the Old World Drought Atlas (OWDA) for the Euro-Mediterranean region, the ERDA is a one-half degree gridded reconstruction of summer Palmer Drought Severity Indices estimated from a network of annual tree-ring chronologies in European Russia and surrounding countries. Ensemble point-by-point regression was used to generate the ERDA with the identical protocols used for developing the OWDA. Split calibration/validation tests of the ERDA indicate that it has significant skill over most of its domain and is more skillful than the OWDA over their joint domains in western Russia. Comparisons to historical droughts over European Russia further support the ERDA's overall validity. The ERDA has been spatially smoothed and infilled using a local regression method to yield a spatially complete drought atlas back to 1400 CE. EOF analysis indicates that there are three principal modes of hydroclimatic variability in the ERDA. After Varimax rotation, these modes correlate significantly with independent climate data sets extending back to the late 19th century in a physically interpretable way and relate to atmospheric circulation dynamics of droughts and heatwaves over European Russia based on more recent instrumental data.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Russian Science Foundation
#   Grant: 14-17-00645
#--------------------
# Site_Information
#   Site_Name: Shalgo-Bodunovskoye Forestry - SHBO
#   Location: Russia
#   Northernmost_Latitude: 60.45
#   Southernmost_Latitude: 60.45
#   Easternmost_Longitude: 38.46
#   Westernmost_Longitude: 38.46
#   Elevation_m: 171
#--------------------
# Data_Collection
#   Collection_Name: RUS354
#   First_Year: 1862
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## shbo1a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo1a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo1b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo1b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo3a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo3a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo3b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo3b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo4a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo4a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo5a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo5a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo5b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo5b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo6a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo6a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo6b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo6b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo7a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo7a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo7b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo7b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo8a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo8a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo8b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo8b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo9a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo9a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo9b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo9b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## shbo10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: shbo10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	shbo1a_raw	shbo1b_raw	shbo2a_raw	shbo3a_raw	shbo3b_raw	shbo4a_raw	shbo4b_raw	shbo5a_raw	shbo5b_raw	shbo6a_raw	shbo6b_raw	shbo7a_raw	shbo7b_raw	shbo8a_raw	shbo8b_raw	shbo9a_raw	shbo9b_raw	shbo10a_raw	shbo10b_raw
1862	NA	NA	NA	NA	5.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	4.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	3.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	3.42	NA	NA	NA	NA	NA	NA	NA	NA	5.32	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	3.84	NA	NA	NA	NA	NA	NA	NA	NA	5.28	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	3.26	NA	NA	NA	NA	NA	NA	NA	NA	3.73	NA	NA	NA	3.38	NA
1868	NA	NA	NA	NA	3.68	NA	NA	NA	NA	NA	NA	NA	NA	2.85	NA	NA	NA	2.71	NA
1869	NA	NA	NA	NA	3.88	7.32	NA	NA	NA	NA	NA	NA	NA	3.66	NA	NA	NA	3.71	6.89
1870	NA	NA	NA	NA	5.09	5.6	NA	2.89	NA	NA	NA	NA	3.23	3.57	NA	NA	NA	4.09	6.68
1871	NA	NA	NA	NA	4.25	4.05	NA	3.19	NA	NA	NA	NA	3.2	3.07	NA	4.96	NA	3.69	4.03
1872	NA	NA	NA	NA	3.44	3.7	NA	1.88	NA	3.23	NA	NA	2.96	2.55	NA	3.85	NA	2.63	3.11
1873	NA	NA	NA	NA	4.02	1.64	NA	3.03	NA	5.18	5.07	NA	3.34	2.24	NA	4.05	NA	3.8	3.71
1874	NA	NA	NA	NA	3.61	1.51	NA	3.82	NA	5.04	5.8	NA	5.18	2.87	NA	4.34	NA	3.7	4.11
1875	NA	NA	NA	NA	3.69	1.17	NA	3.62	NA	4.56	4.93	NA	5.1	2.89	NA	3.18	NA	3.35	3.49
1876	NA	4.66	NA	NA	3.72	1.7	NA	3.29	NA	4.88	5.05	NA	5.05	2.78	NA	2.7	NA	3.4	3.54
1877	NA	4.44	NA	NA	4.65	1.82	NA	2.86	NA	5.43	5.38	NA	4.42	3.24	NA	3.5	NA	3.65	3.41
1878	NA	3.5	1.56	NA	4.02	1.95	NA	3.15	NA	5.16	5.26	NA	3.72	2.69	NA	3.01	4.79	3.27	3.41
1879	NA	4.14	1.69	NA	3.42	1.84	NA	3.11	NA	5	4.3	NA	2.83	3.05	NA	3.02	4.02	3.39	3.68
1880	NA	3.35	1.8	NA	2.48	1.86	NA	2.72	NA	4.32	4.32	NA	2.58	2.08	3.11	2.58	3.76	2.93	3.29
1881	NA	2.23	1.81	NA	2.11	1.93	2.42	1.64	NA	4.23	3.49	NA	2.46	1.71	3.4	1.82	2.57	2.23	2.57
1882	NA	2.16	1.87	NA	3	2.19	3.07	2.19	NA	4.97	3.53	NA	2.68	1.64	2.85	2.04	2.85	2.74	2.97
1883	NA	2.01	1.92	NA	4.15	2.68	2.96	2.44	NA	5.23	3.65	NA	2.69	1.78	3.13	2.7	3.44	2.42	2.8
1884	NA	1.73	2.81	NA	2.71	1.98	2.42	2.7	NA	4.15	3.76	NA	2.84	2.17	2.74	2.44	3.35	2.68	2.58
1885	NA	2.53	2.9	NA	3.1	2.73	2.31	2.92	NA	4.3	3.97	NA	2.85	1.66	2.29	2.42	3.35	3.25	3.2
1886	7.68	2.2	2.31	NA	2.84	2.65	2.48	2.36	NA	5.01	3.66	NA	2.64	1.57	2.7	2.32	3.21	2.18	2.9
1887	4.55	1.62	2.37	NA	3.54	2.81	2.99	2.42	NA	4.78	3.79	NA	2.93	1.63	2.4	2.86	3.12	2.56	2.54
1888	3.35	1.5	2.3	NA	3.24	2.26	2.64	2.15	NA	4.47	3.29	NA	2.32	1.68	1.89	2.89	2.62	2.05	2.97
1889	3.45	1.22	2.06	NA	2.29	1.76	2.28	1.68	1.72	3.83	2.59	NA	1.93	1.05	1.33	2.38	2.11	1.64	2.77
1890	4.75	1.44	2.34	2.05	2.09	2.49	3.06	1.35	1.72	4.54	3.47	2.26	2.09	1.09	1.64	2.76	2.36	2.41	3.37
1891	3.7	1.86	1.54	2.04	2.49	2.41	2.32	1.37	1.83	2.92	2.76	2.07	1.86	1.11	1.41	2.81	2.65	2.11	2.57
1892	3.18	1.83	1.95	1.78	2.1	2.65	2.52	1.5	1.98	3.1	2.39	1.59	2.06	1.3	1.67	2.46	2.67	2.27	2.47
1893	3.15	1.58	1.67	1.39	1.74	2.19	2.07	1.57	2.03	2.65	1.93	1.98	1.91	1.1	1.44	2.09	2.53	2.3	2.39
1894	2.1	1.36	1.48	0.79	1.42	1.72	1.95	1.27	1.86	2.44	1.51	1.3	1.12	0.81	1.22	1.5	1.76	1.72	1.87
1895	2.11	1.46	1.31	0.75	1.42	1.76	1.73	1.11	1.64	2.45	1.38	1.24	1.32	0.67	1.28	1.81	1.73	1.67	1.78
1896	2	1.42	1.47	0.64	1.42	1.86	1.82	1.14	1.8	3.12	1.94	1.9	1.76	1.07	1.42	1.9	2.36	2.02	1.82
1897	2.11	1.68	1.57	0.64	1.25	1.5	1.72	1.31	1.42	2.66	1.81	1.34	1.22	1.04	1.57	1.82	2.2	1.99	1.88
1898	2.34	1.34	1.63	1.1	1.9	1.96	1.43	1.81	1.8	3	1.88	1.4	1.34	1.23	1.75	2.01	2.25	2.1	1.85
1899	2.05	0.94	1.46	1.07	1.26	1.45	1.35	1.55	1.3	2.11	1.5	1.23	1.1	0.88	1.28	1.77	1.62	1.48	1.21
1900	2.02	1.14	1.44	1.41	1.17	1.21	1.44	1.4	1.5	2.23	1.29	1.01	1	0.79	1.18	1.84	1.68	1.65	1.39
1901	2.22	1.6	2.7	1.75	1.45	1.92	1.73	1.72	1.93	2.8	1.72	0.93	0.9	0.91	1.26	2.34	1.89	1.88	1.72
1902	1.61	1.39	2.31	1.51	1.64	1.67	1.19	1.81	1.54	3.28	1.86	1.05	1.25	0.79	1.42	2.17	2.38	2.19	1.64
1903	1.58	1.33	1.56	1.31	1.44	1.24	1.16	1.4	1.39	2.69	1.78	1.17	1.24	1.41	1.47	2	1.91	2.05	1.5
1904	1.28	1.45	1.47	1.22	1.18	1.29	1.54	1.33	1.65	2	1.4	1.13	1.16	1.46	1.06	1.75	1.96	2.11	1.68
1905	1.6	1.53	2.39	1.31	1.05	1.7	1.59	1.41	1.79	2.1	1.6	1.41	1.35	1.22	1.84	1.61	1.65	2.32	1.58
1906	1.66	1.69	2.07	1.05	0.95	1.3	1.55	1.5	1.97	2.49	1.54	1.37	1.04	1.11	1.51	1.62	1.39	1.91	1.25
1907	1.46	1.56	1.58	0.93	0.81	1.19	1.15	1.19	1.9	1.97	1.78	1.14	1.18	0.89	0.94	2.14	1.7	1.4	1.15
1908	1.29	1.25	2.17	0.87	0.82	1.33	1.21	1.17	1.99	1.75	2.02	1.24	1.22	0.97	1.16	1.81	1.45	1.32	1.27
1909	1.27	1.09	1.98	0.9	0.78	1.3	1.12	1.04	1.4	1.34	1.64	1.26	1.1	0.93	1.21	1.61	1.37	1.61	1.31
1910	1.08	1.14	2	0.88	0.77	1.03	1.27	1.07	1.97	1.47	1.31	1.14	1.11	0.85	1.18	2.03	1.61	1.54	1.57
1911	1.72	1.14	1.47	1.17	0.87	1.07	1.2	1.1	1.65	1.23	1.05	1.16	0.99	0.73	0.77	1.98	1.38	1.63	1.39
1912	1.93	1.03	1.25	0.87	0.98	0.97	1.14	1.04	1.61	1.1	1.06	1.15	0.93	0.62	0.79	1.43	1.01	1.69	1.58
1913	1.69	1.32	1.17	1.48	1.25	1.21	0.9	0.94	1.85	0.9	1.36	1	1.04	0.94	1.22	1.75	1.45	1.3	1.43
1914	1.41	1.59	0.97	1.3	0.99	1.13	0.8	0.96	1.74	0.71	0.86	0.81	0.94	0.66	1.11	1.26	1.27	1.33	1.14
1915	1.52	1.1	1.04	1.25	1.31	1.32	1.11	0.96	1.67	0.89	0.75	0.74	0.8	0.69	1.05	1.38	1.01	1.18	0.91
1916	0.72	0.8	0.81	0.86	1.2	1.26	0.93	0.86	1.67	0.73	0.54	0.37	0.48	0.59	0.94	1.19	0.86	0.96	0.63
1917	0.41	1.01	1.33	1.11	1.37	1.31	0.89	0.87	1.55	0.89	0.7	0.63	0.76	0.54	0.82	1.85	1.31	1.7	1.4
1918	0.49	1	0.97	1.22	1.15	1.5	1.06	1.17	1.62	0.95	1.1	0.6	0.73	0.55	0.89	1.69	1.36	1.18	1.11
1919	0.55	1.1	0.86	1.17	1.21	1.64	1.14	1.23	1.16	0.9	1.38	0.31	0.63	0.33	0.71	1.42	1.38	0.83	1.17
1920	0.74	1.5	0.94	1.3	1.71	1.78	1.3	1.17	1.65	1.54	1.69	0.39	0.71	0.32	1.19	1.62	1.39	1.29	1.16
1921	1.54	1.11	0.77	1.31	2.14	1.79	1.1	1.05	1.61	1.65	1.48	0.78	0.95	0.53	1.11	1.5	1.08	1.09	1.49
1922	1.69	1.02	0.84	1.58	1.61	1.54	1.11	1.1	2.3	1.58	1.55	1.16	0.87	0.68	1.35	1.43	1.58	1.09	1.32
1923	1.18	0.8	0.56	1.15	1.11	1.34	0.99	0.99	1.55	1.13	1.05	1.04	0.96	0.56	0.99	1.02	1.21	0.89	1.15
1924	1.43	1.22	0.97	1.07	1.17	1.58	1.29	0.92	1.74	1.11	1.02	1.03	0.72	0.81	1.26	1.3	1.43	1.04	1.47
1925	1.47	1.46	2.02	1.43	1.75	2.17	1.61	1.27	2.35	1.95	1.44	1.26	0.79	0.93	1.44	1.81	2.05	1.35	1.9
1926	0.7	0.66	1.1	0.82	1.04	1.1	0.77	0.88	1.2	1.2	0.98	0.6	0.65	0.5	0.54	1.26	1.35	0.84	0.98
