# Deck - 54 km from Ust - BEER - ITRDB RUSS260
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22661
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22661.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ260-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ260-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ260.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ260.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-09-08
#--------------------
# File_Last_Modified_Date
#   Date: 2017-09-08
#--------------------
# Title
#   Study_Name: Deck - 54 km from Ust - BEER - ITRDB RUSS260
#--------------------
# Investigators
#   Investigators: Deck, C.; Wiles, G.(https://orcid.org/0000-0001-7977-5383); Frederick, S.E.; Matsovsky, V.; Kuderina, T.; D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796); Solomina, O.; Wiesenberg, N.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Clara Deck, Gregory Wiles, Sarah Frederick, Vladimir Matsovsky, Tatiana Kuderina, Rosanna D’Arrigo, Olga Solomina, Nicholas Wiesenberg
#   Journal_Name: Forests
#   Published_Title: Climate Response of Larch and Birch Forests across an Elevational Transect and Hemisphere-Wide Comparisons, Kamchatka Peninsula, Russian Far East
#   Published_Date_or_Year: 2017
#   Volume: 8
#   Pages: 
#   Issue: 9
#   Report_Number: 
#   DOI: 10.3390/f8090315
#   Full_Citation: None
#   Abstract: Kamchatka's forests span across the peninsula's diverse topography and provide a wide range of physiographic and elevational settings that can be used to investigate how forests are responding to climate change and to anticipate future response. Birch (Betula ermanii Cham.) and larch (Larix gmelinii (Rupr.) Kuzen) were sampled at eight new sites and together with previous collections were compared with monthly temperature and precipitation records to identify their climate response. Comparisons show that tree-ring widths in both species are primarily influenced by May through August temperatures of the current growth year, and that there is a general increase in temperature sensitivity with altitude. The ring-width data for each species were also combined into regional chronologies. The resulting composite larch chronology shows a strong resemblance to a Northern Hemisphere (NH) tree-ring based temperature reconstruction with the larch series tracking NH temperatures closely through the past 300 years. The composite birch ring-width series more closely reflects the Pacific regional coastal late summer temperatures. These new data improve our understanding of the response of forests to climate and show the low frequency warming noted in other, more continental records from high latitudes of the Northern Hemisphere. Also evident in the ring-width record is that the larch and birch forests continue to track the strong warming of interior Kamchatka.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: 54 km from Ust
#   Location: Russia
#   Northernmost_Latitude: 56.52759
#   Southernmost_Latitude: 56.52759
#   Easternmost_Longitude: 161.97069
#   Westernmost_Longitude: 161.97069
#   Elevation_m: 112
#--------------------
# Data_Collection
#   Collection_Name: RUSS260
#   First_Year: 1814
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Betula ermanii Cham.
#   Common_Name: None
#   Tree_Species_Code: BEER
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 50km01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km16C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km16C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km16D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km16D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 50km21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 50km21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	50km01_raw	50km02_raw	50km03_raw	50km05B_raw	50km09A_raw	50km10A_raw	50km10B_raw	50km11_raw	50km12A_raw	50km12B_raw	50km13A_raw	50km13B_raw	50km15A_raw	50km15B_raw	50km16C_raw	50km16D_raw	50km19A_raw	50km19B_raw	50km18A_raw	50km18B_raw	50km21_raw
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.582	NA	NA	NA	NA	NA	NA	NA
1815	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.168	NA	NA	NA	NA	NA	NA	NA
1816	0.925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.976	NA	NA	NA	NA	NA	NA	NA
1817	0.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.751	NA	NA	NA	NA	NA	NA	NA
1818	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.002	NA	NA	NA	NA	NA	NA	NA
1819	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.119	NA	NA	NA	NA	NA	NA	NA
1820	0.093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA
1821	0.566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA
1822	0.931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.244	NA	NA	NA	NA	NA	NA	NA
1823	1.023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.519	NA	NA	NA	NA	NA	NA	NA
1824	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.292	NA	NA	NA	NA	NA	NA	NA
1825	1.237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.707	NA	NA	NA	NA	NA	NA	NA
1826	1.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.303	NA	NA	NA	NA	NA	NA	NA
1827	1.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA
1828	1.466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.416	NA	NA	NA	NA	NA	NA	NA
1829	0.272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.341	NA	NA	NA	NA	NA	NA	NA
1830	0.429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.276	NA	NA	NA	NA	NA	NA	NA
1831	0.852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.952	NA	NA	NA	NA	NA	NA	NA
1832	1.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.874	NA	NA	NA	NA	NA	NA	NA
1833	0.963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.621	NA	NA	NA	NA	NA	NA	NA
1834	1.497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	0.612	NA	NA	NA	NA	NA	NA	NA
1835	1.189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.05	NA	NA	NA	NA	NA	NA	NA
1836	1.574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	1.218	NA	NA	NA	NA	NA	NA	NA
1837	1.776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.404	1.088	NA	NA	NA	NA	NA	NA	NA
1838	1.954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.553	1.233	NA	NA	NA	NA	NA	NA	NA
1839	1.636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.382	1.331	NA	0.484	NA	NA	NA	NA	NA
1840	1.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.283	0.909	NA	0.415	NA	NA	NA	NA	NA
1841	0.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.084	0.817	NA	0.552	NA	NA	NA	NA	NA
1842	1.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.453	0.578	NA	0.786	NA	NA	NA	NA	NA
1843	1.713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.766	1.123	NA	0.612	NA	NA	NA	NA	NA
1844	1.397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.601	0.717	NA	0.911	NA	NA	NA	NA	NA
1845	1.596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.745	0.834	NA	0.743	NA	NA	NA	NA	NA
1846	1.544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.067	0.947	NA	0.52	NA	NA	NA	NA	NA
1847	0.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.799	NA	1.555	0.735	NA	0.32	NA	NA	NA	NA	NA
1848	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	0.878	1.4	0.989	NA	0.639	NA	NA	NA	NA	NA
1849	1.651	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.762	1.898	1.276	1.046	NA	0.445	NA	NA	NA	NA	NA
1850	1.253	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.887	1.33	1.17	0.767	NA	0.664	NA	NA	NA	NA	NA
1851	2.045	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.001	1.803	0.209	0.553	0.426	0.541	NA	NA	NA	NA	NA
1852	0.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	1.514	0.142	0.074	0.374	0.251	NA	NA	NA	NA	NA
1853	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	1.743	0.653	0.109	0.641	0.57	NA	NA	NA	NA	NA
1854	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.531	0.41	1.415	0.374	0.42	0.539	NA	NA	NA	NA	NA
1855	0.957	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.263	0.544	1.374	0.53	0.314	0.385	NA	NA	NA	NA	NA
1856	1.358	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.098	1.038	1.995	0.796	0.05	0.306	NA	NA	NA	NA	NA
1857	2.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.271	1.313	1.108	0.84	0.251	0.074	NA	NA	NA	NA	NA
1858	1.784	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.414	0.987	0.936	0.565	0.279	0.103	NA	NA	NA	NA	NA
1859	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.731	0.998	1.642	0.442	0.346	0.297	NA	NA	NA	NA	NA
1860	1.951	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.269	1.415	0.601	0.623	0.279	0.369	NA	NA	NA	NA	NA
1861	0.674	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.133	0.274	0.112	0.288	0.341	0.337	NA	NA	NA	NA	NA
1862	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.064	0.101	0.145	0.059	0.655	0.358	NA	NA	NA	NA	NA
1863	0.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.736	0.441	1.115	0.432	0.15	0.626	NA	NA	NA	NA	NA
1864	0.311	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.982	0.67	1.064	0.396	0.057	0.173	NA	NA	NA	NA	NA
1865	0.363	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.705	1.101	1.105	0.685	0.183	0.17	NA	NA	NA	NA	NA
1866	0.509	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.398	1.022	0.666	0.678	0.086	0.181	NA	NA	NA	NA	NA
1867	1.053	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.084	2.109	1.485	1.361	0.325	0.318	NA	NA	NA	NA	NA
1868	0.602	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.734	1.212	1.097	0.548	0.038	0.048	NA	NA	NA	NA	NA
1869	1.039	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.141	2.105	1.268	0.834	0.312	0.23	NA	NA	NA	NA	NA
1870	0.75	0.616	NA	NA	NA	NA	NA	NA	NA	NA	1.796	1.198	0.932	0.74	0.278	0.293	NA	NA	NA	NA	NA
1871	0.41	0.685	NA	NA	NA	NA	NA	NA	NA	NA	0.941	0.74	0.911	0.541	0.049	0.285	NA	NA	NA	NA	NA
1872	0.512	1.14	NA	NA	NA	NA	NA	NA	NA	NA	1.165	0.768	1.084	0.757	0.126	0.188	NA	NA	NA	NA	NA
1873	1.363	1.113	NA	NA	NA	NA	NA	NA	NA	NA	1.878	1.18	1.395	1.407	0.283	0.462	NA	NA	NA	NA	NA
1874	1.365	1.034	NA	NA	NA	NA	NA	NA	NA	NA	1.409	1.644	1.082	0.899	0.332	0.398	NA	NA	NA	NA	NA
