# Krusic - Bagarchap - PPCI - ITRDB NEPA006
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3760
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3760.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa006-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa006-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa006.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa006.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-24
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-24
#--------------------
# Title
#   Study_Name: Krusic - Bagarchap - PPCI - ITRDB NEPA006
#--------------------
# Investigators
#   Investigators: Krusic, P.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bagarchap
#   Location: Nepal
#   Northernmost_Latitude: 28.3
#   Southernmost_Latitude: 28.3
#   Easternmost_Longitude: 84.18
#   Westernmost_Longitude: 84.18
#   Elevation_m: 2270
#--------------------
# Data_Collection
#   Collection_Name: NEPA006
#   First_Year: 1824
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Populus ciliata Wall. ex Royle
#   Common_Name: Himalayan poplar
#   Tree_Species_Code: PPCI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BCPC00A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC00A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC05C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC05C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC01E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC01E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC01C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC01C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC04Z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC04Z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCPC04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCPC04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BCPC00A_raw	BCPC05A_raw	BCPC05C_raw	BCPC01A_raw	BCPC01E_raw	BCPC01C_raw	BCPC01B_raw	BCPC02B_raw	BCPC03B_raw	BCPC03A_raw	BCPC06A_raw	BCPC04Z_raw	BCPC06B_raw	BCPC04B_raw
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.78	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.46	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.81	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.17	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.75	NA	NA	NA
1829	5.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.32	NA	NA	NA
1830	5.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.44	NA	NA	NA
1831	7.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.75	NA	4.98	NA
1832	5.85	NA	NA	NA	NA	2.37	NA	NA	NA	NA	3.04	NA	4.14	NA
1833	5.75	NA	NA	NA	NA	3.66	NA	NA	8.39	NA	3.29	NA	4.39	NA
1834	6.41	NA	NA	NA	NA	7.24	NA	NA	7.08	NA	3.99	NA	5.95	NA
1835	5.57	NA	5.8	NA	NA	5.57	NA	NA	7.89	NA	3.57	NA	5.04	NA
1836	4.17	NA	5.15	NA	NA	4.1	NA	NA	6.76	NA	4.21	NA	4.66	NA
1837	3.49	NA	3.71	NA	NA	3.07	NA	NA	6.34	NA	3.56	NA	3.25	NA
1838	3.03	NA	4.48	NA	NA	2.17	NA	NA	5.01	NA	3.9	NA	5.57	6.19
1839	3.67	NA	4.53	NA	NA	2.81	NA	NA	6.46	NA	2.98	NA	4.99	5.31
1840	2.32	NA	3.7	NA	NA	2.14	NA	NA	6.07	6.05	3.25	NA	4.02	5.43
1841	1.85	NA	2.73	NA	NA	1.43	NA	NA	5.24	6.42	2.75	NA	2.77	1.96
1842	2.02	NA	2.76	NA	NA	1.99	NA	NA	5.25	4.91	2.77	NA	3	3.89
1843	3.89	NA	3.74	NA	NA	3.45	NA	NA	3.18	4.77	4.36	NA	4.06	3.7
1844	4.34	NA	5.65	NA	NA	3.97	NA	NA	4.81	5.24	5.1	NA	5.32	18.19
1845	3.26	NA	5.07	NA	NA	4.5	NA	NA	4.73	6.4	4.43	NA	5.23	3.4
1846	2.33	NA	3.76	NA	4.05	2.99	NA	NA	3.47	4.46	3.42	NA	4.06	3.67
1847	1.94	NA	3.92	NA	4.21	2.58	NA	NA	4.16	5.72	2.86	NA	4.08	4.77
1848	2.23	NA	4.74	NA	3.56	3.4	NA	NA	4.51	5.36	5.3	NA	3.3	4.06
1849	3.35	NA	3.74	NA	4.13	3.76	NA	NA	4.51	5.53	5.43	NA	3.7	2.64
1850	2.94	NA	2.53	NA	2.72	2.92	NA	NA	6.18	7.16	4.7	NA	4.06	2.82
1851	3	NA	2.01	NA	3.31	1.97	NA	NA	3	3.7	4.2	NA	3.02	0.95
1852	4.02	NA	2.56	NA	2.66	2.08	NA	NA	4.9	5.99	4.92	NA	3.34	1.71
1853	4.98	NA	4.35	NA	3.31	4.06	NA	NA	5.95	5.95	6.54	NA	5.36	3.26
1854	3.38	NA	1.31	NA	2.5	1.49	NA	NA	5.17	4.16	3.09	NA	2.12	1.87
1855	3.15	NA	1.88	NA	1.91	2.27	NA	NA	3.83	4.97	5.27	NA	3.61	2.27
1856	1.76	2.79	1.06	3.11	1.84	1.39	NA	NA	5.34	6.03	2.54	NA	3.74	1.46
1857	1.86	3.04	2.72	2.09	3.1	1.74	NA	NA	4.38	3.86	3.66	NA	5.41	2.27
1858	1.34	2.62	2.69	1.6	2.6	1.3	NA	NA	4.52	5.36	3.08	NA	3.99	2.1
1859	1.86	2.65	3.77	1.65	3.15	2.11	NA	NA	4.77	3.77	3.7	NA	4.92	1.17
1860	1.38	2.21	3.09	2.75	3.72	1.83	NA	NA	5.32	2.62	2.56	NA	4.27	2.03
1861	1.97	1.98	3.21	4.08	2.08	1.58	NA	NA	4.02	4.67	1.04	NA	2.83	1.2
1862	2.75	2.24	2.84	4.27	1.67	1.72	NA	NA	5.35	5.28	1.95	NA	5.25	1.94
1863	1.71	1.59	1.4	4.15	1.1	1.21	NA	NA	6.25	4.92	1.84	NA	3.01	1.15
1864	1.98	1.78	1.69	6.82	1.36	1.4	NA	NA	5.49	4.02	1.78	NA	1.42	1.29
1865	2.17	1.75	1.41	5.79	1.36	2.18	NA	NA	5.26	5.44	2.03	NA	1.36	1.67
1866	2.96	2.73	1.81	4.97	2.32	3.19	NA	NA	3.72	3.5	2.68	NA	2.47	0.96
1867	2.33	2.61	1.49	4.88	1.6	3.39	NA	NA	2.11	2.55	2.41	NA	2.59	0.42
1868	2.2	2.16	1.67	5.91	2.38	3.58	2.14	NA	2.28	3.94	3.32	NA	2.33	0.88
1869	2.11	2.9	1.74	4.48	2.92	3.21	2.91	NA	2.47	3.77	2.27	NA	2.3	0.62
1870	1.64	3.29	2.05	4.38	2.27	2.02	2.35	NA	4.21	2.85	3.21	NA	1.9	0.4
1871	1	2.7	3.46	2.3	2.72	1.34	1.88	NA	3.3	1.67	1.44	NA	0.81	0.42
1872	1.41	2.83	4.76	1.78	5.27	2	2.87	NA	6.65	2.88	2.45	NA	2.05	0.8
1873	1.46	2.88	2.56	1.3	4.58	1.9	3.1	NA	6.12	3.56	3.68	NA	2.49	1.44
1874	1.36	2.98	2.38	2.38	4.17	1.79	2.8	NA	3.63	4.81	2.74	NA	2.07	2.06
1875	1.33	3.02	1.87	1.88	4.96	1.78	3.13	NA	4.48	4.46	2.33	NA	2.26	2.59
1876	0.6	3.57	2.81	1.86	4.64	0.87	1.67	NA	2.24	2.28	1.28	NA	2.06	2.63
1877	1.22	2.57	2.26	1.71	6.52	1.16	3.21	NA	3.13	2.12	1.56	NA	1.64	2.42
1878	1.22	2.77	1.91	1.05	6.4	1.34	2.62	NA	3.44	1.76	2.97	NA	1.87	2.22
1879	1.03	2.27	1.81	1.73	5.47	1.57	3.39	NA	1.98	1.2	3.23	NA	2.49	1.94
1880	0.41	0.95	0.96	2.58	5.25	1.01	2.29	NA	1.35	0.51	2.26	NA	1.7	1.66
