# Ballikaya - Forest farm of the Northeast Forestry University, Harbin - QUMO - ITRDB CHN090
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/????
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-????.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chn090-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chn090.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chn090.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-16
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-16
#--------------------
# Title
#   Study_Name: Ballikaya - Forest farm of the Northeast Forestry University, Harbin - QUMO - ITRDB CHN090
#--------------------
# Investigators
#   Investigators: Ballikaya, Paula;  Cherubini, Paolo; Wang, Xiaochun; Song, Wenqi
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores were collected from the Forest Farm of the Northeast Forestry University  in Harbin, China. Some trees were not very healthy, thus only good tree cores are included here, 1 tree core per tree was used.
#--------------------
# Publication
#   Authors: Ballikaya, Paula; Wenqi Song; Olivier Bachmann; Marcel Guillong; Xiaochun Wang; Paolo Cherubini
#   Published_Date_or_Year: 2023
#   Published_Title: Chemical Elements Recorded by Quercus mongolica Fisch. ex Ledeb. Tree Rings Reveal Trends of Pollution History in Harbin, China
#   Journal_Name: Forests
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3390/f14020187
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Forest farm of the Northeast Forestry University, Harbin
#   Location: China
#   Northernmost_Latitude: 45.721929
#   Southernmost_Latitude: 45.721929
#   Easternmost_Longitude: 126.634568
#   Westernmost_Longitude: 126.634568
#   Elevation_m: 150.0
#--------------------
# Data_Collection
#   Collection_Name: CHN090
#   First_Year: 1963
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus mongolica Fisch. ex Turcz.
#   Common_Name: Mongolian oak
#   Tree_Species_Code: QUMO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## QM02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM02A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM03C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM03C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM04D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM04D_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM05A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM06B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM07B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM08A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM09C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM09C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM10B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM11B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM12A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM13B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM14B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM15A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM16A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM17A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM18A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM19B_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM20A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## QM21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: QM21A_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	QM02A_raw	QM03C_raw	QM04D_raw	QM05A_raw	QM06B_raw	QM07B_raw	QM08A_raw	QM09C_raw	QM10B_raw	QM11B_raw	QM12A_raw	QM13B_raw	QM14B_raw	QM15A_raw	QM16A_raw	QM17A_raw	QM18A_raw	QM19B_raw	QM20A_raw	QM21A_raw
1963	NA	NA	NA	NA	NA	NA	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA
1964	NA	NA	NA	NA	NA	NA	2.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	3.73	NA
1965	NA	NA	NA	NA	NA	4.64	3.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.64	3.53	5.62	NA
1966	NA	NA	NA	2.88	NA	3.07	4.8	NA	NA	NA	NA	3.83	NA	3.8	NA	4.28	2.96	4.3	4.49	3.25
1967	4.41	NA	NA	3.26	NA	3.84	3.08	3.2	2.56	2.86	NA	3.84	NA	3.23	NA	4.72	3.26	2.96	3.72	2.37
1968	4.54	1.41	3.92	3.76	NA	3.53	2.85	2.87	3.2	2.99	2.33	3.31	NA	2.3	NA	3.59	2.96	2.7	3.28	2.81
1969	2.03	3.09	1.43	2.93	2.33	2.46	3.3	2.38	3.4	2.46	1.9	2.47	NA	2.6	NA	3.15	2.2	2.65	4.07	2.06
1970	1.73	4.38	1.48	2.16	1.8	1.9	3.14	2.21	3.19	2.31	1.45	3.22	NA	2.66	NA	2.33	4.09	1.64	3.59	3
1971	1.21	2.03	1.92	2.68	2.25	1.91	2.63	2.23	3.68	2.8	2.82	2.73	5.45	3.64	NA	2.27	3.31	2.9	3.91	2.6
1972	1.41	2.4	0.98	1.98	1.55	1.19	2.79	1.87	2.7	2.23	3.29	2.03	4.98	1.81	NA	1.73	3.08	1.87	2.92	1.96
1973	1.23	3.61	1.16	1.73	1.43	0.8	2.1	2.21	2.64	3.06	2.86	2.4	3.2	2.18	NA	1.45	1.98	1.86	2.2	1.74
1974	1.51	3.43	0.88	1.99	0.93	0.46	1.85	1.07	2.88	1.32	2.75	2.71	2.84	1.77	3.22	1.42	1.35	1.21	1.41	1.23
1975	1.1	3.35	0.64	0.68	0.59	0.32	1.38	0.93	2.28	0.65	2.39	2.34	2.19	1.16	3.71	0.77	0.96	0.77	1.67	0.94
1976	0.7	2.73	0.68	0.54	0.56	0.42	1.03	0.56	1.3	0.56	1.24	1.2	1.42	1.16	1.65	0.91	0.92	0.65	2.36	0.83
1977	0.47	2.13	0.43	1.13	2.3	0.52	0.6	1.02	1.85	2.25	1.69	3.32	5.39	1.63	1.99	0.95	4.97	1.09	7.15	1.05
1978	1.53	1.87	0.82	1.18	4.67	0.48	1.46	0.98	2.1	3.26	3.32	1.49	2.92	5.61	2.66	0.86	3.1	1.12	2.82	1.62
1979	1.01	3.18	1.15	3.78	3.86	0.81	2.36	1.11	3.13	1.34	2.72	1.44	2.19	3.07	2.45	0.76	2.88	1.55	5.1	1.18
1980	1.83	3.28	1.16	1.95	1.44	0.93	1.96	1.03	1.99	1.1	2.51	2.17	2.81	2.83	3.9	0.91	2.14	1.59	2.18	2.76
1981	0.91	6.72	0.91	0.96	0.85	1.02	1.91	1	1.36	1.13	2.9	1.19	1.97	2.34	2.53	1.08	2.05	1.11	2.8	2.55
1982	0.94	3.31	0.51	1.67	0.48	0.94	1.04	0.48	1.16	1.22	2.03	1.76	1.18	0.85	2.37	1	2.16	1.6	3.29	1.21
1983	1.61	3.25	1.72	2.3	1.46	1.85	2.76	1.53	2.23	1.92	3.77	3.44	3.4	1.65	1.99	1.8	2.71	3.35	3.01	3.29
1984	0.94	5.43	1.22	3.6	0.97	1.83	2.59	1.12	1.53	1.09	2.22	2.53	4.9	2.12	4.08	1.39	2.65	2.13	4.83	2.57
1985	0.68	3.67	1.07	1.47	0.89	1.23	1.18	1.23	1	0.73	3.04	1.81	3.31	2.11	2.91	0.93	2.51	2.01	1.39	1.87
1986	1.31	4.42	1.35	1.33	1.05	1.21	0.82	1.35	1.27	0.7	2.13	2.02	3.09	1.68	3.39	0.84	2.36	1.84	1.33	2.39
1987	1.49	2.88	0.98	0.71	0.91	0.84	0.75	1.2	2.63	1.62	1.59	1.72	3.9	0.88	3	0.91	2.3	1.55	4.07	2.84
1988	1.01	4.85	2.01	0.65	1.43	1.33	0.97	3.65	1.6	2	2.77	2.88	3.72	2.16	3.11	1.36	2.88	2.04	3.53	3.49
1989	0.68	1.66	0.81	0.33	0.72	0.62	2.2	1.87	0.68	0.59	2.71	2.37	3.61	1.07	2.01	1.37	2.32	1.67	2.87	1.73
1990	1.43	2.27	1.4	1.81	1.98	1.67	1.24	1.74	1.37	3.06	5.48	4.82	3.99	0.98	3.11	1.52	1.64	1.73	2.13	5.54
1991	1.47	2.17	1.47	1.38	1.12	1.06	1.43	1.39	1.03	1.36	3.69	6.61	3.96	1.42	2.45	1.18	1.52	1.46	1.76	1.64
1992	1.4	1.46	1.72	2.44	1.52	0.77	1.15	2.76	0.83	0.96	3.16	8.18	2.82	1.68	1.93	2.28	1.14	2.13	2	4.46
1993	4.61	4.13	1.54	1.2	1.42	0.91	0.75	2.01	0.82	1.32	4.59	5.79	3.04	2.45	3.45	2.04	2.52	4.24	3.25	3.7
1994	2.5	4.7	1.88	0.71	1.59	0.5	0.96	1.49	0.76	1.2	5.66	2.22	1.76	1.49	1.8	1.33	1.9	4.19	2.98	2.71
1995	2.09	1.61	0.85	0.39	1.54	0.65	1.37	0.76	0.69	0.69	2.48	1.55	1.58	1	1.12	1.47	1.82	1.34	2.5	3.17
1996	0.94	2.06	0.67	0.41	1.07	0.74	0.59	0.73	0.58	0.56	3.86	1.06	1.73	1.22	0.89	1.51	1.33	1.52	1.53	3.35
1997	1.08	2.36	0.69	0.46	1	0.67	0.44	0.92	0.73	0.59	2.64	0.89	2.32	0.86	0.96	1.35	0.91	1.43	1.38	1.63
1998	2.93	1.14	0.41	0.23	0.67	0.57	0.51	0.78	0.66	0.44	2.97	1.22	2.24	0.66	0.83	1.09	0.85	0.98	1.07	1.66
1999	1.78	2.08	0.78	0.52	1.93	0.97	0.37	1.03	0.79	0.52	3.72	2.93	4.78	1.97	2.9	1.71	2.1	1.89	1.61	2.48
2000	0.69	1.45	0.5	0.29	0.83	0.63	0.78	0.75	0.61	0.46	1.5	1.09	1.64	0.79	0.7	0.8	0.92	0.59	1.09	0.77
2001	0.64	1.04	0.67	0.25	0.62	0.42	0.52	0.78	0.54	0.31	0.85	0.78	1.49	0.48	0.58	0.85	0.42	0.47	0.8	0.92
2002	0.79	1.5	0.83	0.33	1.28	1.2	0.56	1.39	1.31	0.48	2.16	1.83	2.79	0.9	1.4	1.32	0.8	0.98	1.99	0.95
2003	0.93	1.14	0.64	0.39	1.47	0.89	0.52	0.99	0.75	0.51	2.54	1.44	2.42	0.72	0.8	0.86	0.56	0.79	1.22	0.79
2004	0.77	1.06	0.53	0.36	0.98	0.52	0.48	0.71	0.99	0.41	2.76	1.39	2.31	1.1	0.66	0.69	0.45	0.71	1.55	0.45
2005	1.85	1.61	1.34	0.39	1.92	1.9	0.79	1.26	1.45	0.71	3.74	2.5	3.93	1.28	1.33	1.16	0.8	1.58	2.3	0.71
2006	0.86	1.02	0.69	0.48	1.02	0.8	0.61	0.92	0.91	0.4	1.94	1.15	2.33	0.87	0.7	0.64	0.54	1.02	1.77	0.48
2007	1.41	1.32	0.78	0.53	1.76	1.17	0.67	1.57	1.17	0.73	1.24	1.74	2.41	1.4	0.9	1.03	0.68	1.45	1.14	0.89
2008	0.86	0.96	0.69	0.33	0.91	0.86	0.71	1.55	1	0.48	0.8	0.79	1.68	1.03	0.58	0.77	0.56	0.57	1.05	0.66
2009	1.16	1.29	1.5	0.49	0.89	1.25	0.79	1.64	1.19	0.56	1.49	1.69	3.76	1.06	1.85	1.19	0.48	1.37	1.52	1.04
2010	0.61	0.99	0.8	0.43	0.78	0.72	0.39	1.26	0.92	0.46	0.78	1.25	2.06	1.08	0.7	0.8	0.47	0.71	1.13	0.69
2011	0.59	0.88	1.06	0.37	0.71	0.71	0.5	1.23	0.8	0.35	0.91	0.84	1.33	0.75	0.57	0.57	0.37	0.72	0.96	0.79
2012	0.83	1.07	0.94	0.37	0.76	0.88	0.55	1.34	0.85	0.36	0.85	0.67	1.85	0.89	0.84	0.51	0.43	1.08	1.17	0.82
2013	0.88	1.14	0.97	0.35	0.75	1.19	0.83	0.69	0.93	0.41	0.7	0.92	2.83	0.9	0.96	0.57	0.61	1.25	1.37	1.46
2014	1.12	2.05	0.75	0.5	1.12	1.59	0.94	1.79	1.42	0.87	1.14	1.12	2.48	0.83	1.02	0.71	0.71	1.54	1.32	1.28
2015	0.9	1.92	0.98	0.47	1.14	1.26	0.98	1.62	1.55	0.88	1.56	0.93	2.04	0.95	1.16	0.61	0.9	1.58	1.39	1.31
2016	1.04	1.68	0.95	0.36	1.3	1.35	1.16	1.92	1.61	1.02	1.38	0.93	2.39	1.16	1.08	0.94	0.74	1.13	1.1	1.45
2017	0.58	1.08	0.74	0.24	0.68	0.84	0.76	1.47	1.51	0.56	0.53	0.65	1.21	1.03	0.64	0.61	0.52	0.61	0.87	1.2
2018	1.31	0.84	0.69	0.34	0.78	0.74	0.96	1.57	1.2	0.39	0.6	0.64	3.3	1.22	0.93	0.54	0.57	0.63	0.97	0.91
2019	1.56	0.88	0.68	0.35	0.94	0.81	0.77	1.15	0.8	0.59	0.78	0.85	3.89	0.97	0.99	0.72	0.87	0.82	0.92	0.98
2020	2.59	2.45	0.93	0.35	1.92	1.29	1.72	1.68	1.46	0.9	1.96	1.03	4.3	1.4	1.08	0.79	1.3	1.24	1.19	1.33
