# Wang - Tiantangzhai Natural Reserves - PITW - ITRDB CHIN083
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27453
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27453.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin083-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; chin083-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin083.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chin083.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-09-04
#--------------------
# File_Last_Modified_Date
#   Date: 2019-09-04
#--------------------
# Title
#   Study_Name: Wang - Tiantangzhai Natural Reserves - PITW - ITRDB CHIN083
#--------------------
# Investigators
#   Investigators: Wang, F.(https://orcid.org/0000-0002-9562-4849); Liao, Q.; Pan, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: Feng Wang, Dominique Arseneault, Biao Pan, Qian Liao, Junji Sugiyama
#   Journal_Name: Dendrochronologia
#   Published_Title: Pre-1930 unstable relationship between climate and tree-ring width of Pinus taiwanensis hayata in southeastern China
#   Published_Date_or_Year: 2019
#   Volume: 57
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2019.125629
#   Full_Citation: None
#   Abstract: Although it has been widely recognized that tree-ring response to climate drivers may change over recent decades, often due to anthropogenic environment changes, there are fewer reports of such changes in earlier pre-warming periods. In this paper we report on the pre-1930 unstable relationship between climate and tree-ring width (TRW) of Pinus taiwanensis Hayata in southeastern China based on reliable long-term temperature data. TRW of P. taiwanensis is strongly controlled by temperatures in two seasons, previous spring to summer (March to August, mainly June to July) and previous winter to current spring (December to March). However, TRW are insensitive to previous spring to summer temperature between 1890 and 1930. Reduced summer temperature variability, changing regimes of spring-summer temperature and precipitation, and complicated tree physiological processes behind the complex growth-climate relationship are the more likely causes of this phenomenon. This study adds to the body of knowledge that lower climate sensitivity of tree rings is not specific to the most recent decades.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tiantangzhai Natural Reserves
#   Location: China
#   Northernmost_Latitude: 31.13
#   Southernmost_Latitude: 31.13
#   Easternmost_Longitude: 115.77
#   Westernmost_Longitude: 115.77
#   Elevation_m: 1450
#--------------------
# Data_Collection
#   Collection_Name: CHIN083
#   First_Year: 1842
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus taiwanensis Hayata
#   Common_Name: Taiwan pine
#   Tree_Species_Code: PITW
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TTT02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTT02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTT04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTT04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTA07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTA07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTT03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTT03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTH01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTH01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TTT06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TTT06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TTT02_raw	TTT04_raw	TTH04_raw	TTH08_raw	TTH10_raw	TTH13_raw	TTH09_raw	TTA07_raw	TTH12_raw	TTH14_raw	TTH11_raw	TTT03_raw	TTH01_raw	TTT06_raw
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA
1845	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1846	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	1.03	NA	NA
1847	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	1.43	NA	NA
1848	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	1.03	NA	NA
1849	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA	1.18	NA	NA
1850	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	1.24	NA	NA
1851	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1852	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	0.88	NA	NA
1853	NA	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	1.57	NA	NA
1854	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	1.7	NA	NA
1855	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	1.05	NA	NA
1856	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.96	NA	NA
1857	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	1.2	NA	NA
1858	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	1.24	1.99	NA
1859	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	1.41	2.16	NA
1860	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	1.16	1.75	NA
1861	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	1.27	1.65	NA
1862	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	1.15	0.98	NA
1863	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	0.93	1.13	NA
1864	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	1.08	1.76	NA
1865	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	0.57	1.79	NA
1866	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	0.87	1.42	NA
1867	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	1.5	1.26	NA
1868	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	1.08	1.54	NA
1869	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	1.22	1.48	1.09
1870	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	NA	0.92	1.17	1.11
1871	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	1.45	2.11	1.66
1872	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	1.27	2.24	1.29
1873	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	2	1.72	1.57
1874	NA	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	2.01	1.99	1.8
1875	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	1.46	1.57	0.56
1876	NA	NA	NA	NA	0.35	NA	1.32	NA	NA	NA	NA	1.67	1.83	0.57
1877	NA	NA	NA	NA	0.69	NA	0.96	NA	NA	NA	NA	1.54	1.56	0.9
1878	NA	NA	NA	NA	0.99	NA	1.24	NA	NA	NA	NA	1.41	1.78	0.89
1879	NA	NA	NA	NA	0.83	NA	0.73	NA	NA	NA	NA	1.52	1.07	0.74
1880	NA	NA	NA	NA	0.93	NA	0.94	NA	NA	NA	NA	1.55	1.22	1.54
1881	NA	NA	NA	NA	0.44	NA	0.49	NA	NA	NA	NA	1.55	0.7	1.88
1882	NA	NA	NA	NA	0.3	NA	0.47	NA	NA	NA	NA	1.21	0.88	1.54
1883	NA	NA	1.57	NA	0.33	NA	0.52	NA	NA	NA	NA	1	1.8	0.89
1884	NA	NA	1.54	NA	0.45	0.59	0.69	NA	NA	NA	NA	1.69	1.92	1.35
1885	NA	NA	1.19	NA	0.65	0.68	0.66	NA	NA	NA	NA	1.35	1.94	1.24
1886	NA	NA	1.31	NA	1.01	0.84	0.79	NA	NA	NA	NA	1.77	1.99	1.86
1887	NA	NA	1.25	NA	0.99	0.85	0.72	NA	NA	NA	NA	1.77	2.21	1.67
1888	NA	NA	1.15	NA	0.81	0.92	0.53	NA	NA	NA	NA	1.2	1.64	1.62
1889	NA	NA	1.16	NA	0.76	1.26	0.97	NA	NA	NA	NA	1.19	2.05	1.33
1890	NA	NA	0.66	NA	0.7	1.18	0.85	NA	NA	NA	NA	0.78	2.23	0.99
1891	NA	NA	0.75	NA	0.79	1	0.76	NA	NA	NA	NA	0.96	2.28	1.11
1892	NA	NA	0.55	NA	0.71	1.29	0.66	NA	NA	NA	NA	0.8	2.01	0.92
1893	NA	NA	0.5	NA	0.54	1.34	0.74	NA	NA	NA	NA	0.7	1.64	0.87
1894	NA	NA	0.69	NA	0.79	1.69	0.76	NA	NA	NA	NA	0.79	1.48	1.04
1895	NA	NA	1.09	NA	1.25	1.84	0.64	NA	NA	NA	NA	0.87	1.63	1.29
1896	NA	1.95	1.22	NA	0.95	1.37	0.81	NA	NA	NA	NA	0.92	1.69	1.15
1897	NA	1.45	0.98	NA	0.58	1.77	0.94	NA	NA	NA	NA	0.84	1.16	0.77
1898	NA	1.72	1.05	2.75	0.68	1.9	0.76	NA	NA	NA	NA	0.78	0.9	0.67
1899	NA	2.04	1	2.42	0.79	1.81	0.98	NA	NA	NA	NA	0.99	0.37	0.95
1900	NA	2.12	1.04	2.7	0.68	1.88	0.9	NA	NA	NA	NA	1.29	0.54	1.14
1901	NA	2.17	0.94	1.89	0.41	2.29	0.94	NA	NA	NA	NA	1.12	0.27	1.13
1902	NA	2.36	1.13	1.61	0.41	2.54	1.05	NA	NA	NA	NA	1.39	0.5	1.45
1903	NA	1.99	0.97	1.77	0.44	1.71	0.93	NA	NA	NA	NA	0.84	0.71	0.94
1904	NA	2.31	1.13	1.44	0.31	1.43	0.86	NA	NA	NA	NA	0.83	0.75	1.02
1905	NA	2.44	0.81	1.72	0.51	1.5	0.96	2.66	NA	NA	NA	0.84	0.82	1.15
1906	NA	1.78	0.57	1.3	0.38	1	0.84	2.08	NA	NA	1.99	0.68	0.7	1
1907	NA	2.18	0.79	1.49	0.35	1.11	0.72	2.51	NA	NA	1.45	0.65	0.82	1.34
1908	NA	1.92	1.1	1.64	0.58	1.38	0.6	2.45	NA	NA	1.19	1.68	1.27	1.08
1909	NA	2.06	0.93	1.56	0.73	1.13	0.68	3.27	NA	NA	1.38	1.56	1.14	1.11
1910	NA	2.13	0.88	1.68	0.58	1.07	0.65	4.51	NA	NA	1.68	1.13	1.1	1.12
