# Solomina - Bannoye Lake - B42S - PISY - ITRDB RUS319
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36317
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36317.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus319-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; rus319-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/rus319.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/rus319.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-04-20
#--------------------
# File_Last_Modified_Date
#   Date: 2022-04-20
#--------------------
# Title
#   Study_Name: Solomina - Bannoye Lake - B42S - PISY - ITRDB RUS319
#--------------------
# Investigators
#   Investigators: Solomina, O.; Dolgova, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: Site information: pine forest near cape Rebolda and Bannoye lake NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Solomina, Olga, Vladimir Matskovsky, Ekaterina Dolgova, Veronika Kuznetsova, Nadezhda Semenyak, Tatiana Bebchuk, Vladimir Mikhalenko, Alexey Karpukhin and Bulat Khasanov
#   Journal_Name: Scientific Data
#   Published_Title: Tree-ring data set for dendroclimatic reconstructions and dendrochronological dating in European Russia
#   Published_Date_or_Year: 2022
#   Volume: 9
#   Pages: 
#   Issue: 
#   Report_Number: 367
#   DOI: 10.1038/s41597-022-01456-6
#   Full_Citation: None
#   Abstract: The data set presented represents 15 years of collection. It contains tree-ring width measurements from 64 sites of living trees and ten historical chronologies based on archaeological and construction wood up to year 572 CE, altogether 2909 tree-ring series and more than 450000 measured and cross-dated tree rings. It covers the vast territory of European Russia, including its forested northern and central parts, and the Northern Caucasus mountains. The potential use of these data include climatic reconstructions of regional and hemispheric scale, dendrochronological dating of historical and cultural wood, ecological and remote sensing studies.
#--------------------
#   Authors: 
#   Journal_Name: None
#   Published_Title: Spatial variation of pine tree-ring growth in the Solovetsky Islands
#   Published_Date_or_Year: None
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.31857/S2587-55662019241-50
#   Full_Citation: 10.31857/S2587-55662019241-50
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Russian Science Foundation
#   Grant: 17-77-20123
#--------------------
# Site_Information
#   Site_Name: Bannoye Lake - B42S
#   Location: Russia
#   Northernmost_Latitude: 65.15
#   Southernmost_Latitude: 65.15
#   Easternmost_Longitude: 35.8
#   Westernmost_Longitude: 35.8
#   Elevation_m: 10
#--------------------
# Data_Collection
#   Collection_Name: RUS319
#   First_Year: 1537
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## B42S1a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S1a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S1b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S1b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S2a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S2a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S2b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S2b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S3a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S3a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S3b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S3b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S4a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S4a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S4b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S4b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S5a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S5a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S5b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S5b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S6a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S6a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S6b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S6b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S7a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S7a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S7b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S7b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S8a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S8a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S8b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S8b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## B42S12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: B42S12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	B42S1a_raw	B42S1b_raw	B42S2a_raw	B42S2b_raw	B42S3a_raw	B42S3b_raw	B42S4a_raw	B42S4b_raw	B42S5a_raw	B42S5b_raw	B42S6a_raw	B42S6b_raw	B42S7a_raw	B42S7b_raw	B42S8a_raw	B42S8b_raw	B42S9_raw	B42S10a_raw	B42S10b_raw	B42S11a_raw	B42S11b_raw	B42S12a_raw	B42S12b_raw
1537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA	NA	NA	NA
1538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	NA	NA	NA	NA
1539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	NA	NA	NA	NA
1540	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	0.92
1541	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	NA	NA	NA	0.78
1542	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.71	NA	NA	NA	1.47
1543	NA	NA	1.67	2.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.41	NA	NA	NA	1.92
1544	NA	NA	1.65	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	1.16
1545	NA	NA	0.93	2.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67	NA	NA	NA	2.72	NA	NA	NA	1.1
1546	NA	NA	0.82	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	NA	NA	NA	1.97	NA	NA	NA	1.24
1547	NA	NA	1.54	2.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.93	NA	NA	NA	1.22	NA	NA	NA	1.14
1548	NA	NA	1.25	1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	0.76	NA	NA	NA	1.24
1549	NA	NA	0.47	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	1.41	NA	NA	0.52	NA	NA	NA	1.13
1550	NA	NA	0.24	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.82	NA	NA	0.34	NA	NA	NA	1.2
1551	NA	NA	0.1	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	0.61	NA	NA	0.32	NA	NA	NA	1
1552	NA	NA	0.1	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.42	NA	NA	0.22	NA	NA	NA	1.52
1553	NA	NA	0.09	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.42	NA	NA	0.23	NA	NA	NA	1.57
1554	NA	NA	0.23	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.52	NA	NA	0.45	NA	NA	NA	1.55
1555	NA	NA	0.39	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	0.52	NA	NA	0.37	NA	NA	NA	1.59
1556	NA	NA	0.28	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	0.65	NA	NA	0.42	NA	NA	NA	1.36
1557	NA	NA	0.2	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.67	NA	NA	0.7	NA	NA	NA	1.11
1558	NA	NA	0.49	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.46	NA	NA	0.53	NA	NA	NA	1.28
1559	NA	NA	0.94	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.59	NA	NA	1.21	NA	NA	NA	1.29
1560	NA	NA	1.13	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	0.7	NA	NA	1.49	NA	NA	NA	1.32
1561	NA	NA	1.46	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	1.18	NA	NA	1.53	NA	NA	NA	1.39
1562	NA	NA	1.14	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	0.98	NA	NA	0.76	NA	NA	NA	0.65
1563	NA	NA	0.93	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	1.12	NA	NA	1.14	NA	NA	NA	1.26
1564	NA	NA	0.67	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	1.24	NA	NA	1.28	NA	NA	NA	0.95
1565	NA	NA	0.48	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	1.38	NA	NA	1.38	NA	NA	NA	1.07
1566	NA	NA	0.5	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34	1.41	NA	NA	1.33	NA	NA	NA	1
1567	1.3	NA	0.62	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.17	1.75	NA	NA	1.38	NA	NA	NA	1.14
1568	1.87	NA	0.99	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	2.2	NA	NA	1.25	NA	NA	NA	0.89
1569	1.55	NA	0.59	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	1.95	NA	NA	0.89	NA	NA	NA	1.02
1570	1.26	NA	0.5	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1.5	NA	NA	1.25	NA	NA	NA	0.91
1571	1.2	NA	0.48	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	1.1	NA	NA	0.83	NA	NA	NA	1.02
1572	1.04	NA	0.31	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	0.78	NA	NA	0.6	NA	NA	NA	0.41
1573	1.06	NA	0.33	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.96	NA	NA	0.53	NA	NA	NA	0.4
1574	1.06	NA	0.39	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	1.29	NA	NA	0	NA	NA	NA	0.43
1575	0.86	NA	0.6	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	1.31	NA	NA	0.54	NA	NA	NA	0.51
1576	1.28	NA	1.26	0.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	1.46	NA	NA	0.65	NA	NA	NA	0.7
1577	1.82	NA	1.16	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	1.48	NA	NA	0.77	NA	NA	NA	0.79
1578	2.45	NA	1.49	1.71	NA	NA	NA	NA	3.1	NA	NA	NA	NA	NA	1.8	1.38	NA	NA	1.17	NA	NA	NA	0.74
1579	2.29	NA	0.95	1.02	NA	NA	NA	NA	2.14	NA	NA	NA	NA	NA	1.69	1.51	NA	NA	1.65	NA	NA	NA	0.62
1580	1.75	NA	0.86	0.89	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	1.77	1.59	NA	NA	1.36	NA	NA	NA	0.5
1581	1.6	NA	0.68	0.89	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA	1.78	1.41	NA	NA	0.97	NA	NA	NA	0.85
1582	2.17	NA	0.72	0.98	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	1.84	1.62	NA	NA	0.99	NA	NA	NA	0.95
1583	2	NA	0.84	1.07	NA	NA	NA	NA	2.19	NA	NA	NA	NA	NA	1.7	1.41	NA	NA	1.3	NA	NA	NA	1.01
1584	1.43	NA	0.84	1.18	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA	1.23	1.24	NA	NA	1.3	NA	NA	NA	0.76
1585	1.93	NA	1.38	2.07	NA	NA	NA	NA	1.93	NA	NA	NA	NA	NA	1.7	1.56	NA	NA	1.53	NA	NA	NA	0.77
1586	1.68	NA	0.86	1.73	NA	NA	NA	NA	2.03	NA	NA	NA	NA	NA	1.71	1.65	NA	NA	1.8	NA	NA	NA	0.74
1587	1.46	NA	0.54	0.93	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	1.22	0.82	NA	NA	0.92	NA	NA	NA	0.48
1588	1.23	NA	0.44	0.88	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	1.01	0.82	1.14	NA	0.83	NA	NA	NA	0.36
1589	0.97	NA	0.59	0.99	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	1.64	1.08	1.09	NA	0.92	NA	NA	NA	0.71
1590	0.83	NA	0.5	0.89	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	1.57	1.06	1.48	NA	0.95	NA	NA	NA	0.78
1591	0.88	NA	0.45	1.05	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA	1.38	1.42	1.47	NA	0.69	NA	NA	NA	0.97
1592	0.95	1.32	0.44	0.88	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	1.67	1.1	1.15	NA	0.6	NA	NA	NA	0.82
