# Myglan - Kolchan - LASI - ITRDB RUSS252
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/21001
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-21001.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ252-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ252-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ252.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ252.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-11-20
#--------------------
# File_Last_Modified_Date
#   Date: 2016-11-20
#--------------------
# Title
#   Study_Name: Myglan - Kolchan - LASI - ITRDB RUSS252
#--------------------
# Investigators
#   Investigators: Myglan, V.S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Anna V. Taynik, Valentin V. Barinov, Orlan Ch. Oidupaa, Vladimir S. Myglan, Frederick Reinig, Ulf Büntgen
#   Journal_Name: Dendrochronologia
#   Published_Title: Growth coherency and climate sensitivity of Larix sibirica at the upper treeline in the Russian Altai-Sayan Mountains
#   Published_Date_or_Year: 2016
#   Volume: 39
#   Pages: 10-16
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2015.12.003
#   Full_Citation: None
#   Abstract: Tree-ring research in the Altai-Sayan Mountains so far only considered a limited number of well-replicated site chronologies. The dendroecological and palaeoclimatological potential and limitations of large parts of south-central Russia therefore remain rather unexplored. Here, we present a newly updated network of 13 larch (Larix sibirica Ldb.) tree-ring width (TRW) chronologies from mid to higher elevations along a nearly 1000 km west-to-east transect across the greater Altai-Sayan region. All data were sampled between 2009 and 2014. The corresponding site chronologies cover periods from 440 to 860 years. The highest TRW agreement is found between chronologies >=2200 m asl, whereas the material from lower elevations reveals overall less synchronized interannual to longer-term growth variability. While fluctuations in average June-July temperature predominantly contribute to the growth at higher elevations, arid air masses from Mongolia mainly affect TRW formation at lower elevations. Our results are indicative for the dendroclimatological potential of the Altai-Sayan Mountains, where both, variation in summer temperature and hydroclimate can be robustly reconstructed back in time. These findings are valid for a huge region in central Asia where reliable meteorological observations are spatially scarce and temporally restricted to the second half of the 20th century. The development of new high-resolution climate reconstruction over several centuries to millennia will further appear beneficial for timely endeavors at the interface of archaeology, climatology and history.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kolchan
#   Location: Russia
#   Northernmost_Latitude: 50.36
#   Southernmost_Latitude: 50.36
#   Easternmost_Longitude: 91.28
#   Westernmost_Longitude: 91.28
#   Elevation_m: 2170
#--------------------
# Data_Collection
#   Collection_Name: RUSS252
#   First_Year: 1573
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.
#   Common_Name: Siberian larch
#   Tree_Species_Code: LASI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 06kol01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol02c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol02c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 06kol13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 06kol13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12kol20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12kol20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	06kol01_raw	06kol02_raw	06kol02b_raw	06kol02c_raw	06kol04_raw	06kol05_raw	06kol05b_raw	06kol06_raw	06kol07_raw	06kol08_raw	06kol09_raw	06kol10_raw	06kol11_raw	06kol12_raw	06kol13_raw	12kol01_raw	12kol02_raw	12kol03_raw	12kol06_raw	12kol08_raw	12kol09_raw	12kol10_raw	12kol11_raw	12kol13_raw	12kol14_raw	12kol17_raw	12kol18_raw	12kol19_raw	12kol20_raw
1573	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1574	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1576	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1577	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1578	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1579	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1580	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1581	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1582	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1583	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1584	NA	NA	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1585	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1586	NA	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1587	NA	NA	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA
1588	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	0.64	NA	NA	NA	NA	NA
1589	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA
1590	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA
1591	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA
1592	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA
1593	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	0.47	NA	0.19	NA	NA	NA
1594	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	0.3	NA	0.13	NA	NA	NA
1595	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	0.33	NA	0.16	NA	NA	NA
1596	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	0.29	NA	0.12	NA	NA	NA
1597	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	0.27	NA	0.11	NA	NA	NA
1598	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	0.35	NA	0.08	NA	NA	NA
1599	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	0.3	NA	0.09	NA	NA	NA
1600	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	0.4	NA	0.11	NA	NA	NA
1601	NA	NA	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	0.41	NA	0.05	NA	NA	NA
1602	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	0.47	NA	0.12	NA	NA	NA
1603	NA	NA	0.72	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	0.55	NA	0.1	NA	NA	NA
1604	NA	NA	0.69	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	0.41	NA	0.12	NA	NA	NA
1605	NA	NA	1.02	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	0.63	NA	0.13	NA	NA	NA
1606	NA	NA	1.01	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	0.53	NA	0.2	NA	NA	NA
1607	NA	NA	0.85	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	0.53	NA	0.22	NA	NA	NA
1608	NA	NA	0.82	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	0.58	NA	0.17	NA	NA	NA
1609	NA	NA	0.54	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	0.46	NA	0.18	NA	NA	NA
1610	NA	NA	0.5	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	0.39	NA	0.15	NA	NA	NA
1611	NA	NA	0.91	NA	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA	NA	NA	0.47	NA	0.2	NA	NA	NA
1612	NA	NA	0.96	NA	0.37	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	0.54	NA	0.27	NA	NA	NA
1613	NA	NA	1.45	NA	0.74	NA	1.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	0.39	NA	NA	NA	NA	0.76	NA	0.28	NA	NA	NA
1614	NA	NA	1.44	NA	0.99	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	0.33	NA	NA	NA	NA	0.62	NA	0.3	NA	NA	NA
1615	NA	NA	0.74	NA	0.99	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	NA	0.21	NA	NA	NA	NA	0.64	NA	0.2	NA	NA	NA
1616	NA	NA	0.61	NA	1.23	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	0.26	NA	NA	NA	NA	0.64	NA	0.34	NA	NA	NA
1617	NA	NA	0.91	NA	1.72	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	0.33	NA	NA	NA	NA	0.6	NA	0.32	NA	NA	NA
1618	NA	NA	0.44	NA	1.52	NA	1.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	NA	0.3	NA	NA	NA	NA	0.54	NA	0.27	NA	NA	NA
1619	NA	NA	0.66	NA	1.16	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	0.4	NA	NA	NA	NA	0.62	NA	0.36	NA	NA	NA
1620	NA	NA	0.78	NA	1.21	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	0.31	NA	NA	NA	NA	0.4	NA	0.3	NA	NA	NA
1621	NA	NA	0.65	NA	1.07	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	0.38	NA	NA	NA	NA	0.51	NA	0.3	NA	NA	NA
1622	NA	NA	0.54	NA	0.67	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	NA	0.19	NA	NA	NA	NA	0.35	NA	0.19	NA	NA	NA
1623	NA	NA	0.42	NA	0.62	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	0.24	NA	NA	NA	NA	0.32	NA	0.18	NA	NA	NA
1624	NA	NA	0.34	NA	0.37	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	0.12	NA	NA	NA	NA	0.22	NA	0.14	NA	NA	NA
1625	NA	NA	0.56	NA	0.64	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	0.2	NA	NA	NA	NA	0.28	NA	0.18	NA	NA	NA
