# D'Arrigo - Gubug_Payung - TEGR - ITRDB IND027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36069
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36069.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/ind027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ind027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/ind027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ind027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-02-28
#--------------------
# File_Last_Modified_Date
#   Date: 2022-02-28
#--------------------
# Title
#   Study_Name: D'Arrigo - Gubug_Payung - TEGR - ITRDB IND027
#--------------------
# Investigators
#   Investigators: D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Zuidema, P.A., F. Babst,, P. Groenendijk, V. Trouet, A. Abiyu, R. Acuña-Soto, E. Adenesky-Filho, R. Alfaro-Sánchez, J. Roberto Vieira Aragão, G. Assis-Pereira,, X. Bai, A.C. Barbosa, G. Battipaglia, H. Beeckman, P. C. Botosso, T. Bradley, A. Bräuning, R. Brienen, B. M. Buckley, J.J. Camarero, A. Carvalho, G. Ceccantini, L.R. Centeno-Erguera, J. Cerano-Paredes, Á.A. Chávez-Durán, B.B.L. Cintra, M.K. Cleaveland, C. Couralet, R. D'Arrigo, J.I. Del Valle, O. Dünisch, B.J. Enquist,, K. Esemann-Quadros,, Z. Eshetu, Z.-X. Fan, M.E. Ferrero,, E. Fichtler, C. Fontana, K.S. Francisco, A. Gebrekirstos, E. Gloor, D. Granato-Souza, K. Haneca, G.L. Harley, I. Heinrich, G. Helle, J.G. Inga, M. Islam,, Y.-M. Jiang, M. Kaib, Z.H. Khamisi, M. Koprowski,, B. Kruijt, E. Layme, R. Leemans, A.J. Leffler, C.S. Lisi, N.J. Loader, G.M. Locosselli,, L. Lopez, M.I. López-Hernández, J.L.P.C. Lousada, H.A. Mendivelso, M. Mokria,, V. Ribeiro Montóia,, E. Moors,, C. Nabais, J. Ngoma, F.d.C. Nogueira Júnior, J.M. Oliveira, G.M. Olmedo, M.A. Pagotto, S. Panthi, G. Pérez-De-Lis, D. Pucha-Cofrep, N. Pumijumnong, M. Rahman,, J.A. Ramirez, E.J. Requena-Rojas, A.d.S. Ribeiro, I. Robertson, F.A. Roig,, E.A. Rubio-Camacho, U. Sass-Klaassen, J. Schöngart, P.R. Sheppard, F. Slotta, J.H. Speer, M.D. Therrell, B. Toirambe, M. Tomazello-Filho, M.C.A. Torbenson,, R. Touchan, A. Venegas-González, R. Villalba, J. Villanueva-Diaz, R. Vinya, M. Vlam, T. Wils, Z.-K. Zhou.
#   Journal_Name: Nature Geoscience
#   Published_Title: Tropical tree growth driven by dry-season climate variability
#   Published_Date_or_Year: 2022
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/s41561-022-00911-8
#   Full_Citation: None
#   Abstract: Interannual variability in the global land carbon sink is strongly related to variations in tropical temperature and rainfall. This association suggests an important role for moisture-driven fluctuations in tropical vegetation productivity, but empirical evidence to quantify the responsible ecological processes is missing. Such evidence can be obtained from tree-ring# data that quantify variability in a major vegetation productivity component: woody biomass growth. Here we compile a pantropical tree-ring network to show that annual woody biomass growth increases primarily with dry-season precipitation and decreases with dry-season maximum temperature. The strength of these dry-season climate responses varies among sites, as reflected in four robust and distinct climate response groups of tropical tree growth derived from clustering. Using cluster and regression analyses, we find that dry-season climate responses are amplified in regions that are drier, hotter and more climatically variable. These amplification patterns suggest that projected global warming will probably aggravate drought-induced declines in annual tropical vegetation productivity. Our study reveals a previously underappreciated role of dry-season climate variability in driving the dynamics of tropical vegetation productivity and consequently in influencing the land carbon sink.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gubug_Payung
#   Location: India
#   Northernmost_Latitude: -7.083333
#   Southernmost_Latitude: -7.083333
#   Easternmost_Longitude: 111.483333
#   Westernmost_Longitude: 111.483333
#   Elevation_m: 64
#--------------------
# Data_Collection
#   Collection_Name: IND027
#   First_Year: 1864
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tectona grandis L. f.
#   Common_Name: teak
#   Tree_Species_Code: TEGR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GUB-1.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-1.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-1.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-1.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-2.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-2.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB 2.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB 2.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-3.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-3.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-3.3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-3.3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB 4.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB 4.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-5.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-5.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-5.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-5.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-6.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-6.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-6.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-6.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-7.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-7.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-9.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-9.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-9.2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-9.2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gub10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gub10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gub10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gub10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GUB-11.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GUB-11.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## gub11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: gub11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GUB-1.1_raw	GUB-1.2_raw	GUB-2.1_raw	GUB 2.2_raw	GUB-3.1_raw	GUB-3.3_raw	GUB 4.2_raw	GUB-5.1_raw	GUB-5.2_raw	GUB-6.1_raw	GUB-6.2_raw	GUB-7.2_raw	GUB-9.1_raw	GUB-9.2_raw	gub10a_raw	gub10b_raw	GUB-11.1_raw	gub11b_raw
1864	NA	NA	NA	10.501	NA	NA	NA	8.787	6.678	NA	NA	NA	NA	NA	NA	NA	NA	6.282
1865	NA	NA	NA	4.85	NA	NA	NA	6.91	6.957	NA	NA	NA	NA	NA	NA	NA	NA	7.961
1866	NA	NA	NA	6.743	NA	NA	NA	6.643	7.965	NA	NA	NA	NA	NA	NA	NA	NA	7.013
1867	NA	NA	5.786	6.312	NA	NA	NA	7.126	7.798	NA	NA	NA	NA	NA	NA	NA	NA	5.187
1868	NA	NA	3.352	2.905	NA	NA	NA	4.843	4.47	NA	NA	NA	NA	NA	NA	NA	NA	3.774
1869	NA	NA	4.594	5.058	NA	NA	NA	9.619	7.377	NA	NA	NA	NA	NA	NA	NA	NA	4.517
1870	NA	2.583	6.05	3.968	NA	NA	NA	7.396	4.425	NA	NA	NA	NA	NA	NA	NA	NA	2.478
1871	NA	3.418	5.382	4.523	NA	NA	NA	6.14	3.03	NA	NA	NA	NA	NA	NA	NA	NA	2.089
1872	NA	2.585	6.115	5.483	NA	NA	NA	6.156	5.418	NA	NA	NA	NA	NA	NA	NA	NA	1.016
1873	NA	1.85	3.662	3.699	NA	NA	NA	3.502	3.186	NA	NA	NA	NA	NA	NA	NA	NA	0.944
1874	NA	2.289	3.949	4.684	NA	NA	NA	5.266	4.666	NA	NA	NA	NA	NA	NA	NA	NA	1.948
1875	NA	3.73	4.325	4.094	NA	NA	NA	5.401	4.195	NA	NA	NA	NA	NA	NA	NA	NA	3.371
1876	6.544	3.729	4.336	3.35	NA	NA	NA	4.963	5.719	NA	NA	NA	NA	NA	NA	3.707	NA	1.857
1877	5.892	2.395	3.576	4.471	NA	NA	NA	2.651	3.761	NA	NA	NA	NA	NA	NA	3.925	NA	1.453
1878	4.049	2.372	4.167	5.07	NA	NA	NA	2.96	2.956	NA	NA	NA	NA	NA	NA	4.177	NA	1.57
1879	4.668	4.835	2.959	4.127	NA	NA	NA	3.766	4.429	NA	NA	3.711	NA	NA	NA	4.637	4.688	1.312
1880	5.038	5.903	4.621	4.19	NA	NA	NA	3.644	4.227	NA	NA	6.732	NA	NA	NA	2.964	2.774	3.256
1881	8.38	5.527	4.008	4.921	NA	NA	NA	3.722	4.085	NA	NA	4.97	NA	NA	NA	3.704	3.013	1.902
1882	8.83	5.383	4.412	3.849	NA	NA	NA	2.776	3.304	NA	NA	6.017	NA	NA	NA	3.663	1.509	2.102
1883	8.01	5.865	2.326	1.779	NA	NA	NA	2.795	2.859	NA	NA	9.211	NA	NA	NA	1.89	1.306	1.057
1884	8.703	4.141	4.428	3.197	NA	NA	NA	3.145	4.363	NA	NA	8.239	NA	NA	NA	2.478	2.029	0.877
1885	4.195	3.434	2.275	2.388	NA	NA	NA	2.584	3.258	NA	NA	5.627	NA	NA	NA	2.083	1.785	2.882
1886	5.932	4.029	2.2	3.256	NA	NA	NA	2.47	2.649	NA	NA	7.346	NA	NA	NA	2.125	1.692	5.458
1887	10.146	4.527	2.21	2.184	NA	NA	NA	2.398	2.781	NA	NA	6.24	NA	NA	NA	2.166	2.338	2.915
1888	7.828	4.39	2.872	2.004	NA	NA	NA	2.116	3.021	NA	NA	6.485	NA	NA	1.861	1.22	2.221	1.444
1889	6.773	6.36	2.923	2.588	NA	NA	NA	1.618	1.632	NA	NA	6.185	NA	NA	3.69	2.899	2.378	2.142
1890	8.317	4.739	1.596	2.59	NA	NA	4.097	2.26	2.451	NA	NA	4.829	NA	NA	3.386	3.334	1.874	1.982
1891	5.232	4.282	2.651	2.715	NA	NA	3.598	2.372	2.33	NA	NA	3.274	NA	NA	2.668	3.087	1.705	1.97
1892	5.427	2.804	2.614	3.062	NA	NA	3.691	3.566	2.787	NA	NA	5.282	NA	NA	2.434	3.239	1.933	2.261
1893	2.892	2.695	2.376	2.078	NA	NA	5.058	1.689	2.16	4.158	NA	1.997	NA	NA	2.373	2.088	1.823	2.588
1894	3.749	2.609	2.102	1.265	NA	NA	4.449	1.947	3.344	2.044	NA	2.746	NA	NA	1.315	2.283	0.609	1.048
1895	4.221	2.502	3.409	1.692	NA	NA	4.431	2.275	2.12	1.417	NA	1.504	NA	NA	2.251	2.451	2.093	3.143
1896	3.892	4.142	3.261	1.154	NA	NA	2.95	2.203	0.965	1.27	NA	1.451	NA	NA	1.061	2.092	1.246	2.614
1897	3.468	4.599	2.76	1.499	NA	NA	2.697	2.568	1.054	1.312	NA	1.773	NA	NA	1.323	1.593	0.876	2.578
1898	3.338	4.341	2.567	1.649	NA	NA	3.22	2.196	0.755	2.375	NA	2.346	NA	NA	1.795	1.468	0.997	3.356
1899	4.8	3.253	2.391	1.016	NA	NA	4.312	2.749	1.341	3.792	NA	1.158	NA	NA	1.472	1.732	0.901	2.961
1900	4.328	3.97	2.204	1.998	NA	NA	3.733	2.888	2.037	3.272	NA	2.079	NA	NA	1.565	2.278	1.233	1.078
1901	7.102	3.244	2.427	2.276	NA	NA	3.952	2.618	1.558	4.696	NA	0.951	NA	NA	1.431	2.222	1.233	2.055
1902	3.09	3.074	2.89	0.743	NA	NA	2.541	1.602	0.501	3.774	NA	0.769	NA	NA	1.39	1.673	0.588	2.334
1903	4.137	2.986	2.098	0.921	NA	1.802	4.009	1.447	0.752	3.448	NA	1.705	NA	NA	1.783	3.569	0.829	1.184
1904	8.264	4.316	3.106	2.057	NA	2.529	5.044	3.924	3.625	4.99	NA	3.319	NA	NA	3	4.223	2.254	4.362
1905	8.12	3.728	1.471	1.351	NA	2.683	4.056	3.348	2.242	4.744	NA	1.474	NA	NA	2.003	4.593	1.127	2.547
1906	6.728	4.159	1.79	0.763	NA	2.017	2.909	2	2.413	5.255	NA	3.733	NA	NA	1.978	5.08	1.261	1.994
1907	3.504	3.913	1.793	0.864	NA	2.99	3.514	2.407	1.759	5.017	NA	3.592	NA	NA	2.213	4.875	1.442	1.531
1908	3.992	3.887	2.832	1.098	NA	1.781	4.468	2.063	2.35	4.425	NA	4.866	NA	NA	2.79	4.032	1.477	0.963
1909	3.754	5.117	3.308	0.903	NA	2.406	4.926	2.706	1.897	3.727	5.59	2.577	NA	NA	2.577	4.014	3.826	2.131
1910	3.95	4.192	3.195	1.429	NA	1.941	4.897	2.625	2.473	4.607	4.763	3.336	NA	NA	2.497	3.633	4.153	1.902
1911	4.811	4.349	2.404	1.244	NA	1.273	3.807	2.678	1.764	5.589	3.878	4.463	NA	NA	2.27	4.744	5.549	2.295
1912	4.134	5.546	1.147	0.526	NA	1.389	1.422	2.941	1.53	5.685	4.893	3.744	NA	NA	1.361	4.105	6.14	5.682
1913	2.321	4.495	1.507	0.948	NA	1.399	1.495	2.571	0.965	4.075	4.988	3.548	NA	NA	2.744	3.916	9.136	4.856
1914	2.486	2.939	1.299	1.661	NA	1.572	2.505	2.299	1.49	3.337	3.289	3.891	NA	NA	2.869	2.211	6.233	6.361
1915	2.403	3.815	2.018	1.448	NA	2.405	1.103	2.306	0.98	4.532	3.688	5.903	NA	15.574	2.878	1.36	9.16	4.426
1916	1.766	2.699	2.591	2.337	NA	1.376	2.606	2.371	2.367	4.696	7.766	4.596	NA	17.432	5.988	4.599	12.779	8.903
1917	0.902	1.471	3.019	1.126	NA	4.715	3.249	2.569	1.471	1.941	4.125	0.88	3.586	4.386	4.715	4.031	7.328	5.536
1918	2.558	2.54	3.266	2.761	NA	5.068	3.241	3.457	1.74	4.852	3.054	2.925	13.607	10.822	3.884	3.625	9.976	3.777
1919	4.455	5.255	4.369	3.21	NA	6.16	2.816	3.432	2.094	5.202	7.553	6.781	6.031	13.344	6.151	3.764	7.68	3.093
1920	5.71	3.661	4.688	2.832	NA	2.357	3.167	2.129	1.728	3.4	7.297	2.035	5.413	5.93	4.264	3.246	10.539	3.918
1921	7.416	4.308	3.168	1.512	NA	3.456	3.104	2.329	1.694	4.512	4.169	10.571	12.456	3.41	5.171	3.41	7.816	5.345
1922	6.317	3.904	3.735	2.704	NA	1.588	3.697	2.879	2.151	2.905	3.902	8.199	10.915	2.917	3.028	3.192	7.883	4.602
1923	5.057	4.11	2.621	3.06	NA	1.672	4.114	3.356	1.701	2.437	4.004	5.979	4.282	1.375	3.306	2.796	8.979	9.036
1924	5.521	4.602	4.131	3.954	NA	4.097	5.027	3.285	0.687	5.47	5.194	8.553	3.038	1.458	5.9	2.957	6.796	12.575
1925	3.063	3.034	2.193	2.684	NA	6.773	2.772	1.98	1.041	3.773	4.257	5.963	3.694	1.338	4.274	3.52	5.973	6.541
1926	3.636	4.602	3.35	3.082	NA	4.475	4.637	0.866	0.803	4.559	4.177	4.296	4.624	3.058	4.937	3.041	3.284	6.049
1927	3.63	6.341	3.017	2.705	NA	5.456	5.342	2.547	3.008	3.563	5.239	10.673	7.344	4.207	5.02	1.927	2.234	4.675
1928	3.628	7.147	2.939	4.808	NA	3.962	3.21	4.392	4.793	4.026	5.109	6.834	5.089	5.111	5.747	2.934	4.002	4.41
1929	1.53	4.913	1.878	6.668	NA	3.928	1.75	4.471	3.358	1.823	3.028	7.555	3.391	2.699	3.58	1.795	4.42	2.914
1930	2.147	5.817	2.583	4.319	NA	3.258	2.118	3.623	1.282	1.777	3.814	6.895	2.679	2.615	2.977	2.413	4.494	2.205
1931	1.982	7.576	3.679	2.631	NA	3.521	3.905	3.183	2.88	2.529	4.035	8.291	3.075	7.465	4.155	2.646	3.855	1.52
1932	1.969	8.391	3.936	3.481	NA	4.127	4.042	3.686	3.663	3.327	3.622	6.629	7.162	5.042	3.126	3.67	3.554	2.945
1933	2.062	7.387	2.74	2.821	NA	5.871	4.562	4.054	5.172	2.977	4.6	3.819	7.096	9.236	3.606	4	4.015	3.223
