# Krusic - KatyaKhola-2 - ABSB - ITRDB NEPA023
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3781
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3781.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa023-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa023-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa023.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa023.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Krusic - KatyaKhola-2 - ABSB - ITRDB NEPA023
#--------------------
# Investigators
#   Investigators: Krusic, P.J.; Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: KatyaKhola-2
#   Location: Nepal
#   Northernmost_Latitude: 29.3
#   Southernmost_Latitude: 29.3
#   Easternmost_Longitude: 82.02
#   Westernmost_Longitude: 82.02
#   Elevation_m: 3330
#--------------------
# Data_Collection
#   Collection_Name: NEPA023
#   First_Year: 1602
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies spectabilis (D. Don) Spach
#   Common_Name: silver fir
#   Tree_Species_Code: ABSB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS23C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS23C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AS09A_raw	AS14A_raw	AS19A_raw	AS01A_raw	AS11A_raw	AS07A_raw	AS05A_raw	AS05B_raw	AS18A_raw	AS06A_raw	AS07B_raw	AS16A_raw	AS16B_raw	AS04B_raw	AS17A_raw	AS17B_raw	AS08A_raw	AS08B_raw	AS23A_raw	AS23B_raw	AS23C_raw	AS20A_raw	AS20B_raw	AS04A_raw
1602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.001	NA	NA	NA	NA	NA	NA	1.238	NA	NA	NA
1603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.065	NA	NA	NA	NA	NA	NA	1.209	NA	NA	NA
1604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA
1605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.907	NA	NA	NA	NA	NA	NA	1.622	NA	NA	NA
1606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.809	NA	NA	NA	NA	NA	NA	1.118	NA	NA	1.264
1607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.676	NA	NA	NA	NA	NA	NA	0.921	NA	NA	1.111
1608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.736	NA	NA	NA	NA	NA	NA	0.982	NA	NA	1.133
1609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.898	NA	NA	NA	NA	NA	NA	1.388	NA	NA	1.386
1610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.857	NA	NA	NA	NA	NA	NA	0.902	NA	NA	1.424
1611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	1.058	NA	NA	1.637
1612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.857	NA	NA	NA	NA	NA	NA	1.207	NA	NA	1.655
1613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.939	NA	NA	NA	NA	NA	NA	1.506	NA	NA	1.673
1614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.021	NA	NA	NA	NA	NA	NA	1.92	NA	NA	1.77
1615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.001	NA	NA	NA	NA	NA	NA	2.858	NA	NA	1.765
1616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.523	NA	NA	NA	NA	NA	2.109	3.063	NA	NA	2.563
1617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.407	NA	NA	NA	NA	NA	2.199	2.246	NA	NA	2.641
1618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.748	NA	NA	NA	NA	NA	2.005	1.522	NA	NA	3.25
1619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.883	NA	NA	NA	NA	NA	2.268	1.744	NA	NA	2.802
1620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.475	NA	NA	NA	NA	NA	1.833	2.085	NA	NA	1.975
1621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.225	NA	NA	NA	NA	NA	1.407	1.645	NA	NA	1.453
1622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.052	NA	NA	NA	NA	NA	1.493	1.565	NA	NA	1.089
1623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.925	NA	NA	NA	NA	NA	1.289	0.959	NA	NA	0.981
1624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.977	NA	NA	NA	NA	NA	1.408	0.998	NA	NA	1.033
1625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	1.306	0.985	NA	NA	1.11
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.046	NA	NA	NA	NA	NA	1.243	1.699	NA	NA	0.981
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.087	NA	NA	NA	NA	1.126	1.248	1.488	NA	NA	0.998
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.088	NA	NA	NA	NA	1.076	1.524	1.498	NA	NA	1.073
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.949	NA	NA	NA	NA	0.847	1.041	1.33	NA	NA	0.951
1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.773	NA	NA	NA	NA	0.526	0.66	0.751	NA	NA	0.768
1631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.847	NA	NA	NA	NA	0.673	0.893	0.916	NA	NA	0.697
1632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.971	NA	NA	NA	NA	0.757	0.752	0.807	NA	NA	0.648
1633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.913	NA	NA	NA	NA	0.692	0.891	1.085	NA	NA	0.672
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.026	NA	NA	NA	NA	0.939	1.283	1.36	NA	NA	0.887
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.261	NA	NA	NA	NA	0.737	1.242	1.035	NA	NA	0.973
1636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.554	NA	NA	NA	NA	0.628	1.087	1.118	NA	NA	0.977
1637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.848	NA	NA	NA	NA	0.598	0.985	0.978	NA	NA	1.168
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.848	NA	NA	NA	NA	0.63	0.985	1.054	NA	NA	1.175
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.098	NA	NA	2.097	NA	0.574	0.962	1.175	NA	NA	1.229
1640	NA	0.929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.501	NA	NA	1.38	NA	0.429	0.707	0.944	NA	NA	1.026
1641	NA	0.922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.955	NA	NA	0.947	NA	0.434	0.713	0.949	NA	NA	0.985
1642	NA	0.931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.309	NA	NA	0.787	NA	0.395	0.684	0.85	NA	NA	0.873
1643	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.498	NA	NA	0.886	NA	0.446	0.808	1.222	NA	NA	1.016
1644	NA	1.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.605	NA	NA	0.563	NA	0.498	0.855	1.143	NA	NA	1.238
1645	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.475	NA	NA	1.179	NA	0.438	0.706	0.972	NA	NA	1.322
1646	NA	0.884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.266	NA	NA	0.848	NA	0.419	0.522	0.796	NA	NA	1.244
1647	NA	0.926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.184	NA	NA	0.621	NA	0.32	0.404	0.723	NA	NA	1.102
1648	NA	0.791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.926	NA	NA	0.578	NA	0.291	0.427	0.763	NA	NA	0.91
1649	NA	0.947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.197	NA	NA	0.837	NA	0.338	0.439	0.747	NA	NA	0.926
1650	NA	1.366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.452	NA	NA	1.106	NA	0.388	0.651	0.908	NA	NA	0.974
