# Deck - Viluchi Volcano - BEER - ITRDB RUSS266
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22667
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22667.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ266-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ266-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ266.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ266.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-09-08
#--------------------
# File_Last_Modified_Date
#   Date: 2017-09-08
#--------------------
# Title
#   Study_Name: Deck - Viluchi Volcano - BEER - ITRDB RUSS266
#--------------------
# Investigators
#   Investigators: Deck, C.; Wiles, G.(https://orcid.org/0000-0001-7977-5383); Frederick, S.E.; Matsovsky, V.; Kuderina, T.; D'Arrigo, R.D.(https://orcid.org/0000-0002-9797-0796); Solomina, O.; Wiesenberg, N.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Clara Deck, Gregory Wiles, Sarah Frederick, Vladimir Matsovsky, Tatiana Kuderina, Rosanna D’Arrigo, Olga Solomina, Nicholas Wiesenberg
#   Journal_Name: Forests
#   Published_Title: Climate Response of Larch and Birch Forests across an Elevational Transect and Hemisphere-Wide Comparisons, Kamchatka Peninsula, Russian Far East
#   Published_Date_or_Year: 2017
#   Volume: 8
#   Pages: 
#   Issue: 9
#   Report_Number: 
#   DOI: 10.3390/f8090315
#   Full_Citation: None
#   Abstract: Kamchatka's forests span across the peninsula's diverse topography and provide a wide range of physiographic and elevational settings that can be used to investigate how forests are responding to climate change and to anticipate future response. Birch (Betula ermanii Cham.) and larch (Larix gmelinii (Rupr.) Kuzen) were sampled at eight new sites and together with previous collections were compared with monthly temperature and precipitation records to identify their climate response. Comparisons show that tree-ring widths in both species are primarily influenced by May through August temperatures of the current growth year, and that there is a general increase in temperature sensitivity with altitude. The ring-width data for each species were also combined into regional chronologies. The resulting composite larch chronology shows a strong resemblance to a Northern Hemisphere (NH) tree-ring based temperature reconstruction with the larch series tracking NH temperatures closely through the past 300 years. The composite birch ring-width series more closely reflects the Pacific regional coastal late summer temperatures. These new data improve our understanding of the response of forests to climate and show the low frequency warming noted in other, more continental records from high latitudes of the Northern Hemisphere. Also evident in the ring-width record is that the larch and birch forests continue to track the strong warming of interior Kamchatka.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Viluchi Volcano
#   Location: Russia
#   Northernmost_Latitude: 52.68926
#   Southernmost_Latitude: 52.68926
#   Easternmost_Longitude: 158.16354
#   Westernmost_Longitude: 158.16354
#   Elevation_m: 410
#--------------------
# Data_Collection
#   Collection_Name: RUSS266
#   First_Year: 1792
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Betula ermanii Cham.
#   Common_Name: None
#   Tree_Species_Code: BEER
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## VV1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## VV13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: VV13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	VV1A_raw	VV1B_raw	VV02A_raw	VV02B_raw	VV03A_raw	VV03B_raw	VV04A_raw	VV04B_raw	VV05A_raw	VV05B_raw	VV06A_raw	VV07B_raw	VV08_raw	VV09B_raw	VV10A_raw	VV10B_raw	VV11A_raw	VV11B_raw	VV12A_raw	VV12B_raw	VV13A_raw	VV13B_raw
1792	NA	NA	1.813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	1.693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	4.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	2.354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	5.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	2.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	3.939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	4.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	4.071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	3.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	3.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	3.076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	2.343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	2.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	2.997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	2.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	1.965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	1.721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	0.867	0.588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	0.335	0.502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	0.496	0.761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	0.964	1.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	0.703	0.886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	0.648	0.907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	0.778	0.618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	1.123	0.748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	1.411	0.748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	1.076	0.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	1.099	0.518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	1.676	0.949	NA	NA	NA	NA	NA	NA	NA	NA	1.329	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	1.995	0.854	NA	NA	NA	NA	NA	NA	NA	NA	1.481	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	2.182	1.084	NA	NA	NA	NA	NA	NA	NA	NA	1.748	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	2.101	0.763	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	2.338	0.892	NA	NA	NA	NA	NA	NA	NA	NA	1.914	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	2.418	1.149	NA	NA	NA	NA	NA	NA	NA	NA	1.341	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	1.438	0.907	NA	NA	NA	NA	NA	NA	NA	NA	1.225	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	1.738	0.976	NA	NA	NA	NA	NA	NA	NA	NA	0.994	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	1.76	1.021	NA	NA	NA	NA	NA	NA	NA	NA	0.984	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	1.401	0.977	NA	NA	NA	NA	NA	NA	NA	NA	1.058	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	1.047	0.921	NA	NA	NA	NA	NA	NA	NA	NA	0.897	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	1.217	1.085	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	1.153	1.299	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	0.873	0.603	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	0.842	0.966	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	1.036	0.948	NA	NA	NA	NA	NA	NA	NA	NA	1.91	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	0.984	1.017	NA	NA	NA	NA	NA	NA	NA	NA	1.717	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	1.09	1.299	NA	NA	NA	NA	NA	0.464	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	1.104	0.755	NA	NA	NA	NA	NA	0.514	NA	NA	1.092	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	1.282	1.274	NA	NA	NA	NA	NA	0.282	NA	NA	1.221	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	1.05	1.068	NA	NA	NA	NA	NA	0.322	NA	NA	1.433	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	1.31	1.696	NA	NA	NA	NA	NA	0.476	NA	NA	1.775	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	1.466	1.796	NA	NA	NA	NA	NA	0.698	NA	NA	1.495	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	0.587	0.84	NA	NA	NA	NA	NA	0.235	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	1.529	1.809	NA	NA	NA	NA	NA	0.492	NA	NA	1.436	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	1.376	1.557	NA	NA	NA	NA	NA	0.6	NA	NA	1.151	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	1.246	1.573	NA	NA	NA	NA	NA	0.607	NA	NA	1.267	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	1.601	1.64	NA	NA	NA	NA	NA	0.503	NA	NA	1.446	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	1.389	1.469	NA	NA	NA	NA	NA	0.422	NA	NA	1.194	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	1.712	1.947	NA	NA	NA	NA	0.868	0.528	NA	NA	1.492	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	1.38	1.011	NA	NA	NA	NA	1.144	0.422	NA	NA	0.961	NA	NA	NA	NA	NA	NA	NA	NA	NA
