# Cook - Gohar Abad Diamer - PIGE - ITRDB PAKI026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15321
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15321.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/paki026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; paki026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/paki026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/paki026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-07-20
#--------------------
# File_Last_Modified_Date
#   Date: 2013-07-20
#--------------------
# Title
#   Study_Name: Cook - Gohar Abad Diamer - PIGE - ITRDB PAKI026
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176); Palmer, J.G.(https://orcid.org/0000-0002-6665-4483); Ahmed, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Climatology - precipitation NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Edward R. Cook, Jonathan G. Palmer, Moinuddin Ahmed, Connie A. Woodhouse, Pavla Fenwick, Muhammad Usama Zafar, Muhammad Wahab, Nasrullah Khan
#   Journal_Name: Journal of Hydrology
#   Published_Title: Five centuries of Upper Indus River flow from tree rings
#   Published_Date_or_Year: 2013
#   Volume: 486
#   Pages: 365-375
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.jhydrol.2013.02.004
#   Full_Citation: None
#   Abstract: Water wars are a prospect in coming years as nations struggle with the effects of climate change, growing water demand, and declining resources. The Indus River supplies water to the world's largest contiguous irrigation system generating 90% of the food production in Pakistan as well as 13 gigawatts of hydroelectricity. Because any gap between water supply and demand has major and far-reaching ramifications, an understanding of natural flow variability is vital - especially when only 47 years of instrumental record is available. A network of tree-ring sites from the Upper Indus Basin (UIB) was used to reconstruct river discharge levels covering the period AD 1452-2008. Novel methods tree-ring detrending based on the 'signal free' method and estimation of reconstruction uncertainty based on the 'maximum entropy bootstrap' are used. This 557-year record displays strong inter-decadal fluctuations that could not have been deduced from the short gauged record. Recent discharge levels are high but not statistically unprecedented and are likely to be associated with increased meltwater from unusually heavy prior winter snowfall. A period of prolonged below-average discharge is indicated during AD 1572-1683. This unprecedented low-flow period may have been a time of persistently below-average winter snowfall and provides a warning for future water resource planning. Our reconstruction thus helps fill the hydrological information vacuum for modeling the Hindu Kush-Karakoram-Himalayan region and is useful for planning future development of UIB water resources in an effort to close Pakistan's "water gap". Finally, the river discharge reconstruction provides the basis for comparing past, present, and future hydrologic changes, which will be crucial for detection and attribution of hydroclimate change in the Upper Indus Basin.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gohar Abad Diamer
#   Location: Pakistan
#   Northernmost_Latitude: 35.5333
#   Southernmost_Latitude: 35.5333
#   Easternmost_Longitude: 74.5
#   Westernmost_Longitude: 74.5
#   Elevation_m: 2650
#--------------------
# Data_Collection
#   Collection_Name: PAKI026
#   First_Year: 1738
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus gerardiana Wall. ex D. Don.
#   Common_Name: chilgoza pine
#   Tree_Species_Code: PIGE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GOAP011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP083_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP083; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP093_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP093; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP151_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP152_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GOAP162_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GOAP162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GOAP011_raw	GOAP012_raw	GOAP022_raw	GOAP042_raw	GOAP052_raw	GOAP062_raw	GOAP081_raw	GOAP083_raw	GOAP082_raw	GOAP091_raw	GOAP092_raw	GOAP093_raw	GOAP101_raw	GOAP111_raw	GOAP112_raw	GOAP121_raw	GOAP071_raw	GOAP072_raw	GOAP131_raw	GOAP132_raw	GOAP141_raw	GOAP142_raw	GOAP151_raw	GOAP152_raw	GOAP162_raw
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.592	NA
1740	NA	NA	NA	NA	2.488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888	NA
1741	NA	NA	NA	NA	2.067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.701	NA
1742	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.372	NA
1743	NA	NA	NA	NA	1.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672	NA
1744	NA	NA	NA	NA	1.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.857	NA
1745	NA	NA	NA	NA	1.115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.011	NA
1746	NA	NA	NA	NA	1.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.953	NA
1747	NA	NA	NA	NA	2.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.148	NA
1748	NA	NA	NA	NA	1.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.011	NA
1749	0.604	NA	NA	NA	1.811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.993	NA
1750	0.795	NA	NA	NA	1.553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.669	NA
1751	0.689	NA	NA	NA	2.671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.303	NA
1752	0.643	NA	NA	NA	2.188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.289	NA
1753	0.591	NA	NA	NA	2.186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.375	NA
1754	0.742	NA	NA	NA	1.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.977	NA
1755	0.752	NA	NA	NA	1.888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.126	NA
1756	0.897	NA	NA	NA	2.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.247	NA
1757	0.8	NA	NA	NA	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.116	NA
1758	0.71	NA	NA	NA	1.052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA
1759	0.254	NA	NA	NA	1.948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.878	NA
1760	0.438	NA	NA	NA	0.591	0.684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.325	NA
1761	0.394	NA	NA	NA	0.878	1.053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.275	NA
1762	0.767	NA	NA	NA	1.385	1.707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.818	NA
1763	1.16	NA	NA	NA	1.262	1.129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.723	NA
1764	1.72	NA	NA	NA	1.327	1.234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.793	NA
1765	1.475	NA	NA	NA	1.505	1.073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA
1766	2.126	NA	NA	NA	1.887	1.724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA
1767	1.279	NA	NA	NA	0.732	1.067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.305	NA
1768	0.905	NA	NA	NA	0.56	0.623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162	NA
1769	1.609	NA	NA	NA	1.136	1.058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.763	NA
1770	2.697	NA	0.515	NA	1.269	1.535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.711	NA
1771	2.935	NA	0.583	NA	1.446	1.907	NA	NA	NA	NA	NA	1.252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.808	NA
1772	2.442	NA	0.709	NA	1.681	2.094	NA	NA	NA	NA	NA	1.439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.853	NA
1773	1.333	NA	0.686	NA	1.314	1.253	NA	NA	NA	NA	NA	1.073	NA	NA	NA	NA	NA	NA	NA	NA	0.716	NA	NA	0.755	NA
1774	2.577	NA	0.779	NA	1.894	1.823	NA	NA	NA	NA	NA	1.572	NA	NA	NA	NA	NA	NA	NA	NA	0.789	NA	NA	0.691	NA
1775	1.299	NA	0.745	NA	1.257	1.048	NA	NA	NA	NA	NA	0.698	NA	NA	NA	NA	NA	NA	NA	NA	0.492	NA	NA	0.307	NA
1776	1.868	NA	0.187	NA	1.716	1.875	NA	NA	NA	NA	NA	1.209	NA	NA	NA	NA	NA	NA	NA	NA	0.636	NA	NA	0.69	NA
1777	1.624	NA	0.566	NA	1.467	1.834	NA	NA	NA	NA	NA	1.006	NA	NA	NA	NA	NA	NA	NA	NA	0.587	NA	NA	0.692	NA
1778	0.765	NA	0.663	NA	0.703	1.035	NA	NA	NA	NA	NA	0.507	NA	NA	NA	NA	NA	NA	NA	NA	0.354	NA	NA	0.297	NA
1779	1.105	NA	0.176	NA	1.156	1.106	NA	NA	NA	NA	NA	1.224	NA	NA	NA	NA	NA	NA	NA	NA	0.493	NA	NA	0.719	NA
1780	1.28	3.133	0.636	NA	1.233	1.408	NA	NA	NA	1.252	NA	1.077	NA	NA	NA	NA	NA	NA	NA	NA	0.538	NA	NA	0.62	NA
1781	1.862	3.981	0.582	NA	1.264	1.375	NA	NA	NA	0.576	NA	1.016	NA	NA	NA	NA	NA	NA	NA	NA	0.623	NA	NA	0.583	NA
1782	1.488	2.895	0.548	NA	1.098	1.154	NA	NA	NA	1.171	NA	0.971	NA	NA	NA	NA	NA	NA	NA	NA	0.688	NA	NA	0.374	NA
1783	1.982	3.691	0.279	NA	1.459	1.489	NA	NA	NA	0.991	NA	1.358	NA	NA	NA	NA	NA	NA	NA	NA	0.603	NA	NA	0.687	NA
1784	1.446	3.792	0.809	NA	1.158	0.774	NA	NA	NA	1.487	NA	0.638	NA	NA	NA	NA	NA	NA	NA	NA	0.469	NA	NA	0.317	NA
1785	0.713	3.965	0.322	NA	0.316	0.216	NA	NA	NA	1.328	NA	0.307	NA	NA	NA	NA	NA	NA	NA	NA	0.276	NA	NA	0.07	NA
1786	0.532	2.603	0.371	NA	0.487	0.361	NA	NA	NA	1.599	NA	0.457	NA	NA	NA	NA	NA	NA	NA	NA	0.327	NA	NA	0.329	NA
1787	1.014	3.05	0.694	NA	0.907	0.704	NA	NA	NA	0.943	NA	1.099	NA	NA	NA	NA	NA	NA	NA	NA	0.437	NA	NA	0.64	NA
1788	0.707	1.503	0.407	NA	0.691	0.739	NA	NA	NA	0.456	NA	0.993	NA	NA	NA	NA	NA	NA	NA	NA	0.571	NA	NA	0.281	NA
1789	1.137	0.756	0.877	NA	1.371	1.127	NA	NA	NA	0.706	NA	1.138	NA	NA	NA	NA	NA	NA	NA	NA	0.773	NA	NA	0.843	NA
1790	0.91	0.371	0.582	NA	0.824	1.259	NA	NA	NA	0.663	NA	0.563	NA	1.639	0.528	NA	NA	NA	NA	NA	0.765	NA	NA	0.478	1.001
1791	1.145	1.512	0.811	NA	1.267	1.889	NA	NA	NA	1.19	NA	0.802	NA	2.555	0.814	NA	NA	NA	NA	NA	1.103	NA	NA	0.744	1.655
1792	1.915	1.453	1.016	NA	1.268	1.516	NA	NA	NA	0.769	NA	0.79	NA	2.243	0.789	NA	NA	NA	NA	NA	0.854	NA	NA	0.843	1.55
1793	2.568	2.291	0.955	NA	1.578	2.167	NA	NA	NA	1.044	NA	0.853	NA	2.094	1.105	NA	NA	NA	NA	NA	1.053	NA	NA	0.885	1.84
1794	1.839	1.14	0.672	NA	0.862	1.496	NA	NA	NA	0.768	NA	0.52	NA	1.205	0.759	NA	NA	NA	NA	NA	0.928	NA	NA	0.444	0.876
1795	1.723	1.005	0.637	NA	1.014	1.812	NA	NA	NA	0.907	NA	0.559	NA	0.851	0.878	NA	NA	NA	NA	NA	0.695	NA	NA	0.495	0.963
