# Yasue - Yakushima A - CMJA - ITRDB JAPA017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15212
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15212.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES Asia 2k
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/japa017x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; japa017x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/japa017x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/japa017x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-05-30
#--------------------
# File_Last_Modified_Date
#   Date: 2013-05-30
#--------------------
# Title
#   Study_Name: Yasue - Yakushima A - CMJA - ITRDB JAPA017
#--------------------
# Investigators
#   Investigators: Yasue, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # # Climatology - temperature analyses NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: PAGES 2k Consortium
#   Journal_Name: Nature Geoscience
#   Published_Title: Continental-scale temperature variability during the past two millennia
#   Published_Date_or_Year: 2013
#   Volume: 6
#   Pages: 339-346
#   Issue: 
#   Report_Number: 
#   DOI: 10.1038/NGEO1797
#   Full_Citation: None
#   Abstract: Past global climate changes had strong regional expression. To elucidate their spatio-temporal pattern, we reconstructed past temperatures for seven continental-scale regions during the past one to two millennia. The most coherent feature in nearly all of the regional temperature reconstructions is a long-term cooling trend, which ended late in the nineteenth century. At multi-decadal to centennial scales, temperature variability shows distinctly different regional patterns, with more similarity within each hemisphere than between them. There were no globally synchronous multi-decadal warm or cold intervals that define a worldwide Medieval Warm Period or Little Ice Age, but all reconstructions show generally cold conditions between ad 1580 and 1880, punctuated in some regions by warm decades during the eighteenth century. The transition to these colder conditions occurred earlier in the Arctic, Europe and Asia than in North America or the Southern Hemisphere regions. Recent warming reversed the long-term cooling; during the period ad 1971-2000, the area-weighted average reconstructed temperature was higher than any other time in nearly 1,400 years.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Yakushima A
#   Location: Japan
#   Northernmost_Latitude: 30.3667
#   Southernmost_Latitude: 30.3667
#   Easternmost_Longitude: 130.5333
#   Westernmost_Longitude: 130.5333
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: JAPA017
#   First_Year: 982
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: 
#--------------------
# Species
#   Species_Name: Cryptomeria japonica (Thunb. ex L.f.) D. Don
#   Common_Name: Japanese cedar
#   Tree_Species_Code: CMJA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## mx01a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx01a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx01a1.1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx01a1.1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx02c1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx02c1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx07a1-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx07a1-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx07b1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx07b1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx08a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx08a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx09a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx09a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx10c1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx10c1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx15c2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx15c2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx16b1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx16b1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx16c1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx16c1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx16d1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx16d1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx17a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx17a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx18b1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx18b1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx20a6-8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx20a6-8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx22a1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx22a1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx22b1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx22b1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx23a1-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx23a1-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx23b1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx23b1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx23c1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx23c1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx25d1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx25d1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mx26b1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mx26b1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	mx01a1_raw	mx01a1.1_raw	mx02c1_raw	mx07a1-2_raw	mx07b1_raw	mx08a1_raw	mx09a1_raw	mx10c1_raw	mx15c2_raw	mx16b1_raw	mx16c1_raw	mx16d1_raw	mx17a1_raw	mx18b1_raw	mx20a6-8_raw	mx22a1_raw	mx22b1_raw	mx23a1-2_raw	mx23b1_raw	mx23c1_raw	mx25d1_raw	mx26b1_raw
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.76	0.86	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	0.74	0.88	NA	NA	NA
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	0.65	0.79	NA	NA	NA
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	0.69	0.81	NA	NA	NA
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	0.69	0.82	NA	NA	NA
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	0.77	0.91	NA	NA	NA
1761	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	0.6	0.89	NA	NA	NA
1762	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	0.66	0.81	NA	NA	NA
1763	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	0.79	0.8	NA	NA	NA
1764	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	0.78	0.93	NA	NA	NA
1765	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	0.74	0.9	NA	NA	NA
1766	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	0.9	0.91	NA	NA	NA
1767	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	0.79	0.95	NA	NA	NA
1768	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	0.75	0.94	NA	NA	NA
1769	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.81	NA	0.79	0.87	NA	NA	NA
1770	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.57	NA	0.83	0.87	NA	NA	NA
1771	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.85	NA	0.76	1	NA	NA	NA
1772	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	0.69	NA	0.81	0.93	NA	NA	NA
1773	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.53	0.75	0.74	0.91	NA	NA	NA
1774	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	0.68	0.79	0.75	0.89	NA	NA	NA
1775	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.55	0.64	0.59	0.85	NA	NA	NA
1776	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	0.79	0.79	0.65	0.77	NA	NA	NA
1777	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.78	0.81	0.68	0.83	NA	NA	NA
1778	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.93	0.78	0.75	0.85	NA	NA	NA
1779	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	0.78	0.68	0.71	0.78	0.82	NA	NA	NA
1780	0.61	NA	0.71	NA	1.06	NA	NA	NA	NA	NA	0.59	NA	NA	NA	0.82	0.72	0.64	0.81	0.81	NA	NA	0.47
1781	0.57	NA	0.71	NA	1.07	NA	NA	NA	NA	NA	0.75	NA	NA	NA	0.99	0.83	0.74	0.84	0.8	NA	NA	0.49
1782	0.52	NA	0.66	NA	0.97	NA	NA	NA	NA	NA	0.73	NA	NA	NA	0.84	0.74	0.59	0.7	0.82	NA	NA	0.47
1783	0.56	NA	0.68	NA	1.01	NA	NA	NA	0.93	NA	0.8	NA	NA	NA	0.87	0.73	0.51	0.74	0.79	NA	NA	0.51
1784	0.53	NA	0.52	NA	0.98	NA	NA	NA	0.74	NA	0.7	NA	NA	NA	0.84	0.62	0.44	0.6	0.77	NA	NA	0.46
1785	0.62	NA	0.71	NA	1.03	NA	NA	NA	0.96	NA	0.79	NA	NA	NA	1.02	0.85	0.7	0.74	0.69	NA	NA	0.53
1786	0.56	NA	0.71	NA	1.01	NA	NA	NA	0.83	NA	0.9	NA	NA	NA	0.96	0.79	0.57	0.74	0.7	NA	NA	0.55
1787	0.57	NA	0.7	NA	0.98	NA	NA	NA	0.84	NA	0.82	NA	NA	NA	0.95	0.76	0.65	0.71	0.75	NA	NA	0.51
1788	0.49	NA	0.62	NA	0.87	NA	NA	NA	0.71	NA	0.85	NA	NA	NA	0.91	0.73	0.46	0.64	0.69	NA	NA	0.52
1789	0.51	NA	0.65	NA	0.98	NA	NA	NA	0.76	NA	0.92	NA	NA	NA	1	0.8	0.85	0.73	0.73	NA	NA	0.51
1790	0.53	NA	0.64	NA	0.74	NA	NA	NA	0.68	NA	0.78	NA	NA	NA	1.05	0.71	0.58	0.79	0.85	NA	NA	0.55
1791	0.47	NA	0.45	NA	0.87	NA	NA	NA	0.52	NA	0.65	NA	NA	NA	0.83	0.74	0.56	0.64	0.74	NA	NA	0.55
1792	0.51	NA	0.51	NA	0.9	NA	NA	NA	0.59	NA	0.69	NA	NA	NA	0.8	0.85	0.62	0.68	0.72	NA	NA	0.56
1793	0.47	NA	0.66	NA	0.94	NA	NA	NA	0.61	NA	0.76	0.68	NA	NA	0.81	0.89	0.79	0.68	0.76	NA	NA	0.5
1794	0.48	NA	0.64	NA	0.97	NA	NA	NA	0.68	NA	0.88	0.84	NA	NA	0.89	0.81	0.72	0.66	0.74	NA	NA	0.59
1795	0.51	NA	0.61	NA	0.88	NA	NA	NA	0.69	NA	0.7	0.73	NA	NA	0.96	0.72	0.76	0.87	0.84	NA	NA	0.57
1796	0.53	NA	0.65	NA	0.57	NA	NA	NA	0.72	NA	0.73	0.83	NA	NA	0.89	0.63	0.61	0.74	0.84	NA	NA	0.58
1797	0.62	NA	0.71	NA	0.71	NA	NA	NA	0.51	NA	0.75	0.88	NA	NA	0.86	0.72	0.85	0.72	0.81	NA	NA	0.56
1798	0.7	NA	0.71	NA	0.61	NA	NA	NA	0.61	NA	0.74	0.88	NA	NA	0.9	0.81	0.85	0.75	0.88	NA	NA	0.59
1799	0.67	NA	0.71	NA	0.61	NA	NA	NA	0.48	NA	0.76	0.71	NA	NA	0.79	0.86	0.79	0.66	0.79	NA	NA	0.61
1800	0.58	NA	0.71	NA	0.69	NA	NA	NA	0.44	NA	0.79	0.7	NA	NA	0.75	0.77	0.66	0.6	0.76	NA	NA	0.59
1801	0.52	NA	0.71	NA	0.69	NA	NA	NA	0.47	NA	0.69	0.85	NA	NA	0.82	0.81	0.66	0.49	0.76	NA	NA	0.62
1802	0.48	NA	0.71	NA	0.79	NA	NA	NA	0.48	NA	0.78	0.92	NA	NA	0.85	0.89	0.82	0.61	0.93	NA	NA	0.61
1803	0.53	NA	0.71	NA	0.67	NA	NA	NA	0.5	NA	0.71	0.83	NA	NA	0.69	0.75	0.75	0.6	0.86	NA	NA	0.63
1804	0.5	NA	0.71	NA	0.77	NA	NA	NA	0.53	NA	0.65	0.84	NA	NA	0.77	0.83	0.79	0.7	0.9	NA	NA	0.53
1805	0.63	NA	0.71	NA	0.79	NA	NA	NA	0.55	NA	0.66	0.91	NA	NA	0.78	0.74	0.68	0.75	0.8	NA	NA	0.57
1806	0.53	NA	0.71	NA	0.77	NA	NA	NA	0.48	NA	0.77	0.78	NA	NA	0.84	0.69	0.66	0.65	0.88	NA	NA	0.58
1807	0.5	NA	0.71	NA	1.02	NA	NA	NA	0.59	NA	0.67	0.88	NA	NA	0.76	0.66	0.66	0.63	0.87	NA	NA	0.56
1808	0.51	NA	0.71	NA	0.92	NA	NA	NA	0.76	NA	0.83	0.88	NA	NA	0.77	0.77	0.71	0.63	0.81	NA	NA	0.44
