# Sun - Ertan R1 - PIYU - ITRDB CHIN078
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27435
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27435.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin078-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; chin078-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin078.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chin078.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-08-12
#--------------------
# File_Last_Modified_Date
#   Date: 2019-08-12
#--------------------
# Title
#   Study_Name: Sun - Ertan R1 - PIYU - ITRDB CHIN078
#--------------------
# Investigators
#   Investigators: Sun, L.; Cai, Y.; Zhou, Y.; Shi, S.; Zhao, Y.; Wang, W.; Gunnarson, B.E.(https://orcid.org/0000-0002-5262-1883); Jaramillo, F.
#--------------------
# Description_Notes_and_Keywords
#   Description: Climatology - analysis on the climatic difference of micro-topographical sites NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swedish Research Council 
#   Grant: 2015-06503, 942-2015-740
#--------------------
# Funding_Agency
#   Funding_Agency_Name: National Natural Science Foundation China
#   Grant: 51522901, 51721093
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Ministry of Science and Technology of the People’s Republic of China
#   Grant: 2016YFC0502209
#--------------------
# Site_Information
#   Site_Name: Ertan R1
#   Location: China
#   Northernmost_Latitude: 26.943
#   Southernmost_Latitude: 26.943
#   Easternmost_Longitude: 101.67
#   Westernmost_Longitude: 101.67
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: CHIN078
#   First_Year: 1956
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus yunnanensis Franch.
#   Common_Name: Yunnan Pine
#   Tree_Species_Code: PIYU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## R101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R103_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R103; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R104_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R104; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R105_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R105; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R106_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R106; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R107_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R107; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R108_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R108; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R109_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R109; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R113_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R113; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R116_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R116; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	R101_raw	R102_raw	R103_raw	R104_raw	R105_raw	R106_raw	R107_raw	R108_raw	R109_raw	R110_raw	R111_raw	R112_raw	R113_raw	R116_raw
1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.58	NA	NA	NA	NA
1957	NA	NA	NA	NA	NA	2.47	NA	NA	1.9	2.95	NA	NA	NA	NA
1958	NA	NA	NA	NA	NA	3.3	NA	NA	2.48	5.71	NA	NA	NA	NA
1959	NA	NA	NA	NA	NA	0.63	NA	NA	3.17	5.66	NA	NA	NA	NA
1960	NA	3.55	NA	NA	NA	0.73	NA	NA	2.12	4.22	NA	NA	NA	NA
1961	NA	3.62	NA	NA	NA	0.74	NA	NA	1.73	3.2	NA	NA	NA	NA
1962	NA	3.47	NA	NA	NA	0.87	NA	NA	1	3.16	NA	NA	NA	NA
1963	NA	2.25	NA	NA	NA	0.52	NA	NA	0.68	3.3	NA	NA	NA	NA
1964	NA	3.62	NA	3.45	NA	2.03	NA	NA	1.36	3.4	NA	NA	NA	NA
1965	NA	4.58	NA	3.19	NA	2.11	NA	NA	1.96	4.18	NA	NA	NA	NA
1966	NA	4.61	NA	3.81	NA	2.3	NA	NA	2.22	3.96	NA	NA	NA	NA
1967	NA	4.94	NA	3.89	NA	1.93	NA	NA	2.02	4.36	NA	NA	NA	NA
1968	NA	5.43	NA	4.12	NA	1.88	NA	NA	3.56	2.85	NA	NA	NA	NA
1969	NA	4.16	NA	3.25	NA	2.16	NA	NA	1.66	3.1	NA	NA	NA	NA
1970	NA	3.74	NA	3.49	NA	2.01	NA	NA	2.37	3.88	NA	NA	3.63	NA
1971	NA	3.34	NA	3.83	NA	2.46	NA	NA	2.04	2.76	NA	NA	3.81	NA
1972	NA	3.77	NA	3.53	NA	2.44	NA	NA	2.92	2.88	NA	NA	3.77	NA
1973	NA	3.29	NA	2.24	NA	2.26	NA	NA	2.2	1.81	1.47	NA	2.87	NA
1974	NA	3	NA	2.84	NA	2.22	NA	NA	1.72	2.73	2	NA	3.07	NA
1975	NA	3.48	NA	2.63	NA	1.78	NA	NA	1.17	2.22	1.38	NA	2.92	2.77
1976	NA	1.7	NA	2.61	3.3	0.93	NA	2.8	0.85	2.06	1.07	NA	3.12	2.7
1977	NA	2.78	NA	2.38	3.47	0.96	NA	3.48	1.43	1.41	1.97	NA	2.9	2.87
1978	NA	2.33	NA	1.12	3.78	1.08	3.26	2.92	1.01	1.73	1.95	NA	2.18	2.05
1979	NA	2.18	NA	2.41	3.6	0.76	1.64	2.96	1.24	1.32	1.83	NA	2.37	1.94
1980	NA	1.49	NA	3.31	3.52	2.23	1.38	2.28	0.88	1.35	2.8	NA	1.96	3
1981	NA	1.95	NA	4.74	3.14	2.28	2.09	3.63	2.55	1.44	2.17	NA	2.26	3.24
1982	NA	2.11	NA	4.47	2.88	1.49	1.44	5.2	2.09	1.32	2.02	NA	1.77	2.84
1983	NA	1.67	NA	3.99	2.8	0.87	1.75	5.47	2.02	0.52	1.78	NA	2.82	3.38
1984	NA	1.61	NA	4.04	3.07	2.23	2.22	5.75	3.72	0.5	1.8	2.94	3.66	4.44
1985	NA	1.56	4.27	0.98	2.73	1.83	1.91	6.95	6.28	0.68	1.13	3.61	2.96	2.82
1986	NA	1.56	4.5	1.1	1.7	1.42	1.87	4.63	2	0.7	1.51	2.25	2.77	3.72
1987	5.45	1.07	4.19	1.19	1.15	1.13	2.06	4.51	2.55	0.57	1.84	2.12	2.7	2.64
1988	3.44	0.56	2.64	1.05	1.22	1.18	1.45	5.33	2.04	0.54	1.15	2.35	2.96	2.2
1989	5.73	0.77	3.45	1.61	1.45	1.87	1.59	3.14	1.58	0.88	1.33	1.87	3.47	2.56
1990	6.25	0.98	4.18	2.97	1.69	1.71	2.18	3.2	2.14	1.07	2.51	2.45	4.56	3.3
1991	4.44	1.81	4.54	2.92	1.8	1.42	2.08	2.67	2.04	1	2.89	2.5	4.09	2.86
1992	3.75	1.07	3.58	2.44	2	1.9	2.07	3.59	0.99	1.08	3.8	2.65	2.51	2.79
1993	3.71	1.2	3.52	2.64	1.84	1.34	2.45	2.77	1.19	0.74	2.23	2.93	2.5	3.21
1994	4.5	0.5	1.9	1.64	1.58	1.99	2.1	1.93	1.15	0.78	2.27	1.47	2.03	2.19
1995	6.58	0.87	3.88	1.22	1.74	2.68	2.65	2.68	1.44	1.06	3.31	1.91	2.32	2.44
1996	5.63	1.56	5.84	2.78	3.99	3.79	3.46	4.54	2.22	1.44	2.77	4.42	2.48	2.43
1997	4.48	1.29	4.36	1.36	2.26	2.89	1.85	3.6	2.26	0.79	1.56	3.03	1.22	3.06
1998	6.96	1.15	4.72	2.46	2.16	3.89	2.43	3.58	1.3	0.92	1.57	4.23	2.06	3.2
1999	10.28	1.84	4.97	2.63	2.64	4.41	2.68	3.96	1.46	1.27	1.98	2.89	2.29	3.28
2000	7.86	1.82	5.12	3.63	4.26	3.9	3.12	4.56	1.33	0.85	1.19	4.19	3.1	2.9
2001	6.09	2.48	4.18	2.77	4.07	2.89	3.04	4.02	1.12	1.15	5.87	5.45	2.72	3.6
2002	4.62	1.32	4.38	3.45	3.14	2.35	3.64	4.62	2.66	1.25	5.21	3.39	2.97	2.8
2003	2.62	1.04	2.83	2.19	1.54	1.6	2.1	3.22	2.04	1.14	3.09	2.39	2.09	1.82
2004	3.11	0.84	2.02	2.18	1.39	1.14	1.6	2.63	1.22	0.92	2.52	1.59	2.34	2.08
2005	2.12	0.74	1.1	0.95	0.86	0.64	0.7	1.34	0.87	0.66	2.38	1.54	1.9	1.65
2006	2.64	1.47	2.31	2.2	1.79	1.66	1.76	2.35	0.78	0.97	1.91	1.75	2.42	1.98
2007	1.69	0.79	1.16	1.96	0.89	0.67	1.04	1.65	0.97	0.52	1.31	1.44	2.17	2.09
2008	2.02	1.33	1.47	2.3	1.24	0.98	1.36	2.45	0.62	0.68	0.96	2.06	3.2	2.8
2009	2.29	0.89	1.58	1.7	1.64	0.78	1.24	2.1	1.31	0.74	0.78	1.64	3.14	2.5
2010	1.66	0.53	1.02	0.63	0.88	0.63	0.99	1.6	0.59	0.78	NA	1.24	2.52	1.77
2011	1.65	0.82	1.7	2.3	1.03	0.84	0.86	2.8	0.65	NA	NA	1.08	2.93	2.2
