# Jacoby - Telmen Hovoo - LASI - ITRDB MONG013
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3612
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3612.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong013-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mong013-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/mong013.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mong013.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2006-04-26
#--------------------
# Title
#   Study_Name: Jacoby - Telmen Hovoo - LASI - ITRDB MONG013
#--------------------
# Investigators
#   Investigators: Jacoby, G.C.; Davi, N.K.(https://orcid.org/0000-0002-4529-5418); Nachin, B.(https://orcid.org/0000-0002-3489-1257); Pederson, N.(https://orcid.org/0000-0003-3830-263X)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Telmen Hovoo
#   Location: Mongolia
#   Northernmost_Latitude: 48.77
#   Southernmost_Latitude: 48.77
#   Easternmost_Longitude: 97.12
#   Westernmost_Longitude: 97.12
#   Elevation_m: 1841
#--------------------
# Data_Collection
#   Collection_Name: MONG013
#   First_Year: 1638
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.
#   Common_Name: Siberian larch
#   Tree_Species_Code: LASI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TB02E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB02E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB02N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB02N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB03W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB03W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB03S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB03S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB04N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB04N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB05N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB05N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB05S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB05S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB06E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB06E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB06N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB06N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB08N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB08N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB08E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB08E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB09S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB09S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB10N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB10N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB10W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB10W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB11W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB11W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB12N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB12N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB12W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB12W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB13N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB13N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB13W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB13W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB14E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB14E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB14W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB14W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB15W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB15W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB16E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB16E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB16W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB16W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB19W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB19W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TB19E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TB19E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TB02E_raw	TB02N_raw	TB03W_raw	TB03S_raw	TB04_raw	TB04N_raw	TB05N_raw	TB05S_raw	TB06E_raw	TB06N_raw	TB08N_raw	TB08E_raw	TB09S_raw	TB10N_raw	TB10W_raw	TB11W_raw	TB12N_raw	TB12W_raw	TB13N_raw	TB13W_raw	TB14E_raw	TB14W_raw	TB15W_raw	TB16E_raw	TB16W_raw	TB17_raw	TB19W_raw	TB19E_raw
1638	NA	NA	NA	NA	NA	NA	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	NA	NA	NA	NA	NA	NA	3.027	NA	NA	NA	NA	1.409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	NA	1.159	NA	NA	NA	NA	3.551	NA	NA	NA	NA	1.297	NA	NA	1.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	NA	1.478	NA	NA	NA	NA	0.331	NA	NA	NA	NA	0.281	NA	NA	0.912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	NA	2.302	NA	NA	NA	NA	2.213	NA	NA	NA	NA	0.625	NA	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	NA	1.865	NA	NA	NA	NA	3.309	NA	NA	NA	NA	0.602	NA	NA	2.069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	NA	2.622	NA	NA	NA	NA	4.774	NA	NA	NA	NA	1.114	NA	NA	2.737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1645	NA	1.852	NA	NA	NA	NA	2.259	NA	NA	NA	NA	0.438	NA	NA	0.756	NA	NA	NA	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA
1646	NA	0.885	NA	NA	NA	NA	3.447	NA	NA	NA	NA	0.594	NA	NA	1.766	NA	NA	NA	NA	NA	NA	2.512	NA	NA	NA	NA	NA	NA
1647	NA	1.199	NA	NA	NA	NA	3.16	NA	NA	NA	NA	0.991	NA	NA	2.006	NA	NA	NA	NA	NA	NA	2.946	NA	NA	NA	NA	NA	NA
1648	NA	0.836	NA	NA	NA	NA	1.395	NA	NA	NA	NA	0.637	NA	NA	1.947	NA	NA	NA	NA	NA	NA	2.332	NA	NA	NA	NA	NA	NA
1649	NA	1.326	NA	NA	NA	NA	2.239	NA	NA	NA	NA	0.605	NA	NA	1.608	NA	NA	NA	NA	NA	2.388	1.414	NA	NA	NA	NA	NA	NA
1650	NA	0.283	NA	NA	NA	NA	2.08	NA	NA	NA	NA	0.623	NA	NA	1.033	NA	NA	NA	NA	NA	4.874	2.414	NA	NA	NA	NA	NA	NA
1651	NA	2.138	NA	NA	NA	NA	2.84	NA	NA	NA	NA	0.737	NA	NA	0.815	NA	NA	NA	NA	NA	4.115	1.833	NA	NA	NA	NA	NA	NA
1652	NA	2.349	NA	NA	NA	NA	4.022	NA	NA	NA	NA	0.607	NA	NA	0.941	NA	NA	NA	NA	NA	2.867	1.667	NA	NA	NA	NA	NA	NA
1653	NA	2.681	NA	NA	NA	NA	2.767	NA	NA	NA	NA	0.487	NA	2.289	1.336	NA	NA	NA	NA	NA	2.191	1.486	NA	NA	NA	NA	NA	NA
1654	NA	4.461	NA	NA	NA	NA	2.995	NA	NA	NA	NA	0.679	NA	2.46	1.174	NA	NA	NA	NA	NA	1.722	1.041	NA	NA	NA	NA	NA	NA
1655	NA	1.052	NA	NA	NA	NA	2.475	NA	NA	NA	NA	0.38	NA	2.071	1.136	NA	NA	NA	NA	NA	0.844	0.285	NA	NA	NA	NA	NA	NA
1656	NA	3.35	NA	NA	NA	NA	2.469	NA	NA	NA	NA	0.604	NA	2.947	1.712	NA	NA	NA	NA	NA	2.807	1.814	NA	NA	NA	NA	NA	NA
1657	NA	3.327	NA	NA	NA	NA	3.687	NA	NA	NA	NA	1.63	NA	4.118	3.35	NA	NA	NA	NA	NA	4.112	2.393	NA	NA	NA	NA	NA	NA
1658	NA	2.31	NA	NA	NA	NA	2.506	NA	NA	NA	NA	1.052	NA	1.969	1.454	NA	NA	NA	NA	NA	2.386	1.194	NA	NA	NA	NA	NA	NA
1659	NA	3.656	NA	NA	NA	NA	2.491	NA	NA	NA	NA	1.232	NA	2.254	1.786	NA	NA	NA	NA	NA	3.599	1.927	NA	NA	NA	NA	NA	NA
1660	NA	2.702	NA	NA	NA	NA	1.134	NA	NA	NA	NA	0.576	NA	0.788	0.681	NA	NA	NA	NA	NA	1.66	0.584	NA	NA	NA	NA	NA	NA
1661	2.187	2.299	NA	NA	NA	NA	2.001	NA	NA	NA	NA	0.954	NA	1.884	1.612	NA	NA	NA	NA	NA	2.915	1.991	NA	NA	NA	NA	NA	NA
1662	2.888	3.44	NA	NA	NA	NA	1.707	NA	NA	NA	NA	1.267	NA	3.38	2.041	NA	NA	NA	NA	NA	3.154	2.362	NA	NA	NA	NA	NA	NA
1663	3.026	3.045	NA	NA	NA	NA	2.847	NA	NA	NA	NA	0.904	NA	2.301	2.097	NA	NA	NA	NA	NA	3.199	1.646	NA	NA	NA	NA	NA	NA
1664	2.782	2.839	NA	NA	NA	NA	3.059	NA	NA	NA	NA	1.056	NA	3.013	1.259	NA	NA	NA	NA	NA	2.244	1.186	NA	NA	NA	NA	NA	NA
1665	1.859	2.363	NA	NA	NA	NA	1.863	NA	NA	NA	NA	0.671	NA	2.211	0.669	NA	NA	NA	NA	NA	1.13	0.687	NA	NA	NA	NA	NA	NA
1666	3.811	3.497	NA	NA	NA	NA	3.184	NA	NA	NA	NA	0.694	NA	2.732	0.997	NA	NA	NA	NA	NA	1.686	1.118	NA	NA	NA	NA	NA	NA
1667	2.515	1.933	NA	NA	NA	NA	1.94	NA	NA	NA	NA	0.58	NA	2.236	1.506	NA	NA	NA	NA	NA	1.664	0.971	NA	NA	NA	NA	NA	NA
1668	1.215	1.356	NA	NA	NA	NA	1.475	NA	NA	NA	NA	0.56	NA	1.058	0.585	NA	NA	NA	NA	NA	1.37	0.708	NA	NA	NA	NA	NA	NA
1669	1.777	2.041	NA	NA	NA	NA	0.874	NA	NA	NA	NA	0.34	NA	0.905	0.563	NA	NA	NA	NA	NA	0.953	0.625	NA	NA	NA	NA	NA	NA
1670	2.408	2.614	NA	NA	NA	NA	1.461	NA	NA	NA	NA	0.493	NA	1.438	0.493	NA	NA	NA	NA	NA	1.266	0.943	NA	NA	NA	NA	NA	NA
1671	4.004	3.575	NA	NA	NA	NA	2.242	NA	NA	NA	NA	1.153	NA	2.691	0.807	NA	NA	NA	NA	NA	3.009	1.637	NA	NA	NA	NA	NA	NA
1672	2.843	2.717	NA	NA	NA	NA	2.121	NA	NA	NA	NA	1.208	NA	3.02	0.611	NA	NA	NA	NA	NA	2.726	1.841	NA	NA	NA	NA	NA	NA
1673	2.683	2.627	NA	NA	NA	NA	2.38	NA	NA	NA	NA	1.327	NA	2.666	0.517	NA	NA	NA	NA	NA	2.949	1.895	NA	NA	NA	NA	NA	NA
1674	2.423	2.174	NA	NA	NA	NA	2.445	NA	NA	NA	NA	1.572	NA	2.537	0.665	NA	NA	NA	NA	NA	2.827	1.646	NA	NA	NA	NA	NA	NA
1675	2.659	2.446	NA	NA	NA	NA	1.62	NA	NA	NA	NA	1.273	NA	1.763	0.585	NA	NA	NA	NA	NA	2.036	1.252	NA	NA	NA	NA	NA	NA
1676	3.015	2.405	NA	NA	NA	NA	1.977	NA	NA	NA	NA	1.032	NA	1.52	0.525	NA	NA	NA	NA	NA	2.102	1.388	NA	NA	NA	NA	NA	NA
1677	2.641	2.613	NA	NA	NA	NA	1.805	NA	NA	NA	NA	0.809	NA	1.354	1.69	NA	NA	NA	NA	NA	2.626	1.736	NA	NA	NA	NA	NA	NA
1678	2.007	1.813	NA	NA	NA	NA	1.75	NA	NA	NA	0.628	0.819	NA	2	0.964	NA	NA	NA	NA	NA	1.395	1.271	NA	NA	NA	NA	NA	NA
1679	3.696	3.168	NA	NA	NA	NA	2.401	NA	NA	NA	0.741	1.153	NA	2.892	1.99	NA	NA	NA	NA	NA	2.204	1.685	NA	NA	NA	NA	NA	NA
1680	1.49	1.181	NA	NA	NA	NA	2.347	NA	NA	NA	0.577	0.894	NA	2.539	1.876	NA	NA	NA	NA	NA	2.577	1.651	NA	NA	NA	NA	NA	NA
1681	2.6	2.088	NA	NA	NA	NA	1.361	NA	NA	NA	0.427	0.576	NA	0.881	1.779	NA	NA	NA	NA	NA	1.208	0.695	NA	NA	NA	NA	NA	NA
1682	3.458	3.084	NA	NA	NA	NA	1.943	NA	NA	NA	0.497	0.694	NA	2.672	2.604	NA	NA	NA	NA	NA	2.178	1.569	NA	NA	NA	NA	NA	NA
1683	1.756	1.673	NA	NA	NA	NA	1.263	NA	NA	NA	0.394	0.491	NA	1.265	1.215	NA	NA	NA	NA	NA	1.013	0.687	NA	NA	NA	NA	NA	NA
