# Bunn - Tree Line - LAGM - ITRDB RUSS199
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/9930
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-9930.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ199-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ199-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ199.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ199.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-08-31
#--------------------
# File_Last_Modified_Date
#   Date: 2010-08-31
#--------------------
# Title
#   Study_Name: Bunn - Tree Line - LAGM - ITRDB RUSS199
#--------------------
# Investigators
#   Investigators: Bunn, A.G.(https://orcid.org/0000-0001-9027-2162); Lloyd, A.H.; Berner, L.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: Samples were collected at approximately tree line 
# # near the mouth of the Kolyma River.
# # Locally, this species is referred to as 
# # Larix cajanderi Mayr.  The ITRDB uses the synonym 
# # Larix gmelinii (Rupr.) Kuzen.  NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tree Line
#   Location: Russia
#   Northernmost_Latitude: 69.2
#   Southernmost_Latitude: 69.2
#   Easternmost_Longitude: 161.4333
#   Westernmost_Longitude: 161.4333
#   Elevation_m: 10
#--------------------
# Data_Collection
#   Collection_Name: RUSS199
#   First_Year: 1821
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr
#   Common_Name: Dahurian larch
#   Tree_Species_Code: LAGM
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TRL001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TRL007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TRL007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TRL001A_raw	TRL001B_raw	TRL002B_raw	TRL003A_raw	TRL003B_raw	TRL004A_raw	TRL004B_raw	TRL005A_raw	TRL005B_raw	TRL006A_raw	TRL006B_raw	TRL007B_raw
1894	0.536	0.362	0.536	NA	NA	NA	NA	NA	NA	0.694	0.562	NA
1895	0.532	0.542	0.672	NA	NA	NA	NA	NA	NA	0.698	0.522	NA
1896	0.245	0.433	0.288	NA	NA	NA	NA	NA	NA	0.302	0.251	NA
1897	0.48	0.227	0.546	NA	NA	NA	NA	NA	NA	0.348	0.399	NA
1898	0.472	0.415	0.512	NA	NA	NA	NA	NA	NA	0.407	0.354	NA
1899	0.23	0.409	0.265	NA	NA	NA	NA	NA	NA	0.295	0.315	NA
1900	0.383	0.296	0.483	NA	NA	NA	NA	NA	NA	0.409	0.481	NA
1901	0.461	0.563	0.566	NA	NA	NA	NA	NA	NA	0.458	0.505	NA
1902	0.521	0.739	0.548	NA	NA	NA	NA	NA	NA	0.496	1.046	NA
1903	0.558	1.116	0.578	NA	NA	NA	NA	NA	NA	0.469	0.734	NA
1904	0.368	1.231	0.374	NA	NA	NA	NA	NA	NA	0.504	0.593	NA
1905	0.191	0.628	0.263	NA	NA	NA	NA	NA	NA	0.271	0.276	NA
1906	0.197	0.283	0.489	NA	NA	NA	NA	NA	NA	0.518	0.642	NA
1907	0.28	0.247	0.706	NA	NA	NA	NA	NA	NA	0.55	0.548	NA
1908	0.231	0.404	0.959	NA	NA	NA	NA	NA	NA	0.431	0.836	NA
1909	0.202	0.291	0.662	NA	NA	NA	NA	NA	NA	0.422	0.525	NA
1910	0.076	0.29	0.476	NA	NA	NA	NA	NA	NA	0.285	0.599	NA
1911	0.118	0.243	1.275	NA	NA	NA	NA	NA	NA	0.596	0.448	NA
1912	0.319	0.345	0.979	NA	NA	NA	NA	NA	NA	1.016	0.647	NA
1913	0.157	0.161	0.44	NA	NA	NA	NA	NA	NA	0.764	0.547	NA
1914	0.188	0.205	0.33	NA	NA	NA	NA	NA	NA	0.722	0.289	NA
1915	0.077	0.171	0.091	NA	NA	NA	NA	NA	NA	0.549	0.456	NA
1916	0.163	0.298	0.542	NA	NA	NA	NA	NA	NA	0.815	0.444	NA
1917	0.112	0.303	0.324	NA	NA	NA	NA	NA	NA	0.535	0.696	NA
1918	0.252	0.419	0.381	NA	NA	NA	NA	NA	NA	0.779	0.533	NA
1919	0.171	0.294	0.225	NA	NA	NA	NA	NA	NA	0.514	0.576	NA
1920	0.231	0.409	0.777	NA	1.643	NA	NA	NA	NA	0.919	0.663	NA
1921	0.195	0.32	0.947	NA	1.509	NA	NA	NA	NA	0.808	0.805	NA
1922	0.28	0.423	1.21	NA	1.418	NA	NA	NA	NA	1.101	0.658	NA
1923	0.266	0.316	1.325	NA	0.602	NA	NA	NA	NA	0.714	0.627	NA
1924	0.168	0.18	0.624	NA	0.363	NA	NA	NA	NA	0.721	0.356	NA
1925	0.293	0.483	0.726	NA	0.508	NA	NA	NA	NA	1.279	0.724	NA
1926	0.382	0.361	0.512	NA	0.46	NA	NA	NA	NA	0.897	0.569	NA
1927	0.403	0.483	0.481	NA	0.513	NA	NA	NA	NA	0.802	0.587	NA
1928	0.371	0.527	0.543	NA	0.579	NA	NA	NA	NA	0.87	0.657	NA
1929	0.404	0.465	0.575	NA	0.994	NA	NA	NA	NA	0.934	0.631	NA
1930	0.237	0.31	0.364	NA	0.63	NA	NA	NA	NA	0.594	0.429	NA
1931	0.233	0.313	1.25	NA	1.258	NA	NA	NA	NA	0.769	0.535	NA
1932	0.251	0.365	0.67	NA	1.084	NA	NA	NA	NA	0.757	0.658	NA
1933	0.304	0.375	0.698	NA	0.932	NA	NA	NA	NA	0.747	0.683	NA
1934	0.256	0.358	0.611	NA	0.846	NA	NA	NA	NA	0.525	0.441	NA
1935	0.551	0.48	0.666	NA	1.662	NA	NA	NA	NA	0.824	0.76	NA
1936	0.627	0.487	0.478	0.827	1.094	NA	NA	NA	NA	0.645	0.711	NA
1937	0.707	0.496	0.498	1.62	2.076	NA	NA	NA	NA	0.551	0.588	NA
1938	0.666	0.623	0.424	1.698	1.954	NA	NA	NA	NA	0.516	0.601	NA
1939	0.535	0.525	0.616	1.122	1.276	NA	NA	NA	NA	0.579	0.601	NA
1940	0.482	0.646	0.537	1.208	1.773	NA	0.402	NA	NA	0.706	0.515	NA
1941	0.525	0.833	0.634	1.192	1.658	NA	0.386	NA	NA	0.648	0.418	NA
1942	0.836	0.832	0.626	1.619	2.185	NA	0.616	NA	NA	0.895	0.681	NA
1943	0.825	0.676	0.579	1.228	1.344	NA	0.349	NA	NA	0.88	0.558	NA
1944	0.345	0.299	0.696	0.938	0.993	NA	0.463	NA	NA	0.547	0.256	NA
1945	0.399	0.286	0.363	0.981	1.138	NA	0.409	NA	NA	0.316	0.267	NA
1946	0.248	0.207	0.371	0.725	0.875	NA	0.168	NA	NA	0.346	0.166	0.939
1947	0.346	0.339	0.602	1.126	1.412	NA	0.18	NA	NA	0.398	0.238	1.055
1948	0.296	0.26	0.565	0.889	0.972	NA	0.081	NA	NA	0.423	0.385	0.33
1949	0.32	0.172	0.414	1.116	1.225	NA	0.109	NA	NA	0.311	0.318	0.285
1950	0.247	0.189	0.343	1.12	1.129	NA	0.11	NA	NA	0.344	0.268	0.494
1951	0.475	0.381	0.607	1.247	1.362	NA	0.083	NA	NA	0.187	0.308	1.106
1952	0.36	0.353	0.611	0.974	1.009	NA	0.094	NA	NA	0.225	0.342	1.286
1953	0.477	0.488	0.737	0.755	1.094	NA	0.075	NA	NA	0.222	0.324	0.62
1954	0.12	0.111	0.218	0.179	0.527	NA	0.058	NA	NA	0.055	0.077	0.1
1955	0.297	0.259	0.568	0.587	1.12	NA	0.087	NA	NA	0.147	0.085	0.422
1956	0.519	0.585	1.084	1.135	1.591	NA	0.084	NA	NA	0.368	0.322	1.431
1957	0.411	0.432	0.755	0.355	0.793	NA	0.135	NA	NA	0.117	0.088	0.835
1958	0.608	0.547	0.833	0.604	1.059	NA	0.278	NA	NA	0.145	0.111	0.758
1959	0.497	0.343	0.68	0.657	0.982	NA	0.321	NA	0.414	0.078	0.078	0.468
1960	0.746	0.504	1.467	0.76	1.074	NA	0.723	NA	0.403	0.177	0.196	1.967
1961	0.53	0.38	0.766	0.541	0.645	NA	0.636	0.215	0.238	0.258	0.279	1.89
1962	0.521	0.474	0.872	0.811	0.825	0.753	0.488	0.262	0.297	0.195	0.301	1.221
1963	0.465	0.346	0.945	1.228	0.992	1.039	0.45	0.185	0.276	0.181	0.196	0.976
1964	0.557	0.51	0.904	1.17	0.8	0.742	0.391	0.301	0.283	0.261	0.266	0.924
1965	0.573	0.486	0.849	1.412	0.821	0.823	0.441	0.243	0.241	0.339	0.382	1.26
1966	0.352	0.321	1.296	0.771	0.52	0.936	0.453	0.36	0.371	0.25	0.268	1.421
1967	0.271	0.307	1.162	0.824	0.577	0.64	0.516	0.488	0.517	0.331	0.313	1.54
1968	0.388	0.44	2.699	0.971	0.674	1.123	0.615	0.578	0.654	0.314	0.313	2.285
1969	0.535	0.358	2.488	1.003	0.615	0.92	0.396	0.541	0.714	0.382	0.38	1.968
1970	0.59	0.438	1.421	0.724	0.639	0.847	0.541	0.649	0.901	0.458	0.461	1.473
1971	0.854	0.509	1.461	0.765	0.667	0.976	0.682	0.82	0.909	0.303	0.356	1.302
1972	0.416	0.236	0.704	0.319	0.263	0.675	0.222	0.384	0.47	0.186	0.167	0.266
1973	0.875	0.479	1.382	0.561	0.567	1.075	0.511	0.405	0.52	0.347	0.447	0.407
1974	0.747	0.553	1.343	0.669	0.528	1.409	0.709	0.984	1.014	0.408	0.497	0.732
1975	0.412	0.382	0.77	0.366	0.437	0.677	0.437	0.863	0.949	0.33	0.401	0.918
1976	0.411	0.428	0.832	0.448	0.53	0.487	0.54	0.982	1.047	0.379	0.384	1.199
1977	0.292	0.283	1.002	0.443	0.357	1.73	1.093	1.151	1.223	0.32	0.384	1.561
1978	0.256	0.246	0.558	0.283	0.292	0.506	0.391	0.604	0.726	0.303	0.268	0.724
1979	0.197	0.184	0.598	0.368	0.227	0.404	0.25	0.363	0.478	0.184	0.201	0.406
1980	0.149	0.203	1.027	0.434	0.276	0.354	0.249	0.471	0.46	0.105	0.16	0.499
1981	0.256	0.288	0.942	0.378	0.317	0.508	0.38	0.659	0.45	0.3	0.265	0.586
1982	0.241	0.287	1.188	0.428	0.326	0.627	0.332	0.754	0.537	0.218	0.359	0.636
1983	0.154	0.197	0.945	0.332	0.325	0.279	0.228	0.37	0.291	0.216	0.361	0.45
1984	0.276	0.271	1.079	0.447	0.466	0.342	0.282	0.542	0.367	0.28	0.433	0.702
1985	0.33	0.315	1.522	0.845	0.877	0.901	0.926	1.274	0.791	0.356	0.479	0.864
1986	0.362	0.344	1.216	0.559	0.482	0.584	0.728	0.898	0.773	0.361	0.405	0.53
1987	0.281	0.264	1.34	0.564	0.496	0.533	0.593	0.733	0.652	0.233	0.271	0.575
1988	0.499	0.356	1.378	0.566	0.431	0.718	0.749	0.87	0.728	0.345	0.351	0.545
1989	0.45	0.423	1.006	0.508	0.398	0.942	0.903	0.914	0.922	0.39	0.404	0.556
1990	0.233	0.252	0.799	0.483	0.409	0.428	0.464	0.598	0.477	0.208	0.234	0.428
1991	0.519	0.509	1.301	0.781	0.649	0.739	0.873	0.921	0.633	0.47	0.469	0.945
1992	0.134	0.138	0.417	0.179	0.131	0.272	0.528	0.339	0.434	0.27	0.241	0.273
1993	0.225	0.25	0.772	0.413	0.397	0.595	1.082	0.706	0.679	0.241	0.258	0.544
1994	0.154	0.185	0.641	0.38	0.368	0.49	0.692	0.605	0.71	0.289	0.331	0.484
1995	0.27	0.249	0.825	0.34	0.376	0.44	0.682	0.468	0.504	0.362	0.314	0.383
1996	0.203	0.212	0.378	0.319	0.362	0.485	0.79	0.638	0.613	0.4	0.368	0.506
1997	0.204	0.208	0.772	0.371	0.416	0.555	0.801	0.719	0.612	0.471	0.421	0.853
1998	0.12	0.16	0.23	0.139	0.187	0.198	0.347	0.359	0.534	0.288	0.24	0.319
