# Cook - Murree-Ayubia - ABPI - ITRDB PAKI032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15328
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15328.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/paki032-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; paki032-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/paki032.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/paki032.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-07-20
#--------------------
# File_Last_Modified_Date
#   Date: 2013-07-20
#--------------------
# Title
#   Study_Name: Cook - Murree-Ayubia - ABPI - ITRDB PAKI032
#--------------------
# Investigators
#   Investigators: Cook, E.R.(https://orcid.org/0000-0001-7478-4176); Palmer, J.G.(https://orcid.org/0000-0002-6665-4483); Ahmed, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: 
# # Climatology - precipitation NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: Edward R. Cook, Jonathan G. Palmer, Moinuddin Ahmed, Connie A. Woodhouse, Pavla Fenwick, Muhammad Usama Zafar, Muhammad Wahab, Nasrullah Khan
#   Journal_Name: Journal of Hydrology
#   Published_Title: Five centuries of Upper Indus River flow from tree rings
#   Published_Date_or_Year: 2013
#   Volume: 486
#   Pages: 365-375
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.jhydrol.2013.02.004
#   Full_Citation: None
#   Abstract: Water wars are a prospect in coming years as nations struggle with the effects of climate change, growing water demand, and declining resources. The Indus River supplies water to the world's largest contiguous irrigation system generating 90% of the food production in Pakistan as well as 13 gigawatts of hydroelectricity. Because any gap between water supply and demand has major and far-reaching ramifications, an understanding of natural flow variability is vital - especially when only 47 years of instrumental record is available. A network of tree-ring sites from the Upper Indus Basin (UIB) was used to reconstruct river discharge levels covering the period AD 1452-2008. Novel methods tree-ring detrending based on the 'signal free' method and estimation of reconstruction uncertainty based on the 'maximum entropy bootstrap' are used. This 557-year record displays strong inter-decadal fluctuations that could not have been deduced from the short gauged record. Recent discharge levels are high but not statistically unprecedented and are likely to be associated with increased meltwater from unusually heavy prior winter snowfall. A period of prolonged below-average discharge is indicated during AD 1572-1683. This unprecedented low-flow period may have been a time of persistently below-average winter snowfall and provides a warning for future water resource planning. Our reconstruction thus helps fill the hydrological information vacuum for modeling the Hindu Kush-Karakoram-Himalayan region and is useful for planning future development of UIB water resources in an effort to close Pakistan's "water gap". Finally, the river discharge reconstruction provides the basis for comparing past, present, and future hydrologic changes, which will be crucial for detection and attribution of hydroclimate change in the Upper Indus Basin.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Murree-Ayubia
#   Location: Pakistan
#   Northernmost_Latitude: 34.0333
#   Southernmost_Latitude: 34.0333
#   Easternmost_Longitude: 73.3833
#   Westernmost_Longitude: 73.3833
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: PAKI032
#   First_Year: 1678
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MUAA011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MUAA101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MUAA101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MUAA011_raw	MUAA012_raw	MUAA021_raw	MUAA022_raw	MUAA041_raw	MUAA042_raw	MUAA051_raw	MUAA052_raw	MUAA061_raw	MUAA062_raw	MUAA071_raw	MUAA072_raw	MUAA101_raw
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.206	NA	NA	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.263	NA	NA	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.004	NA	NA	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.931	NA	NA	NA
1682	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.285	NA	NA	NA
1683	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.087	NA	NA	NA
1684	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.704	NA	NA	NA
1685	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	NA	NA	NA
1686	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.231	NA	NA	NA
1687	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA
1688	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.937	NA	NA	NA
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.889	NA	NA	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.084	NA	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.317	NA	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.265	NA	NA	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.349	NA	NA	NA
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.519	NA	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.567	NA	NA	NA
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.173	NA	NA	NA
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.101	NA	NA	NA
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.824	NA	NA	NA
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.858	NA	NA	NA
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.759	NA	NA	NA
1702	NA	NA	NA	NA	NA	2.256	NA	NA	NA	0.69	NA	NA	NA
1703	NA	NA	NA	NA	NA	1.818	NA	NA	NA	0.979	NA	NA	NA
1704	NA	NA	NA	NA	NA	1.714	NA	NA	NA	1.222	NA	NA	NA
1705	NA	NA	NA	NA	NA	1.934	NA	NA	NA	1.856	NA	NA	NA
1706	NA	NA	NA	NA	NA	1.887	NA	NA	NA	1.369	NA	NA	NA
1707	NA	NA	NA	NA	NA	1.3	NA	NA	NA	0.867	NA	NA	NA
1708	NA	NA	NA	NA	NA	1.828	NA	NA	NA	1.431	NA	NA	NA
1709	NA	NA	NA	NA	NA	1.84	NA	NA	NA	1.589	NA	NA	NA
1710	NA	NA	NA	NA	NA	1.704	NA	NA	NA	1.576	NA	NA	NA
1711	NA	NA	NA	NA	NA	1.07	NA	NA	NA	1.608	NA	NA	NA
1712	NA	NA	NA	NA	NA	1	NA	NA	NA	1.021	NA	NA	NA
1713	NA	NA	NA	NA	NA	0.808	NA	NA	NA	1	NA	NA	NA
1714	NA	NA	NA	NA	NA	1.32	NA	NA	NA	1.51	NA	NA	NA
1715	NA	NA	NA	NA	NA	1.27	NA	NA	NA	1.568	NA	NA	NA
1716	NA	NA	NA	NA	NA	1.488	NA	NA	NA	1.648	NA	NA	NA
1717	NA	NA	NA	NA	NA	1.084	NA	NA	NA	1.317	NA	NA	NA
1718	NA	NA	NA	NA	NA	1.181	NA	NA	NA	1.326	NA	NA	NA
1719	NA	NA	NA	NA	NA	1.079	NA	NA	NA	1.449	NA	NA	NA
1720	NA	NA	NA	NA	NA	1.207	NA	NA	NA	1.255	NA	NA	NA
1721	NA	NA	NA	NA	NA	0.801	NA	NA	NA	0.689	NA	NA	NA
1722	NA	NA	NA	NA	NA	1.101	NA	NA	NA	0.742	NA	NA	NA
1723	NA	NA	NA	NA	NA	1.402	NA	NA	NA	0.681	NA	NA	NA
1724	NA	NA	NA	NA	NA	1.108	NA	NA	NA	0.875	NA	NA	NA
1725	NA	NA	NA	NA	NA	1.366	NA	NA	NA	1.53	NA	NA	NA
1726	NA	NA	NA	NA	NA	0.637	NA	NA	2.051	1.408	NA	NA	NA
1727	NA	NA	NA	NA	NA	0.949	NA	NA	1.202	2.882	NA	NA	NA
1728	NA	NA	NA	NA	NA	0.817	NA	NA	1.104	2.117	NA	NA	NA
1729	NA	NA	NA	NA	NA	0.918	NA	NA	2.341	1.602	NA	NA	NA
1730	NA	NA	NA	NA	NA	0.776	NA	NA	2.919	2.523	NA	NA	NA
1731	NA	NA	NA	NA	NA	0.607	NA	NA	2.577	2.309	NA	NA	NA
1732	NA	NA	NA	NA	NA	0.854	NA	NA	2.842	2.569	NA	NA	NA
1733	NA	NA	NA	NA	NA	0.565	NA	NA	1.885	1.66	NA	NA	NA
1734	NA	NA	NA	NA	NA	0.654	NA	NA	2.266	1.671	NA	NA	NA
1735	NA	NA	NA	NA	NA	0.712	NA	NA	1.699	1.255	NA	NA	NA
1736	NA	NA	NA	NA	NA	0.979	NA	NA	1.885	1.468	NA	NA	NA
1737	NA	NA	NA	NA	NA	0.76	NA	NA	1.704	1.212	NA	NA	NA
1738	NA	NA	NA	NA	NA	0.709	NA	NA	1.703	1.332	NA	NA	NA
1739	NA	NA	NA	NA	NA	1.388	NA	NA	2.388	2.276	NA	NA	NA
1740	NA	NA	NA	NA	0.916	0.978	NA	NA	2.217	1.947	NA	NA	NA
1741	NA	NA	NA	NA	0.6	0.727	NA	NA	1.771	1.37	NA	NA	NA
1742	NA	NA	NA	NA	0.643	0.774	NA	NA	1.69	1.53	NA	NA	NA
1743	NA	NA	NA	NA	0.6	0.747	NA	NA	1.359	1.635	NA	NA	NA
1744	NA	NA	NA	0.647	0.923	0.805	NA	NA	2.241	2.343	NA	NA	NA
1745	NA	NA	NA	0.49	0.583	0.796	NA	NA	1.729	2.414	NA	NA	NA
1746	NA	NA	NA	0.422	0.636	0.794	NA	NA	2.135	4.111	NA	NA	NA
1747	NA	NA	NA	0.695	0.826	0.813	NA	NA	3.674	3.847	NA	NA	NA
1748	NA	NA	NA	0.688	1.428	1.005	NA	NA	4.598	3.116	NA	NA	NA
1749	NA	NA	NA	0.701	1.278	1.099	NA	NA	2.691	1.739	NA	NA	NA
1750	NA	NA	NA	0.55	1.099	0.823	NA	NA	2.354	1.984	NA	NA	NA
1751	NA	NA	NA	0.765	1.206	0.655	NA	NA	1.958	2.177	NA	NA	NA
1752	NA	NA	NA	0.396	1.193	0.583	NA	NA	2.17	2.901	NA	NA	NA
1753	NA	NA	NA	0.374	0.784	0.497	NA	NA	1.802	2.642	NA	NA	NA
1754	NA	NA	NA	0.402	0.806	0.523	NA	NA	1.474	2.006	NA	NA	NA
1755	NA	NA	NA	0.383	0.484	0.392	NA	NA	1.063	1.183	NA	NA	NA
1756	NA	NA	NA	0.84	1.06	0.807	NA	NA	2.543	1.875	NA	NA	NA
1757	NA	NA	NA	0.596	0.761	0.724	NA	NA	1.594	1.421	NA	NA	NA
1758	NA	NA	NA	0.417	0.558	0.434	NA	NA	2.101	1.682	NA	NA	NA
1759	NA	NA	NA	0.373	0.971	0.756	NA	NA	1.966	2.521	NA	NA	NA
1760	NA	NA	NA	0.479	1.129	0.733	NA	NA	2.118	2.595	NA	NA	NA
