# Krusic - Dobini Danda - ABSB - ITRDB NEPA017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3774
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3774.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-24
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-24
#--------------------
# Title
#   Study_Name: Krusic - Dobini Danda - ABSB - ITRDB NEPA017
#--------------------
# Investigators
#   Investigators: Krusic, P.J.; Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Dobini Danda
#   Location: Nepal
#   Northernmost_Latitude: 27.43
#   Southernmost_Latitude: 27.43
#   Easternmost_Longitude: 86.2
#   Westernmost_Longitude: 86.2
#   Elevation_m: 3500
#--------------------
# Data_Collection
#   Collection_Name: NEPA017
#   First_Year: 1754
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies spectabilis (D. Don) Spach
#   Common_Name: silver fir
#   Tree_Species_Code: ABSB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DDAS14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DDAS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DDAS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DDAS14A_raw	DDAS14B_raw	DDAS07A_raw	DDAS07B_raw	DDAS01A_raw	DDAS01B_raw	DDAS13B_raw	DDAS12A_raw	DDAS12B_raw	DDAS13A_raw	DDAS03A_raw	DDAS03B_raw	DDAS11A_raw	DDAS11B_raw	DDAS08A_raw	DDAS08B_raw	DDAS05B_raw	DDAS05A_raw	DDAS04B_raw	DDAS09A_raw	DDAS06A_raw	DDAS06B_raw	DDAS04A_raw	DDAS10A_raw
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.34	NA	NA	2.96	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.95	NA	NA	3.12	NA	NA	NA	1.55
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81	NA	NA	2.83	NA	NA	NA	1.81
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.49	NA	NA	2.55	NA	NA	NA	2.05
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.46	NA	NA	2.88	NA	NA	NA	1.29
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14	NA	NA	2.14	NA	NA	NA	0.78
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	2.27	NA	NA	NA	0.94
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	2.05	NA	3.08	NA	1.65
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	2	NA	2.34	NA	1.01
1764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.49	NA	NA	2.19	NA	2.87	NA	1.73
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47	NA	NA	2.29	NA	3.96	NA	1.36
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.41	3.23	NA	NA	2.64	NA	3.5	NA	1.33
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.75	2.76	NA	NA	2.42	NA	3.85	NA	0.95
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	2.64	NA	NA	2.49	NA	3.43	NA	0.89
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	2.9	NA	NA	2.43	NA	3.19	NA	1.37
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.12	2.58	NA	NA	2.3	NA	2.1	NA	2.31
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.75	3.72	2.78	NA	NA	2.64	NA	3.03	NA	1.73
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	3.17	2.71	NA	NA	2.77	NA	3.2	NA	1.33
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.76	3.7	3.23	NA	NA	2.95	NA	4.17	NA	2.14
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35	3.34	2.66	NA	NA	3.13	NA	4.02	NA	1.83
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.54	3.38	3.11	NA	NA	2.89	NA	4.27	NA	1.24
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.21	3.25	3.2	NA	NA	3.03	NA	3.77	NA	1.04
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.62	3.37	2.59	NA	NA	2.52	NA	3.94	NA	1.88
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.48	2.88	2.49	NA	NA	2.47	NA	3.44	NA	1.29
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.99	2.77	2.27	NA	NA	2	NA	3.04	NA	1.33
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.19	2.98	2.74	NA	NA	1.97	NA	3.02	NA	1.42
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.97	3.63	3.64	NA	NA	2.89	NA	2.32	NA	1.05
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8	2.55	3	NA	NA	2.47	NA	2.15	NA	1.14
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09	3.67	3.58	NA	NA	2.93	NA	2.91	NA	1.03
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.35	3.72	3.4	NA	NA	3.1	NA	3.63	NA	1.41
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.57	3.83	3.8	NA	NA	3.67	NA	3.93	NA	1.04
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.75	3.76	3.46	NA	NA	3.34	NA	3.78	NA	0.8
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26	3.59	3.1	NA	NA	3.21	NA	3.47	NA	0.86
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.46	3.33	3.79	NA	NA	3.68	NA	2.99	NA	0.65
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	2.89	3.27	NA	NA	2.73	NA	2.75	NA	0.48
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	3.09	3.53	NA	NA	2.9	NA	1.92	NA	0.32
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.72	2.94	3.31	NA	NA	3.57	NA	1.97	NA	0.58
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	2.61	2.38	NA	NA	2.42	NA	2.06	NA	0.55
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67	3.32	3.24	NA	NA	3.58	NA	2.5	NA	0.56
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.96	4.01	3	NA	NA	2.8	NA	3.97	NA	0.52
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.8	3.41	3.2	NA	NA	3.71	NA	4.25	NA	0.69
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.67	3.64	3.68	NA	NA	3.56	NA	4.28	NA	0.8
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.96	2.54	2.51	NA	NA	2.89	NA	2.8	NA	0.56
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.39	2.83	2.77	NA	NA	2.95	NA	2.46	NA	0.86
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73	2.71	1.65	NA	NA	2.22	NA	2.14	NA	0.49
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.03	3	0.78	NA	NA	1	NA	3.25	NA	0.27
1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	3.36	0.58	NA	NA	0.76	NA	3.24	NA	0.16
1802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	3.51	0.81	NA	NA	1.13	NA	3.5	NA	0
1803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.13	2.66	1.01	NA	NA	1.43	NA	2.89	NA	0
