# Hughes - Chandanwani - ABPI - ITRDB INDI001
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3565
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3565.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi001e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi001e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi001e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi001e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Chandanwani - ABPI - ITRDB INDI001
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Chandanwani
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 34.25
#   Southernmost_Latitude: 34.25
#   Easternmost_Longitude: 75.92
#   Westernmost_Longitude: 75.92
#   Elevation_m: 3200
#--------------------
# Data_Collection
#   Collection_Name: INDI001
#   First_Year: 1777
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01146_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01146; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01147_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01147; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01151_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01155_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01155; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01150_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01149_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01149; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01148_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01148; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01154_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01154; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01145_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01145; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01152_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: 01152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01146_raw	01147_raw	01151_raw	01155_raw	01150_raw	01149_raw	01148_raw	01154_raw	01145_raw	01152_raw
1777	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	1.62	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	1.68	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA
1817	NA	NA	NA	NA	NA	2.04	NA	0.78	NA	NA
1818	NA	NA	NA	NA	NA	2.61	NA	0.99	NA	NA
1819	NA	NA	NA	NA	NA	1.95	NA	0.75	NA	NA
1820	NA	NA	NA	NA	NA	2.19	NA	0.21	NA	NA
1821	NA	NA	NA	NA	NA	2.1	NA	0.33	NA	NA
1822	NA	NA	NA	NA	NA	1.02	NA	0.18	NA	NA
1823	NA	NA	NA	NA	NA	0.81	NA	0.12	NA	NA
1824	NA	NA	NA	NA	NA	1.92	NA	0.36	NA	NA
1825	NA	NA	NA	NA	NA	1.47	NA	0.36	NA	NA
1826	NA	NA	NA	NA	NA	1.71	NA	0.63	NA	NA
1827	NA	NA	NA	NA	NA	1.8	NA	0.81	NA	NA
1828	NA	NA	NA	NA	NA	1.77	NA	0.93	NA	NA
1829	NA	NA	NA	NA	NA	2.07	NA	1.17	NA	NA
1830	NA	NA	NA	NA	NA	2.28	NA	1.47	NA	NA
1831	NA	NA	NA	NA	NA	1.65	NA	0.81	NA	NA
1832	NA	NA	NA	NA	NA	2.28	NA	1.17	NA	NA
1833	NA	NA	NA	NA	NA	2.43	NA	0.99	NA	NA
1834	NA	NA	NA	NA	NA	2.55	NA	1.11	NA	NA
1835	NA	NA	NA	NA	NA	2.34	NA	1.26	NA	NA
1836	NA	NA	NA	NA	NA	1.53	NA	1.23	NA	NA
1837	NA	NA	NA	NA	NA	2.04	NA	1.56	NA	NA
1838	NA	NA	NA	NA	NA	2.01	NA	1.29	NA	NA
1839	NA	NA	NA	NA	NA	2.52	NA	1.08	NA	NA
1840	NA	NA	NA	NA	NA	2.04	NA	1.08	NA	NA
1841	NA	NA	NA	NA	NA	1.89	NA	1.08	NA	NA
1842	NA	NA	NA	NA	NA	2.28	NA	1.29	NA	NA
1843	NA	NA	NA	NA	NA	1.83	NA	0.99	NA	NA
1844	NA	NA	NA	NA	NA	2.04	NA	1.02	NA	NA
1845	NA	NA	NA	NA	NA	1.44	NA	0.45	NA	NA
1846	NA	NA	NA	NA	NA	1.41	NA	0.96	NA	NA
1847	NA	NA	NA	NA	NA	1.17	NA	0.75	NA	NA
1848	NA	NA	NA	NA	NA	1.56	NA	1.02	NA	NA
1849	NA	NA	NA	NA	NA	1.29	NA	0.96	NA	NA
1850	NA	NA	NA	NA	NA	1.29	NA	0.96	NA	NA
1851	NA	NA	2.1	NA	NA	1.56	NA	0.75	NA	NA
