# Hughes - Sonmarg - ABPI - ITRDB INDI005
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3577
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3577.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi005n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; indi005n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/indi005n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/indi005n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hughes - Sonmarg - ABPI - ITRDB INDI005
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sonmarg
#   Location: Jammu and Kashmir
#   Northernmost_Latitude: 34.58
#   Southernmost_Latitude: 34.58
#   Easternmost_Longitude: 75.55
#   Westernmost_Longitude: 75.55
#   Elevation_m: 3125
#--------------------
# Data_Collection
#   Collection_Name: INDI005
#   First_Year: 1732
#   Last_Year: 1980
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies pindrow (Royle ex D. Don) Royle
#   Common_Name: Himalayan silver fir
#   Tree_Species_Code: ABPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 01016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 01022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 01022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	01016_raw	01017_raw	01018_raw	01020_raw	01021_raw	01022_raw
1860	3.2	2.29	3.64	3.77	2.86	2.94
1861	3.15	2.45	3.94	3.96	2.82	2.99
1862	2.99	2.34	3.94	3.92	2.9	3.15
1863	3.2	2.56	4.14	3.92	3.07	3.25
1864	3.1	2.51	3.74	4.12	2.99	3.05
1865	2.89	2.34	3.55	4	2.69	3.3
1866	3.15	2.45	3.69	4.28	3.33	2.94
1867	2.99	2.34	3.55	4.24	3.29	3.1
1868	3.2	2.51	3.64	4.28	3.58	3.15
1869	3.3	2.18	3.69	4.16	3.41	3.25
1870	2.89	2.07	3.6	3.77	3.29	3.15
1871	3.3	2.56	3.74	3.84	3.33	3.1
1872	3.1	2.45	3.05	3.88	3.5	3.05
1873	3.1	2.4	3.55	4.04	3.07	2.84
1874	3.15	2.45	3.5	3.92	3.07	2.94
1875	2.99	2.51	3.89	3.92	3.2	2.89
1876	2.79	2.13	3.94	3.88	2.9	2.89
1877	2.84	2.07	3.4	3.81	2.95	2.79
1878	2.84	2.23	3.5	4.2	3.41	2.79
1879	3.1	2.29	3.5	4	3.37	2.89
1880	3.05	2.34	3.84	3.84	3.63	2.73
1881	3.35	2.29	3.89	3.81	3.07	2.94
1882	3.1	2.51	3.79	3.81	3.07	2.89
1883	2.94	2.34	3.6	3.84	3.16	2.94
1884	3.3	2.45	3.4	3.45	3.12	2.89
1885	3.15	2.72	3.55	3.92	3.03	2.84
1886	2.61	2.51	4.48	3.69	2.65	2.94
1887	2.92	2.67	3.94	3.81	2.95	2.89
1888	2.71	2.62	3.6	3.81	3.03	2.84
1889	2.71	2.62	3.4	3.96	3.2	2.73
1890	2.77	2.89	2.07	3.65	2.86	2.79
1891	2.71	2.56	3.5	3.77	2.82	2.89
1892	2.5	2.51	2.95	3.57	2.86	2.79
1893	2.66	2.72	3.3	3.49	2.82	2.99
1894	2.71	2.56	3.3	3.53	2.69	2.89
1895	2.92	2.45	3.64	3.77	2.86	2.99
1896	2.71	2.67	3.3	3.65	2.82	2.89
1897	2.77	2.83	3.45	3.65	2.65	3.2
1898	2.97	2.07	3.69	3.65	2.82	3.25
1899	2.92	2.51	3.55	3.65	2.73	3.25
1900	2.92	2.67	3.55	3.81	3.24	3.25
1901	2.92	2.78	3.6	3.61	3.03	3.1
1902	2.71	2.56	3.84	3.53	2.99	3.15
1903	2.82	2.29	3.74	3.61	2.99	3.2
1904	2.87	2.29	3.64	3.65	2.99	3.2
1905	2.87	1.75	3.74	3.61	3.07	2.99
1906	3.03	2.4	3.79	3.49	3.29	3.1
1907	2.92	2.45	3.69	3.45	3.07	3.3
1908	3.13	2.34	3.55	3.41	2.95	3.25
1909	3.08	2.34	3.55	3.49	2.95	2.99
1910	2.92	2.51	3.5	3.41	3.12	2.99
1911	2.97	2.51	3.45	3.41	2.95	3.25
1912	3.08	2.4	3.25	3.65	3.07	3.15
1913	2.92	2.23	3.3	3.25	2.95	2.99
1914	3.18	2.29	3	3.37	2.99	3.05
1915	2.97	2.4	3.05	3.29	3.03	3.15
1916	2.82	2.56	3.3	3.45	2.99	3.25
1917	2.82	2.29	3.05	3.29	2.78	3.3
1918	2.71	2.18	2.95	3.57	3.07	3.15
1919	2.77	2.13	2.81	3.01	2.86	3.05
1920	3.03	2.4	3.15	3.13	3.03	2.99
1921	2.66	2.18	3	3.09	2.82	3.15
1922	2.92	2.07	2.95	3.17	3.2	3.05
1923	2.77	2.34	2.9	3.17	3.16	2.94
1924	2.97	0.16	3.2	3.49	3.41	3.05
1925	2.61	2.51	3.1	3.25	3.03	3.2
1926	2.71	2.45	3.15	3.33	2.82	3.1
1927	2.56	2.23	2.76	3.17	2.86	3.15
1928	2.56	2.18	2.86	2.93	3.2	3.2
1929	2.82	2.34	2.81	3.29	2.9	2.99
1930	2.5	2.07	2.86	3.17	2.99	3.2
1931	2.87	2.45	2.86	3.37	2.99	3.15
1932	2.97	2.34	2.86	3.41	3.2	2.99
1933	2.61	2.45	2.86	3.33	3.37	3.15
1934	2.82	2.34	2.95	3.61	3.24	3.15
1935	2.56	2.13	2.56	3.29	2.9	2.94
1936	2.56	2.45	2.76	3.25	2.82	2.94
1937	2.3	2.51	2.86	3.37	3.46	2.99
1938	2.4	2.29	2.66	3.37	3.37	2.89
1939	2.45	2.51	2.71	3.33	3.07	2.94
1940	2.24	2.67	2.86	3.37	3.41	3.15
1941	2.45	2.62	3.15	3.01	3.8	3.1
1942	2.45	2.45	2.76	3.33	3.84	3.15
1943	2.56	2.51	2.86	3.41	3.2	3.2
1944	2.71	2.62	0.93	3.09	3.46	3.15
1945	2.61	0.28	2.86	3.05	3.33	3.15
1946	2.56	2.89	2.66	3.45	3.46	3.2
1947	2.35	2.78	2.76	3.25	3.29	2.89
1948	2.14	2.45	2.66	2.93	3.46	2.68
1949	2.14	2.18	2.66	2.93	3.24	2.68
1950	2.35	2.07	2.86	3.53	3.71	2.73
1951	2.04	2.45	2.56	3.65	3.5	2.58
1952	2.19	2.51	2.71	3.81	3.37	2.68
1953	2.3	0.28	2.86	3.65	2.99	2.58
1954	2.4	2.51	2.81	3.77	3.03	2.73
1955	2.66	2.45	3.25	3.84	3.29	2.73
1956	2.45	2.45	2.9	3.65	3.07	2.89
1957	2.5	2.72	2.95	4.04	3.5	2.99
1958	2.56	2.67	2.86	3.53	3.03	2.73
1959	2.61	2.51	2.95	3.57	2.99	2.73
1960	2.56	2.62	2.95	3.77	3.2	2.99
1961	2.66	2.62	3	3.45	3.16	2.94
1962	2.77	2.56	3.25	3.49	3.41	3.05
1963	2.45	2.4	2.9	3.61	3.03	2.89
1964	2.45	2.56	2.86	3.41	3.5	2.84
1965	2.45	2.4	2.76	3.69	3.29	2.79
1966	2.45	2.45	2.9	3.84	3.16	2.89
1967	2.45	1.8	2.86	3.96	3.5	2.73
1968	2.35	2.4	2.86	3.65	3.54	2.84
1969	2.4	2.23	2.9	3.69	3.46	2.84
1970	2.45	3.49	2.9	3.33	3.5	2.73
1971	2.61	3.05	3.2	3.45	3.41	2.89
1972	2.87	2.72	2.9	3.69	3.54	2.94
1973	2.82	2.45	2.9	3.65	3.54	2.53
1974	2.45	2.51	3.05	3.61	3.63	2.99
1975	2.87	2.67	3	3.81	3.5	3.05
1976	2.82	2.13	2.81	3.65	2.99	2.79
1977	2.77	2.13	2.95	3.88	3.37	2.89
1978	2.92	2.78	2.95	3.81	3.41	3.05
1979	2.82	2.83	2.9	3.73	3.54	2.94
1980	2.82	3.05	2.95	3.57	3.58	2.84
