# Sun - Ertan R3 - PIYU - ITRDB CHIN080
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27437
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27437.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin080-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; chin080-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/chin080.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/chin080.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-08-12
#--------------------
# File_Last_Modified_Date
#   Date: 2019-08-12
#--------------------
# Title
#   Study_Name: Sun - Ertan R3 - PIYU - ITRDB CHIN080
#--------------------
# Investigators
#   Investigators: Sun, L.; Cai, Y.; Zhou, Y.; Shi, S.; Zhao, Y.; Wang, W.; Gunnarson, B.E.(https://orcid.org/0000-0002-5262-1883); Jaramillo, F.
#--------------------
# Description_Notes_and_Keywords
#   Description: Climatology - analysis on the climatic difference of micro-topographical sites NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Swedish Research Council 
#   Grant: 2015-06503, 942-2015-740
#--------------------
# Funding_Agency
#   Funding_Agency_Name: National Natural Science Foundation China
#   Grant: 51522901, 51721093
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Ministry of Science and Technology of the People’s Republic of China
#   Grant: 2016YFC0502209
#--------------------
# Site_Information
#   Site_Name: Ertan R3
#   Location: China
#   Northernmost_Latitude: 26.932
#   Southernmost_Latitude: 26.932
#   Easternmost_Longitude: 101.663
#   Westernmost_Longitude: 101.663
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: CHIN080
#   First_Year: 1942
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus yunnanensis Franch.
#   Common_Name: Yunnan Pine
#   Tree_Species_Code: PIYU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## R301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R303_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R303; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R304_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R304; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R305_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R305; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R307_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R307; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R309_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R309; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R310_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R310; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R311_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R311; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R312_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R312; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R313_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R313; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R318_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R318; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## R320_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: R320; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	R301_raw	R303_raw	R304_raw	R305_raw	R307_raw	R309_raw	R310_raw	R311_raw	R312_raw	R313_raw	R318_raw	R320_raw
1942	20.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1943	20.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1944	33.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1945	20.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1946	24.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1947	27.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1948	30.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1949	29.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1950	24.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1951	30.3	NA	NA	NA	NA	NA	20.22	NA	NA	NA	NA	NA
1952	15.46	NA	NA	NA	NA	NA	9.1	NA	NA	NA	NA	NA
1953	22.95	NA	NA	NA	NA	NA	14.15	NA	NA	NA	NA	NA
1954	21.93	NA	28.4	NA	NA	NA	13.36	NA	NA	NA	NA	NA
1955	23.54	NA	29.44	25.14	NA	NA	14.8	NA	NA	NA	NA	NA
1956	25.18	NA	36.26	29.28	NA	27.51	29.84	NA	NA	28.27	NA	NA
1957	21.09	NA	21.31	17.39	NA	18.93	18.38	NA	NA	16.76	NA	NA
1958	17.98	NA	23.04	16.91	NA	14.86	15.44	NA	NA	14.44	NA	NA
1959	25.73	NA	25.1	18.8	NA	18.31	25.1	NA	NA	18.12	NA	NA
1960	12.99	NA	19.13	11.42	NA	10.48	22.16	NA	NA	12.9	NA	NA
1961	11.02	NA	23.02	20.67	NA	18.18	21.53	NA	NA	15.75	NA	NA
1962	10.92	17.74	16.35	15.38	NA	11.45	17.86	NA	NA	16.65	NA	NA
1963	11.33	13.52	12.76	12.38	NA	12.4	15.96	NA	NA	13.8	NA	NA
1964	14.66	16.06	14.88	16.04	NA	10.71	18.56	NA	NA	17.76	NA	NA
1965	12.84	14.32	14.6	10.9	NA	9.88	16.19	NA	NA	10.98	NA	13.6
1966	13.46	10.42	9.82	7.42	NA	13.9	7.28	NA	NA	12.7	10.88	10.08
1967	18.74	13.41	14.7	12.62	NA	11.84	12.64	NA	NA	14.58	13.48	12.52
1968	12.71	10.84	15.62	8.6	NA	8.9	13.06	NA	NA	8.26	13.93	12.92
1969	17.29	17.63	12.22	9.7	NA	9.02	17.92	NA	NA	14.64	17.11	12.6
1970	12.98	15.7	13.14	6.74	NA	7.93	17.57	NA	NA	10.45	12.34	11.64
1971	18.44	31.26	24.11	12.32	NA	13.52	25.86	NA	NA	16.04	14.43	16.36
1972	15.06	17.51	22.82	9.65	NA	12	23.1	NA	NA	20.27	16.26	19.74
1973	12.73	8.77	13.54	9.91	NA	9.2	14.93	NA	NA	11.36	12.49	13.57
1974	19.62	16.2	18.86	10.65	NA	10.09	17.77	NA	17.61	15.12	20.89	22.81
1975	14.8	14.32	14.8	11.63	NA	8.87	16.57	NA	13.94	14.46	18.88	17.68
1976	11.5	9.58	16.72	9.41	32.42	8.97	13.55	NA	12.41	11.64	15.68	17.11
1977	12.56	9.56	18.6	3.74	31.57	4.92	19	22.93	14.23	16.82	15.64	16.1
1978	9.89	13.28	22.55	1.8	21.45	2.05	17.12	24.61	3.28	8.66	8.49	6.39
1979	9.15	6.51	12.75	2.03	19.31	4.33	13.74	12.86	4.03	8.15	11.08	5.5
1980	11.84	4.53	13.8	6.76	23.32	8	9.94	12.04	12.47	12.58	12.23	14.01
1981	13.64	10.15	16.58	8.94	22.88	14.68	16.64	14.46	17.11	33.13	15.22	23.72
1982	14.9	12.24	14.39	8.24	18.42	18.89	18.03	14.34	17.34	34.7	19.39	20.95
1983	14.21	10.64	12.09	7.7	18.54	12.54	12.82	8.54	18.16	23.24	20.78	20.15
1984	22.06	16.96	15.04	12.66	24.02	18.44	15.9	12.44	20.57	23.04	20.3	23.94
1985	15.88	14.14	10.78	7.1	13.52	13.31	9.43	10.2	15.32	12.86	21.46	20.85
1986	14.48	10.88	12.22	7.56	11.64	12.08	9.46	9.02	15.47	15.04	16.78	18.48
1987	10.14	8.18	10.11	2.11	6.27	5.71	3.96	7.28	10.5	9.33	11.63	15.2
1988	14.26	10.95	9.86	3.06	9.86	7.46	5.14	11.04	13.89	10.74	13.58	16.99
1989	13.91	16.38	10.92	4.66	12.63	8.25	6.01	9.43	13.62	11.76	10.8	16.61
1990	14.87	14.01	17.57	5.22	11.89	13.1	7.92	13.2	19.46	15.06	10.9	19.74
1991	18.74	12.65	18.22	6.37	11.62	14.96	8.96	11.78	14.4	18	10.6	23.44
1992	16.72	13.65	12.5	7.01	11.79	9.02	7.11	8.36	7.8	15.32	12.25	19.52
1993	16.36	14.04	14.06	6.28	13.3	9.14	10.08	7.63	7.34	19.43	13.93	22.02
1994	13.1	11.76	11.56	4.92	11.08	8.41	7.18	6.04	7.11	10.68	11.58	19.58
1995	12.61	10.09	11.7	4.68	11.56	7.79	6.34	7.75	7.76	7.86	12.66	19.34
1996	9.04	7.28	10.98	6.59	8.7	8.16	6.68	7.13	8.06	7.4	13.14	18.44
1997	7.79	5.11	8.32	5.28	5.46	5.69	4.78	5.3	6.34	5.84	14.08	14.28
1998	9.76	6.97	9.18	6.65	8.1	6.6	4.76	4.51	5.8	7.32	13.26	14.83
1999	12.05	12.22	6.32	7.42	7.84	9.77	5.76	4.64	4.96	6.72	17.25	14.58
2000	8.78	16.4	8.26	4.62	10.68	8.12	7.48	7.14	4.51	6.43	14.74	11.46
2001	12.46	19.74	8.62	7.16	11.4	11.18	9.9	9.09	6	10.12	14.88	19.6
2002	9.06	16.84	9.04	8.14	9.78	8.91	10.25	8.6	7.03	8.42	13.24	17.24
2003	7.34	13.7	5.7	6.52	9.3	7.22	7.5	6.85	6.92	6.92	14.57	9.35
