# Touchan - Dibeen - PIHA - ITRDB JORD002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5509
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5509.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/jord002-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; jord002-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/jord002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/jord002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-05-30
#--------------------
# File_Last_Modified_Date
#   Date: 2007-05-30
#--------------------
# Title
#   Study_Name: Touchan - Dibeen - PIHA - ITRDB JORD002
#--------------------
# Investigators
#   Investigators: Touchan, R.; Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Dibeen
#   Location: Jordan
#   Northernmost_Latitude: 32.23
#   Southernmost_Latitude: 32.23
#   Easternmost_Longitude: 35.82
#   Westernmost_Longitude: 35.82
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: JORD002
#   First_Year: 1920
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus halepensis Mill.
#   Common_Name: Aleppo pine
#   Tree_Species_Code: PIHA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## DIB02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## DIB20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: DIB20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	DIB02_raw	DIB03_raw	DIB04_raw	DIB07_raw	DIB08_raw	DIB09_raw	DIB11_raw	DIB12_raw	DIB14_raw	DIB15_raw	DIB16_raw	DIB18_raw	DIB19_raw	DIB20_raw
1920	NA	NA	7.21	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	6.42	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	4.83	NA	NA	5.82	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	5.96	NA	NA	8.85	NA	NA	NA	NA	3.74	NA	NA	NA
1924	NA	NA	3.03	NA	NA	8.32	NA	NA	NA	NA	2.86	NA	NA	NA
1925	NA	NA	2.35	NA	NA	4.03	NA	NA	3.99	NA	2.29	NA	NA	NA
1926	NA	NA	4.5	NA	NA	5.97	1.2	NA	7.87	NA	5.36	NA	NA	NA
1927	NA	NA	6.63	NA	NA	6.23	1.97	NA	8.06	NA	4.45	NA	NA	NA
1928	NA	NA	3.99	NA	NA	2.74	2.4	NA	6.49	NA	3.58	NA	NA	NA
1929	NA	NA	5.79	NA	NA	4.88	1.4	NA	7.68	NA	4.05	NA	NA	5.43
1930	NA	NA	5.85	NA	NA	5.54	2.11	NA	5.65	NA	3.6	NA	NA	5.92
1931	NA	5.41	6.25	NA	NA	4.41	2.08	NA	6.35	NA	1.93	NA	NA	11.14
1932	NA	4.46	6.46	NA	NA	3.18	3.81	NA	4.88	NA	2.85	NA	NA	10.8
1933	NA	2.32	4.49	NA	NA	1.43	3.95	NA	3.29	NA	1.81	NA	NA	9.32
1934	NA	4.61	6.05	NA	NA	1.8	3.34	NA	3.46	NA	2.53	NA	11.13	8.47
1935	NA	10.74	11.17	NA	NA	3.46	4	NA	5.43	NA	4.25	NA	8.92	10.13
1936	NA	4.86	5.51	NA	NA	2.36	5.21	4.09	3.94	NA	2.78	NA	6.56	7.19
1937	NA	6.29	10.35	NA	NA	2.53	6.73	3.8	6.57	NA	3.4	18.6	7.15	7.94
1938	NA	8.76	6.85	1.82	NA	2.34	4.87	5.69	7.31	NA	4.5	17.09	8.74	9.02
1939	NA	7.33	5.41	2.51	NA	2.91	6.51	6.5	5.48	8.12	6.12	17.17	7.68	8.93
1940	NA	5.85	4.24	2.94	3.54	2.42	4.47	6.79	4.27	6.88	3.73	15.19	5.57	7.2
1941	NA	4.53	2.73	2.46	3.71	2.28	5.98	5.87	4.68	7.21	3.35	12.71	6.75	8
1942	NA	6	3.64	3.32	3.82	2.5	6.66	7.31	6.39	6.97	3.82	16.13	6.59	7.82
1943	NA	5.88	1.08	4.09	5.19	2.83	12.04	4.57	6	7.5	4.76	12.97	4.59	6.6
1944	NA	4.93	1.12	2.98	3.99	2.47	3.12	3.85	6.27	7.69	4.69	9.36	4.95	5.81
1945	NA	8.21	1.95	5.08	6.77	2.72	4.05	4.71	7.65	7.83	5.52	10.71	5.1	5.66
1946	NA	4.4	0.8	2.25	3.65	1.51	6.53	3.54	4.61	5.54	3.23	7.83	4.82	4.93
1947	NA	1.71	0.22	0.85	1.13	0.86	4.83	1.68	2.76	3.72	1.44	6.2	2.42	3.27
1948	NA	2.66	0.42	2.77	2.96	1.25	6.29	2.56	3.63	5.05	2.45	7.19	3.77	3.48
1949	NA	4.82	2.38	2.29	4.45	1.87	5.55	2.65	5.9	5.12	3.9	6.7	4.59	6.55
1950	NA	3.57	1.01	2.43	2.61	1.34	5.94	1.55	3.66	3.81	2.33	6.73	3.12	5.16
1951	NA	1.73	0.34	1.28	1.44	0.78	4.44	1.63	1.78	3.2	1.63	6.36	2.65	3.48
1952	NA	4.32	1.65	3.16	4.21	1.61	5.05	3.51	4.64	4.98	2.23	7.84	3.82	5.87
1953	NA	4.4	1.6	1.03	2.63	1.31	3.43	2.43	3.49	3.59	2.25	5.65	3.14	6.8
1954	NA	2.38	1.51	2.27	2.55	1.22	4	2.64	2.71	4.28	2.54	5.54	3.03	8.44
1955	NA	1.29	0.78	0.73	0.96	0.9	2.12	2.02	1.84	3.13	1.86	5.66	2.81	5.34
1956	NA	1.64	1.53	1.78	3.02	1.57	2.82	3.22	2.35	3.67	2.84	5.39	2.5	5.67
1957	NA	1.51	1.12	1.24	3.14	0.93	3.69	1.67	2.4	3.04	1.61	2.79	1.27	6.22
1958	NA	1.55	1.75	1.31	1.98	1.26	4.55	2.17	1.95	3.02	1.39	4.03	1.58	8.5
1959	NA	1.15	0.63	0.89	1.42	0.79	2.37	1.15	1.76	2.26	0.87	2.13	1.47	4.74
1960	NA	0.52	0.37	0.45	0.69	0.46	1.26	0.72	0.84	1.81	0.52	1.12	0.85	1.5
1961	NA	0.43	0.28	1.29	0.96	0.44	1.52	0.51	0.82	1.7	0.74	1.19	0.6	1.64
1962	NA	0.84	0.93	1.87	3.21	0.77	2.55	1.48	1.89	2.85	0.83	3.17	1.57	3.39
1963	NA	0.87	0.88	0.92	1.88	0.93	2.63	0.77	1.2	2.52	0.9	1.88	1.07	2.41
1964	NA	1.51	1.51	1.18	3.01	0.99	3.89	1.1	1.75	3.13	1.01	2.24	1.88	3.33
1965	NA	2.47	2	1.21	3.23	1.11	3.87	1.47	1.52	2.97	1.85	3.81	2.27	4.42
1966	NA	1.53	0.94	0.62	1.66	0.9	2.45	1.15	0.89	1.79	1.35	1.79	1.17	2.72
1967	NA	1.51	1.68	0.99	3.04	0.87	2.81	1.61	1.4	2.42	2.9	4.9	1.37	4.99
1968	NA	1.33	1.03	0.93	2.35	0.57	3.5	2.33	1.36	2.27	2.53	3.73	1.7	4.28
1969	NA	2.12	1.64	1.27	2.88	0.57	3.5	2.57	1.62	2.17	2.82	3	0.87	4.17
1970	5.04	1.5	1.15	0.98	1.95	0.72	2.88	1.18	1.6	1.79	2.03	2.06	0.99	2.82
1971	3.09	1.33	1.08	1.11	2.49	0.45	2.1	0.79	NA	2.24	1.69	3.02	1.89	2.93
1972	4.31	1.02	0.85	1.1	1.78	0.54	2.07	0.86	NA	3.49	1.52	4.97	5.95	4.08
1973	2.41	0.65	0.53	0.75	0.85	0.23	1.21	0.52	NA	2.18	0.96	1.28	2.68	1.61
