# Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4627
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4627.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ151n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ151n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sarekungey (Kirgistan) B
#   Location: Russia
#   Northernmost_Latitude: 41.67
#   Southernmost_Latitude: 41.67
#   Easternmost_Longitude: 76.43
#   Westernmost_Longitude: 76.43
#   Elevation_m: 2800
#--------------------
# Data_Collection
#   Collection_Name: RUSS151
#   First_Year: 1850
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea schrenkiana Fisch. & C.A. Mey.
#   Common_Name: Shrenk's spruce
#   Tree_Species_Code: PCSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 076031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	076031_raw	076032_raw	076041_raw	076042_raw	076111_raw	076112_raw	076121_raw	076122_raw
1850	NA	NA	NA	0.32	NA	NA	NA	NA
1851	NA	NA	NA	0.33	NA	NA	NA	NA
1852	NA	NA	NA	0.32	NA	NA	NA	NA
1853	NA	NA	NA	0.33	NA	NA	NA	NA
1854	NA	NA	NA	0.34	NA	NA	NA	NA
1855	NA	NA	NA	0.34	NA	NA	NA	NA
1856	NA	NA	NA	0.37	NA	NA	NA	NA
1857	NA	NA	NA	0.33	NA	NA	NA	NA
1858	NA	NA	NA	0.34	NA	NA	NA	NA
1859	NA	NA	NA	0.38	NA	NA	NA	NA
1860	NA	NA	NA	0.33	NA	NA	NA	NA
1861	NA	NA	NA	0.37	NA	NA	NA	NA
1862	NA	NA	NA	0.37	NA	NA	NA	NA
1863	NA	NA	NA	0.33	NA	NA	NA	NA
1864	NA	NA	NA	0.36	NA	NA	NA	NA
1865	NA	NA	NA	0.35	NA	NA	NA	NA
1866	NA	NA	NA	0.32	NA	NA	NA	NA
1867	NA	NA	NA	0.35	NA	NA	NA	NA
1868	NA	NA	NA	0.33	NA	NA	NA	NA
1869	NA	NA	NA	0.34	NA	NA	NA	NA
1870	NA	NA	NA	0.41	NA	NA	NA	NA
1871	0.29	NA	NA	0.38	NA	NA	NA	NA
1872	0.31	NA	NA	0.4	NA	NA	NA	NA
1873	0.3	NA	NA	0.39	NA	NA	NA	NA
1874	0.3	NA	NA	0.42	NA	NA	NA	NA
1875	0.28	0.24	NA	0.37	NA	NA	NA	NA
1876	0.28	0.28	NA	0.38	NA	NA	NA	NA
1877	0.28	0.26	NA	0.36	NA	NA	NA	NA
1878	0.26	0.26	0.29	0.36	NA	NA	NA	NA
1879	0.28	0.31	0.3	0.36	NA	NA	NA	NA
1880	0.26	0.29	0.28	0.37	NA	NA	NA	NA
1881	0.25	0.26	0.28	0.36	NA	NA	NA	NA
1882	0.23	0.24	0.29	0.36	NA	NA	NA	NA
1883	0.23	0.23	0.29	0.37	NA	NA	NA	NA
1884	0.25	0.26	0.29	0.36	NA	NA	0.52	NA
1885	0.26	0.26	0.3	0.38	NA	NA	0.57	NA
1886	0.22	0.23	0.27	0.3	NA	NA	0.49	NA
1887	0.26	0.24	0.29	0.32	NA	NA	0.47	NA
1888	0.27	0.25	0.29	0.34	NA	NA	0.45	0.52
1889	0.25	0.24	0.3	0.32	NA	NA	0.4	0.47
1890	0.26	0.25	0.3	0.33	NA	NA	0.4	0.44
1891	0.25	0.23	0.3	0.34	NA	NA	0.44	0.4
1892	0.25	0.23	0.28	0.31	NA	NA	0.39	0.35
1893	0.28	0.27	0.28	0.32	NA	NA	0.39	0.38
1894	0.24	0.24	0.29	0.29	NA	NA	0.34	0.33
1895	0.28	0.27	0.32	0.32	NA	NA	0.36	0.33
1896	0.28	0.24	0.27	0.28	NA	NA	0.34	0.34
1897	0.29	0.25	0.29	0.32	NA	NA	0.3	0.3
1898	0.27	0.25	0.28	0.34	NA	NA	0.3	0.3
1899	0.27	0.28	0.29	0.33	NA	NA	0.26	0.29
1900	0.24	0.27	0.3	0.32	0.34	NA	0.31	0.28
1901	0.26	0.26	0.29	0.32	0.53	NA	0.31	0.27
1902	0.26	0.27	0.27	0.33	0.43	NA	0.24	0.26
1903	0.24	0.26	0.26	0.32	0.42	NA	0.27	0.28
1904	0.24	0.24	0.27	0.3	0.43	NA	0.27	0.27
1905	0.27	0.26	0.29	0.3	0.42	NA	0.26	0.26
1906	0.22	0.22	0.27	0.31	0.38	NA	0.27	0.31
1907	0.25	0.25	0.3	0.32	0.48	NA	0.29	0.29
1908	0.25	0.25	0.3	0.41	0.42	NA	0.27	0.27
1909	0.25	0.23	0.3	0.36	0.38	0.37	0.3	0.29
1910	0.26	0.24	0.31	0.32	0.37	0.38	0.27	0.3
1911	0.26	0.24	0.31	0.34	0.36	0.42	0.29	0.26
1912	0.26	0.25	0.31	0.34	0.35	0.39	0.27	0.28
1913	0.27	0.27	0.35	0.32	0.37	0.38	0.28	0.3
1914	0.27	0.28	0.32	0.33	0.34	0.33	0.28	0.3
1915	0.27	0.26	0.31	0.33	0.34	0.33	0.32	0.31
1916	0.27	0.25	0.31	0.34	0.32	0.32	0.32	0.29
1917	0.44	0.38	0.49	0.55	0.38	0.36	0.47	0.49
1918	0.3	0.3	0.29	0.35	0.3	0.32	0.35	0.36
1919	0.27	0.27	0.31	0.33	0.3	0.31	0.33	0.32
1920	0.29	0.29	0.33	0.33	0.31	0.32	0.35	0.33
1921	0.29	0.27	0.33	0.34	0.3	0.29	0.33	0.32
1922	0.3	0.28	0.29	0.3	0.3	0.31	0.3	0.29
1923	0.26	0.26	0.28	0.3	0.27	0.28	0.27	0.26
1924	0.29	0.27	0.28	0.33	0.29	0.28	0.29	0.26
1925	0.31	0.27	0.31	0.35	0.29	0.28	0.32	0.28
1926	0.33	0.28	0.29	0.37	0.29	0.27	0.31	0.29
