# Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4627
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4627.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151i-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ151i-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ151i.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ151i.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-28
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-28
#--------------------
# Title
#   Study_Name: Schweingruber - Sarekungey (Kirgistan) B - PCSH - ITRDB RUSS151
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sarekungey (Kirgistan) B
#   Location: Russia
#   Northernmost_Latitude: 41.67
#   Southernmost_Latitude: 41.67
#   Easternmost_Longitude: 76.43
#   Westernmost_Longitude: 76.43
#   Elevation_m: 2800
#--------------------
# Data_Collection
#   Collection_Name: RUSS151
#   First_Year: 1850
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea schrenkiana Fisch. & C.A. Mey.
#   Common_Name: Shrenk's spruce
#   Tree_Species_Code: PCSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 076031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 076122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 076122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	076031_raw	076032_raw	076041_raw	076042_raw	076111_raw	076112_raw	076121_raw	076122_raw
1850	NA	NA	NA	3.8	NA	NA	NA	NA
1851	NA	NA	NA	3.88	NA	NA	NA	NA
1852	NA	NA	NA	4.09	NA	NA	NA	NA
1853	NA	NA	NA	4.14	NA	NA	NA	NA
1854	NA	NA	NA	4.13	NA	NA	NA	NA
1855	NA	NA	NA	4.23	NA	NA	NA	NA
1856	NA	NA	NA	4.24	NA	NA	NA	NA
1857	NA	NA	NA	3.97	NA	NA	NA	NA
1858	NA	NA	NA	4.07	NA	NA	NA	NA
1859	NA	NA	NA	4.39	NA	NA	NA	NA
1860	NA	NA	NA	4.05	NA	NA	NA	NA
1861	NA	NA	NA	4.34	NA	NA	NA	NA
1862	NA	NA	NA	4.24	NA	NA	NA	NA
1863	NA	NA	NA	4.05	NA	NA	NA	NA
1864	NA	NA	NA	4.21	NA	NA	NA	NA
1865	NA	NA	NA	4.1	NA	NA	NA	NA
1866	NA	NA	NA	3.89	NA	NA	NA	NA
1867	NA	NA	NA	4.13	NA	NA	NA	NA
1868	NA	NA	NA	4.01	NA	NA	NA	NA
1869	NA	NA	NA	3.95	NA	NA	NA	NA
1870	NA	NA	NA	4.79	NA	NA	NA	NA
1871	3.46	NA	NA	4.44	NA	NA	NA	NA
1872	3.67	NA	NA	4.54	NA	NA	NA	NA
1873	3.48	NA	NA	4.51	NA	NA	NA	NA
1874	3.72	NA	NA	4.91	NA	NA	NA	NA
1875	3.43	3.28	NA	4.28	NA	NA	NA	NA
1876	3.54	3.48	NA	4.5	NA	NA	NA	NA
1877	3.49	3.22	NA	4.38	NA	NA	NA	NA
1878	3.42	3.75	3.45	4.32	NA	NA	NA	NA
1879	3.38	3.81	3.47	4.27	NA	NA	NA	NA
1880	3.37	3.58	3.52	4.27	NA	NA	NA	NA
1881	3.28	3.52	3.68	4.33	NA	NA	NA	NA
1882	2.85	2.79	3.35	4.11	NA	NA	NA	NA
1883	2.86	3.03	3.33	4.49	NA	NA	NA	NA
1884	2.97	3.25	3.39	4.36	NA	NA	5.72	NA
1885	3.25	3.18	3.54	4.29	NA	NA	6.59	NA
1886	2.73	3.04	3.33	3.54	NA	NA	5.76	NA
1887	3.11	3.06	3.49	3.85	NA	NA	5.29	NA
1888	3.34	3.22	3.45	4	NA	NA	5.15	5.82
1889	3.28	3	3.56	3.79	NA	NA	4.67	5.47
1890	3.2	3.18	3.46	3.81	NA	NA	4.73	5.15
1891	3.37	3.23	3.72	4.15	NA	NA	5.28	4.98
1892	3.03	2.92	3.55	3.75	NA	NA	4.84	4.46
1893	3.37	3.3	3.55	3.75	NA	NA	4.85	4.7
1894	3.14	2.96	3.46	3.43	NA	NA	4.22	4.26
1895	3.71	3.45	3.84	3.92	NA	NA	4.44	4.3
1896	3.58	3.07	3.42	3.42	NA	NA	4.15	4.06
1897	3.63	3.22	3.5	3.81	NA	NA	3.86	3.75
1898	3.29	3.14	3.31	3.92	NA	NA	3.92	3.84
1899	3.36	3.47	3.56	3.91	NA	NA	3.65	3.68
1900	3.24	3.4	3.56	3.91	4.64	NA	4.22	3.74
1901	3.3	3.35	3.44	3.79	5.95	NA	3.84	3.46
1902	3.22	3.22	3.2	3.89	4.8	NA	3.32	3.35
1903	3.27	3.49	3.45	3.75	4.81	NA	3.35	3.53
1904	3.41	3.18	3.47	3.94	5.65	NA	3.47	3.54
1905	3.42	3.16	3.52	3.7	4.8	NA	3.4	3.6
1906	3.03	3.06	3.47	3.74	4.65	NA	3.48	4.15
1907	3.36	3.36	3.75	3.96	6.02	NA	3.73	3.75
1908	3.2	3.37	3.72	4.85	4.92	NA	3.48	3.69
1909	3.15	3.09	3.8	4.17	4.44	4.28	3.83	3.81
1910	3.22	3.25	3.73	3.92	4.8	4.49	3.63	3.78
1911	3.18	3.13	3.65	4.08	4.42	4.86	3.62	3.59
1912	3.36	3.18	3.83	4.05	4.06	4.59	3.58	3.56
1913	3.6	3.51	4.13	3.93	4.3	4.42	3.53	3.79
1914	3.42	3.44	3.76	3.82	4.01	3.93	3.54	3.79
1915	3.36	3.35	3.75	4.05	4.14	4.13	4.18	4.11
1916	3.56	3.55	3.81	4.11	4.14	4.12	4.2	3.9
1917	5.05	4.88	5.2	5.87	4.68	4.44	5.29	5.55
1918	3.69	3.83	3.64	4.03	3.79	4.02	4.39	4.41
1919	3.44	3.43	3.66	4	3.78	3.8	4.07	4.18
1920	3.68	3.37	3.67	3.84	3.74	3.87	4.02	3.9
1921	3.75	3.49	3.89	4.2	3.81	3.97	4.02	3.83
1922	3.71	3.67	3.59	3.82	3.83	3.85	3.72	3.68
1923	3.44	3.34	3.52	3.61	3.75	3.64	3.68	3.44
1924	3.77	3.45	3.7	3.95	3.79	3.85	3.71	3.67
1925	4.06	3.48	3.73	4.34	3.67	3.64	3.99	3.71
1926	4.06	3.42	3.69	4.25	3.6	3.59	3.93	3.73
