# Krusic - Nagarjun - PIRO - ITRDB NEPA033
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3790
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3790.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa033-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa033-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa033.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa033.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-24
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-24
#--------------------
# Title
#   Study_Name: Krusic - Nagarjun - PIRO - ITRDB NEPA033
#--------------------
# Investigators
#   Investigators: Krusic, P.J.; Zuber, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nagarjun
#   Location: Nepal
#   Northernmost_Latitude: 27.45
#   Southernmost_Latitude: 27.45
#   Easternmost_Longitude: 85.15
#   Westernmost_Longitude: 85.15
#   Elevation_m: 1420
#--------------------
# Data_Collection
#   Collection_Name: NEPA033
#   First_Year: 1878
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus roxburghii Sarg. = Pinus longifolia Roxb.
#   Common_Name: chir pine
#   Tree_Species_Code: PIRO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NAPR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAPR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAPR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGPR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGPR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NAPR02B_raw	NAPR09B_raw	NAPR12B_raw	NAPR11A_raw	NAPR08B_raw	NAPR10A_raw	NAPR10B_raw	NAPR03B_raw	NAPR08A_raw	NAPR14A_raw	NAPR14B_raw	NAPR09A_raw	NAPR02A_raw	NGPR11A_raw	NGPR05B_raw	NGPR08B_raw	NGPR08A_raw	NGPR05A_raw	NGPR12A_raw	NGPR07A_raw	NGPR02B_raw	NGPR02A_raw	NGPR01A_raw	NGPR04A_raw	NGPR04B_raw
1878	11.658	NA	NA	NA	NA	NA	NA	NA	13.321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	8.869	NA	5.51	NA	NA	NA	NA	NA	9.807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	7.852	NA	6.763	NA	12.27	7.047	NA	NA	12.664	NA	NA	9.966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	9.548	NA	6.948	9.248	12.836	6.197	NA	NA	11.251	NA	NA	9.481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	9.649	8.335	5.894	8.484	13.211	7.934	NA	NA	11.864	NA	NA	10.772	11.912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	6.906	8.449	6.381	7.546	10.178	7.357	NA	10.402	9.373	NA	7.186	10.052	11.358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	7.158	8.082	5.966	6.646	9.26	8.383	NA	9.909	8.904	NA	6.423	9.964	12.118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	6.162	6.753	5.034	5.987	7.393	6.149	6.489	7.721	6.018	NA	6.039	9.57	9.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	6.082	6.055	4.709	5.138	9.527	5.678	6.29	7.552	5.466	NA	6.045	8.505	7.944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	5.583	4.597	4.739	4.981	7.848	5.727	5.98	6.907	4.775	5.904	4.848	6.723	6.223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	6.062	4.277	3.987	5.12	7.861	6.111	6.36	6.619	5.311	6.604	5.248	7.691	7.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	6.582	4.41	4.008	5.44	7.55	4.303	6.05	6.584	4.495	6.451	4.287	6.869	8.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	4.333	3.901	2.605	4.127	5.637	4.024	6.843	5.355	4.717	6.343	4.291	6.255	5.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	3.669	3.701	2.319	3.148	5.053	4.276	6.38	4.927	3.729	4.86	3.444	5.451	3.378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	4.499	4.011	3.599	3.635	7.739	5.228	5.38	4.934	4.602	6.141	4.714	5.983	4.054	6.766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	4.453	4.106	2.875	3.901	8.067	5.861	4.815	4.761	4.677	5.335	4.763	5.516	4.986	7.813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	3.613	3.476	2.344	3.595	4.854	5.053	4.011	4.203	3.043	4.091	4.248	5.384	4.576	6.561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	2.984	4.944	2.157	4.026	5.684	5.405	4.784	4.454	2.897	4.043	4.352	5.411	3.475	6.939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	2.581	4.208	1.901	3.036	3.941	4.446	4.076	4.005	3.457	3.677	4.359	4.853	3.381	5.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	4.279	4.213	1.638	3.638	4.39	6.126	5.517	5.703	5.813	4.128	6.153	5.069	5.316	5.863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	3.509	3.703	1.429	4.953	4.886	5.54	4.493	6.092	6.633	4.819	5.894	4.887	5.055	6.928	NA	8.621	7.039	NA	NA	NA	NA	NA	NA	NA	NA
1899	3.213	2.748	0.917	4.396	6.816	6.331	4.551	5.078	4.712	3.988	5.269	4.38	3.747	5.295	NA	6.057	6.604	NA	NA	NA	NA	NA	NA	NA	NA
1900	3.302	2.68	1.083	2.861	8.612	6.018	3.825	2.921	3.812	3.688	4.242	4.586	3.333	5.777	NA	5.293	6.705	NA	NA	NA	NA	NA	NA	NA	NA
1901	2.33	2.134	1.085	2.473	7.083	3.249	1.713	0.939	3.141	2.643	2.559	3.768	2.255	4.904	NA	5.93	6.958	NA	NA	NA	NA	NA	NA	NA	NA
1902	3.119	2.835	1.615	2.622	7.027	3.947	2.483	1.401	3.118	3.011	2.224	3.909	3.179	5.149	NA	6.046	5.441	NA	NA	NA	NA	NA	NA	NA	NA
1903	2.543	2.06	1.156	1.848	6.583	2.493	1.917	2.354	2.826	2.414	2.064	2.534	2.391	4.834	NA	6.222	5.356	NA	NA	NA	NA	NA	NA	6.098	NA
1904	1.674	1.884	1.363	1.791	6.178	1.868	2.006	2.194	3.336	2.178	1.505	3.045	2.3	4.123	NA	5.434	4.842	NA	NA	NA	NA	NA	NA	6.907	NA
1905	2.427	2.552	1.531	1.582	5.591	2.576	2.887	2.601	3.381	2.574	2.156	4.062	2.208	4.087	NA	3.841	3.026	NA	NA	NA	NA	NA	NA	6.097	NA
1906	3.252	1.933	1.325	1.965	4.526	1.968	2.095	3.625	3.625	2.364	2.551	3.319	3.216	3.988	NA	3.488	3.186	NA	NA	NA	NA	NA	NA	7.283	NA
1907	2.652	1.248	1.398	2.098	3.22	2.315	2.109	2.625	3.394	2.557	1.909	2.808	3.062	4.436	NA	3.494	3.436	NA	NA	NA	NA	4.418	NA	6.505	NA
1908	1.868	1.87	1.161	1.894	2.894	1.906	1.955	2.54	2.704	3.661	1.939	3.363	3.141	2.915	NA	2.689	2.773	NA	NA	5.602	6.037	4.249	NA	5.175	NA
1909	1.713	1.375	1.111	1.404	3.055	1.519	1.651	2.502	2.282	2.872	1.32	3.112	1.771	3.291	NA	2.787	2.756	NA	NA	5.61	7.041	4.173	2.927	5.171	NA
1910	2.055	1.838	1.45	1.281	5.223	1.309	1.782	4.883	2.184	2.974	1.729	3.052	2.265	3.44	NA	2.259	2.717	NA	NA	6.008	7.041	4.171	2.852	7.065	NA
1911	2.391	2.329	2.039	2.007	5.987	1.967	2.49	4.841	1.878	4.302	1.972	3.692	2.831	4.016	NA	2.902	2.625	4.973	NA	4.623	6.929	4.733	2.719	6.307	NA
1912	2.084	1.389	2.039	1.792	4.671	1.582	1.985	3.905	1.48	2.398	1.338	2.942	1.602	4.812	NA	3.343	2.796	3.854	NA	3.861	6.544	5.675	2.652	6.072	7.492
1913	1.905	1.483	1.493	1.33	3.819	1.125	1.457	3.161	1.694	1.924	1.029	2.877	2.013	2.319	NA	2.345	1.863	2.453	NA	2.173	5.174	3.591	2.565	4.905	6.474
1914	2.159	1.358	1.699	1.483	4.034	1.006	1.231	3.257	1.863	1.981	1.107	2.556	1.972	1.554	NA	1.846	1.863	2.209	NA	2.675	4.088	3.163	2.223	4.151	5.651
1915	3.163	1.981	2.163	1.442	3.288	1.177	1.136	3.615	2.319	2.166	1.262	2.362	2.477	1.585	4.139	2.091	1.789	3.009	NA	4.441	4.669	4.942	2.602	4.625	7.094
1916	2.2	1.285	1.3	0.95	1.707	1.004	0.919	2.773	1.302	1.512	0.833	1.653	2.051	1.721	2.303	1.664	1.238	2.575	NA	3.358	5.281	4.578	2.516	5.091	5.715
1917	1.297	1	1.36	0.929	1.381	0.716	0.808	1.924	0.657	1.33	0.725	1.143	1.364	3.277	2.996	1.914	1.827	2.621	NA	3.606	5.203	4.703	2.561	4.782	4.672
1918	1.109	0.825	1.166	0.407	0.901	0.521	0.418	1.36	0.663	0.849	0.495	0.676	0.749	2.666	2.79	0.822	0.862	2.47	NA	1.522	3.216	2.973	2.785	3.463	3.348
1919	1.297	1.218	1.432	0.377	0.958	0.266	0.314	1.032	1.1	0.894	0.516	0.746	1.079	3.226	4.356	1.186	0.941	3.223	NA	2.281	3.684	2.918	2.977	2.901	3.252
1920	1.407	2.123	1.501	0.681	1.626	0.82	0.64	1.942	2.186	1.349	1.015	1.349	1.388	3.257	4.327	1.266	1.309	2.615	5.989	2.44	4.288	2.889	3.559	3.71	3.838
1921	2.441	1.877	2.74	1.126	2.38	0.97	1.134	2.667	3.756	2.212	1.721	2.582	1.537	2.032	4.304	2.029	1.687	3.135	7.499	1.962	4.08	4.697	5.18	4.36	4.328
