# Schweingruber - Alakurtti - PISY - ITRDB RUSS125
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4307
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4307.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ125l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ125l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ125l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ125l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Alakurtti - PISY - ITRDB RUSS125
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Alakurtti
#   Location: Russia
#   Northernmost_Latitude: 66.98
#   Southernmost_Latitude: 66.98
#   Easternmost_Longitude: 30.25
#   Westernmost_Longitude: 30.25
#   Elevation_m: 200
#--------------------
# Data_Collection
#   Collection_Name: RUSS125
#   First_Year: 1699
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 012011_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012012_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012021_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012022_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012031_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012032_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012041_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012042_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012052_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012061_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012062_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012071_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012072_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012081_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012082_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012091_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012092_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012101_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012102_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012111_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012112_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012121_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012122_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012131_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012132_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012141_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012142_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012151_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012151; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012152_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012152; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012161_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012161; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012162_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012162; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012171_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 012172_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: 012172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	012011_raw	012012_raw	012021_raw	012022_raw	012031_raw	012032_raw	012041_raw	012042_raw	012052_raw	012061_raw	012062_raw	012071_raw	012072_raw	012081_raw	012082_raw	012091_raw	012092_raw	012101_raw	012102_raw	012111_raw	012112_raw	012121_raw	012122_raw	012131_raw	012132_raw	012141_raw	012142_raw	012151_raw	012152_raw	012161_raw	012162_raw	012171_raw	012172_raw
1699	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	NA	NA	NA	NA	0.15	0.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	NA	NA	NA	0.18	0.14	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	0.15	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA
1702	NA	NA	NA	0.12	0.18	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	0.18	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA
1703	NA	NA	NA	0.25	0.13	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	0.12	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA
1704	NA	NA	NA	0.13	0.13	0.15	NA	NA	NA	NA	0.22	NA	NA	NA	NA	NA	NA	NA	0.16	NA	0.15	NA	0.14	NA	NA	0.17	0.3	0.25	0.42	NA	NA	NA	NA
1705	NA	NA	0.18	0.17	0.11	0.2	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	0.3	NA	0.16	NA	0.16	NA	NA	0.3	0.25	0.25	0.42	NA	NA	NA	NA
1706	NA	NA	0.15	0.2	0.11	0.19	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	0.21	0.13	0.13	NA	0.16	NA	NA	0.33	0.37	0.21	0.32	NA	NA	NA	NA
1707	NA	NA	0.45	0.31	0.16	0.24	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.28	0.11	0.13	NA	0.19	NA	NA	0.27	0.22	0.33	0.49	NA	NA	NA	NA
1708	NA	NA	0.15	0.14	0.1	0.18	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.13	0.15	0.09	NA	0.08	0.12	NA	0.24	0.23	0.12	0.18	NA	NA	NA	NA
1709	NA	NA	0.13	0.12	0.14	0.18	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	0.11	0.11	0.13	0.1	NA	0.03	0.13	NA	0.16	0.15	0.09	0.1	NA	NA	NA	NA
1710	NA	NA	0.07	0.17	0.2	0.25	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	0.24	0.31	0.16	0.13	NA	0.08	0.21	NA	0.19	0.17	0.22	0.27	NA	NA	NA	0.09
1711	NA	NA	0.15	0.18	0.22	0.26	NA	NA	NA	NA	0.33	NA	0.05	NA	NA	NA	NA	0.12	0.12	0.12	0.17	NA	0.11	0.18	NA	0.22	0.13	0.38	0.34	NA	NA	NA	0.14
1712	NA	NA	0.11	0.15	0.12	0.13	NA	NA	NA	NA	0.36	NA	0.05	NA	NA	NA	NA	0.12	0.11	0.14	0.11	NA	0.06	0.16	NA	0.12	0.11	0.18	0.29	NA	NA	NA	0.09
1713	NA	NA	0.06	0.1	0.07	0.07	NA	NA	NA	0.2	0.66	NA	0.1	NA	0.15	NA	NA	0.06	0.1	0.1	0.07	NA	0.06	0.13	NA	0.11	0.08	0.14	0.16	NA	NA	NA	0.12
1714	NA	NA	0.19	0.15	0.15	0.13	NA	NA	NA	0.18	0.55	NA	0.06	NA	0.25	NA	NA	0.14	0.2	0.12	0.13	NA	0.08	0.2	NA	0.15	0.24	0.16	0.28	NA	NA	NA	0.16
1715	NA	NA	0.16	0.16	0.15	0.14	NA	NA	NA	0.08	0.55	NA	0.1	NA	0.31	NA	NA	0.18	0.16	0.15	0.13	NA	0.1	0.18	NA	0.17	0.13	0.24	0.31	NA	NA	NA	0.15
1716	NA	NA	0.16	0.11	0.14	0.15	NA	NA	NA	0.14	0.78	NA	0.11	NA	0.24	NA	NA	0.1	0.17	0.19	0.14	NA	0.09	0.18	0.11	0.22	0.17	0.16	0.15	NA	NA	0.25	0.26
1717	NA	NA	0.19	0.21	0.16	0.2	NA	NA	NA	0.17	0.51	NA	0.12	0.13	0.14	NA	NA	0.21	0.18	0.26	0.11	0.17	0.14	0.15	0.1	0.23	0.24	0.19	0.16	0.18	0.19	0.11	0.23
1718	NA	NA	0.14	0.26	0.14	0.17	NA	NA	NA	0.12	0.77	NA	0.14	0.11	0.15	NA	NA	0.22	0.29	0.14	0.12	0.13	0.11	0.1	0.11	0.23	0.4	0.18	0.19	0.23	0.23	0.14	0.22
1719	NA	NA	0.13	0.16	0.11	0.12	NA	NA	NA	0.24	0.76	NA	0.08	0.11	0.14	NA	NA	0.42	0.26	0.23	0.14	0.19	0.21	0.09	0.07	0.24	0.2	0.17	0.14	0.15	0.24	0.07	0.18
1720	NA	NA	0.11	0.1	0.11	0.1	NA	NA	NA	0.17	0.73	NA	0.16	0.11	0.11	NA	NA	0.32	0.21	0.15	0.12	0.07	0.09	0.09	0.09	0.21	0.17	0.11	0.09	0.21	0.09	0.1	0.12
1721	NA	NA	0.12	0.15	0.12	0.13	NA	NA	NA	0.13	0.74	NA	0.19	0.13	0.16	NA	NA	0.18	0.26	0.14	0.09	0.14	0.15	0.16	0.16	0.17	0.15	0.11	0.12	0.14	0.15	0.1	0.12
1722	NA	NA	0.12	0.14	0.13	0.13	NA	NA	NA	0.11	0.86	0.13	0.1	0.09	0.11	NA	NA	0.13	0.16	0.13	0.08	0.13	0.08	0.09	0.13	0.13	0.16	0.1	0.13	0.09	0.11	0.13	0.13
1723	NA	NA	0.14	0.15	0.17	0.17	NA	NA	NA	0.09	0.76	0.17	0.14	0.11	0.18	NA	NA	0.11	0.15	0.16	0.1	0.12	0.12	0.07	0.08	0.16	0.14	0.11	0.1	0.15	0.1	0.14	0.16
1724	NA	NA	0.22	0.21	0.12	0.14	NA	NA	NA	0.12	0.7	0.38	0.21	0.11	0.21	NA	NA	0.17	0.23	0.28	0.19	0.07	0.13	0.11	0.11	0.18	0.16	0.25	0.19	0.22	0.24	0.12	0.14
1725	NA	NA	0.23	0.24	0.15	0.14	NA	NA	NA	0.16	0.73	0.15	0.2	0.14	0.18	NA	NA	0.23	0.26	0.27	0.14	0.16	0.2	0.22	0.11	0.2	0.19	0.2	0.17	0.15	0.24	0.12	0.18
1726	NA	NA	0.24	0.35	0.09	0.08	NA	NA	NA	0.18	0.99	0.36	0.25	0.14	0.16	NA	NA	0.27	0.32	0.38	0.18	0.22	0.18	0.3	0.28	0.25	0.38	0.28	0.23	0.32	0.28	0.16	0.15
1727	NA	NA	0.34	0.28	0.09	0.12	NA	NA	NA	0.12	0.77	0.12	0.14	0.15	0.21	NA	NA	0.24	0.27	0.25	0.2	0.19	0.15	0.22	0.17	0.31	0.3	0.24	0.23	0.3	0.27	0.18	0.2
1728	NA	NA	0.32	0.26	0.08	0.09	NA	NA	NA	0.11	0.43	0.19	0.24	0.11	0.11	NA	NA	0.23	0.2	0.3	0.23	0.21	0.15	0.18	0.12	0.17	0.24	0.2	0.21	0.22	0.35	0.23	0.2
1729	NA	NA	0.31	0.35	0.15	0.18	NA	NA	NA	0.22	0.75	0.26	0.24	0.17	0.24	NA	NA	0.41	0.44	0.24	0.41	0.22	0.18	0.26	0.21	0.25	0.25	0.25	0.22	0.19	0.39	0.26	0.31
1730	NA	NA	0.29	0.32	0.17	0.15	NA	NA	NA	0.2	0.62	0.23	0.22	0.15	0.21	NA	NA	0.24	0.44	0.25	0.27	0.18	0.19	0.28	0.21	0.19	0.17	0.16	0.13	0.25	0.22	0.15	0.15
1731	NA	NA	0.15	0.19	0.15	0.18	NA	NA	NA	0.13	0.28	0.12	0.2	0.18	0.2	NA	NA	0.25	0.34	0.29	0.22	0.16	0.17	0.24	0.18	0.25	0.21	0.16	0.13	0.12	0.24	0.22	0.26
1732	NA	NA	0.22	0.23	0.15	0.18	NA	NA	NA	0.09	0.49	0.09	0.23	0.09	0.13	NA	NA	0.26	0.2	0.24	0.14	0.18	0.11	0.17	0.12	0.23	0.24	0.16	0.11	0.15	0.19	0.21	0.26
1733	NA	NA	0.15	0.16	0.11	0.14	NA	NA	NA	0.08	0.46	0.11	0.14	0.08	0.11	NA	NA	0.15	0.16	0.19	0.08	0.12	0.06	0.14	0.1	0.16	0.11	0.12	0.13	0.08	0.13	0.15	0.23
1734	NA	NA	0.2	0.17	0.11	0.09	NA	NA	NA	0.09	0.43	0.11	0.16	0.08	0.1	NA	NA	0.09	0.14	0.12	0.09	0.14	0.06	0.13	0.09	0.09	0.15	0.11	0.08	0.11	0.1	0.24	0.24
1735	NA	NA	0.15	0.12	0.07	0.07	NA	NA	NA	0.08	0.44	0.08	0.1	0.08	0.08	NA	NA	0.1	0.1	0.09	0.08	0.12	0.07	0.1	0.07	0.06	0.08	0.1	0.08	0.1	0.11	0.14	0.21
